tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,program_id,business_owner,technology_owner,executive_sponsor,phase,budget_usd,spend_to_date_usd,expected_value_usd,realized_value_usd,value_basis,status,target_date,dependencies,risks,decision_needed
apex-retail,Retail Demo,v6.0,program_initiative,APX-INIT-011,Assortment localization copilot,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-011,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,design,30000000,0,30000000,0,planner workflow fit,prove_value,2027-03-31,planner workflow fit,planner workflow fit,planner workflow fit
apex-retail,Retail Demo,v6.0,program_initiative,APX-INIT-012,Store associate task assistant,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-012,COO,COO,COO,design,43000000,0,43000000,0,mobile device and policy readiness,prove_value,2027-04-09,mobile device and policy readiness,mobile device and policy readiness,mobile device and policy readiness
apex-retail,Retail Demo,v6.0,program_initiative,APX-INIT-013,Supply chain ETA and carrier exception AI,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-013,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,build,36000000,7200000,36000000,7200000,carrier API latency,scale_candidate,2027-04-18,carrier API latency,carrier API latency,carrier API latency
apex-retail,Retail Demo,v6.0,program_initiative,APX-INIT-014,AI code productivity program,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APX-INIT-014,CIO,CIO,CIO,scale,22000000,9800000,22000000,9800000,measurement by product team incomplete,scale_candidate,2027-04-27,measurement by product team incomplete,measurement by product team incomplete,measurement by product team incomplete
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0015,Retail lakehouse and customer inventory graph / expansion 1,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0015,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,95000000,12000000,95000000,12000000,identity and item-location data quality,at_risk,2027-05-06,identity and item-location data quality,identity and item-location data quality,identity and item-location data quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0016,AI demand forecasting and replenishment / expansion 2,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0016,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,pilot,72000000,21000000,72000000,21000000,forecast explainability by category,scale_candidate,2027-05-15,forecast explainability by category,forecast explainability by category,forecast explainability by category
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0017,Store labor scheduling optimization / expansion 3,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0017,COO,COO,COO,pilot,51000000,9000000,51000000,9000000,labor-rule integration and manager adoption,hold_until_evidence,2027-05-24,labor-rule integration and manager adoption,labor-rule integration and manager adoption,labor-rule integration and manager adoption
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0018,Shrink anomaly detection / expansion 4,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0018,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,68000000,6800000,68000000,6800000,camera/POS evidence linkage,at_risk,2027-06-02,camera/POS evidence linkage,camera/POS evidence linkage,camera/POS evidence linkage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0019,Search and personalization AI / expansion 5,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0019,Chief Digital Officer,Chief Digital Officer,Chief Digital Officer,scale,84000000,42000000,84000000,42000000,consent and customer identity gaps,scale_candidate,2027-06-11,consent and customer identity gaps,consent and customer identity gaps,consent and customer identity gaps
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0020,Retail media measurement clean room / expansion 6,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0020,Chief Marketing Officer,Chief Marketing Officer,Chief Marketing Officer,design,38000000,4000000,38000000,4000000,incrementality proof missing,hold_until_evidence,2027-06-20,incrementality proof missing,incrementality proof missing,incrementality proof missing
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0021,BOPIS exception prediction / expansion 7,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0021,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,pilot,34000000,7400000,34000000,7400000,store inventory accuracy,scale_candidate,2027-06-29,store inventory accuracy,store inventory accuracy,store inventory accuracy
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0022,Returns fraud triage / expansion 8,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0022,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,26000000,3200000,26000000,3200000,fairness and customer friction review,at_risk,2027-07-08,fairness and customer friction review,fairness and customer friction review,fairness and customer friction review
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0023,Finance margin bridge automation / expansion 9,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0023,CFO,CFO,CFO,pilot,24000000,5800000,24000000,5800000,vendor funding lineage,scale_candidate,2027-07-17,vendor funding lineage,vendor funding lineage,vendor funding lineage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0024,ServiceNow store support agent / expansion 10,v4_synthetic_pack,VP IT Operations,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0024,VP IT Operations,VP IT Operations,VP IT Operations,pilot,18000000,2400000,18000000,2400000,knowledge base quality,hold_until_evidence,2027-07-26,knowledge base quality,knowledge base quality,knowledge base quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0025,Assortment localization copilot / expansion 11,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0025,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,design,30000000,0,30000000,0,planner workflow fit,prove_value,2027-08-04,planner workflow fit,planner workflow fit,planner workflow fit
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0026,Store associate task assistant / expansion 12,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,low,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0026,COO,COO,COO,design,43000000,0,43000000,0,mobile device and policy readiness,prove_value,2027-08-13,mobile device and policy readiness,mobile device and policy readiness,mobile device and policy readiness
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0027,Supply chain ETA and carrier exception AI / expansion 13,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0027,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,build,36000000,7200000,36000000,7200000,carrier API latency,scale_candidate,2027-08-22,carrier API latency,carrier API latency,carrier API latency
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0028,AI code productivity program / expansion 14,v4_synthetic_pack,CIO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,29,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0028,CIO,CIO,CIO,scale,22000000,9800000,22000000,9800000,measurement by product team incomplete,scale_candidate,2027-08-31,measurement by product team incomplete,measurement by product team incomplete,measurement by product team incomplete
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0029,Retail lakehouse and customer inventory graph / expansion 15,v4_synthetic_pack,Chief Data Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,30,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0029,Chief Data Officer,Chief Data Officer,Chief Data Officer,mobilize,95000000,12000000,95000000,12000000,identity and item-location data quality,at_risk,2027-09-09,identity and item-location data quality,identity and item-location data quality,identity and item-location data quality
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0030,AI demand forecasting and replenishment / expansion 16,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,31,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0030,Chief Merchandising Officer,Chief Merchandising Officer,Chief Merchandising Officer,pilot,72000000,21000000,72000000,21000000,forecast explainability by category,scale_candidate,2027-09-18,forecast explainability by category,forecast explainability by category,forecast explainability by category
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0031,Store labor scheduling optimization / expansion 17,v4_synthetic_pack,COO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,32,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0031,COO,COO,COO,pilot,51000000,9000000,51000000,9000000,labor-rule integration and manager adoption,hold_until_evidence,2027-09-27,labor-rule integration and manager adoption,labor-rule integration and manager adoption,labor-rule integration and manager adoption
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0032,Shrink anomaly detection / expansion 18,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,33,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0032,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,68000000,6800000,68000000,6800000,camera/POS evidence linkage,at_risk,2027-10-06,camera/POS evidence linkage,camera/POS evidence linkage,camera/POS evidence linkage
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0033,Search and personalization AI / expansion 19,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,34,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0033,Chief Digital Officer,Chief Digital Officer,Chief Digital Officer,scale,84000000,42000000,84000000,42000000,consent and customer identity gaps,scale_candidate,2027-10-15,consent and customer identity gaps,consent and customer identity gaps,consent and customer identity gaps
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0034,Retail media measurement clean room / expansion 20,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,35,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0034,Chief Marketing Officer,Chief Marketing Officer,Chief Marketing Officer,design,38000000,4000000,38000000,4000000,incrementality proof missing,hold_until_evidence,2027-10-24,incrementality proof missing,incrementality proof missing,incrementality proof missing
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0035,BOPIS exception prediction / expansion 21,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,36,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0035,Chief Supply Chain Officer,Chief Supply Chain Officer,Chief Supply Chain Officer,pilot,34000000,7400000,34000000,7400000,store inventory accuracy,scale_candidate,2027-11-02,store inventory accuracy,store inventory accuracy,store inventory accuracy
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0036,Returns fraud triage / expansion 22,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,37,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0036,Chief Risk Officer,Chief Risk Officer,Chief Risk Officer,build,26000000,3200000,26000000,3200000,fairness and customer friction review,at_risk,2027-11-11,fairness and customer friction review,fairness and customer friction review,fairness and customer friction review
apex-retail,Retail Demo,v6.0,program_initiative,APEXRETAIL-INIT-0037,Finance margin bridge automation / expansion 23,v4_synthetic_pack,CFO,synthetic_demo,family-5-execution-operations/F13_initiatives-portfolio.csv,38,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Moves|Tower|Intelligence,execution|portfolio|value|risk|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,APEXRETAIL-INIT-0037,CFO,CFO,CFO,pilot,24000000,5800000,24000000,5800000,vendor funding lineage,scale_candidate,2027-11-20,vendor funding lineage,vendor funding lineage,vendor funding lineage
