tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,vendor_id,vendor_name,contract_id,service,annual_cost_usd,renewal_date,owning_function,linked_systems,contract_risk,pricing_basis
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-011,ServiceNow,v4_synthetic_pack,Chief Real Estate Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,12,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-011,ServiceNow,APX-VND-011,security,9600000,2026-11-15,Chief Real Estate Officer,Store Systems and POS,high,security
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-012,Microsoft,v4_synthetic_pack,SVP Private Brands,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,13,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-012,Microsoft,APX-VND-012,services,10440000,2026-12-15,SVP Private Brands,Digital Commerce Engineering,low,services
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-013,AWS,v4_synthetic_pack,COO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,14,2026-06-18,2026-01-01,2026-07-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-013,AWS,APX-VND-013,commerce,11280000,2026-07-15,COO,Merchandising and Planning Systems,medium,commerce
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-014,Google,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,15,2026-06-18,2026-01-01,2026-08-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-014,Google,APX-VND-014,erp,12120000,2026-08-15,Chief Digital Officer,Supply Chain Platforms,low,erp
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-015,NVIDIA,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,16,2026-06-18,2026-01-01,2026-09-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-015,NVIDIA,APX-VND-015,supply_chain,12960000,2026-09-15,Chief Merchandising Officer,Customer Data and Loyalty Platforms,low,supply_chain
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-016,UKG,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,17,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-016,UKG,APX-VND-016,data_ai,13800000,2026-10-15,Chief Supply Chain Officer,ERP and Corporate Systems,high,data_ai
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-017,Workday,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,18,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-017,Workday,APX-VND-017,security,14640000,2026-11-15,Chief Marketing Officer,"Data, Analytics and AI",low,security
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-018,CrowdStrike,v4_synthetic_pack,CFO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,19,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-018,CrowdStrike,APX-VND-018,services,15480000,2026-12-15,CFO,Cloud Platform and SRE,low,services
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-019,Datadog,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,20,2026-06-18,2026-01-01,2026-07-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-019,Datadog,APX-VND-019,commerce,16320000,2026-07-15,Chief Risk Officer,Cybersecurity,medium,commerce
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-020,MuleSoft,v4_synthetic_pack,CIO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,21,2026-06-18,2026-01-01,2026-08-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-020,MuleSoft,APX-VND-020,erp,17160000,2026-08-15,CIO,Service Management and End User Tech,low,erp
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-021,Klaviyo,v4_synthetic_pack,CHRO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,22,2026-06-18,2026-01-01,2026-09-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-021,Klaviyo,APX-VND-021,supply_chain,18000000,2026-09-15,CHRO,Store Systems and POS,high,supply_chain
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-022,Braze,v4_synthetic_pack,Chief Procurement Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,23,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-022,Braze,APX-VND-022,data_ai,18840000,2026-10-15,Chief Procurement Officer,Digital Commerce Engineering,medium,data_ai
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-023,NCR,v4_synthetic_pack,Chief Real Estate Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,24,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-023,NCR,APX-VND-023,security,19680000,2026-11-15,Chief Real Estate Officer,Merchandising and Planning Systems,low,security
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-024,Zebra,v4_synthetic_pack,SVP Private Brands,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,25,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-024,Zebra,APX-VND-024,services,20520000,2026-12-15,SVP Private Brands,Supply Chain Platforms,low,services
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-025,Okta,v4_synthetic_pack,COO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,26,2026-06-18,2026-01-01,2026-07-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-025,Okta,APX-VND-025,commerce,21360000,2026-07-15,COO,Customer Data and Loyalty Platforms,medium,commerce
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-026,Fortinet,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,27,2026-06-18,2026-01-01,2026-08-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-026,Fortinet,APX-VND-026,erp,22200000,2026-08-15,Chief Digital Officer,ERP and Corporate Systems,high,erp
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-027,Accenture,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,28,2026-06-18,2026-01-01,2026-09-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-027,Accenture,APX-VND-027,supply_chain,23040000,2026-09-15,Chief Merchandising Officer,"Data, Analytics and AI",low,supply_chain
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-028,Deloitte,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,29,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-028,Deloitte,APX-VND-028,data_ai,23880000,2026-10-15,Chief Supply Chain Officer,Cloud Platform and SRE,medium,data_ai
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-029,Infosys,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,30,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-029,Infosys,APX-VND-029,security,24720000,2026-11-15,Chief Marketing Officer,Cybersecurity,low,security
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-030,TCS,v4_synthetic_pack,CFO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,31,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-030,TCS,APX-VND-030,services,25560000,2026-12-15,CFO,Service Management and End User Tech,low,services
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-031,EPAM,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,32,2026-06-18,2026-01-01,2026-07-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-031,EPAM,APX-VND-031,commerce,26400000,2026-07-15,Chief Risk Officer,Store Systems and POS,high,commerce
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-032,Capgemini,v4_synthetic_pack,CIO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,33,2026-06-18,2026-01-01,2026-08-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-032,Capgemini,APX-VND-032,erp,27240000,2026-08-15,CIO,Digital Commerce Engineering,low,erp
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-033,SAS,v4_synthetic_pack,CHRO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,34,2026-06-18,2026-01-01,2026-09-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-033,SAS,APX-VND-033,supply_chain,28080000,2026-09-15,CHRO,Merchandising and Planning Systems,low,supply_chain
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-034,Tableau,v4_synthetic_pack,Chief Procurement Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,35,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-034,Tableau,APX-VND-034,data_ai,28920000,2026-10-15,Chief Procurement Officer,Supply Chain Platforms,medium,data_ai
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-035,Power BI,v4_synthetic_pack,Chief Real Estate Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,36,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-035,Power BI,APX-VND-035,security,29760000,2026-11-15,Chief Real Estate Officer,Customer Data and Loyalty Platforms,low,security
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-036,Narvar,v4_synthetic_pack,SVP Private Brands,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,37,2026-06-18,2026-01-01,2026-12-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-036,Narvar,APX-VND-036,services,30600000,2026-12-15,SVP Private Brands,ERP and Corporate Systems,high,services
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-037,Riskified,v4_synthetic_pack,COO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,38,2026-06-18,2026-01-01,2026-07-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-037,Riskified,APX-VND-037,commerce,31440000,2026-07-15,COO,"Data, Analytics and AI",medium,commerce
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-038,Forter,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,39,2026-06-18,2026-01-01,2026-08-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-038,Forter,APX-VND-038,erp,32280000,2026-08-15,Chief Digital Officer,Cloud Platform and SRE,low,erp
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-039,Stripe,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,40,2026-06-18,2026-01-01,2026-09-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-039,Stripe,APX-VND-039,supply_chain,33120000,2026-09-15,Chief Merchandising Officer,Cybersecurity,low,supply_chain
apex-retail,Retail Demo,v6.0,vendor_contract,APX-VND-040,Adyen,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,41,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-VND-040,Adyen,APX-VND-040,data_ai,33960000,2026-10-15,Chief Supply Chain Officer,Service Management and End User Tech,medium,data_ai
apex-retail,Retail Demo,v6.0,vendor_contract,APEXRETAIL-VND-0041,Salesforce / expansion 1,v4_synthetic_pack,COO,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,42,2026-06-18,2026-01-01,2026-07-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-VND-0041,Salesforce / expansion 1,APEXRETAIL-VND-0041,commerce,1200000,2026-07-15,COO,Store Systems and POS,high,commerce
apex-retail,Retail Demo,v6.0,vendor_contract,APEXRETAIL-VND-0042,Oracle / expansion 2,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,43,2026-06-18,2026-01-01,2026-08-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-VND-0042,Oracle / expansion 2,APEXRETAIL-VND-0042,erp,2040000,2026-08-15,Chief Digital Officer,Digital Commerce Engineering,low,erp
apex-retail,Retail Demo,v6.0,vendor_contract,APEXRETAIL-VND-0043,Manhattan / expansion 3,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,44,2026-06-18,2026-01-01,2026-09-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-VND-0043,Manhattan / expansion 3,APEXRETAIL-VND-0043,supply_chain,2880000,2026-09-15,Chief Merchandising Officer,Merchandising and Planning Systems,low,supply_chain
apex-retail,Retail Demo,v6.0,vendor_contract,APEXRETAIL-VND-0044,IBM / expansion 4,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-4-financial-commercial/F11_vendors-contracts-licenses.csv,45,2026-06-18,2026-01-01,2026-10-15,static_snapshot,medium,synthetic_demo,confidential,Source|Tower|Intelligence,renewal|commercial_risk|vendor_dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,none,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APEXRETAIL-VND-0044,IBM / expansion 4,APEXRETAIL-VND-0044,data_ai,3720000,2026-10-15,Chief Supply Chain Officer,Supply Chain Platforms,medium,data_ai
