tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,system_id,system_name,business_capability,system_owner,criticality,lifecycle_status,vendor_id,annual_cost_usd,integrations,data_dependencies,ai_relevance
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-013,Oracle Retail Merchandising regional/service component 2,v4_synthetic_pack,COO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-013,Oracle Retail Merchandising regional/service component 2,merchandising,APX-IT-003,critical,invest,data_thin:vendor_id_missing,19700000,20,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-014,Manhattan Active WMS regional/service component 2,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-014,Manhattan Active WMS regional/service component 2,warehouse,APX-IT-004,critical,optimize,data_thin:vendor_id_missing,18025000,21,internal,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-015,IBM Sterling OMS regional/service component 2,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-015,IBM Sterling OMS regional/service component 2,order_management,APX-IT-002,critical,contain,data_thin:vendor_id_missing,23550000,22,internal,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-016,Toshiba POS regional/service component 2,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-016,Toshiba POS regional/service component 2,pos,APX-IT-001,critical,replace_candidate,data_thin:vendor_id_missing,24475000,23,confidential,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-017,Salesforce Commerce Cloud regional/service component 2,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-017,Salesforce Commerce Cloud regional/service component 2,ecommerce,APX-IT-002,critical,invest,data_thin:vendor_id_missing,26100000,24,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-018,Adobe Experience Cloud regional/service component 2,v4_synthetic_pack,CFO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-018,Adobe Experience Cloud regional/service component 2,personalization,APX-IT-005,high,optimize,data_thin:vendor_id_missing,14925000,25,internal,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-019,Blue Yonder Demand Planning regional/service component 2,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-019,Blue Yonder Demand Planning regional/service component 2,forecasting,APX-IT-003,critical,contain,data_thin:vendor_id_missing,16450000,26,confidential,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-020,SAP S/4 Finance regional/service component 2,v4_synthetic_pack,CIO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-020,SAP S/4 Finance regional/service component 2,erp_finance,APX-IT-006,critical,replace_candidate,data_thin:vendor_id_missing,19975000,27,internal,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-021,ServiceNow ITSM regional/service component 2,v4_synthetic_pack,CHRO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-021,ServiceNow ITSM regional/service component 2,itsm,APX-IT-010,high,invest,data_thin:vendor_id_missing,10800000,28,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-022,Databricks Retail Lakehouse regional/service component 2,v4_synthetic_pack,Chief Procurement Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-022,Databricks Retail Lakehouse regional/service component 2,data_platform,APX-IT-007,critical,optimize,data_thin:vendor_id_missing,17825000,29,confidential,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-023,Snowflake Marketing Data Cloud regional/service component 2,v4_synthetic_pack,Chief Real Estate Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-023,Snowflake Marketing Data Cloud regional/service component 2,analytics,APX-IT-007,high,contain,data_thin:vendor_id_missing,13650000,30,internal,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-024,Kronos Workforce Central regional/service component 2,v4_synthetic_pack,SVP Private Brands,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-024,Kronos Workforce Central regional/service component 2,workforce,APX-IT-006,critical,replace_candidate,data_thin:vendor_id_missing,14675000,31,internal,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-025,Oracle Retail Merchandising regional/service component 3,v4_synthetic_pack,COO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-025,Oracle Retail Merchandising regional/service component 3,merchandising,APX-IT-003,critical,invest,data_thin:vendor_id_missing,21200000,8,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-026,Manhattan Active WMS regional/service component 3,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-026,Manhattan Active WMS regional/service component 3,warehouse,APX-IT-004,critical,optimize,data_thin:vendor_id_missing,19525000,9,internal,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-027,IBM Sterling OMS regional/service component 3,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-027,IBM Sterling OMS regional/service component 3,order_management,APX-IT-002,critical,contain,data_thin:vendor_id_missing,25050000,10,internal,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-028,Toshiba POS regional/service component 3,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,29,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-028,Toshiba POS regional/service component 3,pos,APX-IT-001,critical,replace_candidate,data_thin:vendor_id_missing,25975000,11,confidential,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-029,Salesforce Commerce Cloud regional/service component 3,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,30,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-029,Salesforce Commerce Cloud regional/service component 3,ecommerce,APX-IT-002,critical,invest,data_thin:vendor_id_missing,27600000,12,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-030,Adobe Experience Cloud regional/service component 3,v4_synthetic_pack,CFO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,31,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-030,Adobe Experience Cloud regional/service component 3,personalization,APX-IT-005,high,optimize,data_thin:vendor_id_missing,16425000,13,internal,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-031,Blue Yonder Demand Planning regional/service component 3,v4_synthetic_pack,Chief Risk Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,32,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-031,Blue Yonder Demand Planning regional/service component 3,forecasting,APX-IT-003,critical,contain,data_thin:vendor_id_missing,17950000,14,confidential,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-032,SAP S/4 Finance regional/service component 3,v4_synthetic_pack,CIO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,33,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-032,SAP S/4 Finance regional/service component 3,erp_finance,APX-IT-006,critical,replace_candidate,data_thin:vendor_id_missing,21475000,15,internal,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-033,ServiceNow ITSM regional/service component 3,v4_synthetic_pack,CHRO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,34,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-033,ServiceNow ITSM regional/service component 3,itsm,APX-IT-010,high,invest,data_thin:vendor_id_missing,12300000,16,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-034,Databricks Retail Lakehouse regional/service component 3,v4_synthetic_pack,Chief Procurement Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,35,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-034,Databricks Retail Lakehouse regional/service component 3,data_platform,APX-IT-007,critical,optimize,data_thin:vendor_id_missing,19325000,17,confidential,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-035,Snowflake Marketing Data Cloud regional/service component 3,v4_synthetic_pack,Chief Real Estate Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,36,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-035,Snowflake Marketing Data Cloud regional/service component 3,analytics,APX-IT-007,high,contain,data_thin:vendor_id_missing,15150000,18,internal,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-036,Kronos Workforce Central regional/service component 3,v4_synthetic_pack,SVP Private Brands,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,37,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-036,Kronos Workforce Central regional/service component 3,workforce,APX-IT-006,critical,replace_candidate,data_thin:vendor_id_missing,16175000,19,internal,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-037,Oracle Retail Merchandising regional/service component 4,v4_synthetic_pack,COO,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,38,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-037,Oracle Retail Merchandising regional/service component 4,merchandising,APX-IT-003,critical,invest,data_thin:vendor_id_missing,22700000,20,pci_pii,invest
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-038,Manhattan Active WMS regional/service component 4,v4_synthetic_pack,Chief Digital Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,39,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-038,Manhattan Active WMS regional/service component 4,warehouse,APX-IT-004,critical,optimize,data_thin:vendor_id_missing,21025000,21,internal,optimize
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-039,IBM Sterling OMS regional/service component 4,v4_synthetic_pack,Chief Merchandising Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,40,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-039,IBM Sterling OMS regional/service component 4,order_management,APX-IT-002,critical,contain,data_thin:vendor_id_missing,26550000,22,internal,contain
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-040,Toshiba POS regional/service component 4,v4_synthetic_pack,Chief Supply Chain Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,41,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-040,Toshiba POS regional/service component 4,pos,APX-IT-001,critical,replace_candidate,data_thin:vendor_id_missing,27475000,23,confidential,replace_candidate
apex-retail,Apex Retail Group,v6.0,application_system,APX-APP-041,Salesforce Commerce Cloud regional/service component 4,v4_synthetic_pack,Chief Marketing Officer,synthetic_demo,family-2-technology-estate/F05_applications-systems.csv,42,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves,current_state|modernization|dependency|gap|recommendation,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:vendor_id_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,APX-APP-041,Salesforce Commerce Cloud regional/service component 4,ecommerce,APX-IT-002,critical,invest,data_thin:vendor_id_missing,29100000,24,pci_pii,invest
