tenant_key,data_product_id,data_product_name,platform,source_system_id,source_system_name,owner_role,trust_score,lineage_basis,confidence,caveat
lakeshore-industries,LAKESHORE-DATA-0019,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0020,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0021,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0022,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0023,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0024,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0025,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0026,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0027,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0028,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0029,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0030,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0031,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0032,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0033,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0034,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0035,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0036,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0037,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0038,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0039,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0040,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0041,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0042,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0043,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0044,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0045,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0046,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0047,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0048,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0049,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0050,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0051,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0052,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0053,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0054,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0055,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0056,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0057,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0058,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0059,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0060,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0061,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0062,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0063,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0064,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0065,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0066,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0067,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0068,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0069,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0070,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0071,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0072,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0073,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0074,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0075,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0076,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0077,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0078,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0079,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0080,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0081,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0082,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0083,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0084,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0085,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0086,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0087,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0088,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0089,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0090,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0091,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0092,bank connectivity test evidence,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Treasurer,52,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0093,payment approval lineage,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CIO,56,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0094,liquidity forecast data product,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Chief Supply Chain Officer,60,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0095,debt and FX exposure mart,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,Controller,64,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0096,close reconciliation semantic model,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Procurement Officer,68,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0097,working capital data product,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Chief Data Officer,72,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0098,supplier spend risk mart,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CISO,76,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0099,finance service workload lake,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,CFO,80,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0100,Kyriba rollout defect/evidence corpus,semantic layer / BI,,SAP; BlackLine; Coupa; ServiceNow; Power BI,Treasurer,84,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
lakeshore-industries,LAKESHORE-DATA-0101,cash positioning gold table,Kyriba plus finance lakehouse,,Kyriba; bank portals; SAP; treasury spreadsheets,CFO,48,F09 data estate with application/team lookup where keys or domains match,0.78,Mapped directly from F09 data estate; column-level lineage remains optional client enrichment.
