tenant_key,dimension,question,respondent_role,respondent_persona,answer,confidence,evidence_source,follow_up_needed,mapped_dimension,mapped_fields,relationship_candidates_created,known_gaps
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Retail Deposits and Branch Operations for vendors contracts?,Retail Banking COO,Retail Banking COO responsible for Retail Banking context,"vendors contracts: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-RETAIL-EV01; HARBORTRUST-BANK-HT-RETAIL-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,FIS Core Banking Platform supports Retail Deposits and Branch Operations; Branch Teller Platform consumes Retail Deposits Branch Operations Operational Dataset; FIS provides FIS Core Banking Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Retail Deposits and Branch Operations for it budget spend value?,Payments Leader,Payments Leader responsible for Retail Banking context,"it budget spend value: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",Medium,HARBORTRUST-BANK-HT-RETAIL-EV01; HARBORTRUST-BANK-HT-RETAIL-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,FIS Core Banking Platform supports Retail Deposits and Branch Operations; Branch Teller Platform consumes Retail Deposits Branch Operations Operational Dataset; FIS provides FIS Core Banking Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Retail Deposits and Branch Operations for risks controls?,Fraud Operations Leader,Fraud Operations Leader responsible for Retail Banking context,"risks controls: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-RETAIL-EV01; HARBORTRUST-BANK-HT-RETAIL-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,FIS Core Banking Platform supports Retail Deposits and Branch Operations; Branch Teller Platform consumes Retail Deposits Branch Operations Operational Dataset; FIS provides FIS Core Banking Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Retail Deposits and Branch Operations for metrics outcomes?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Retail Banking context,"metrics outcomes: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-RETAIL-EV01; HARBORTRUST-BANK-HT-RETAIL-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,FIS Core Banking Platform supports Retail Deposits and Branch Operations; Branch Teller Platform consumes Retail Deposits Branch Operations Operational Dataset; FIS provides FIS Core Banking Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Commercial Lending and Treasury for business functions?,CFO,CFO responsible for Commercial Banking context,"business functions: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Commercial Lending and Treasury for applications systems?,CRO,CRO responsible for Commercial Banking context,"applications systems: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Commercial Lending and Treasury for data assets integrations?,Retail Banking COO,Retail Banking COO responsible for Commercial Banking context,"data assets integrations: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Commercial Lending and Treasury for vendors contracts?,Payments Leader,Payments Leader responsible for Commercial Banking context,"vendors contracts: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",Medium,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Commercial Lending and Treasury for it budget spend value?,Fraud Operations Leader,Fraud Operations Leader responsible for Commercial Banking context,"it budget spend value: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Commercial Lending and Treasury for risks controls?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Commercial Banking context,"risks controls: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Commercial Lending and Treasury for metrics outcomes?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Commercial Banking context,"metrics outcomes: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-COMMERCIAL-EV01; HARBORTRUST-BANK-HT-COMMERCIAL-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Commercial Lending and Treasury Workflow Platform supports Commercial Lending and Treasury; Commercial Lending and Treasury Analytics Mart consumes Commercial Lending Treasury Operational Dataset; Azure provides Commercial Lending and Treasury Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Cards Operations for business functions?,CRO,CRO responsible for Cards and Consumer Lending context,"business functions: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Cards Operations for applications systems?,Retail Banking COO,Retail Banking COO responsible for Cards and Consumer Lending context,"applications systems: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Cards Operations for data assets integrations?,Payments Leader,Payments Leader responsible for Cards and Consumer Lending context,"data assets integrations: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",Medium,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Cards Operations for vendors contracts?,Fraud Operations Leader,Fraud Operations Leader responsible for Cards and Consumer Lending context,"vendors contracts: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Cards Operations for it budget spend value?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Cards and Consumer Lending context,"it budget spend value: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Cards Operations for risks controls?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Cards and Consumer Lending context,"risks controls: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Cards Operations for metrics outcomes?,CIO,CIO responsible for Cards and Consumer Lending context,"metrics outcomes: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-CARDS-EV01; HARBORTRUST-BANK-HT-CARDS-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Operations Workflow Platform supports Cards Operations; Cards Operations Analytics Mart consumes Cards Operations Operational Dataset; ServiceNow provides Cards Operations Workflow Platform,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
harbortrust-bank,01_business_functions,What should AbarVa know about Payments Operations for business functions?,Retail Banking COO,Retail Banking COO responsible for Payments context,"business functions: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 01_business_functions; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 01_business_functions and must not be used as active truth until approved.
harbortrust-bank,04_applications_systems,What should AbarVa know about Payments Operations for applications systems?,Payments Leader,Payments Leader responsible for Payments context,"applications systems: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",Medium,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 04_applications_systems; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",04_applications_systems,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 04_applications_systems and must not be used as active truth until approved.
harbortrust-bank,05_data_assets_integrations,What should AbarVa know about Payments Operations for data assets integrations?,Fraud Operations Leader,Fraud Operations Leader responsible for Payments context,"data assets integrations: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 05_data_assets_integrations; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",05_data_assets_integrations,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 05_data_assets_integrations and must not be used as active truth until approved.
harbortrust-bank,07_vendors_contracts,What should AbarVa know about Payments Operations for vendors contracts?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Payments context,"vendors contracts: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 07_vendors_contracts; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",07_vendors_contracts,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 07_vendors_contracts and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Payments Operations for it budget spend value?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Payments context,"it budget spend value: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,11_risks_controls,What should AbarVa know about Payments Operations for risks controls?,CIO,CIO responsible for Payments context,"risks controls: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 11_risks_controls; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",11_risks_controls,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 11_risks_controls and must not be used as active truth until approved.
harbortrust-bank,14_metrics_outcomes,What should AbarVa know about Payments Operations for metrics outcomes?,CDAO,CDAO responsible for Payments context,"metrics outcomes: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",Medium,HARBORTRUST-BANK-HT-PAYMENTS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-EV02,"Run dimension-specific SME validation for 14_metrics_outcomes; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",14_metrics_outcomes,owner; systems; data domains; metrics; risks; evidence; relationships,Payments Hub supports Payments Operations; ACH Wire Gateway consumes Payments Operations Operational Dataset; Informatica provides Payments Hub,Questionnaire answer requires validation for 14_metrics_outcomes and must not be used as active truth until approved.
