tenant_key,dimension,question,respondent_role,respondent_persona,answer,confidence,evidence_source,follow_up_needed,mapped_dimension,mapped_fields,relationship_candidates_created,known_gaps
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Digital Account Opening and Onboarding for it budget spend value?,Payments Leader,Payments Leader responsible for Digital Banking context,"it budget spend value: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-DIGITAL-ONBOARDING-EV01; HARBORTRUST-BANK-HT-DIGITAL-ONBOARDING-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Digital Account Opening Platform supports Digital Account Opening and Onboarding; KYC Identity Verification Service consumes Digital Account Opening Onboarding Operational Dataset; Accenture Managed Services provides Digital Account Opening Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Core Banking Modernization for it budget spend value?,Fraud Operations Leader,Fraud Operations Leader responsible for Technology Modernization context,"it budget spend value: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",Medium,HARBORTRUST-BANK-HT-CORE-MODERNIZATION-EV01; HARBORTRUST-BANK-HT-CORE-MODERNIZATION-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,FIS Core Banking Platform supports Core Banking Modernization; IBM z/OS Core Banking Mainframe consumes Core Banking Modernization Operational Dataset; Databricks provides FIS Core Banking Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Customer 360 Data Product for it budget spend value?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Enterprise Data context,"it budget spend value: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-CUSTOMER-360-EV01; HARBORTRUST-BANK-HT-CUSTOMER-360-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Customer 360 Data Product supports Customer 360 Data Product; CRM Customer Master consumes Customer 360 Data Product Operational Dataset; Experian provides Customer 360 Data Product,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Retail Banking Analytics for it budget spend value?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Retail Analytics context,"it budget spend value: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-RETAIL-ANALYTICS-EV01; HARBORTRUST-BANK-HT-RETAIL-ANALYTICS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Retail Banking Analytics Workflow Platform supports Retail Banking Analytics; Retail Banking Analytics Analytics Mart consumes Retail Banking Analytics Operational Dataset; Snowflake provides Retail Banking Analytics Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Cards Portfolio Analytics for it budget spend value?,CIO,CIO responsible for Cards Analytics context,"it budget spend value: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-CARDS-ANALYTICS-EV01; HARBORTRUST-BANK-HT-CARDS-ANALYTICS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Portfolio Analytics Workflow Platform supports Cards Portfolio Analytics; Cards Portfolio Analytics Analytics Mart consumes Cards Portfolio Analytics Operational Dataset; Salesforce provides Cards Portfolio Analytics Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Payments and Settlement Analytics for it budget spend value?,CDAO,CDAO responsible for Payments Analytics context,"it budget spend value: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-PAYMENTS-ANALYTICS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-ANALYTICS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Payments and Settlement Analytics Workflow Platform supports Payments and Settlement Analytics; Payments and Settlement Analytics Analytics Mart consumes Payments Settlement Analytics Operational Dataset; Accenture Managed Services provides Payments and Settlement Analytics Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Fraud and Risk Analytics for it budget spend value?,CFO,CFO responsible for Risk Analytics context,"it budget spend value: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",Medium,HARBORTRUST-BANK-HT-FRAUD-ANALYTICS-EV01; HARBORTRUST-BANK-HT-FRAUD-ANALYTICS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud and Risk Analytics Workflow Platform supports Fraud and Risk Analytics; Fraud and Risk Analytics Analytics Mart consumes Fraud Risk Analytics Operational Dataset; FIS provides Fraud and Risk Analytics Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Cloud Data Platform for it budget spend value?,CRO,CRO responsible for Enterprise Data context,"it budget spend value: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",High,HARBORTRUST-BANK-HT-DATA-PLATFORM-EV01; HARBORTRUST-BANK-HT-DATA-PLATFORM-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Snowflake Banking Warehouse supports Cloud Data Platform; Databricks Risk Feature Workspace consumes Cloud Data Platform Operational Dataset; Salesforce provides Snowflake Banking Warehouse,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about IT Budget and Tower Baseline for it budget spend value?,Retail Banking COO,Retail Banking COO responsible for Technology Finance context,"it budget spend value: respondent identified missing proof around operating volume, owner accountability, cross-system dependency, and whether the evidence is approved for Home, Moves, Source, Tower, and Intelligence.",High,HARBORTRUST-BANK-HT-IT-BUDGET-EV01; HARBORTRUST-BANK-HT-IT-BUDGET-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,IT Budget and Tower Baseline Workflow Platform supports IT Budget and Tower Baseline; IT Budget and Tower Baseline Analytics Mart consumes IT Budget Tower Baseline Operational Dataset; ServiceNow provides IT Budget and Tower Baseline Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Vendor and Contract Optimization for it budget spend value?,Payments Leader,Payments Leader responsible for Procurement and Vendor Management context,"it budget spend value: respondent noted that the data should support fact-based context browsing, while advisory claims require relationship validation, module readiness checks, and source-owner attestation.",High,HARBORTRUST-BANK-HT-VENDOR-SOURCING-EV01; HARBORTRUST-BANK-HT-VENDOR-SOURCING-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,Vendor and Contract Optimization Workflow Platform supports Vendor and Contract Optimization; Vendor and Contract Optimization Analytics Mart consumes Vendor Contract Optimization Operational Dataset; FIS provides Vendor and Contract Optimization Workflow Platform,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Infrastructure and CMDB for it budget spend value?,Fraud Operations Leader,Fraud Operations Leader responsible for Technology Operations context,"it budget spend value: respondent confirmed the record is useful for orientation, but asked AbarVa to verify source ownership, row-level lineage, volume baseline, and whether the data is current or target-state only.",High,HARBORTRUST-BANK-HT-CMDB-INFRA-EV01; HARBORTRUST-BANK-HT-CMDB-INFRA-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,ServiceNow CMDB supports Infrastructure and CMDB; IBM z/OS Mainframe Cluster consumes Infrastructure CMDB Operational Dataset; TransUnion provides ServiceNow CMDB,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
harbortrust-bank,08_it_budget_spend_value,What should AbarVa know about Incident Problem Change Operations for it budget spend value?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Technology Operations context,"it budget spend value: respondent said the next workshop should reconcile this context to systems, data assets, vendors, risks, metrics, and program funding before it becomes active tenant truth.",Medium,HARBORTRUST-BANK-HT-INCIDENTS-EV01; HARBORTRUST-BANK-HT-INCIDENTS-EV02,"Run dimension-specific SME validation for 08_it_budget_spend_value; confirm evidence source, owner, relationship candidates, and active-promotion blockers.",08_it_budget_spend_value,owner; systems; data domains; metrics; risks; evidence; relationships,ServiceNow ITSM supports Incident Problem Change Operations; Splunk Observability consumes Incident Problem Change Operations Operational Dataset; TransUnion provides ServiceNow ITSM,Questionnaire answer requires validation for 08_it_budget_spend_value and must not be used as active truth until approved.
