tenant_key,dimension,question,respondent_role,respondent_persona,answer,confidence,evidence_source,follow_up_needed,mapped_dimension,mapped_fields,relationship_candidates_created,known_gaps
harbortrust-bank,01_business_functions,What should AbarVa know about Digital Account Opening and Onboarding for business functions?,CDAO,CDAO responsible for Digital Banking context,"Digital Account Opening and Onboarding depends on Digital Account Opening Platform, KYC Identity Verification Service, Funding and Account Setup API and Digital Account Opening Onboarding Operational Dataset, Digital Account Opening Onboarding Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Digital onboarding funnel extract and KYC vendor report, but active truth requires owner attestation and source validation.",Medium,HARBORTRUST-BANK-HT-DIGITAL-ONBOARDING-EV01; HARBORTRUST-BANK-HT-DIGITAL-ONBOARDING-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Digital Account Opening Platform supports Digital Account Opening and Onboarding; KYC Identity Verification Service consumes Digital Account Opening Onboarding Operational Dataset; Accenture Managed Services provides Digital Account Opening Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Core Banking Modernization for business functions?,CFO,CFO responsible for Technology Modernization context,"Core Banking Modernization depends on FIS Core Banking Platform, IBM z/OS Core Banking Mainframe, Core Banking API Gateway and Core Banking Modernization Operational Dataset, Core Banking Modernization Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Core banking roadmap and Mainframe application dependency map, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-CORE-MODERNIZATION-EV01; HARBORTRUST-BANK-HT-CORE-MODERNIZATION-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,FIS Core Banking Platform supports Core Banking Modernization; IBM z/OS Core Banking Mainframe consumes Core Banking Modernization Operational Dataset; Databricks provides FIS Core Banking Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Customer 360 Data Product for business functions?,CRO,CRO responsible for Enterprise Data context,"Customer 360 Data Product depends on Customer 360 Data Product, CRM Customer Master, Identity Resolution Service and Customer 360 Data Product Operational Dataset, Customer 360 Data Product Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Customer 360 blueprint and Identity resolution workshop, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-CUSTOMER-360-EV01; HARBORTRUST-BANK-HT-CUSTOMER-360-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Customer 360 Data Product supports Customer 360 Data Product; CRM Customer Master consumes Customer 360 Data Product Operational Dataset; Experian provides Customer 360 Data Product,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Retail Banking Analytics for business functions?,Retail Banking COO,Retail Banking COO responsible for Retail Analytics context,"Retail Banking Analytics depends on Retail Banking Analytics Workflow Platform, Retail Banking Analytics Analytics Mart, Retail Banking Analytics Reporting Workspace and Retail Banking Analytics Operational Dataset, Retail Banking Analytics Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Retail mart inventory and Branch dashboard catalog, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-RETAIL-ANALYTICS-EV01; HARBORTRUST-BANK-HT-RETAIL-ANALYTICS-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Retail Banking Analytics Workflow Platform supports Retail Banking Analytics; Retail Banking Analytics Analytics Mart consumes Retail Banking Analytics Operational Dataset; Snowflake provides Retail Banking Analytics Workflow Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Cards Portfolio Analytics for business functions?,Payments Leader,Payments Leader responsible for Cards Analytics context,"Cards Portfolio Analytics depends on Cards Portfolio Analytics Workflow Platform, Cards Portfolio Analytics Analytics Mart, Cards Portfolio Analytics Reporting Workspace and Cards Portfolio Analytics Operational Dataset, Cards Portfolio Analytics Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Cards mart inventory and Rewards dashboard catalog, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-CARDS-ANALYTICS-EV01; HARBORTRUST-BANK-HT-CARDS-ANALYTICS-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Cards Portfolio Analytics Workflow Platform supports Cards Portfolio Analytics; Cards Portfolio Analytics Analytics Mart consumes Cards Portfolio Analytics Operational Dataset; Salesforce provides Cards Portfolio Analytics Workflow Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Payments and Settlement Analytics for business functions?,Fraud Operations Leader,Fraud Operations Leader responsible for Payments Analytics context,"Payments and Settlement Analytics depends on Payments and Settlement Analytics Workflow Platform, Payments and Settlement Analytics Analytics Mart, Payments and Settlement Analytics Reporting Workspace and Payments Settlement Analytics Operational Dataset, Payments Settlement Analytics Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Payments mart inventory and Settlement dashboard catalog, but active truth requires owner attestation and source validation.",Medium,HARBORTRUST-BANK-HT-PAYMENTS-ANALYTICS-EV01; HARBORTRUST-BANK-HT-PAYMENTS-ANALYTICS-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Payments and Settlement Analytics Workflow Platform supports Payments and Settlement Analytics; Payments and Settlement Analytics Analytics Mart consumes Payments Settlement Analytics Operational Dataset; Accenture Managed Services provides Payments and Settlement Analytics Workflow Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Fraud and Risk Analytics for business functions?,Compliance / Model Risk Officer,Compliance / Model Risk Officer responsible for Risk Analytics context,"Fraud and Risk Analytics depends on Fraud and Risk Analytics Workflow Platform, Fraud and Risk Analytics Analytics Mart, Fraud and Risk Analytics Reporting Workspace and Fraud Risk Analytics Operational Dataset, Fraud Risk Analytics Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Fraud feature store inventory and Case outcome extract, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-FRAUD-ANALYTICS-EV01; HARBORTRUST-BANK-HT-FRAUD-ANALYTICS-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Fraud and Risk Analytics Workflow Platform supports Fraud and Risk Analytics; Fraud and Risk Analytics Analytics Mart consumes Fraud Risk Analytics Operational Dataset; FIS provides Fraud and Risk Analytics Workflow Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Cloud Data Platform for business functions?,ServiceNow / CMDB Owner,ServiceNow / CMDB Owner responsible for Enterprise Data context,"Cloud Data Platform depends on Snowflake Banking Warehouse, Databricks Risk Feature Workspace, Informatica Banking ETL and Cloud Data Platform Operational Dataset, Cloud Data Platform Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Cloud data platform architecture and Data product certification checklist, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-DATA-PLATFORM-EV01; HARBORTRUST-BANK-HT-DATA-PLATFORM-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Snowflake Banking Warehouse supports Cloud Data Platform; Databricks Risk Feature Workspace consumes Cloud Data Platform Operational Dataset; Salesforce provides Snowflake Banking Warehouse,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about IT Budget and Tower Baseline for business functions?,CIO,CIO responsible for Technology Finance context,"IT Budget and Tower Baseline depends on IT Budget and Tower Baseline Workflow Platform, IT Budget and Tower Baseline Analytics Mart, IT Budget and Tower Baseline Reporting Workspace and IT Budget Tower Baseline Operational Dataset, IT Budget Tower Baseline Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as FY26 IT budget export and Tower baseline workshop, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-IT-BUDGET-EV01; HARBORTRUST-BANK-HT-IT-BUDGET-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,IT Budget and Tower Baseline Workflow Platform supports IT Budget and Tower Baseline; IT Budget and Tower Baseline Analytics Mart consumes IT Budget Tower Baseline Operational Dataset; ServiceNow provides IT Budget and Tower Baseline Workflow Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Vendor and Contract Optimization for business functions?,CDAO,CDAO responsible for Procurement and Vendor Management context,"Vendor and Contract Optimization depends on Vendor and Contract Optimization Workflow Platform, Vendor and Contract Optimization Analytics Mart, Vendor and Contract Optimization Reporting Workspace and Vendor Contract Optimization Operational Dataset, Vendor Contract Optimization Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as Vendor contract extract and AP spend export, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-VENDOR-SOURCING-EV01; HARBORTRUST-BANK-HT-VENDOR-SOURCING-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,Vendor and Contract Optimization Workflow Platform supports Vendor and Contract Optimization; Vendor and Contract Optimization Analytics Mart consumes Vendor Contract Optimization Operational Dataset; FIS provides Vendor and Contract Optimization Workflow Platform,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Infrastructure and CMDB for business functions?,CFO,CFO responsible for Technology Operations context,"Infrastructure and CMDB depends on ServiceNow CMDB, IBM z/OS Mainframe Cluster, Azure Banking Landing Zone and Infrastructure CMDB Operational Dataset, Infrastructure CMDB Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as ServiceNow CMDB export and Cloud inventory extract, but active truth requires owner attestation and source validation.",Medium,HARBORTRUST-BANK-HT-CMDB-INFRA-EV01; HARBORTRUST-BANK-HT-CMDB-INFRA-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,ServiceNow CMDB supports Infrastructure and CMDB; IBM z/OS Mainframe Cluster consumes Infrastructure CMDB Operational Dataset; TransUnion provides ServiceNow CMDB,Source extract and owner approval required before active promotion.
harbortrust-bank,01_business_functions,What should AbarVa know about Incident Problem Change Operations for business functions?,CRO,CRO responsible for Technology Operations context,"Incident Problem Change Operations depends on ServiceNow ITSM, Splunk Observability, PagerDuty Incident Response and Incident Problem Change Operations Operational Dataset, Incident Problem Change Operations Analytics Mart. Current pain points include lineage gaps, manual reconciliation, fragmented ownership, and relationship validation. Evidence exists as ServiceNow incident export and CAB log, but active truth requires owner attestation and source validation.",High,HARBORTRUST-BANK-HT-INCIDENTS-EV01; HARBORTRUST-BANK-HT-INCIDENTS-EV02,"Validate named owner, source extract as-of date, volumes, spend allocation, and relationship graph edges.",01_business_functions,owner; systems; data domains; metrics; risks; evidence; relationships,ServiceNow ITSM supports Incident Problem Change Operations; Splunk Observability consumes Incident Problem Change Operations Operational Dataset; TransUnion provides ServiceNow ITSM,Source extract and owner approval required before active promotion.
