tenant_key,canonical_value_observation_id,business_case_id,project_id,reporting_month,success_metric,sponsor_claimed_value_usd,finance_reviewed_value_usd,finance_validated_value_usd,board_claimable_value_usd,validation_state,baseline_value,target_value,actual_value,metric_unit,reviewer_role,source_file,source_row,source_system,source_record_id,as_of_date
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2025-11,BC-MER-002,PRJ-MER-005,2025-11,digital conversion lift,521411,364988,0,0,sponsor_claimed,0,3.2,0,percent,,24_monthly_value_tracking.csv,16,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2025-12,BC-MER-002,PRJ-MER-005,2025-12,digital conversion lift,1042822,729975,0,0,sponsor_claimed,0,3.2,1,percent,,24_monthly_value_tracking.csv,17,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-01,BC-MER-002,PRJ-MER-005,2026-01,digital conversion lift,1564234,1094964,0,0,sponsor_claimed,0,3.2,1,percent,,24_monthly_value_tracking.csv,18,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-02,BC-MER-002,PRJ-MER-005,2026-02,digital conversion lift,2085645,1459952,0,0,sponsor_claimed,0,3.2,1,percent,,24_monthly_value_tracking.csv,19,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-03,BC-MER-002,PRJ-MER-005,2026-03,digital conversion lift,2607056,1824939,0,0,sponsor_claimed,0,3.2,1,percent,,24_monthly_value_tracking.csv,20,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-04,BC-MER-002,PRJ-MER-005,2026-04,digital conversion lift,3128467,2189927,0,0,sponsor_claimed,0,3.2,2,percent,,24_monthly_value_tracking.csv,21,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-05,BC-MER-002,PRJ-MER-005,2026-05,digital conversion lift,3649878,2554915,0,0,sponsor_claimed,0,3.2,2,percent,,24_monthly_value_tracking.csv,22,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-06,BC-MER-002,PRJ-MER-005,2026-06,digital conversion lift,4171290,2919903,0,0,sponsor_claimed,0,3.2,2,percent,,24_monthly_value_tracking.csv,23,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-07,BC-MER-002,PRJ-MER-005,2026-07,digital conversion lift,4171290,2919903,0,0,sponsor_claimed,0,3.2,2,percent,,24_monthly_value_tracking.csv,24,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-002-2026-08,BC-MER-002,PRJ-MER-005,2026-08,digital conversion lift,4171290,2919903,0,0,sponsor_claimed,0,3.2,2,percent,,24_monthly_value_tracking.csv,25,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2025-09,BC-MER-003,PRJ-MER-006,2025-09,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,26,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2025-10,BC-MER-003,PRJ-MER-006,2025-10,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,27,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2025-11,BC-MER-003,PRJ-MER-006,2025-11,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,28,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2025-12,BC-MER-003,PRJ-MER-006,2025-12,cost per resolved service case,533128,415840,0,0,sponsor_claimed,41,27,40,usd,,24_monthly_value_tracking.csv,29,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-01,BC-MER-003,PRJ-MER-006,2026-01,cost per resolved service case,1066257,831680,0,0,sponsor_claimed,41,27,38,usd,,24_monthly_value_tracking.csv,30,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-02,BC-MER-003,PRJ-MER-006,2026-02,cost per resolved service case,1599385,1247520,0,0,sponsor_claimed,41,27,37,usd,,24_monthly_value_tracking.csv,31,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-03,BC-MER-003,PRJ-MER-006,2026-03,cost per resolved service case,2132513,1663360,0,0,sponsor_claimed,41,27,36,usd,,24_monthly_value_tracking.csv,32,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-04,BC-MER-003,PRJ-MER-006,2026-04,cost per resolved service case,2665642,2079201,0,0,sponsor_claimed,41,27,35,usd,,24_monthly_value_tracking.csv,33,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-05,BC-MER-003,PRJ-MER-006,2026-05,cost per resolved service case,3198770,2495041,0,0,sponsor_claimed,41,27,33,usd,,24_monthly_value_tracking.csv,34,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-06,BC-MER-003,PRJ-MER-006,2026-06,cost per resolved service case,3731898,2910880,0,0,sponsor_claimed,41,27,32,usd,,24_monthly_value_tracking.csv,35,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-07,BC-MER-003,PRJ-MER-006,2026-07,cost per resolved service case,4265027,3326721,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,36,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-003-2026-08,BC-MER-003,PRJ-MER-006,2026-08,cost per resolved service case,4265027,3326721,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,37,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2025-09,BC-MER-004,PRJ-MER-007,2025-09,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,38,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2025-10,BC-MER-004,PRJ-MER-007,2025-10,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,39,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2025-11,BC-MER-004,PRJ-MER-007,2025-11,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,40,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2025-12,BC-MER-004,PRJ-MER-007,2025-12,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,41,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-01,BC-MER-004,PRJ-MER-007,2026-01,clinical capacity released,498134,308843,0,0,sponsor_claimed,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,42,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-02,BC-MER-004,PRJ-MER-007,2026-02,clinical capacity released,996268,617686,0,0,sponsor_claimed,0,4.8,1,fte_equivalent,,24_monthly_value_tracking.csv,43,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-03,BC-MER-004,PRJ-MER-007,2026-03,clinical capacity released,1494402,926529,0,0,sponsor_claimed,0,4.8,1,fte_equivalent,,24_monthly_value_tracking.csv,44,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-04,BC-MER-004,PRJ-MER-007,2026-04,clinical capacity released,1992536,1235372,0,0,sponsor_claimed,0,4.8,2,fte_equivalent,,24_monthly_value_tracking.csv,45,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-05,BC-MER-004,PRJ-MER-007,2026-05,clinical capacity released,2490670,1544215,0,0,sponsor_claimed,0,4.8,2,fte_equivalent,,24_monthly_value_tracking.csv,46,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-06,BC-MER-004,PRJ-MER-007,2026-06,clinical capacity released,2988804,1853058,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,47,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-07,BC-MER-004,PRJ-MER-007,2026-07,clinical capacity released,3486937,2161901,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,48,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-004-2026-08,BC-MER-004,PRJ-MER-007,2026-08,clinical capacity released,3985071,2470744,0,0,sponsor_claimed,0,4.8,3,fte_equivalent,,24_monthly_value_tracking.csv,49,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2025-09,BC-MER-005,PRJ-MER-008,2025-09,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,0,count,,24_monthly_value_tracking.csv,50,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2025-10,BC-MER-005,PRJ-MER-008,2025-10,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,1,count,,24_monthly_value_tracking.csv,51,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2025-11,BC-MER-005,PRJ-MER-008,2025-11,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,2,count,,24_monthly_value_tracking.csv,52,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2025-12,BC-MER-005,PRJ-MER-008,2025-12,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,3,count,,24_monthly_value_tracking.csv,53,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-01,BC-MER-005,PRJ-MER-008,2026-01,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,4,count,,24_monthly_value_tracking.csv,54,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-02,BC-MER-005,PRJ-MER-008,2026-02,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,5,count,,24_monthly_value_tracking.csv,55,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-03,BC-MER-005,PRJ-MER-008,2026-03,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,5,count,,24_monthly_value_tracking.csv,56,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-04,BC-MER-005,PRJ-MER-008,2026-04,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,6,count,,24_monthly_value_tracking.csv,57,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-05,BC-MER-005,PRJ-MER-008,2026-05,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,7,count,,24_monthly_value_tracking.csv,58,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-06,BC-MER-005,PRJ-MER-008,2026-06,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,7,count,,24_monthly_value_tracking.csv,59,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-07,BC-MER-005,PRJ-MER-008,2026-07,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,7,count,,24_monthly_value_tracking.csv,60,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-005-2026-08,BC-MER-005,PRJ-MER-008,2026-08,downstream value cases enabled,0,0,0,0,not_yet_measurable,0,10,7,count,,24_monthly_value_tracking.csv,61,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2025-09,BC-MER-006,PRJ-MER-009,2025-09,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,62,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2025-10,BC-MER-006,PRJ-MER-009,2025-10,cost per resolved service case,0,0,0,0,not_yet_measurable,41,27,41,usd,,24_monthly_value_tracking.csv,63,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2025-11,BC-MER-006,PRJ-MER-009,2025-11,cost per resolved service case,359883,280709,0,0,sponsor_claimed,41,27,40,usd,,24_monthly_value_tracking.csv,64,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2025-12,BC-MER-006,PRJ-MER-009,2025-12,cost per resolved service case,719765,561417,0,0,sponsor_claimed,41,27,38,usd,,24_monthly_value_tracking.csv,65,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-01,BC-MER-006,PRJ-MER-009,2026-01,cost per resolved service case,1079648,842125,0,0,sponsor_claimed,41,27,37,usd,,24_monthly_value_tracking.csv,66,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-02,BC-MER-006,PRJ-MER-009,2026-02,cost per resolved service case,1439530,1122833,0,0,sponsor_claimed,41,27,36,usd,,24_monthly_value_tracking.csv,67,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-03,BC-MER-006,PRJ-MER-009,2026-03,cost per resolved service case,1799413,1403542,0,0,sponsor_claimed,41,27,35,usd,,24_monthly_value_tracking.csv,68,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-04,BC-MER-006,PRJ-MER-009,2026-04,cost per resolved service case,2159295,1684250,0,0,sponsor_claimed,41,27,33,usd,,24_monthly_value_tracking.csv,69,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-05,BC-MER-006,PRJ-MER-009,2026-05,cost per resolved service case,2519178,1964959,0,0,sponsor_claimed,41,27,32,usd,,24_monthly_value_tracking.csv,70,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-06,BC-MER-006,PRJ-MER-009,2026-06,cost per resolved service case,2879060,2245667,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,71,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-07,BC-MER-006,PRJ-MER-009,2026-07,cost per resolved service case,2879060,2245667,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,72,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-006-2026-08,BC-MER-006,PRJ-MER-009,2026-08,cost per resolved service case,2879060,2245667,0,0,sponsor_claimed,41,27,31,usd,,24_monthly_value_tracking.csv,73,AI Portfolio and Business Case Tracker,VAL-BC-MER-006-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2025-09,BC-MER-007,PRJ-MER-010,2025-09,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,74,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2025-10,BC-MER-007,PRJ-MER-010,2025-10,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,75,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2025-11,BC-MER-007,PRJ-MER-010,2025-11,manual review hours avoided,0,0,0,0,not_yet_measurable,1200,620,1200,hours_per_month,,24_monthly_value_tracking.csv,76,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-11,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2025-12,BC-MER-007,PRJ-MER-010,2025-12,manual review hours avoided,297949,184728,0,0,sponsor_claimed,1200,620,1148,hours_per_month,,24_monthly_value_tracking.csv,77,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2025-12,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-01,BC-MER-007,PRJ-MER-010,2026-01,manual review hours avoided,595899,369457,0,0,sponsor_claimed,1200,620,1096,hours_per_month,,24_monthly_value_tracking.csv,78,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-01,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-02,BC-MER-007,PRJ-MER-010,2026-02,manual review hours avoided,893848,554186,0,0,sponsor_claimed,1200,620,1043,hours_per_month,,24_monthly_value_tracking.csv,79,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-02,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-03,BC-MER-007,PRJ-MER-010,2026-03,manual review hours avoided,1191797,738914,0,0,sponsor_claimed,1200,620,991,hours_per_month,,24_monthly_value_tracking.csv,80,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-03,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-04,BC-MER-007,PRJ-MER-010,2026-04,manual review hours avoided,1489746,923643,0,0,sponsor_claimed,1200,620,939,hours_per_month,,24_monthly_value_tracking.csv,81,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-04,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-05,BC-MER-007,PRJ-MER-010,2026-05,manual review hours avoided,1787696,1108372,0,0,sponsor_claimed,1200,620,887,hours_per_month,,24_monthly_value_tracking.csv,82,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-05,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-06,BC-MER-007,PRJ-MER-010,2026-06,manual review hours avoided,2085645,1293100,0,0,sponsor_claimed,1200,620,835,hours_per_month,,24_monthly_value_tracking.csv,83,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-06,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-07,BC-MER-007,PRJ-MER-010,2026-07,manual review hours avoided,2383594,1477828,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,84,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-07,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-007-2026-08,BC-MER-007,PRJ-MER-010,2026-08,manual review hours avoided,2383594,1477828,0,0,sponsor_claimed,1200,620,782,hours_per_month,,24_monthly_value_tracking.csv,85,AI Portfolio and Business Case Tracker,VAL-BC-MER-007-2026-08,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2025-09,BC-MER-008,PRJ-MER-011,2025-09,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,86,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-09,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2025-10,BC-MER-008,PRJ-MER-011,2025-10,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,87,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-10,2026-08-24
meridian-health,VALUE_OBSERVATION:VAL-BC-MER-008-2025-11,BC-MER-008,PRJ-MER-011,2025-11,clinical capacity released,0,0,0,0,not_yet_measurable,0,4.8,0,fte_equivalent,,24_monthly_value_tracking.csv,88,AI Portfolio and Business Case Tracker,VAL-BC-MER-008-2025-11,2026-08-24
