artifact_path,row_number,terms,classification,unsafe,recommended_action,evidence
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,7,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Contact Center and Member Experience |  | Chief Experience Officer |  | Owns evidence, priorities, and phase-gate facts for Contact Center and Member Experience. |  | Contact center transcript and telephony platform |  |  | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is comple"
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,8,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Technology Platform and Security |  | CDIO |  | Owns evidence, priorities, and phase-gate facts for Technology Platform and Security. |  | AWS analytics foundation |  |  | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded."
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,12,AWS; Databricks; lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Data Platform Migration Office |  | Chief Data Officer |  | databricks_aws_lakehouse |  | databricks_aws_lakehouse |  |  | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | rich-universal-standard-v3 | 5 | MER-IT-004 | synthetic-demo | f9ec6fc159ac9bf908f076367d1a6af611c0dac43ab51497593ed4167c6e7859 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,17,AWS,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Cloud and Infrastructure |  | VP Infrastructure |  | aws_network_datacenter |  | aws_network_datacenter |  |  | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | rich-universal-standard-v3 | 10 | MER-IT-009 | synthetic-demo | f9ec6fc159ac9bf908f076367d1a6af611c0dac43ab51497593ed4167c6e7859 | retained_from_active_source | none
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,40,AWS; Databricks; lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,"meridian-health | databricks_aws_lakehouse |  | Chief Data Officer |  | Owns roadmap, run health, architecture standards, risk acceptance, and value evidence for assigned domain |  | Clinical Data Platform; Epic EHR |  |  | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | rich-universal-standard-v3 | 55 | MERIDIAN_HEALTH_ROLE_4 | synthetic-demo | f9ec6fc159ac9bf90"
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,45,AWS,foundation-not-ready,no,Keep target/foundation caveat visible,"meridian-health | aws_network_datacenter |  | VP Infrastructure |  | Owns roadmap, run health, architecture standards, risk acceptance, and value evidence for assigned domain |  | Patient Access; Clinical Data Platform |  |  | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv | rich-universal-standard-v3 | 60 | MERIDIAN_HEALTH_ROLE_9 | synthetic-demo | f9ec6fc159ac9b"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,2,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Analytics managed-services report maintainer | Analytics managed-services report maintainer |  |  |  |  |  |  | High | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evi"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,3,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Net-new analytics delivery resource | Net-new analytics delivery resource |  |  |  |  |  |  | High | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. |"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,4,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Data steward / semantic owner | Data steward / semantic owner |  |  |  |  |  |  | High | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal d"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,5,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Clinical quality analyst | Clinical quality analyst |  |  |  |  |  |  | High | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data govern"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,6,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Finance analytics analyst | Finance analytics analyst |  |  |  |  |  |  | High | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data gove"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,7,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Contact center supervisor | Contact center supervisor |  |  |  |  |  |  | Medium | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evidence is loaded. | No formal data go"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,8,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Analytics managed-services report maintainer |  |  |  |  |  |  | Maintenance load; fragmented marts; missing governance; foundation gaps |  | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or securi"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,9,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Net-new analytics delivery resource |  |  |  |  |  |  | Maintenance load; fragmented marts; missing governance; foundation gaps |  | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security founda"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,10,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Data steward / semantic owner |  |  |  |  |  |  | Maintenance load; fragmented marts; missing governance; foundation gaps |  | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation e"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,11,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Clinical quality analyst |  |  |  |  |  |  | Maintenance load; fragmented marts; missing governance; foundation gaps |  | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation eviden"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,12,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Finance analytics analyst |  |  |  |  |  |  | Maintenance load; fragmented marts; missing governance; foundation gaps |  | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evide"
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,13,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,"meridian-health | Contact center supervisor |  |  |  |  |  |  | Maintenance load; fragmented marts; missing governance; foundation gaps |  | datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv | 2026-07-09 |  | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation is complete. | No certified medallion architecture is loaded. | No platform, network, or security foundation evide"
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,3,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Epic Clarity |  | clinical_ehr | clinical_ehr | current_state | current_mixed | current_mixed | extend_to_lakehouse | critical | Epic Analytics | Epic and Clinical Systems | VDR-00008 | phi |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 9 | MER-APP-008 | synthetic-demo | 82a793628d
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,5,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | On-prem SQL Server reporting marts |  | legacy_reporting_marts | legacy_reporting_marts | current_state | current_mixed | current_mixed | fragmented_current_state | critical | Enterprise Data Warehouse | Enterprise Data Warehouse | MER-VEN-MICROSOFT | departmental marts; duplicated business rules; extract chains |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substra
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,6,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Tableau reporting estate |  | business_intelligence | business_intelligence | current_state | current_mixed | current_mixed | current_reporting | high | BI and Analytics | BI and Analytics | MER-VEN-TABLEAU | dashboards; extracts; local metric definitions |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks as
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,7,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | SAS analytics estate |  | advanced_analytics_legacy | advanced_analytics_legacy | current_state | current_mixed | current_mixed | current_reporting | medium | Analytics | Analytics | MER-VEN-SAS | analytics programs; payment integrity models; statistical extracts |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Datab
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,8,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Power BI reporting estate |  | business_intelligence | business_intelligence | current_state | current_mixed | current_mixed | current_reporting | high | BI and Analytics | BI and Analytics | MER-VEN-MICROSOFT | dashboards; finance reporting; semantic models |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,9,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Claims administration platform |  | claims | claims | current_state | current_mixed | current_mixed | current_core | critical | Health Plan Operations | Health Plan Operations | MER-VEN-CLAIMS | medical claims; adjudication; claim edits |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not pro
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,10,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Pharmacy claims platform |  | pharmacy_claims | pharmacy_claims | current_state | current_mixed | current_mixed | current_core | high | Pharmacy Operations | Pharmacy Operations | MER-VEN-PBM | pharmacy claims; formulary; medication adherence |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is n
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,11,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | CRM / member case management |  | crm | crm | current_state | current_mixed | current_mixed | current_core | high | Member Services | Member Services | MER-VEN-CRM | member/provider cases; service history |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform foundation 
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,12,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Contact center transcript and telephony platform |  | contact_center | contact_center | current_state | current_mixed | current_mixed | current_core | high | Member Services | Member Services | MER-VEN-CONTACT | call metadata; transcripts; QA tags |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,13,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | General ledger and close reporting |  | finance | finance | current_state | current_mixed | current_mixed | current_core | critical | Finance | Finance | MER-VEN-FINANCE | GL; cost centers; financial statements |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Databricks aspiration is not proof that the platform found
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,14,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Provider contract repository |  | provider_contracts | provider_contracts | current_state | current_mixed | current_mixed | current_manual | high | Network Contracting | Network Contracting | MER-VEN-CONTRACTS | provider terms; capitation; value-based contract logic |  | current_state | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | medium | Synthetic PHI-free planning-grade substrate; not real Meridian production data. | AWS Da
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,15,AWS; Databricks; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | AWS analytics foundation |  | cloud_foundation | cloud_foundation | target_not_ready | target_cloud_not_ready | target_cloud_not_ready | aspirational_not_ready | critical | Technology Platform | Technology Platform | MER-VEN-AWS | future platform evidence; not yet production analytics |  | target_not_ready | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | low | Synthetic PHI-free planning-grade substrate; not real Meridian produc
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,16,AWS; Databricks; lakehouse; medallion,target/future foundation,no,Keep target/foundation caveat visible,meridian-health | Databricks on AWS |  | lakehouse_platform | lakehouse_platform | target_not_ready | target_cloud_not_ready | target_cloud_not_ready | aspirational_not_ready | critical | Data Platform | Data Platform | MER-VEN-DATABRICKS | planned bronze/silver/gold data products; no certified medallion evidence |  | target_not_ready | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-07-09 | low | Synthetic PHI-free planning-grade substrate; not real Meri
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,17,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Epic MyChart |  | clinical_ehr | clinical_ehr |  |  |  | extend_to_lakehouse | critical |  | Epic and Clinical Systems | VDR-00002 | phi |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 3 | MER-APP-002 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded9eb299bacb23be581a595ddf00812a | retained_
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,19,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Epic Resolute PB |  | clinical_ehr | clinical_ehr |  |  |  | extend_to_lakehouse | critical |  | Epic and Clinical Systems | VDR-00004 | phi |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 5 | MER-APP-004 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded9eb299bacb23be581a595ddf00812a | retai
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,21,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Epic Healthy Planet |  | clinical_ehr | clinical_ehr |  |  |  | extend_to_lakehouse | critical |  | Epic and Clinical Systems | VDR-00006 | phi |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 7 | MER-APP-006 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded9eb299bacb23be581a595ddf00812a | re
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,23,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Epic Cosmos connector |  | clinical_ehr | clinical_ehr |  |  |  | extend_to_lakehouse | critical |  | Epic and Clinical Systems | VDR-00010 | phi |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 11 | MER-APP-010 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded9eb299bacb23be581a595ddf00812a |
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,25,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Epic Willow |  | clinical_ehr | clinical_ehr |  |  |  | extend_to_lakehouse | critical |  | Epic and Clinical Systems | VDR-00012 | phi |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 13 | MER-APP-012 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded9eb299bacb23be581a595ddf00812a | retained_
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,27,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Facets legacy claims |  | payer_claims | payer_claims |  |  |  | lakehouse_feed_required | critical |  | Health Plan Core and Claims Platforms | VDR-00014 | phi_pii_financial |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 15 | MER-APP-014 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded9eb
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,29,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | TriZetto provider pricing |  | payer_claims | payer_claims |  |  |  | lakehouse_feed_required | critical |  | Health Plan Core and Claims Platforms | VDR-00016 | phi_pii_financial |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 17 | MER-APP-016 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293d
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,31,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | InterQual authorization |  | payer_claims | payer_claims |  |  |  | lakehouse_feed_required | critical |  | Health Plan Core and Claims Platforms | VDR-00018 | phi_pii_financial |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 19 | MER-APP-018 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,33,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Optum payment integrity |  | payer_claims | payer_claims |  |  |  | lakehouse_feed_required | critical |  | Health Plan Core and Claims Platforms | VDR-00020 | phi_pii_financial |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 21 | MER-APP-020 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293ded
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,35,lakehouse,foundation-not-ready,no,Keep target/foundation caveat visible,meridian-health | Availity provider portal |  | payer_claims | payer_claims |  |  |  | lakehouse_feed_required | critical |  | Health Plan Core and Claims Platforms | VDR-00022 | phi_pii_financial |  |  | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | 2026-06-18 | medium | none | datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv | rich-universal-standard-v3 | 23 | MER-APP-022 | synthetic-demo | 82a793628dcd9c0eaf715dee9c1c293de
