artifact_path,artifact_type,standard_name,tenant_key,layer_or_usage,active_candidate_generated_or_legacy,loader_visible,module_visible,contains_legacy_name,contains_aws_or_databricks,recommended_action,evidence
datasets/tenant-inputs/active/lakeshore-industries/current/08_spend_value.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/09_programs_initiatives.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/10_ai_automation_use_cases.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/11_risks_controls.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/12_relationships.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/13_evidence_sources.csv,csv,,,code/path reference,unknown / needs review,no,yes,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/14_metrics_outcomes.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/15_industry_context_patterns.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/16_expert_lenses.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/17_service_scope_managed_services.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/lakeshore-industries/current/18_operational_process_evidence.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/00_enterprise_profile.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/01_business_functions.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/02_org_ownership.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/03_workforce_roles.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/04_applications_systems.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/05_data_assets_integrations.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/06_infrastructure_platforms.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/07_vendors_contracts.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/08_spend_value.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/09_programs_initiatives.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/10_ai_automation_use_cases.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/11_risks_controls.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/12_relationships.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/13_evidence_sources.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/14_metrics_outcomes.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/15_industry_context_patterns.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/16_expert_lenses.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/17_service_scope_managed_services.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv,csv,,meridian-health,active tenant input,active/current,yes,yes,no,yes,Use as active Meridian demo input with caveats,active/current no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/00_enterprise_profile.csv,csv,,,code/path reference,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
datasets/tenant-inputs/active/skyharbor-air/current/01_business_functions.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,csv,,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/05_data_assets_integrations.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,csv,,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/08_spend_value.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/12_relationships.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/13_evidence_sources.csv,csv,,,code/path reference,unknown / needs review,no,yes,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,csv,,,code/path reference,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V6
datasets/tenant-inputs/active/skyharbor-air/current/16_expert_lenses.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/17_service_scope_managed_services.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,csv,,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/context-template-standard-v3-depth-proof.html,html,,meridian-health,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/context-template-standard-v3-depth-proof.md,markdown,,meridian-health,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/context-template-standard-v3-generation-manifest.json,json,,meridian-health,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/context-template-v3-semantic-depth-fix1-report.html,html,,meridian-health,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/context-template-v3-semantic-depth-fix1-report.json,json,,meridian-health,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/context-template-v3-semantic-depth-fix1-report.md,markdown,,meridian-health,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/00_enterprise_profile.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/01_business_functions.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/02_org_ownership.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/03_workforce_roles.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/04_applications_systems.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/05_data_assets_integrations.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/06_infrastructure_platforms.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/07_vendors_contracts.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/08_it_budget_spend_value.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/09_programs_initiatives.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/10_ai_automation_use_cases.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/11_risks_controls.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/12_relationships.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/13_evidence_sources.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,yes,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/14_metrics_outcomes.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/15_industry_context_patterns.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/16_expert_lenses.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/17_managed_services_scope.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/core-dimensions/18_operational_process_evidence.xlsx,xlsx,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/evidence_summary.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/evidence-manifest/evidence_manifest.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/evidence-manifest/evidence_manifest.json,json,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/preview-applications-systems.png,png,standard-2026-07-v3,,code/path reference,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V5
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/semantic-depth-fix1-applications-preview.png,png,standard-2026-07-v3,,code/path reference,legacy / must not load,no,no,yes,no,Historical/compatibility reference; keep out of active Meridian demo path,legacy term V5
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/semantic-depth-fix1-fraud-analyst-copilot.md,markdown,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/tenant_depth_qa_report.json,json,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/qa-report/tenant_depth_qa_report.md,markdown,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/01_business_functions.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/04_applications_systems.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/05_data_assets_integrations.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/07_vendors_contracts.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/08_it_budget_spend_value.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/11_risks_controls.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/14_metrics_outcomes.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/questionnaire_responses.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/questionnaire-responses/questionnaire_responses.json,json,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,no,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/relationship_summary.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
datasets/tenant-inputs/generated/harbortrust-bank/standard-2026-07-v3/relationship-graph/edges.csv,csv,standard-2026-07-v3,,code/path reference,unknown / needs review,no,no,no,yes,No action,no forbidden legacy term
