tenant_key,map_id,vendor_id,vendor_name,contract_or_scope,annual_value_usd,renewal_date,supported_system_id,supported_system_name,owner_role,source_basis,confidence,caveat,source_file,source_row,value_source
meridian-health,meridian-health-VENDOR-SYSTEM-17,MER-VEN-017,Collibra,data_and_analytics,18400000,2026-11-21,MER-APP-041,Collibra catalog,Chief Medical Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,18,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-18,MER-VEN-018,ServiceNow,data_and_analytics,19475000,2026-12-22,MER-APP-049,ServiceNow SPM,Chief Health Plan Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,19,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-19,MER-VEN-019,Okta,security,20550000,2026-07-23,MER-APP-051,Okta IAM,Chief Digital & Information Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,20,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-20,MER-VEN-020,CrowdStrike,security,21625000,2026-08-24,MER-APP-052,CrowdStrike Falcon,CFO,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,21,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-21,MER-VEN-021,Zscaler,security,22700000,2026-09-05,MER-APP-053,Zscaler ZIA/ZPA,Chief Operating Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,22,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-22,MER-VEN-022,Workday,security,23775000,2026-10-06,MER-APP-043,Workday Financials,Chief Nursing Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,23,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-23,MER-VEN-023,Oracle,corporate_finance_operations,24850000,2026-11-07,MER-APP-031,Oracle EDW clinical mart,Chief Compliance Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,24,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-24,MER-VEN-024,BlackLine,corporate_finance_operations,25925000,2026-12-08,MER-APP-046,BlackLine close,Chief Customer Experience Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,25,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-25,MER-VEN-025,Coupa,corporate_finance_operations,27000000,2026-07-09,MER-APP-047,Coupa procurement,Chief Medical Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,26,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-26,MER-VEN-026,Kyriba,corporate_finance_operations,28075000,2026-08-10,MER-APP-048,Kyriba treasury,Chief Health Plan Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,27,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-27,MER-VEN-027,NICE,corporate_finance_operations,29150000,2026-09-11,MER-APP-027,NICE call recording,Chief Digital & Information Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,28,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-28,MER-VEN-028,Verint,corporate_finance_operations,30225000,2026-10-12,MER-APP-026,Verint workforce management,CFO,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,29,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-29,MER-VEN-029,Availity,corporate_finance_operations,31300000,2026-11-13,MER-APP-022,Availity provider portal,Chief Operating Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,30,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-30,MER-VEN-030,MHK,corporate_finance_operations,32375000,2026-12-14,MER-APP-019,MHK quality platform,Chief Nursing Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,31,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-31,MER-VEN-031,InterQual,corporate_finance_operations,33450000,2026-07-15,MER-APP-018,InterQual authorization,Chief Compliance Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,32,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-32,MER-VEN-032,Innovaccer,corporate_finance_operations,34525000,2026-08-16,,,Chief Customer Experience Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,33,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-33,MER-VEN-033,Health Catalyst,corporate_finance_operations,35600000,2026-09-17,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,34,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-34,MER-VEN-034,BigID,corporate_finance_operations,36675000,2026-10-18,MER-APP-058,BigID discovery,Chief Health Plan Officer,vendor matched to supported system evidence,0.74,Contract-to-system relationship can support vendor dependency answers.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,35,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-35,MERIDIANHEALTH-VND-0035,Epic / expansion 1,clinical_ai_or_ehr,1200000,2026-07-05,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,36,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-36,MERIDIANHEALTH-VND-0036,Databricks / expansion 2,clinical_ai_or_ehr,2275000,2026-08-06,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,37,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-37,MERIDIANHEALTH-VND-0037,AWS / expansion 3,clinical_ai_or_ehr,3350000,2026-09-07,,,Chief Digital & Information Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,38,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-38,MERIDIANHEALTH-VND-0038,Microsoft/Nuance / expansion 4,clinical_ai_or_ehr,4425000,2026-10-08,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,39,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-39,MERIDIANHEALTH-VND-0039,Abridge / expansion 5,clinical_ai_or_ehr,5500000,2026-11-09,,,Chief Operating Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,40,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-40,MERIDIANHEALTH-VND-0040,Suki / expansion 6,clinical_ai_or_ehr,6575000,2026-12-10,,,Chief Nursing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,41,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-41,MERIDIANHEALTH-VND-0041,Genesys / expansion 7,payer_platform_or_integration,7650000,2026-07-11,,,Chief Compliance Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,42,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-42,MERIDIANHEALTH-VND-0042,Salesforce / expansion 8,payer_platform_or_integration,8725000,2026-08-12,,,Chief Customer Experience Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,43,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-43,MERIDIANHEALTH-VND-0043,Change Healthcare / expansion 9,payer_platform_or_integration,9800000,2026-09-13,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,44,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-44,MERIDIANHEALTH-VND-0044,Optum / expansion 10,payer_platform_or_integration,10875000,2026-10-14,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,45,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-45,MERIDIANHEALTH-VND-0045,HealthEdge / expansion 11,payer_platform_or_integration,11950000,2026-11-15,,,Chief Digital & Information Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,46,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-46,MERIDIANHEALTH-VND-0046,TriZetto / expansion 12,payer_platform_or_integration,13025000,2026-12-16,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,47,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-47,MERIDIANHEALTH-VND-0047,MuleSoft / expansion 13,payer_platform_or_integration,14100000,2026-07-17,,,Chief Operating Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,48,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-48,MERIDIANHEALTH-VND-0048,Informatica / expansion 14,data_and_analytics,15175000,2026-08-18,,,Chief Nursing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,49,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-49,MERIDIANHEALTH-VND-0049,Tableau / expansion 15,data_and_analytics,16250000,2026-09-19,,,Chief Compliance Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,50,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-50,MERIDIANHEALTH-VND-0050,SAS / expansion 16,data_and_analytics,17325000,2026-10-20,,,Chief Customer Experience Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,51,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-51,MERIDIANHEALTH-VND-0051,Collibra / expansion 17,data_and_analytics,18400000,2026-11-21,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,52,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-52,MERIDIANHEALTH-VND-0052,ServiceNow / expansion 18,data_and_analytics,19475000,2026-12-22,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,53,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-53,MERIDIANHEALTH-VND-0053,Okta / expansion 19,security,20550000,2026-07-23,,,Chief Digital & Information Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,54,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-54,MERIDIANHEALTH-VND-0054,CrowdStrike / expansion 20,security,21625000,2026-08-24,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,55,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-55,MERIDIANHEALTH-VND-0055,Zscaler / expansion 21,security,22700000,2026-09-05,,,Chief Operating Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,56,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-56,MERIDIANHEALTH-VND-0056,Workday / expansion 22,security,23775000,2026-10-06,,,Chief Nursing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,57,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-57,MERIDIANHEALTH-VND-0057,Oracle / expansion 23,corporate_finance_operations,24850000,2026-11-07,,,Chief Compliance Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,58,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-58,MERIDIANHEALTH-VND-0058,BlackLine / expansion 24,corporate_finance_operations,25925000,2026-12-08,,,Chief Customer Experience Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,59,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-59,MERIDIANHEALTH-VND-0059,Coupa / expansion 25,corporate_finance_operations,27000000,2026-07-09,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,60,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-60,MERIDIANHEALTH-VND-0060,Kyriba / expansion 26,corporate_finance_operations,28075000,2026-08-10,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,61,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-61,MERIDIANHEALTH-VND-0061,NICE / expansion 27,corporate_finance_operations,29150000,2026-09-11,,,Chief Digital & Information Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,62,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-62,MERIDIANHEALTH-VND-0062,Verint / expansion 28,corporate_finance_operations,30225000,2026-10-12,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,63,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-63,MERIDIANHEALTH-VND-0063,Availity / expansion 29,corporate_finance_operations,31300000,2026-11-13,,,Chief Operating Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,64,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-64,MERIDIANHEALTH-VND-0064,MHK / expansion 30,corporate_finance_operations,32375000,2026-12-14,,,Chief Nursing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,65,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-65,MERIDIANHEALTH-VND-0065,InterQual / expansion 31,corporate_finance_operations,33450000,2026-07-15,,,Chief Compliance Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,66,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-66,MERIDIANHEALTH-VND-0066,Innovaccer / expansion 32,corporate_finance_operations,34525000,2026-08-16,,,Chief Customer Experience Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,67,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-67,MERIDIANHEALTH-VND-0067,Health Catalyst / expansion 33,corporate_finance_operations,35600000,2026-09-17,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,68,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-68,MERIDIANHEALTH-VND-0068,BigID / expansion 34,corporate_finance_operations,36675000,2026-10-18,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,69,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-69,MERIDIANHEALTH-VND-0069,Epic / expansion 35,clinical_ai_or_ehr,1200000,2026-07-05,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,70,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-70,MERIDIANHEALTH-VND-0070,Databricks / expansion 36,clinical_ai_or_ehr,2275000,2026-08-06,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,71,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-71,MERIDIANHEALTH-VND-0071,AWS / expansion 37,clinical_ai_or_ehr,3350000,2026-09-07,,,Chief Digital & Information Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,72,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-72,MERIDIANHEALTH-VND-0072,Microsoft/Nuance / expansion 38,clinical_ai_or_ehr,4425000,2026-10-08,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,73,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-73,MERIDIANHEALTH-VND-0073,Abridge / expansion 39,clinical_ai_or_ehr,5500000,2026-11-09,,,Chief Operating Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,74,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-74,MERIDIANHEALTH-VND-0074,Suki / expansion 40,clinical_ai_or_ehr,6575000,2026-12-10,,,Chief Nursing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,75,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-75,MERIDIANHEALTH-VND-0075,Genesys / expansion 41,payer_platform_or_integration,7650000,2026-07-11,,,Chief Compliance Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,76,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-76,MERIDIANHEALTH-VND-0076,Salesforce / expansion 42,payer_platform_or_integration,8725000,2026-08-12,,,Chief Customer Experience Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,77,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-77,MERIDIANHEALTH-VND-0077,Change Healthcare / expansion 43,payer_platform_or_integration,9800000,2026-09-13,,,Chief Medical Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,78,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-78,MERIDIANHEALTH-VND-0078,Optum / expansion 44,payer_platform_or_integration,10875000,2026-10-14,,,Chief Health Plan Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,79,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-79,MERIDIANHEALTH-VND-0079,HealthEdge / expansion 45,payer_platform_or_integration,11950000,2026-11-15,,,Chief Digital & Information Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,80,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-80,MERIDIANHEALTH-VND-0080,TriZetto / expansion 46,payer_platform_or_integration,13025000,2026-12-16,,,CFO,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,81,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-81,MERIDIANHEALTH-VND-0081,MuleSoft / expansion 47,payer_platform_or_integration,14100000,2026-07-17,,,Chief Operating Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,82,tenant_file
meridian-health,meridian-health-VENDOR-SYSTEM-82,MERIDIANHEALTH-VND-0082,Informatica / expansion 48,data_and_analytics,15175000,2026-08-18,,,Chief Nursing Officer,vendor contract only; supported system not explicit,0.52,Requires vendor-to-application validation before dependency diagrams are definitive.,family-8-semantic-enrichment/F22_contract-system-service-map.csv,83,tenant_file
