tenant_key,process_name,business_function,process_owner,systems_used,volume_metric,cycle_time,pain_points,control_points,automation_candidate,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,digital ecommerce process evidence 011,digital ecommerce,CIO,baggage tracking platform; identity and access management,1010 synthetic work items per period,baseline required,Fragmented evidence for safety criticality; manual reconciliation across baggage tracking platform,safety criticality; human review; audit trail; evidence lineage,Crew disruption assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00011,SHA-EVID-10811,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00011,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,safety and security process evidence 012,safety and security,CTO,fuel management platform; service management platform,1011 synthetic work items per period,baseline required,Fragmented evidence for operational resilience; manual reconciliation across fuel management platform,operational resilience; human review; audit trail; evidence lineage,Maintenance troubleshooting assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00012,SHA-EVID-10812,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00012,18_operational_process_evidence,Operational Evidence,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,finance process evidence 013,finance,CDAO,ERP and finance platform; passenger service system,1012 synthetic work items per period,baseline required,Fragmented evidence for crew and legal constraints; manual reconciliation across ERP and finance platform,crew and legal constraints; human review; audit trail; evidence lineage,Contact center agent assist,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00013,SHA-EVID-10813,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00013,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,procurement process evidence 014,procurement,CISO,airline data lakehouse; departure control system,1013 synthetic work items per period,baseline required,Fragmented evidence for DOT customer obligations; manual reconciliation across airline data lakehouse,DOT customer obligations; human review; audit trail; evidence lineage,Passenger rebooking personalization,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00014,SHA-EVID-10814,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00014,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,HR and workforce process evidence 015,HR and workforce,Chief compliance officer,identity and access management; crew scheduling platform,1014 synthetic work items per period,baseline required,Fragmented evidence for data privacy; manual reconciliation across identity and access management,data privacy; human review; audit trail; evidence lineage,Baggage recovery prediction,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00015,SHA-EVID-10815,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00015,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,data and analytics process evidence 016,data and analytics,Chief procurement officer,service management platform; flight planning platform,1015 synthetic work items per period,baseline required,Fragmented evidence for PCI; manual reconciliation across service management platform,PCI; human review; audit trail; evidence lineage,Airport turnaround risk predictor,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00016,SHA-EVID-10816,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00016,18_operational_process_evidence,Operational Evidence,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,platform engineering process evidence 017,platform engineering,Chief people officer,passenger service system; operations control and IROPS platform,1016 synthetic work items per period,baseline required,Fragmented evidence for cyber risk; manual reconciliation across passenger service system,cyber risk; human review; audit trail; evidence lineage,Revenue management scenario assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00017,SHA-EVID-10817,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00017,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,baggage operations process evidence 018,baggage operations,Transformation office lead,departure control system; maintenance and MRO platform,1017 synthetic work items per period,baseline required,Fragmented evidence for identity and access; manual reconciliation across departure control system,identity and access; human review; audit trail; evidence lineage,Loyalty next-best-action assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00018,SHA-EVID-10818,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00018,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,flight operations process evidence 019,flight operations,Experience leader,crew scheduling platform; cargo management platform,1018 synthetic work items per period,baseline required,Fragmented evidence for vendor concentration; manual reconciliation across crew scheduling platform,vendor concentration; human review; audit trail; evidence lineage,Flight operations knowledge assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00019,SHA-EVID-10819,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00019,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,operations control center process evidence 020,operations control center,Business unit president,flight planning platform; revenue management platform,1019 synthetic work items per period,baseline required,Fragmented evidence for model explainability; manual reconciliation across flight planning platform,model explainability; human review; audit trail; evidence lineage,IT incident and change-risk copilot,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00020,SHA-EVID-10820,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00020,18_operational_process_evidence,Operational Evidence,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,airport operations process evidence 021,airport operations,Contact center leader,operations control and IROPS platform; loyalty platform,1020 synthetic work items per period,baseline required,Fragmented evidence for human-in-the-loop operations; manual reconciliation across operations control and IROPS platform,human-in-the-loop operations; human review; audit trail; evidence lineage,Procurement and vendor contract intelligence,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00021,SHA-EVID-10821,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00021,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,customer service process evidence 022,customer service,Operations leader,maintenance and MRO platform; ecommerce and mobile app,1021 synthetic work items per period,baseline required,Fragmented evidence for incident response; manual reconciliation across maintenance and MRO platform,incident response; human review; audit trail; evidence lineage,IROPS recovery copilot,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00022,SHA-EVID-10822,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00022,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,loyalty process evidence 023,loyalty,Chief architect,cargo management platform; customer CRM,1022 synthetic work items per period,baseline required,Fragmented evidence for airport-local operating variation; manual reconciliation across cargo management platform,airport-local operating variation; human review; audit trail; evidence lineage,Crew disruption assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00023,SHA-EVID-10823,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00023,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,revenue management process evidence 024,revenue management,Application owner,revenue management platform; contact center platform,1023 synthetic work items per period,baseline required,Fragmented evidence for reservation-system dependency; manual reconciliation across revenue management platform,reservation-system dependency; human review; audit trail; evidence lineage,Maintenance troubleshooting assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00024,SHA-EVID-10824,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00024,18_operational_process_evidence,Operational Evidence,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,network planning process evidence 025,network planning,ITSM leader,loyalty platform; baggage tracking platform,1024 synthetic work items per period,baseline required,Fragmented evidence for cloud resilience; manual reconciliation across loyalty platform,cloud resilience; human review; audit trail; evidence lineage,Contact center agent assist,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00025,SHA-EVID-10825,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00025,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,crew scheduling process evidence 026,crew scheduling,CEO,ecommerce and mobile app; fuel management platform,1025 synthetic work items per period,baseline required,Fragmented evidence for safety criticality; manual reconciliation across ecommerce and mobile app,safety criticality; human review; audit trail; evidence lineage,Passenger rebooking personalization,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00026,SHA-EVID-10826,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00026,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,maintenance engineering process evidence 027,maintenance engineering,CFO,customer CRM; ERP and finance platform,1026 synthetic work items per period,baseline required,Fragmented evidence for operational resilience; manual reconciliation across customer CRM,operational resilience; human review; audit trail; evidence lineage,Baggage recovery prediction,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00027,SHA-EVID-10827,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00027,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,cargo operations process evidence 028,cargo operations,COO,contact center platform; airline data lakehouse,1027 synthetic work items per period,baseline required,Fragmented evidence for crew and legal constraints; manual reconciliation across contact center platform,crew and legal constraints; human review; audit trail; evidence lineage,Airport turnaround risk predictor,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00028,SHA-EVID-10828,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00028,18_operational_process_evidence,Operational Evidence,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,digital ecommerce process evidence 029,digital ecommerce,CIO,baggage tracking platform; identity and access management,1028 synthetic work items per period,baseline required,Fragmented evidence for DOT customer obligations; manual reconciliation across baggage tracking platform,DOT customer obligations; human review; audit trail; evidence lineage,Revenue management scenario assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,high,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00029,SHA-EVID-10829,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00029,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,safety and security process evidence 030,safety and security,CTO,fuel management platform; service management platform,1029 synthetic work items per period,baseline required,Fragmented evidence for data privacy; manual reconciliation across fuel management platform,data privacy; human review; audit trail; evidence lineage,Loyalty next-best-action assistant,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-18-00030,SHA-EVID-10830,SHA-18_OPERATIONAL_PROCESS_EVIDENCE-SRC-00030,18_operational_process_evidence,Operational Evidence,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
