tenant_key,use_case_name,business_function,process_area,ai_pattern,current_status,value_hypothesis,required_data,required_systems,human_approval_points,risk_controls,source_file,source_date,confidence,known_gaps,record_id,evidence_id,source_row_id,dimension_key,dimension_name,active_candidate_status,candidate_contract_version,load_run_id,generated_at,generation_method,source_basis,truth_statement
skyharbor-air,IT incident and change-risk copilot,digital ecommerce,digital ecommerce,copilot,candidate_not_approved,"Crew disruption assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",digital ecommerce; finance; evidence register,baggage tracking platform; baggage tracking platform,human review required before operational action,safety criticality; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00011,SHA-EVID-06011,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00011,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Procurement and vendor contract intelligence,safety and security,safety and security,summarization,candidate_not_approved,"Maintenance troubleshooting assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",safety and security; procurement; evidence register,fuel management platform; fuel management platform,human review required before operational action,operational resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00012,SHA-EVID-06012,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00012,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,IROPS recovery copilot,finance,finance,classification,candidate_not_approved,"Contact center agent assist is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",finance; HR and workforce; evidence register,ERP and finance platform; ERP and finance platform,human review required before operational action,crew and legal constraints; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00013,SHA-EVID-06013,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00013,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Crew disruption assistant,procurement,procurement,prediction,candidate_not_approved,"Passenger rebooking personalization is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",procurement; data and analytics; evidence register,airline data lakehouse; airline data lakehouse,human review required before operational action,DOT customer obligations; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,DOT customer obligations evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00014,SHA-EVID-06014,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00014,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Maintenance troubleshooting assistant,HR and workforce,HR and workforce,decision support,candidate_not_approved,"Baggage recovery prediction is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",HR and workforce; platform engineering; evidence register,identity and access management; identity and access management,human review required before operational action,data privacy; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,data privacy evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00015,SHA-EVID-06015,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00015,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Contact center agent assist,data and analytics,data and analytics,copilot,candidate_not_approved,"Airport turnaround risk predictor is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",data and analytics; baggage operations; evidence register,service management platform; service management platform,human review required before operational action,PCI; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,PCI evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00016,SHA-EVID-06016,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00016,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Passenger rebooking personalization,platform engineering,platform engineering,summarization,candidate_not_approved,"Revenue management scenario assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",platform engineering; flight operations; evidence register,passenger service system; passenger service system,human review required before operational action,cyber risk; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,cyber risk evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00017,SHA-EVID-06017,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00017,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Baggage recovery prediction,baggage operations,baggage operations,classification,candidate_not_approved,"Loyalty next-best-action assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",baggage operations; operations control center; evidence register,departure control system; departure control system,human review required before operational action,identity and access; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,identity and access evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00018,SHA-EVID-06018,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00018,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Airport turnaround risk predictor,flight operations,flight operations,prediction,candidate_not_approved,"Flight operations knowledge assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",flight operations; airport operations; evidence register,crew scheduling platform; crew scheduling platform,human review required before operational action,vendor concentration; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,vendor concentration evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00019,SHA-EVID-06019,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00019,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Revenue management scenario assistant,operations control center,operations control center,decision support,candidate_not_approved,"IT incident and change-risk copilot is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",operations control center; customer service; evidence register,flight planning platform; flight planning platform,human review required before operational action,model explainability; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,model explainability evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00020,SHA-EVID-06020,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00020,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Loyalty next-best-action assistant,airport operations,airport operations,copilot,candidate_not_approved,"Procurement and vendor contract intelligence is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",airport operations; loyalty; evidence register,operations control and IROPS platform; operations control and IROPS platform,human review required before operational action,human-in-the-loop operations; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,human-in-the-loop operations evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00021,SHA-EVID-06021,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00021,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Flight operations knowledge assistant,customer service,customer service,summarization,candidate_not_approved,"IROPS recovery copilot is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",customer service; revenue management; evidence register,maintenance and MRO platform; maintenance and MRO platform,human review required before operational action,incident response; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,incident response evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00022,SHA-EVID-06022,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00022,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,IT incident and change-risk copilot,loyalty,loyalty,classification,candidate_not_approved,"Crew disruption assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",loyalty; network planning; evidence register,cargo management platform; cargo management platform,human review required before operational action,airport-local operating variation; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,airport-local operating variation evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00023,SHA-EVID-06023,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00023,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Procurement and vendor contract intelligence,revenue management,revenue management,prediction,candidate_not_approved,"Maintenance troubleshooting assistant is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",revenue management; crew scheduling; evidence register,revenue management platform; revenue management platform,human review required before operational action,reservation-system dependency; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,reservation-system dependency evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00024,SHA-EVID-06024,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00024,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,IROPS recovery copilot,network planning,network planning,decision support,candidate_not_approved,"Contact center agent assist is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",network planning; maintenance engineering; evidence register,loyalty platform; loyalty platform,human review required before operational action,cloud resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,cloud resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00025,SHA-EVID-06025,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00025,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Crew disruption assistant,crew scheduling,crew scheduling,copilot,candidate_not_approved,"Passenger rebooking personalization is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",crew scheduling; cargo operations; evidence register,ecommerce and mobile app; ecommerce and mobile app,human review required before operational action,safety criticality; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,safety criticality evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00026,SHA-EVID-06026,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00026,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Maintenance troubleshooting assistant,maintenance engineering,maintenance engineering,summarization,candidate_not_approved,"Baggage recovery prediction is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",maintenance engineering; digital ecommerce; evidence register,customer CRM; customer CRM,human review required before operational action,operational resilience; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,medium,operational resilience evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00027,SHA-EVID-06027,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00027,10_ai_automation_use_cases,AI & Automation Use Cases,candidate,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
skyharbor-air,Contact center agent assist,cargo operations,cargo operations,classification,candidate_not_approved,"Airport turnaround risk predictor is a candidate hypothesis; benefits require baseline, adoption, control, and finance evidence.",cargo operations; safety and security; evidence register,contact center platform; contact center platform,human review required before operational action,crew and legal constraints; audit logging; access control; explainability; tenant isolation,datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,2026-07-17,high,crew and legal constraints evidence requires owner validation; source is synthetic and candidate-only,SHA-10-00028,SHA-EVID-06028,SHA-10_AI_AUTOMATION_USE_CASES-SRC-00028,10_ai_automation_use_cases,AI & Automation Use Cases,candidate_review,skyharbor-air-rich-standard-candidate-20260717,SHA-CANDIDATE-LOAD-20260717,2026-07-17T00:00:00.000Z,deterministic synthetic enterprise context generator,synthetic airline enterprise context generation,"This is planning-grade synthetic enterprise context. It is not real client production data, not PHI/PII/payment-card data, and not a claim of realized financial value."
