sku_group_id,product_family_id,business_unit_id,revenue_usd,margin_pct,lifecycle_state
NST-SKU-0088,NST-PF-013,BU-DENTAL,1725000,25.0,active
NST-SKU-0089,NST-PF-013,BU-DENTAL,1840000,26.0,active
NST-SKU-0090,NST-PF-013,BU-DENTAL,1955000,27.0,sunset_candidate
NST-SKU-0091,NST-PF-013,BU-DENTAL,2070000,28.0,active
NST-SKU-0092,NST-PF-014,BU-HIS,1385000,23.0,active
NST-SKU-0093,NST-PF-014,BU-HIS,1500000,24.0,active
NST-SKU-0094,NST-PF-014,BU-HIS,1615000,25.0,active
NST-SKU-0095,NST-PF-014,BU-HIS,1730000,26.0,active
NST-SKU-0096,NST-PF-014,BU-HIS,1845000,27.0,active
NST-SKU-0097,NST-PF-014,BU-HIS,1960000,28.0,sunset_candidate
NST-SKU-0098,NST-PF-014,BU-HIS,2075000,29.0,active
NST-SKU-0099,NST-PF-015,BU-STERILE,1390000,24.0,active
NST-SKU-0100,NST-PF-015,BU-STERILE,1505000,25.0,active
NST-SKU-0101,NST-PF-015,BU-STERILE,1620000,26.0,active
NST-SKU-0102,NST-PF-015,BU-STERILE,1735000,27.0,active
NST-SKU-0103,NST-PF-015,BU-STERILE,1850000,28.0,active
NST-SKU-0104,NST-PF-015,BU-STERILE,1965000,29.0,sunset_candidate
NST-SKU-0105,NST-PF-015,BU-STERILE,2080000,30.0,active
NST-SKU-0106,NST-PF-016,BU-MONITOR,1395000,25.0,active
NST-SKU-0107,NST-PF-016,BU-MONITOR,1510000,26.0,active
NST-SKU-0108,NST-PF-016,BU-MONITOR,1625000,27.0,active
NST-SKU-0109,NST-PF-016,BU-MONITOR,1740000,28.0,active
NST-SKU-0110,NST-PF-016,BU-MONITOR,1855000,29.0,active
NST-SKU-0111,NST-PF-016,BU-MONITOR,1970000,30.0,sunset_candidate
NST-SKU-0112,NST-PF-016,BU-MONITOR,2085000,31.0,active
NST-SKU-0113,NST-PF-017,BU-FILTER,1400000,26.0,active
NST-SKU-0114,NST-PF-017,BU-FILTER,1515000,27.0,active
NST-SKU-0115,NST-PF-017,BU-FILTER,1630000,28.0,active
NST-SKU-0116,NST-PF-017,BU-FILTER,1745000,29.0,active
NST-SKU-0117,NST-PF-017,BU-FILTER,1860000,30.0,active
NST-SKU-0118,NST-PF-017,BU-FILTER,1975000,31.0,sunset_candidate
NST-SKU-0119,NST-PF-017,BU-FILTER,2090000,32.0,active
NST-SKU-0120,NST-PF-018,BU-AWC,1405000,27.0,active
NST-SKU-0121,NST-PF-018,BU-AWC,1520000,28.0,active
NST-SKU-0122,NST-PF-018,BU-AWC,1635000,29.0,active
NST-SKU-0123,NST-PF-018,BU-AWC,1750000,30.0,active
NST-SKU-0124,NST-PF-018,BU-AWC,1865000,31.0,active
NST-SKU-0125,NST-PF-018,BU-AWC,1980000,32.0,sunset_candidate
NST-SKU-0126,NST-PF-018,BU-AWC,2095000,33.0,active
NST-SKU-0127,NST-PF-019,BU-DENTAL,1410000,28.0,active
NST-SKU-0128,NST-PF-019,BU-DENTAL,1525000,29.0,active
NST-SKU-0129,NST-PF-019,BU-DENTAL,1640000,30.0,active
NST-SKU-0130,NST-PF-019,BU-DENTAL,1755000,31.0,active
NST-SKU-0131,NST-PF-019,BU-DENTAL,1870000,32.0,active
NST-SKU-0132,NST-PF-019,BU-DENTAL,1985000,33.0,sunset_candidate
NST-SKU-0133,NST-PF-019,BU-DENTAL,2100000,34.0,active
NST-SKU-0134,NST-PF-020,BU-HIS,1415000,29.0,active
NST-SKU-0135,NST-PF-020,BU-HIS,1530000,30.0,active
NST-SKU-0136,NST-PF-020,BU-HIS,1645000,31.0,active
NST-SKU-0137,NST-PF-020,BU-HIS,1760000,32.0,active
NST-SKU-0138,NST-PF-020,BU-HIS,1875000,33.0,active
NST-SKU-0139,NST-PF-020,BU-HIS,1990000,34.0,sunset_candidate
NST-SKU-0140,NST-PF-020,BU-HIS,2105000,35.0,active
NST-SKU-0141,NST-PF-021,BU-STERILE,1420000,30.0,active
NST-SKU-0142,NST-PF-021,BU-STERILE,1535000,31.0,active
NST-SKU-0143,NST-PF-021,BU-STERILE,1650000,32.0,active
NST-SKU-0144,NST-PF-021,BU-STERILE,1765000,33.0,active
NST-SKU-0145,NST-PF-021,BU-STERILE,1880000,34.0,active
NST-SKU-0146,NST-PF-021,BU-STERILE,1995000,35.0,sunset_candidate
NST-SKU-0147,NST-PF-021,BU-STERILE,2110000,8.0,active
NST-SKU-0148,NST-PF-022,BU-MONITOR,1425000,31.0,active
NST-SKU-0149,NST-PF-022,BU-MONITOR,1540000,32.0,active
NST-SKU-0150,NST-PF-022,BU-MONITOR,1655000,33.0,active
NST-SKU-0151,NST-PF-022,BU-MONITOR,1770000,34.0,active
NST-SKU-0152,NST-PF-022,BU-MONITOR,1885000,35.0,active
NST-SKU-0153,NST-PF-022,BU-MONITOR,2000000,8.0,sunset_candidate
NST-SKU-0154,NST-PF-022,BU-MONITOR,2115000,9.0,active
NST-SKU-0155,NST-PF-023,BU-FILTER,1430000,32.0,active
NST-SKU-0156,NST-PF-023,BU-FILTER,1545000,33.0,active
NST-SKU-0157,NST-PF-023,BU-FILTER,1660000,34.0,active
NST-SKU-0158,NST-PF-023,BU-FILTER,1775000,35.0,active
NST-SKU-0159,NST-PF-023,BU-FILTER,1890000,8.0,active
NST-SKU-0160,NST-PF-023,BU-FILTER,2005000,9.0,sunset_candidate
NST-SKU-0161,NST-PF-023,BU-FILTER,2120000,10.0,active
NST-SKU-0162,NST-PF-024,BU-AWC,1435000,33.0,active
NST-SKU-0163,NST-PF-024,BU-AWC,1550000,34.0,active
NST-SKU-0164,NST-PF-024,BU-AWC,1665000,35.0,active
NST-SKU-0165,NST-PF-024,BU-AWC,1780000,8.0,active
NST-SKU-0166,NST-PF-024,BU-AWC,1895000,9.0,active
NST-SKU-0167,NST-PF-024,BU-AWC,2010000,10.0,sunset_candidate
NST-SKU-0168,NST-PF-024,BU-AWC,2125000,11.0,active
NST-SKU-0169,NST-PF-025,BU-DENTAL,1440000,34.0,active
NST-SKU-0170,NST-PF-025,BU-DENTAL,1555000,35.0,active
NST-SKU-0171,NST-PF-025,BU-DENTAL,1670000,8.0,active
NST-SKU-0172,NST-PF-025,BU-DENTAL,1785000,9.0,active
NST-SKU-0173,NST-PF-025,BU-DENTAL,1900000,10.0,active
NST-SKU-0174,NST-PF-025,BU-DENTAL,2015000,11.0,sunset_candidate
NST-SKU-0175,NST-PF-025,BU-DENTAL,2130000,12.0,active
NST-SKU-0176,NST-PF-026,BU-HIS,1445000,35.0,active
NST-SKU-0177,NST-PF-026,BU-HIS,1560000,8.0,active
NST-SKU-0178,NST-PF-026,BU-HIS,1675000,9.0,active
NST-SKU-0179,NST-PF-026,BU-HIS,1790000,10.0,active
NST-SKU-0180,NST-PF-026,BU-HIS,1905000,11.0,active
NST-SKU-0181,NST-PF-026,BU-HIS,2020000,12.0,sunset_candidate
NST-SKU-0182,NST-PF-026,BU-HIS,2135000,13.0,active
NST-SKU-0183,NST-PF-027,BU-STERILE,1450000,8.0,active
NST-SKU-0184,NST-PF-027,BU-STERILE,1565000,9.0,active
NST-SKU-0185,NST-PF-027,BU-STERILE,1680000,10.0,active
NST-SKU-0186,NST-PF-027,BU-STERILE,1795000,11.0,active
NST-SKU-0187,NST-PF-027,BU-STERILE,1910000,12.0,active
NST-SKU-0188,NST-PF-027,BU-STERILE,2025000,13.0,sunset_candidate
NST-SKU-0189,NST-PF-027,BU-STERILE,2140000,14.0,active
NST-SKU-0190,NST-PF-028,BU-MONITOR,1455000,9.0,active
NST-SKU-0191,NST-PF-028,BU-MONITOR,1570000,10.0,active
NST-SKU-0192,NST-PF-028,BU-MONITOR,1685000,11.0,active
NST-SKU-0193,NST-PF-028,BU-MONITOR,1800000,12.0,active
NST-SKU-0194,NST-PF-028,BU-MONITOR,1915000,13.0,active
NST-SKU-0195,NST-PF-028,BU-MONITOR,2030000,14.0,sunset_candidate
NST-SKU-0196,NST-PF-028,BU-MONITOR,2145000,15.0,active
NST-SKU-0197,NST-PF-029,BU-FILTER,1460000,10.0,active
NST-SKU-0198,NST-PF-029,BU-FILTER,1575000,11.0,active
NST-SKU-0199,NST-PF-029,BU-FILTER,1690000,12.0,active
NST-SKU-0200,NST-PF-029,BU-FILTER,1805000,13.0,active
NST-SKU-0201,NST-PF-029,BU-FILTER,1920000,14.0,active
NST-SKU-0202,NST-PF-029,BU-FILTER,2035000,15.0,sunset_candidate
NST-SKU-0203,NST-PF-029,BU-FILTER,2150000,16.0,active
NST-SKU-0204,NST-PF-030,BU-AWC,1465000,11.0,active
NST-SKU-0205,NST-PF-030,BU-AWC,1580000,12.0,active
NST-SKU-0206,NST-PF-030,BU-AWC,1695000,13.0,active
NST-SKU-0207,NST-PF-030,BU-AWC,1810000,14.0,active
NST-SKU-0208,NST-PF-030,BU-AWC,1925000,15.0,active
NST-SKU-0209,NST-PF-030,BU-AWC,2040000,16.0,sunset_candidate
NST-SKU-0210,NST-PF-030,BU-AWC,2155000,17.0,active
NST-SKU-0211,NST-PF-031,BU-DENTAL,1470000,12.0,active
NST-SKU-0212,NST-PF-031,BU-DENTAL,1585000,13.0,active
NST-SKU-0213,NST-PF-031,BU-DENTAL,1700000,14.0,active
NST-SKU-0214,NST-PF-031,BU-DENTAL,1815000,15.0,active
NST-SKU-0215,NST-PF-031,BU-DENTAL,1930000,16.0,active
NST-SKU-0216,NST-PF-031,BU-DENTAL,2045000,17.0,sunset_candidate
NST-SKU-0217,NST-PF-031,BU-DENTAL,2160000,18.0,active
NST-SKU-0218,NST-PF-032,BU-HIS,1475000,13.0,active
NST-SKU-0219,NST-PF-032,BU-HIS,1590000,14.0,active
NST-SKU-0220,NST-PF-032,BU-HIS,1705000,15.0,active
NST-SKU-0221,NST-PF-032,BU-HIS,1820000,16.0,active
NST-SKU-0222,NST-PF-032,BU-HIS,1935000,17.0,active
NST-SKU-0223,NST-PF-032,BU-HIS,2050000,18.0,sunset_candidate
NST-SKU-0224,NST-PF-032,BU-HIS,2165000,19.0,active
NST-SKU-0225,NST-PF-033,BU-STERILE,1480000,14.0,active
NST-SKU-0226,NST-PF-033,BU-STERILE,1595000,15.0,active
NST-SKU-0227,NST-PF-033,BU-STERILE,1710000,16.0,active
NST-SKU-0228,NST-PF-033,BU-STERILE,1825000,17.0,active
NST-SKU-0229,NST-PF-033,BU-STERILE,1940000,18.0,active
NST-SKU-0230,NST-PF-033,BU-STERILE,2055000,19.0,sunset_candidate
NST-SKU-0231,NST-PF-033,BU-STERILE,2170000,20.0,active
NST-SKU-0232,NST-PF-034,BU-MONITOR,1485000,15.0,active
NST-SKU-0233,NST-PF-034,BU-MONITOR,1600000,16.0,active
NST-SKU-0234,NST-PF-034,BU-MONITOR,1715000,17.0,active
NST-SKU-0235,NST-PF-034,BU-MONITOR,1830000,18.0,active
NST-SKU-0236,NST-PF-034,BU-MONITOR,1945000,19.0,active
NST-SKU-0237,NST-PF-034,BU-MONITOR,2060000,20.0,sunset_candidate
NST-SKU-0238,NST-PF-034,BU-MONITOR,2175000,21.0,active
NST-SKU-0239,NST-PF-035,BU-FILTER,1490000,16.0,active
NST-SKU-0240,NST-PF-035,BU-FILTER,1605000,17.0,active
NST-SKU-0241,NST-PF-035,BU-FILTER,1720000,18.0,active
NST-SKU-0242,NST-PF-035,BU-FILTER,1835000,19.0,active
NST-SKU-0243,NST-PF-035,BU-FILTER,1950000,20.0,active
NST-SKU-0244,NST-PF-035,BU-FILTER,2065000,21.0,sunset_candidate
NST-SKU-0245,NST-PF-035,BU-FILTER,2180000,22.0,active
NST-SKU-0246,NST-PF-036,BU-AWC,1495000,17.0,active
NST-SKU-0247,NST-PF-036,BU-AWC,1610000,18.0,active
NST-SKU-0248,NST-PF-036,BU-AWC,1725000,19.0,active
NST-SKU-0249,NST-PF-036,BU-AWC,1840000,20.0,active
NST-SKU-0250,NST-PF-036,BU-AWC,1955000,21.0,active
NST-SKU-0251,NST-PF-036,BU-AWC,2070000,22.0,sunset_candidate
NST-SKU-0252,NST-PF-036,BU-AWC,2185000,23.0,active
NST-SKU-0253,NST-PF-037,BU-DENTAL,1500000,18.0,active
NST-SKU-0254,NST-PF-037,BU-DENTAL,1615000,19.0,active
NST-SKU-0255,NST-PF-037,BU-DENTAL,1730000,20.0,active
NST-SKU-0256,NST-PF-037,BU-DENTAL,1845000,21.0,active
NST-SKU-0257,NST-PF-037,BU-DENTAL,1960000,22.0,active
NST-SKU-0258,NST-PF-037,BU-DENTAL,2075000,23.0,sunset_candidate
NST-SKU-0259,NST-PF-037,BU-DENTAL,2190000,24.0,active
NST-SKU-0260,NST-PF-038,BU-HIS,1505000,19.0,active
NST-SKU-0261,NST-PF-038,BU-HIS,1620000,20.0,active
NST-SKU-0262,NST-PF-038,BU-HIS,1735000,21.0,active
NST-SKU-0263,NST-PF-038,BU-HIS,1850000,22.0,active
NST-SKU-0264,NST-PF-038,BU-HIS,1965000,23.0,active
NST-SKU-0265,NST-PF-038,BU-HIS,2080000,24.0,sunset_candidate
NST-SKU-0266,NST-PF-038,BU-HIS,2195000,25.0,active
NST-SKU-0267,NST-PF-039,BU-STERILE,1510000,20.0,active
NST-SKU-0268,NST-PF-039,BU-STERILE,1625000,21.0,active
NST-SKU-0269,NST-PF-039,BU-STERILE,1740000,22.0,active
NST-SKU-0270,NST-PF-039,BU-STERILE,1855000,23.0,active
NST-SKU-0271,NST-PF-039,BU-STERILE,1970000,24.0,active
NST-SKU-0272,NST-PF-039,BU-STERILE,2085000,25.0,sunset_candidate
NST-SKU-0273,NST-PF-039,BU-STERILE,2200000,26.0,active
NST-SKU-0274,NST-PF-040,BU-MONITOR,1515000,21.0,active
NST-SKU-0275,NST-PF-040,BU-MONITOR,1630000,22.0,active
NST-SKU-0276,NST-PF-040,BU-MONITOR,1745000,23.0,active
NST-SKU-0277,NST-PF-040,BU-MONITOR,1860000,24.0,active
NST-SKU-0278,NST-PF-040,BU-MONITOR,1975000,25.0,active
NST-SKU-0279,NST-PF-040,BU-MONITOR,2090000,26.0,sunset_candidate
NST-SKU-0280,NST-PF-040,BU-MONITOR,2205000,27.0,active
NST-SKU-0281,NST-PF-041,BU-FILTER,1520000,22.0,active
NST-SKU-0282,NST-PF-041,BU-FILTER,1635000,23.0,active
NST-SKU-0283,NST-PF-041,BU-FILTER,1750000,24.0,active
NST-SKU-0284,NST-PF-041,BU-FILTER,1865000,25.0,active
NST-SKU-0285,NST-PF-041,BU-FILTER,1980000,26.0,active
NST-SKU-0286,NST-PF-041,BU-FILTER,2095000,27.0,sunset_candidate
NST-SKU-0287,NST-PF-041,BU-FILTER,2210000,28.0,active
NST-SKU-0288,NST-PF-042,BU-AWC,1525000,23.0,active
NST-SKU-0289,NST-PF-042,BU-AWC,1640000,24.0,active
NST-SKU-0290,NST-PF-042,BU-AWC,1755000,25.0,active
NST-SKU-0291,NST-PF-042,BU-AWC,1870000,26.0,active
NST-SKU-0292,NST-PF-042,BU-AWC,1985000,27.0,active
NST-SKU-0293,NST-PF-042,BU-AWC,2100000,28.0,sunset_candidate
NST-SKU-0294,NST-PF-042,BU-AWC,2215000,29.0,active
NST-SKU-0295,NST-PF-043,BU-DENTAL,1530000,24.0,active
NST-SKU-0296,NST-PF-043,BU-DENTAL,1645000,25.0,active
NST-SKU-0297,NST-PF-043,BU-DENTAL,1760000,26.0,active
NST-SKU-0298,NST-PF-043,BU-DENTAL,1875000,27.0,active
NST-SKU-0299,NST-PF-043,BU-DENTAL,1990000,28.0,active
NST-SKU-0300,NST-PF-043,BU-DENTAL,2105000,29.0,sunset_candidate
NST-SKU-0301,NST-PF-043,BU-DENTAL,2220000,30.0,active
NST-SKU-0302,NST-PF-044,BU-HIS,1535000,25.0,active
NST-SKU-0303,NST-PF-044,BU-HIS,1650000,26.0,active
NST-SKU-0304,NST-PF-044,BU-HIS,1765000,27.0,active
NST-SKU-0305,NST-PF-044,BU-HIS,1880000,28.0,active
NST-SKU-0306,NST-PF-044,BU-HIS,1995000,29.0,active
NST-SKU-0307,NST-PF-044,BU-HIS,2110000,30.0,sunset_candidate
NST-SKU-0308,NST-PF-044,BU-HIS,2225000,31.0,active
NST-SKU-0309,NST-PF-045,BU-STERILE,1540000,26.0,active
NST-SKU-0310,NST-PF-045,BU-STERILE,1655000,27.0,active
NST-SKU-0311,NST-PF-045,BU-STERILE,1770000,28.0,active
NST-SKU-0312,NST-PF-045,BU-STERILE,1885000,29.0,active
NST-SKU-0313,NST-PF-045,BU-STERILE,2000000,30.0,active
NST-SKU-0314,NST-PF-045,BU-STERILE,2115000,31.0,sunset_candidate
NST-SKU-0315,NST-PF-045,BU-STERILE,2230000,32.0,active
NST-SKU-0316,NST-PF-046,BU-MONITOR,1545000,27.0,active
NST-SKU-0317,NST-PF-046,BU-MONITOR,1660000,28.0,active
NST-SKU-0318,NST-PF-046,BU-MONITOR,1775000,29.0,active
NST-SKU-0319,NST-PF-046,BU-MONITOR,1890000,30.0,active
NST-SKU-0320,NST-PF-046,BU-MONITOR,2005000,31.0,active
NST-SKU-0321,NST-PF-046,BU-MONITOR,2120000,32.0,sunset_candidate
NST-SKU-0322,NST-PF-046,BU-MONITOR,2235000,33.0,active
NST-SKU-0323,NST-PF-047,BU-FILTER,1550000,28.0,active
NST-SKU-0324,NST-PF-047,BU-FILTER,1665000,29.0,active
NST-SKU-0325,NST-PF-047,BU-FILTER,1780000,30.0,active
NST-SKU-0326,NST-PF-047,BU-FILTER,1895000,31.0,active
NST-SKU-0327,NST-PF-047,BU-FILTER,2010000,32.0,active
NST-SKU-0328,NST-PF-047,BU-FILTER,2125000,33.0,sunset_candidate
NST-SKU-0329,NST-PF-047,BU-FILTER,2240000,34.0,active
NST-SKU-0330,NST-PF-048,BU-AWC,1555000,29.0,active
NST-SKU-0331,NST-PF-048,BU-AWC,1670000,30.0,active
NST-SKU-0332,NST-PF-048,BU-AWC,1785000,31.0,active
NST-SKU-0333,NST-PF-048,BU-AWC,1900000,32.0,active
NST-SKU-0334,NST-PF-048,BU-AWC,2015000,33.0,active
NST-SKU-0335,NST-PF-048,BU-AWC,2130000,34.0,sunset_candidate
NST-SKU-0336,NST-PF-048,BU-AWC,2245000,35.0,active
NST-SKU-0337,NST-PF-049,BU-DENTAL,1560000,30.0,active
NST-SKU-0338,NST-PF-049,BU-DENTAL,1675000,31.0,active
NST-SKU-0339,NST-PF-049,BU-DENTAL,1790000,32.0,active
NST-SKU-0340,NST-PF-049,BU-DENTAL,1905000,33.0,active
NST-SKU-0341,NST-PF-049,BU-DENTAL,2020000,34.0,active
NST-SKU-0342,NST-PF-049,BU-DENTAL,2135000,35.0,sunset_candidate
NST-SKU-0343,NST-PF-049,BU-DENTAL,2250000,8.0,active
NST-SKU-0344,NST-PF-050,BU-HIS,1565000,31.0,active
NST-SKU-0345,NST-PF-050,BU-HIS,1680000,32.0,active
NST-SKU-0346,NST-PF-050,BU-HIS,1795000,33.0,active
NST-SKU-0347,NST-PF-050,BU-HIS,1910000,34.0,active
NST-SKU-0348,NST-PF-050,BU-HIS,2025000,35.0,active
NST-SKU-0349,NST-PF-050,BU-HIS,2140000,8.0,sunset_candidate
NST-SKU-0350,NST-PF-050,BU-HIS,2255000,9.0,active
NST-SKU-0351,NST-PF-051,BU-STERILE,1570000,32.0,active
NST-SKU-0352,NST-PF-051,BU-STERILE,1685000,33.0,active
NST-SKU-0353,NST-PF-051,BU-STERILE,1800000,34.0,active
NST-SKU-0354,NST-PF-051,BU-STERILE,1915000,35.0,active
NST-SKU-0355,NST-PF-051,BU-STERILE,2030000,8.0,active
NST-SKU-0356,NST-PF-051,BU-STERILE,2145000,9.0,sunset_candidate
NST-SKU-0357,NST-PF-051,BU-STERILE,2260000,10.0,active
NST-SKU-0358,NST-PF-052,BU-MONITOR,1575000,33.0,active
NST-SKU-0359,NST-PF-052,BU-MONITOR,1690000,34.0,active
NST-SKU-0360,NST-PF-052,BU-MONITOR,1805000,35.0,active
NST-SKU-0361,NST-PF-052,BU-MONITOR,1920000,8.0,active
NST-SKU-0362,NST-PF-052,BU-MONITOR,2035000,9.0,active
NST-SKU-0363,NST-PF-052,BU-MONITOR,2150000,10.0,sunset_candidate
NST-SKU-0364,NST-PF-052,BU-MONITOR,2265000,11.0,active
NST-SKU-0365,NST-PF-053,BU-FILTER,1580000,34.0,active
NST-SKU-0366,NST-PF-053,BU-FILTER,1695000,35.0,active
NST-SKU-0367,NST-PF-053,BU-FILTER,1810000,8.0,active
NST-SKU-0368,NST-PF-053,BU-FILTER,1925000,9.0,active
NST-SKU-0369,NST-PF-053,BU-FILTER,2040000,10.0,active
NST-SKU-0370,NST-PF-053,BU-FILTER,2155000,11.0,sunset_candidate
NST-SKU-0371,NST-PF-053,BU-FILTER,2270000,12.0,active
NST-SKU-0372,NST-PF-054,BU-AWC,1585000,35.0,active
NST-SKU-0373,NST-PF-054,BU-AWC,1700000,8.0,active
NST-SKU-0374,NST-PF-054,BU-AWC,1815000,9.0,active
NST-SKU-0375,NST-PF-054,BU-AWC,1930000,10.0,active
NST-SKU-0376,NST-PF-054,BU-AWC,2045000,11.0,active
NST-SKU-0377,NST-PF-054,BU-AWC,2160000,12.0,sunset_candidate
