integration_id,source_system,target_system,interface_type,protocol_or_standard,cadence,data_domain,avg_daily_volume,latency_sla_minutes,failure_rate_30d_pct,owning_team,control_gap,evidence_id
APX-INT-0038,Manhattan Active WMS,IBM Sterling OMS regional/service component 5,SFTP,SFTP,daily,warehouse,100800,1440,0.26,APX-IT-004,none_reported,APX-EVID-010
APX-INT-0039,Salesforce Commerce Cloud,Databricks Retail Lakehouse regional/service component 5,EDI,EDI,daily,ecommerce,103200,1440,0.34,APX-IT-002,lineage_not_machine_readable,APX-EVID-011
APX-INT-0040,SAP S/4 Finance,Salesforce Commerce Cloud regional/service component 6,CDC,CDC,hourly,erp_finance,105600,60,0.42,APX-IT-006,none_reported,APX-EVID-012
APX-INT-0041,Snowflake Marketing Data Cloud,Kronos Workforce Central regional/service component 6,MuleSoft,MuleSoft,real_time,analytics,108000,2,0.50,APX-IT-007,none_reported,APX-EVID-013
APX-INT-0042,Manhattan Active WMS regional/service component 2,Blue Yonder Demand Planning regional/service component 7,Batch SQL,Batch SQL,daily,warehouse,110400,1440,0.58,APX-IT-004,none_reported,APX-EVID-014
APX-INT-0043,Salesforce Commerce Cloud regional/service component 2,Manhattan Active WMS regional/service component 8,API,API,hourly,ecommerce,112800,60,0.10,APX-IT-002,none_reported,APX-EVID-001
APX-INT-0044,SAP S/4 Finance regional/service component 2,ServiceNow ITSM regional/service component 8,Kafka,Kafka,daily,erp_finance,115200,1440,0.18,APX-IT-006,none_reported,APX-EVID-002
APX-INT-0045,Snowflake Marketing Data Cloud regional/service component 2,Toshiba POS regional/service component 9,SFTP,SFTP,daily,analytics,117600,1440,0.26,APX-IT-007,none_reported,APX-EVID-003
APX-INT-0046,Manhattan Active WMS regional/service component 3,Snowflake Marketing Data Cloud regional/service component 9,EDI,EDI,real_time,warehouse,120000,2,0.34,APX-IT-004,none_reported,APX-EVID-004
APX-INT-0047,Salesforce Commerce Cloud regional/service component 3,Toshiba POS,CDC,CDC,daily,ecommerce,122400,1440,0.42,APX-IT-002,none_reported,APX-EVID-005
APX-INT-0048,SAP S/4 Finance regional/service component 3,Snowflake Marketing Data Cloud,MuleSoft,MuleSoft,daily,erp_finance,124800,1440,0.50,APX-IT-006,none_reported,APX-EVID-006
APX-INT-0049,Snowflake Marketing Data Cloud regional/service component 3,Adobe Experience Cloud regional/service component 2,Batch SQL,Batch SQL,hourly,analytics,127200,60,0.58,APX-IT-007,none_reported,APX-EVID-007
APX-INT-0050,Manhattan Active WMS regional/service component 4,Oracle Retail Merchandising regional/service component 3,API,API,daily,warehouse,129600,1440,0.10,APX-IT-004,none_reported,APX-EVID-008
APX-INT-0051,Salesforce Commerce Cloud regional/service component 4,SAP S/4 Finance regional/service component 3,Kafka,Kafka,real_time,ecommerce,132000,2,0.18,APX-IT-002,none_reported,APX-EVID-009
APX-INT-0052,SAP S/4 Finance regional/service component 4,IBM Sterling OMS regional/service component 4,SFTP,SFTP,hourly,erp_finance,134400,60,0.26,APX-IT-006,none_reported,APX-EVID-010
APX-INT-0053,Snowflake Marketing Data Cloud regional/service component 4,Databricks Retail Lakehouse regional/service component 4,EDI,EDI,daily,analytics,136800,1440,0.34,APX-IT-007,none_reported,APX-EVID-011
APX-INT-0054,Manhattan Active WMS regional/service component 5,Salesforce Commerce Cloud regional/service component 5,CDC,CDC,daily,warehouse,139200,1440,0.42,APX-IT-004,none_reported,APX-EVID-012
APX-INT-0055,Salesforce Commerce Cloud regional/service component 5,Kronos Workforce Central regional/service component 5,MuleSoft,MuleSoft,hourly,ecommerce,141600,60,0.50,APX-IT-002,none_reported,APX-EVID-013
APX-INT-0056,SAP S/4 Finance regional/service component 5,Blue Yonder Demand Planning regional/service component 6,Batch SQL,Batch SQL,real_time,erp_finance,144000,2,0.58,APX-IT-006,none_reported,APX-EVID-014
APX-INT-0057,Snowflake Marketing Data Cloud regional/service component 5,Manhattan Active WMS regional/service component 7,API,API,daily,analytics,146400,1440,0.10,APX-IT-007,none_reported,APX-EVID-001
APX-INT-0058,Manhattan Active WMS regional/service component 6,ServiceNow ITSM regional/service component 7,Kafka,Kafka,hourly,warehouse,148800,60,0.18,APX-IT-004,lineage_not_machine_readable,APX-EVID-002
APX-INT-0059,Salesforce Commerce Cloud regional/service component 6,Toshiba POS regional/service component 8,SFTP,SFTP,daily,ecommerce,151200,1440,0.26,APX-IT-002,none_reported,APX-EVID-003
APX-INT-0060,SAP S/4 Finance regional/service component 6,Snowflake Marketing Data Cloud regional/service component 8,EDI,EDI,daily,erp_finance,153600,1440,0.34,APX-IT-006,none_reported,APX-EVID-004
APX-INT-0061,Snowflake Marketing Data Cloud regional/service component 6,Adobe Experience Cloud regional/service component 9,CDC,CDC,real_time,analytics,156000,2,0.42,APX-IT-007,none_reported,APX-EVID-005
APX-INT-0062,Manhattan Active WMS regional/service component 7,Oracle Retail Merchandising regional/service component 10,MuleSoft,MuleSoft,daily,warehouse,158400,1440,0.50,APX-IT-004,none_reported,APX-EVID-006
APX-INT-0063,Salesforce Commerce Cloud regional/service component 7,Adobe Experience Cloud,Batch SQL,Batch SQL,daily,ecommerce,160800,1440,0.58,APX-IT-002,none_reported,APX-EVID-007
APX-INT-0064,SAP S/4 Finance regional/service component 7,Oracle Retail Merchandising regional/service component 2,API,API,hourly,erp_finance,163200,60,0.10,APX-IT-006,none_reported,APX-EVID-008
APX-INT-0065,Snowflake Marketing Data Cloud regional/service component 7,SAP S/4 Finance regional/service component 2,Kafka,Kafka,daily,analytics,165600,1440,0.18,APX-IT-007,none_reported,APX-EVID-009
APX-INT-0066,Manhattan Active WMS regional/service component 8,IBM Sterling OMS regional/service component 3,SFTP,SFTP,real_time,warehouse,168000,2,0.26,APX-IT-004,none_reported,APX-EVID-010
APX-INT-0067,Salesforce Commerce Cloud regional/service component 8,Databricks Retail Lakehouse regional/service component 3,EDI,EDI,hourly,ecommerce,170400,60,0.34,APX-IT-002,none_reported,APX-EVID-011
APX-INT-0068,SAP S/4 Finance regional/service component 8,Salesforce Commerce Cloud regional/service component 4,CDC,CDC,daily,erp_finance,172800,1440,0.42,APX-IT-006,none_reported,APX-EVID-012
APX-INT-0069,Snowflake Marketing Data Cloud regional/service component 8,Kronos Workforce Central regional/service component 4,MuleSoft,MuleSoft,daily,analytics,175200,1440,0.50,APX-IT-007,none_reported,APX-EVID-013
APX-INT-0070,Manhattan Active WMS regional/service component 9,Blue Yonder Demand Planning regional/service component 5,Batch SQL,Batch SQL,hourly,warehouse,177600,60,0.58,APX-IT-004,none_reported,APX-EVID-014
APX-INT-0071,Salesforce Commerce Cloud regional/service component 9,Manhattan Active WMS regional/service component 6,API,API,real_time,ecommerce,180000,2,0.10,APX-IT-002,none_reported,APX-EVID-001
APX-INT-0072,SAP S/4 Finance regional/service component 9,ServiceNow ITSM regional/service component 6,Kafka,Kafka,daily,erp_finance,182400,1440,0.18,APX-IT-006,none_reported,APX-EVID-002
APX-INT-0073,Snowflake Marketing Data Cloud regional/service component 9,Toshiba POS regional/service component 7,SFTP,SFTP,hourly,analytics,184800,60,0.26,APX-IT-007,none_reported,APX-EVID-003
APX-INT-0074,Manhattan Active WMS regional/service component 10,Snowflake Marketing Data Cloud regional/service component 7,EDI,EDI,daily,warehouse,187200,1440,0.34,APX-IT-004,none_reported,APX-EVID-004
APX-INT-0075,IBM Sterling OMS,Adobe Experience Cloud regional/service component 8,CDC,CDC,daily,order_management,189600,1440,0.42,APX-IT-002,none_reported,APX-EVID-005
APX-INT-0076,Adobe Experience Cloud,Oracle Retail Merchandising regional/service component 9,MuleSoft,MuleSoft,real_time,personalization,192000,2,0.50,APX-IT-005,none_reported,APX-EVID-006
APX-INT-0077,ServiceNow ITSM,SAP S/4 Finance regional/service component 9,Batch SQL,Batch SQL,daily,itsm,194400,1440,0.58,APX-IT-010,lineage_not_machine_readable,APX-EVID-007
APX-INT-0078,Kronos Workforce Central,Oracle Retail Merchandising,API,API,daily,workforce,196800,1440,0.10,APX-IT-006,none_reported,APX-EVID-008
APX-INT-0079,IBM Sterling OMS regional/service component 2,SAP S/4 Finance,Kafka,Kafka,hourly,order_management,199200,60,0.18,APX-IT-002,none_reported,APX-EVID-009
APX-INT-0080,Adobe Experience Cloud regional/service component 2,IBM Sterling OMS regional/service component 2,SFTP,SFTP,daily,personalization,201600,1440,0.26,APX-IT-005,none_reported,APX-EVID-010
APX-INT-0081,ServiceNow ITSM regional/service component 2,Databricks Retail Lakehouse regional/service component 2,EDI,EDI,real_time,itsm,204000,2,0.34,APX-IT-010,none_reported,APX-EVID-011
APX-INT-0082,Kronos Workforce Central regional/service component 2,Salesforce Commerce Cloud regional/service component 3,CDC,CDC,hourly,workforce,206400,60,0.42,APX-IT-006,none_reported,APX-EVID-012
APX-INT-0083,IBM Sterling OMS regional/service component 3,Kronos Workforce Central regional/service component 3,MuleSoft,MuleSoft,daily,order_management,208800,1440,0.50,APX-IT-002,none_reported,APX-EVID-013
APX-INT-0084,Adobe Experience Cloud regional/service component 3,Blue Yonder Demand Planning regional/service component 4,Batch SQL,Batch SQL,daily,personalization,211200,1440,0.58,APX-IT-005,none_reported,APX-EVID-014
APX-INT-0085,ServiceNow ITSM regional/service component 3,Manhattan Active WMS regional/service component 5,API,API,hourly,itsm,213600,60,0.10,APX-IT-010,none_reported,APX-EVID-001
APX-INT-0086,Kronos Workforce Central regional/service component 3,ServiceNow ITSM regional/service component 5,Kafka,Kafka,real_time,workforce,216000,2,0.18,APX-IT-006,none_reported,APX-EVID-002
APX-INT-0087,IBM Sterling OMS regional/service component 4,Toshiba POS regional/service component 6,SFTP,SFTP,daily,order_management,218400,1440,0.26,APX-IT-002,none_reported,APX-EVID-003
APX-INT-0088,Adobe Experience Cloud regional/service component 4,Snowflake Marketing Data Cloud regional/service component 6,EDI,EDI,hourly,personalization,220800,60,0.34,APX-IT-005,none_reported,APX-EVID-004
APX-INT-0089,ServiceNow ITSM regional/service component 4,Adobe Experience Cloud regional/service component 7,CDC,CDC,daily,itsm,223200,1440,0.42,APX-IT-010,none_reported,APX-EVID-005
APX-INT-0090,Kronos Workforce Central regional/service component 4,Oracle Retail Merchandising regional/service component 8,MuleSoft,MuleSoft,daily,workforce,225600,1440,0.50,APX-IT-006,none_reported,APX-EVID-006
APX-INT-0091,IBM Sterling OMS regional/service component 5,SAP S/4 Finance regional/service component 8,Batch SQL,Batch SQL,real_time,order_management,228000,2,0.58,APX-IT-002,none_reported,APX-EVID-007
APX-INT-0092,Adobe Experience Cloud regional/service component 5,IBM Sterling OMS regional/service component 9,API,API,daily,personalization,230400,1440,0.10,APX-IT-005,none_reported,APX-EVID-008
APX-INT-0093,ServiceNow ITSM regional/service component 5,Databricks Retail Lakehouse regional/service component 9,Kafka,Kafka,daily,itsm,232800,1440,0.18,APX-IT-010,none_reported,APX-EVID-009
APX-INT-0094,Kronos Workforce Central regional/service component 5,IBM Sterling OMS,SFTP,SFTP,hourly,workforce,235200,60,0.26,APX-IT-006,none_reported,APX-EVID-010
APX-INT-0095,IBM Sterling OMS regional/service component 6,Databricks Retail Lakehouse,EDI,EDI,daily,order_management,237600,1440,0.34,APX-IT-002,none_reported,APX-EVID-011
APX-INT-0096,Adobe Experience Cloud regional/service component 6,Salesforce Commerce Cloud regional/service component 2,CDC,CDC,real_time,personalization,240000,2,0.42,APX-IT-005,lineage_not_machine_readable,APX-EVID-012
APX-INT-0097,ServiceNow ITSM regional/service component 6,Kronos Workforce Central regional/service component 2,MuleSoft,MuleSoft,hourly,itsm,242400,60,0.50,APX-IT-010,none_reported,APX-EVID-013
APX-INT-0098,Kronos Workforce Central regional/service component 6,Blue Yonder Demand Planning regional/service component 3,Batch SQL,Batch SQL,daily,workforce,244800,1440,0.58,APX-IT-006,none_reported,APX-EVID-014
APX-INT-0099,IBM Sterling OMS regional/service component 7,Manhattan Active WMS regional/service component 4,API,API,daily,order_management,247200,1440,0.10,APX-IT-002,none_reported,APX-EVID-001
APX-INT-0100,Adobe Experience Cloud regional/service component 7,ServiceNow ITSM regional/service component 4,Kafka,Kafka,hourly,personalization,249600,60,0.18,APX-IT-005,none_reported,APX-EVID-002
APX-INT-0101,ServiceNow ITSM regional/service component 7,Toshiba POS regional/service component 5,SFTP,SFTP,real_time,itsm,252000,2,0.26,APX-IT-010,none_reported,APX-EVID-003
APX-INT-0102,Kronos Workforce Central regional/service component 7,Snowflake Marketing Data Cloud regional/service component 5,EDI,EDI,daily,workforce,254400,1440,0.34,APX-IT-006,none_reported,APX-EVID-004
APX-INT-0103,IBM Sterling OMS regional/service component 8,Adobe Experience Cloud regional/service component 6,CDC,CDC,hourly,order_management,256800,60,0.42,APX-IT-002,none_reported,APX-EVID-005
APX-INT-0104,Adobe Experience Cloud regional/service component 8,Oracle Retail Merchandising regional/service component 7,MuleSoft,MuleSoft,daily,personalization,259200,1440,0.50,APX-IT-005,none_reported,APX-EVID-006
APX-INT-0105,ServiceNow ITSM regional/service component 8,SAP S/4 Finance regional/service component 7,Batch SQL,Batch SQL,daily,itsm,261600,1440,0.58,APX-IT-010,none_reported,APX-EVID-007
APX-INT-0106,Kronos Workforce Central regional/service component 8,IBM Sterling OMS regional/service component 8,API,API,real_time,workforce,264000,2,0.10,APX-IT-006,none_reported,APX-EVID-008
APX-INT-0107,IBM Sterling OMS regional/service component 9,Databricks Retail Lakehouse regional/service component 8,Kafka,Kafka,daily,order_management,266400,1440,0.18,APX-IT-002,none_reported,APX-EVID-009
APX-INT-0108,Adobe Experience Cloud regional/service component 9,Salesforce Commerce Cloud regional/service component 9,SFTP,SFTP,daily,personalization,268800,1440,0.26,APX-IT-005,none_reported,APX-EVID-010
APX-INT-0109,ServiceNow ITSM regional/service component 9,Kronos Workforce Central regional/service component 9,EDI,EDI,hourly,itsm,271200,60,0.34,APX-IT-010,none_reported,APX-EVID-011
APX-INT-0110,Kronos Workforce Central regional/service component 9,Salesforce Commerce Cloud,CDC,CDC,daily,workforce,273600,1440,0.42,APX-IT-006,none_reported,APX-EVID-012
APX-INT-0111,Oracle Retail Merchandising,Kronos Workforce Central,MuleSoft,MuleSoft,real_time,merchandising,276000,2,0.50,APX-IT-003,none_reported,APX-EVID-013
APX-INT-0112,Toshiba POS,Blue Yonder Demand Planning regional/service component 2,Batch SQL,Batch SQL,hourly,pos,278400,60,0.58,APX-IT-001,none_reported,APX-EVID-014
APX-INT-0113,Blue Yonder Demand Planning,Manhattan Active WMS regional/service component 3,API,API,daily,forecasting,280800,1440,0.10,APX-IT-003,none_reported,APX-EVID-001
APX-INT-0114,Databricks Retail Lakehouse,ServiceNow ITSM regional/service component 3,Kafka,Kafka,daily,data_platform,283200,1440,0.18,APX-IT-007,none_reported,APX-EVID-002
APX-INT-0115,Oracle Retail Merchandising regional/service component 2,Toshiba POS regional/service component 4,SFTP,SFTP,hourly,merchandising,285600,60,0.26,APX-IT-003,lineage_not_machine_readable,APX-EVID-003
APX-INT-0116,Toshiba POS regional/service component 2,Snowflake Marketing Data Cloud regional/service component 4,EDI,EDI,real_time,pos,288000,2,0.34,APX-IT-001,none_reported,APX-EVID-004
APX-INT-0117,Blue Yonder Demand Planning regional/service component 2,Adobe Experience Cloud regional/service component 5,CDC,CDC,daily,forecasting,290400,1440,0.42,APX-IT-003,none_reported,APX-EVID-005
APX-INT-0118,Databricks Retail Lakehouse regional/service component 2,Oracle Retail Merchandising regional/service component 6,MuleSoft,MuleSoft,hourly,data_platform,292800,60,0.50,APX-IT-007,none_reported,APX-EVID-006
APX-INT-0119,Oracle Retail Merchandising regional/service component 3,SAP S/4 Finance regional/service component 6,Batch SQL,Batch SQL,daily,merchandising,295200,1440,0.58,APX-IT-003,none_reported,APX-EVID-007
APX-INT-0120,Toshiba POS regional/service component 3,IBM Sterling OMS regional/service component 7,API,API,daily,pos,297600,1440,0.10,APX-IT-001,none_reported,APX-EVID-008
APX-INT-0121,Blue Yonder Demand Planning regional/service component 3,Databricks Retail Lakehouse regional/service component 7,Kafka,Kafka,real_time,forecasting,300000,2,0.18,APX-IT-003,none_reported,APX-EVID-009
APX-INT-0122,Databricks Retail Lakehouse regional/service component 3,Salesforce Commerce Cloud regional/service component 8,SFTP,SFTP,daily,data_platform,302400,1440,0.26,APX-IT-007,none_reported,APX-EVID-010
APX-INT-0123,Oracle Retail Merchandising regional/service component 4,Kronos Workforce Central regional/service component 8,EDI,EDI,daily,merchandising,304800,1440,0.34,APX-IT-003,none_reported,APX-EVID-011
APX-INT-0124,Toshiba POS regional/service component 4,Blue Yonder Demand Planning regional/service component 9,CDC,CDC,hourly,pos,307200,60,0.42,APX-IT-001,none_reported,APX-EVID-012
APX-INT-0125,Blue Yonder Demand Planning regional/service component 4,Manhattan Active WMS regional/service component 10,MuleSoft,MuleSoft,daily,forecasting,309600,1440,0.50,APX-IT-003,none_reported,APX-EVID-013
APX-INT-0126,Databricks Retail Lakehouse regional/service component 4,Blue Yonder Demand Planning,Batch SQL,Batch SQL,real_time,data_platform,312000,2,0.58,APX-IT-007,none_reported,APX-EVID-014
APX-INT-0127,Oracle Retail Merchandising regional/service component 5,Manhattan Active WMS regional/service component 2,API,API,hourly,merchandising,314400,60,0.10,APX-IT-003,none_reported,APX-EVID-001
APX-INT-0128,Toshiba POS regional/service component 5,ServiceNow ITSM regional/service component 2,Kafka,Kafka,daily,pos,316800,1440,0.18,APX-IT-001,none_reported,APX-EVID-002
APX-INT-0129,Blue Yonder Demand Planning regional/service component 5,Toshiba POS regional/service component 3,SFTP,SFTP,daily,forecasting,319200,1440,0.26,APX-IT-003,none_reported,APX-EVID-003
APX-INT-0130,Databricks Retail Lakehouse regional/service component 5,Snowflake Marketing Data Cloud regional/service component 3,EDI,EDI,hourly,data_platform,321600,60,0.34,APX-IT-007,none_reported,APX-EVID-004
APX-INT-0131,Oracle Retail Merchandising regional/service component 6,Adobe Experience Cloud regional/service component 4,CDC,CDC,real_time,merchandising,324000,2,0.42,APX-IT-003,none_reported,APX-EVID-005
APX-INT-0132,Toshiba POS regional/service component 6,Oracle Retail Merchandising regional/service component 5,MuleSoft,MuleSoft,daily,pos,326400,1440,0.50,APX-IT-001,none_reported,APX-EVID-006
APX-INT-0133,Blue Yonder Demand Planning regional/service component 6,SAP S/4 Finance regional/service component 5,Batch SQL,Batch SQL,hourly,forecasting,328800,60,0.58,APX-IT-003,none_reported,APX-EVID-007
APX-INT-0134,Databricks Retail Lakehouse regional/service component 6,IBM Sterling OMS regional/service component 6,API,API,daily,data_platform,331200,1440,0.10,APX-IT-007,lineage_not_machine_readable,APX-EVID-008
APX-INT-0135,Oracle Retail Merchandising regional/service component 7,Databricks Retail Lakehouse regional/service component 6,Kafka,Kafka,daily,merchandising,333600,1440,0.18,APX-IT-003,none_reported,APX-EVID-009
APX-INT-0136,Toshiba POS regional/service component 7,Salesforce Commerce Cloud regional/service component 7,SFTP,SFTP,real_time,pos,336000,2,0.26,APX-IT-001,none_reported,APX-EVID-010
APX-INT-0137,Blue Yonder Demand Planning regional/service component 7,Kronos Workforce Central regional/service component 7,EDI,EDI,daily,forecasting,338400,1440,0.34,APX-IT-003,none_reported,APX-EVID-011
APX-INT-0138,Databricks Retail Lakehouse regional/service component 7,Blue Yonder Demand Planning regional/service component 8,CDC,CDC,daily,data_platform,340800,1440,0.42,APX-IT-007,none_reported,APX-EVID-012
APX-INT-0139,Oracle Retail Merchandising regional/service component 8,Manhattan Active WMS regional/service component 9,MuleSoft,MuleSoft,hourly,merchandising,343200,60,0.50,APX-IT-003,none_reported,APX-EVID-013
APX-INT-0140,Toshiba POS regional/service component 8,ServiceNow ITSM regional/service component 9,Batch SQL,Batch SQL,daily,pos,345600,1440,0.58,APX-IT-001,none_reported,APX-EVID-014
APEXRETAIL-INT-0141,Oracle Retail Merchandising,Kronos Workforce Central,API,API,real_time,merchandising,12000,2,0.10,APX-IT-003,lineage_not_machine_readable,APX-EVID-001
APEXRETAIL-INT-0142,Toshiba POS,Blue Yonder Demand Planning regional/service component 2,Kafka,Kafka,daily,pos,14400,1440,0.18,APX-IT-001,none_reported,APX-EVID-002
APEXRETAIL-INT-0143,Blue Yonder Demand Planning,Manhattan Active WMS regional/service component 3,SFTP,SFTP,daily,forecasting,16800,1440,0.26,APX-IT-003,none_reported,APX-EVID-003
APEXRETAIL-INT-0144,Databricks Retail Lakehouse,ServiceNow ITSM regional/service component 3,EDI,EDI,hourly,data_platform,19200,60,0.34,APX-IT-007,none_reported,APX-EVID-004
