file,module,term,references,sample_lines,classification,deletion_phase,delete_decision,replacement_required
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,intelligence_v6,2,32|156,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v6 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,intelligence_v7,2,33|156,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v7 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,latest_loaded_validated,2,155|166,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace latest_loaded_validated in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,scripts_v7,1,163,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace scripts_v7 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,tenant_pack_runs,3,36|155|166,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_pack_runs in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,tenant_v6,3,34|163|193,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_v6 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,v6_label,24,6|30|38|40|45|47|49|50,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_label in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,v6_v7_dataset,7,6|100|412|413|414|415|416,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_v7_dataset in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,v7_label,24,6|31|39|44|46|48|51|52,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v7_label in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/intelligence/enrich-skyharbor-v6-cto-readiness.mjs,Intelligence,v6_csv,10,400|401|402|403|404|405|406|407,blocked-delete candidate,Phase 0 - blocked until investigated,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/intelligence/enrich-skyharbor-v6-cto-readiness.mjs,Intelligence,v6_label,9,91|96|440|443|455|459|463|464,blocked-delete candidate,Phase 0 - blocked until investigated,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/intelligence/prove-industrial-cio-backoffice-readiness.ts,Intelligence,v6_label,2,40|103,blocked-delete candidate,Phase 0 - blocked until investigated,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/intelligence/prove-skyharbor-v6-cto-readiness.ts,Intelligence,v6_label,5,10|36|91|139|143,blocked-delete candidate,Phase 0 - blocked until investigated,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/knowledge/audit-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_label,2,5|40,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/audit-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/audit-module-cxo-content.mjs,generated CXO/story-block pipeline,v7_label,2,5|40,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-context-data-flow-report.mjs,generated CXO/story-block pipeline,v6_label,7,5|78|79|98|114|159|161,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-context-data-flow-report.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-context-data-flow-report.mjs,generated CXO/story-block pipeline,v7_label,8,5|80|81|99|114|159|161|188,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,intelligence_v7,12,120|147|148|149|150|209|210|211,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,scripts_v7,1,161,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,tenant_pack_runs,1,466,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,v6_label,4,4|197|199|457,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,v6_v7_dataset,1,4,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,v7_label,7,4|127|156|159|161|195|197,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/generate-cxo-story-blocks.mjs,generated CXO/story-block pipeline,v6_label,2,6|68,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-cxo-story-blocks.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,6,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-cxo-story-blocks.mjs,generated CXO/story-block pipeline,v7_label,2,6|69,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-home-knowledge-claude-narratives.ts,generated CXO/story-block pipeline,v6_label,1,267,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-home-knowledge-claude-narratives.ts,generated CXO/story-block pipeline,v7_label,1,267,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_label,2,5|58,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
