file,module,term,references,sample_lines,classification,deletion_phase,delete_decision,replacement_required
scripts/audit/build-data-intelligence-redesign-report.mjs,Intelligence,v6_label,3,80|427|428,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/audit/build-data-intelligence-redesign-report.mjs,Intelligence,v6_v7_dataset,1,428,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/audit/build-data-intelligence-redesign-report.mjs,Intelligence,v7_label,6,419|423|424|428|843|849,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,intelligence_v6,10,74|75|587|598|607|616|626|691,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v6 in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,intelligence_v7,12,82|586|597|606|615|625|692|748,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v7 in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,scripts_v7,6,83|90|418|597|606|849,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace scripts_v7 in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,tenant_pack_runs,1,82,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_pack_runs in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,tenant_v6,1,62,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_v6 in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,v6_label,15,62|73|90|275|598|616|747|846,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_label in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,v6_v7_dataset,4,62|90|846|849,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_v7_dataset in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/build-end-to-end-data-flow-report.mjs,shared/platform,v7_label,51,49|62|63|70|80|81|83|84,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v7_label in scripts/audit/build-end-to-end-data-flow-report.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/candidate-invisibility-guard.mjs,Admin/data loaders,intelligence_v7,5,21|79|139|141|209,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/audit/candidate-invisibility-guard.mjs,Admin/data loaders,latest_loaded_validated,2,82|136,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/audit/candidate-invisibility-guard.mjs,Admin/data loaders,tenant_pack_runs,4,77|136|146|175,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/audit/candidate-invisibility-guard.mjs,Admin/data loaders,v7_label,11,8|10|11|12|19|24|46|52,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/audit/legacy-context-retirement.mjs,shared/platform,intelligence_v7,5,41|141|157|199|406,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v7 in scripts/audit/legacy-context-retirement.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/legacy-context-retirement.mjs,shared/platform,latest_loaded_validated,4,45|46|147|313,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace latest_loaded_validated in scripts/audit/legacy-context-retirement.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/legacy-context-retirement.mjs,shared/platform,scripts_v7,1,76,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace scripts_v7 in scripts/audit/legacy-context-retirement.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/legacy-context-retirement.mjs,shared/platform,tenant_v6,2,122|160,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_v6 in scripts/audit/legacy-context-retirement.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/legacy-context-retirement.mjs,shared/platform,v6_label,2,34|406,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_label in scripts/audit/legacy-context-retirement.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/legacy-context-retirement.mjs,shared/platform,v7_label,6,35|76|160|271|293|406,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v7_label in scripts/audit/legacy-context-retirement.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/meridian-data-state-reconciliation.mjs,shared/platform,v6_label,2,94|98,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_label in scripts/audit/meridian-data-state-reconciliation.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/meridian-data-state-reconciliation.mjs,shared/platform,v6_v7_dataset,1,98,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_v7_dataset in scripts/audit/meridian-data-state-reconciliation.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/meridian-data-state-reconciliation.mjs,shared/platform,v7_label,2,95|98,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v7_label in scripts/audit/meridian-data-state-reconciliation.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,intelligence_v6,2,32|156,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v6 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,intelligence_v7,2,33|156,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace intelligence_v7 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,latest_loaded_validated,2,155|166,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace latest_loaded_validated in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,scripts_v7,1,163,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace scripts_v7 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,tenant_pack_runs,3,36|155|166,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_pack_runs in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,tenant_v6,3,34|163|193,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace tenant_v6 in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,v6_label,24,6|30|38|40|45|47|49|50,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_label in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,v6_v7_dataset,7,6|100|412|413|414|415|416,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v6_v7_dataset in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/audit/v6-v7-sunset-deletion-readiness.mjs,shared/platform,v7_label,24,6|31|39|44|46|48|51|52,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,Replace v7_label in scripts/audit/v6-v7-sunset-deletion-readiness.mjs with governed V3 active-context naming and source/fact lineage before deletion.
scripts/knowledge/audit-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_label,2,5|40,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/audit-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/audit-module-cxo-content.mjs,generated CXO/story-block pipeline,v7_label,2,5|40,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-context-data-flow-report.mjs,generated CXO/story-block pipeline,v6_label,7,5|78|79|98|114|159|161,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-context-data-flow-report.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-context-data-flow-report.mjs,generated CXO/story-block pipeline,v7_label,8,5|80|81|99|114|159|161|188,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,intelligence_v7,12,120|147|148|149|150|209|210|211,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,scripts_v7,1,161,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,tenant_pack_runs,1,466,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,v6_label,4,4|197|199|457,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,v6_v7_dataset,1,4,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/build-data-plane-load-plan.mjs,Admin/data loaders,v7_label,7,4|127|156|159|161|195|197,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/generate-cxo-story-blocks.mjs,generated CXO/story-block pipeline,v6_label,2,6|68,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-cxo-story-blocks.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,6,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-cxo-story-blocks.mjs,generated CXO/story-block pipeline,v7_label,2,6|69,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-home-knowledge-claude-narratives.ts,generated CXO/story-block pipeline,v6_label,1,267,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-home-knowledge-claude-narratives.ts,generated CXO/story-block pipeline,v7_label,1,267,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_label,2,5|58,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-module-cxo-content.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-module-cxo-content.mjs,generated CXO/story-block pipeline,v7_csv,7,148|149|150|151|152|153|154,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/generate-module-cxo-content.mjs,generated CXO/story-block pipeline,v7_label,9,5|59|148|149|150|151|152|153,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,intelligence_v7,47,154|155|164|174|177|190|194|208,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,latest_loaded_validated,6,196|406|544|577|591|593,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,tenant_pack_runs,8,190|210|222|404|406|544|577|625,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,v6_label,1,6,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,v6_v7_dataset,1,6,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,v7_csv,2,474|487,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/load-multi-tenant-data-plane.mjs,Admin/data loaders,v7_label,5,6|352|357|358|460,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Neutral V3 candidate/active context loader, readback validation, rollback keys, tenant isolation, and no default runtime visibility for candidates."
scripts/knowledge/proof-gate-cxo-context.mjs,generated CXO/story-block pipeline,v6_label,2,5|14,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/proof-gate-cxo-context.mjs,generated CXO/story-block pipeline,v6_v7_dataset,1,5,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/proof-gate-cxo-context.mjs,generated CXO/story-block pipeline,v7_csv,5,95|96|97|98|99,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/proof-gate-cxo-context.mjs,generated CXO/story-block pipeline,v7_label,7,5|15|95|96|97|98|99,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/runtime-proof-cxo-context.ts,generated CXO/story-block pipeline,v6_label,2,15|75,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/knowledge/runtime-proof-cxo-context.ts,generated CXO/story-block pipeline,v7_label,1,76,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,"Generator inputs repointed to standard-2026-07-v3 and approved content store; current physical V3 dataset is Meridian only, with SkyHarbor Air and First Capital still WIP/planned."
scripts/lakeshore/sync-lakeshore-v6-to-tower-standardized.mjs,Tower,v6_csv,10,342|345|348|351|420|421|422|423,bridge/read-model dependency,Phase 2 - bridge cleanup after replacement loader/read-model proof,blocked_until_v3_live_proof,V3 Tower fact/projection layer using governed budget/program/metric/value-claim facts; same-or-better latency/quality and signed-in Tower browser proof.
src/app/(maestro)/home/page.tsx,Home,v6_label,1,22,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Home/Knowledge reader backed by explicit active context pointer, governed V3 source/fact rows, safe fallback, signed-in browser proof, and no V6/V7 fallback."
src/app/(maestro)/home/page.tsx,Home,v7_label,2,23|203,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Home/Knowledge reader backed by explicit active context pointer, governed V3 source/fact rows, safe fallback, signed-in browser proof, and no V6/V7 fallback."
src/app/api/home/know/ask/route.ts,Home,v6_label,10,9|11|12|64|65|207|215|216,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Home/Knowledge reader backed by explicit active context pointer, governed V3 source/fact rows, safe fallback, signed-in browser proof, and no V6/V7 fallback."
src/app/api/home/know/ask/route.ts,Home,v7_label,6,13|14|46|64|65|77,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Home/Knowledge reader backed by explicit active context pointer, governed V3 source/fact rows, safe fallback, signed-in browser proof, and no V6/V7 fallback."
src/app/api/home/summary-snapshot/route.ts,Home,v6_label,1,15,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Home/Knowledge reader backed by explicit active context pointer, governed V3 source/fact rows, safe fallback, signed-in browser proof, and no V6/V7 fallback."
src/app/api/home/summary-snapshot/route.ts,Home,v7_label,1,16,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Home/Knowledge reader backed by explicit active context pointer, governed V3 source/fact rows, safe fallback, signed-in browser proof, and no V6/V7 fallback."
src/app/api/programs/synthesis/route.ts,shared/platform,v6_label,8,29|33|42|43|78|79|186|296,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,Replace v6_label in src/app/api/programs/synthesis/route.ts with governed V3 active-context naming and source/fact lineage before deletion.
src/app/api/source/synthesis/route.ts,Source,v6_label,8,28|32|41|42|46|89|204|476,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,"V3 Source readiness/event context view generated from governed V3 facts and approved advisory blocks, with tenant isolation proof."
src/app/api/tower/ask/route.ts,Tower,v6_label,4,8|112|113|125,active runtime dependency,Phase 2 - runtime cutover cleanup after V3 live proof,blocked_until_v3_live_proof,V3 Tower fact/projection layer using governed budget/program/metric/value-claim facts; same-or-better latency/quality and signed-in Tower browser proof.
