file,module,term,references,sample_lines,classification,deletion_phase,delete_decision,replacement_required
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-004-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-004-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-004-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-004-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-005-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,24|30|35,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-005-prompt-reconstruction.txt,Intelligence,v7_csv,2,30|35,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-005-prompt-reconstruction.txt,Intelligence,v7_label,11,23|24|27|29|31|34|36|37,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-006-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-006-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-006-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-006-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-007-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-007-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-007-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-007-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-008-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-008-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-008-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-008-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-009-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-009-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-009-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-009-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-010-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-010-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-010-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-010-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-011-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-011-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-011-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-011-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-012-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,24|30|35,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-012-prompt-reconstruction.txt,Intelligence,v7_csv,2,30|35,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-012-prompt-reconstruction.txt,Intelligence,v7_label,11,23|24|27|29|31|34|36|37,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-013-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-013-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-013-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-013-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-014-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,24|30|35,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-014-prompt-reconstruction.txt,Intelligence,v7_csv,2,30|35,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-014-prompt-reconstruction.txt,Intelligence,v7_label,11,23|24|27|29|31|34|36|37,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-015-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-015-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-015-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-015-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-016-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-016-prompt-reconstruction.txt,Intelligence,v6_label,1,46,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-016-prompt-reconstruction.txt,Intelligence,v7_csv,2,71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-016-prompt-reconstruction.txt,Intelligence,v7_label,11,64|65|68|70|72|75|77|78,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-017-prompt-reconstruction.txt,Intelligence,intelligence_v7,3,65|71|76,safe-to-delete candidate,Phase 1 - dead generated artifact/dataset cleanup after proof,safe_after_reference_proof,"V3 dossier/retrieval path using governed context bundle with tenant-scoped citations, answer-quality gates, and signed-in Intelligence proof."
