tenant_key,leader_id,leader_name,role,reports_to_role,organization_area,source_basis,source_file,confidence,caveat,source_file,source_row,value_source
skyharbor-air,SHA-EXEC-011,Priya Sethi,General Counsel,CEO / executive committee,"Control AI, data rights, and vendor transition obligations.",loaded adjacent v1 executive stakeholder evidence,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.88,"Synthetic comparable executive evidence; use as loaded context, not real-world biographical truth.",family-8-semantic-enrichment/F18_leadership-org-chart.csv,12,tenant_file
skyharbor-air,SHA-EXEC-012,Marcus Bell,SVP Procurement,CEO / executive committee,"Use FY2027 windows to restructure IBM, AWS, and AI tooling economics.",loaded adjacent v1 executive stakeholder evidence,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.88,"Synthetic comparable executive evidence; use as loaded context, not real-world biographical truth.",family-8-semantic-enrichment/F18_leadership-org-chart.csv,13,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_1,,EVP CDTO,CIO / executive technology leadership,enterprise_technology,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,14,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_2,,SVP Ops Technology,CIO / executive technology leadership,ops_systems,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,15,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_3,,VP Crew/Flight Tech,CIO / executive technology leadership,crew_flight,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,16,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_4,,VP Airport Tech,CIO / executive technology leadership,airport_ops,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,17,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_5,,VP MRO Technology,CIO / executive technology leadership,mro,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,18,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_6,,VP Commercial Tech,CIO / executive technology leadership,revenue_management,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,19,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_7,,VP Loyalty Tech,CIO / executive technology leadership,loyalty_customer,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,20,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_8,,VP Digital Engineering,CIO / executive technology leadership,digital,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,21,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_9,,VP Enterprise Platforms,CIO / executive technology leadership,mainframe,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,22,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_10,,VP Cloud Platform,CIO / executive technology leadership,cloud,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,23,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_11,,VP Data Platforms,CIO / executive technology leadership,data,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,24,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_12,,VP Integration,CIO / executive technology leadership,integration,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,25,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_13,,VP Corporate Platforms,CIO / executive technology leadership,erp,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,26,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_14,,VP Technology Service Mgmt,CIO / executive technology leadership,itsm_sre,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,27,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_15,,CISO,CIO / executive technology leadership,cyber,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,28,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_16,,Chief Data and AI Officer,CEO / executive committee,ai_governance,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,29,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_17,,VP Engineering Productivity,CIO / executive technology leadership,devex,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,30,tenant_file
skyharbor-air,SKYHARBOR_AIR_ROLE_18,,Chief Architect,CEO / executive committee,architecture,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,31,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_19,,EVP Operations,Business executive committee,Operations Control Center / IROPS,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,32,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_20,,SVP Flight Operations,Business executive committee,Flight Operations,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,33,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_21,,SVP Crew Resources,Business executive committee,Crew Operations,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,34,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_22,,SVP Airport Operations,Business executive committee,Airport Customer Service,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,35,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_23,,President TechOps,Business executive committee,TechOps / MRO,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,36,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_24,,Chief Customer Experience Officer,Business executive committee,Customer Experience,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,37,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_25,,SVP Digital Products,Business executive committee,Digital Commerce,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,38,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_26,,President Loyalty,Business executive committee,Loyalty and Co-brand,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,39,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_27,,EVP Commercial,Business executive committee,Revenue Management,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,40,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_28,,SVP Network,Business executive committee,Network Planning,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,41,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_29,,President Cargo,Business executive committee,Cargo,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,42,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_30,,CFO,Business executive committee,Finance and Treasury,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,43,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_31,,Chief Procurement Officer,Business executive committee,Procurement and Vendor Management,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,44,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_32,,Chief People Officer,Business executive committee,People / HR,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,45,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_33,,Chief Legal Officer,Business executive committee,"Legal, Regulatory, DOT Consumer",v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,46,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_34,,Chief Safety Officer,Business executive committee,Safety and Compliance,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,47,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_35,,EVP Chief Digital & Technology Officer,Business executive committee,Digital and Technology,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,48,tenant_file
skyharbor-air,SKYHARBOR_AIR_BUS_ROLE_36,,Chief Strategy Officer,Business executive committee,Corporate Strategy and Transformation,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,49,tenant_file
