tenant_key,ai_asset_id,ai_asset_name,asset_type,business_area,business_function,owner_role,tool_or_model,parent_system_id,stage,status,monthly_users_or_cases,monthly_users,risk_tier,regulated_workflow,approved_data_scope,approval_status,model_risk_status,measured_value_usd,evidence_id,evidence_status,next_gate,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
skyharbor-air,SHA-AI-026,crew AI asset 26,agent,,SHA-BF-006,,,SHA-APP-103,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,27,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-027,baggage AI asset 27,copilot_tool,,SHA-BF-007,,,SHA-APP-104,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,28,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-028,customer AI asset 28,model,,SHA-BF-008,,,SHA-APP-105,,blocked,,,,true,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,29,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-029,MRO AI asset 29,workflow_automation,,SHA-BF-009,,,SHA-APP-106,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,30,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-030,revenue AI asset 30,analytics_ai,,SHA-BF-010,,,SHA-APP-107,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,31,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-031,loyalty AI asset 31,agent,,SHA-BF-011,,,SHA-APP-108,,active_approved,,,,true,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,32,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-032,contact center AI asset 32,copilot_tool,,SHA-BF-012,,,SHA-APP-109,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,33,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-033,SAP finance AI asset 33,model,,SHA-BF-013,,,SHA-APP-110,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,34,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-034,ServiceNow AI asset 34,workflow_automation,,SHA-BF-014,,,SHA-APP-111,,planned,,,,true,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,35,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-035,developer AI asset 35,analytics_ai,,SHA-BF-015,,,SHA-APP-112,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,36,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-036,cyber AI asset 36,agent,,SHA-BF-016,,,SHA-APP-113,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,37,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-037,IROPS AI asset 37,copilot_tool,,SHA-BF-017,,,SHA-APP-114,,pilot,,,,true,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,38,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-038,crew AI asset 38,model,,SHA-BF-018,,,SHA-APP-115,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,39,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-039,baggage AI asset 39,workflow_automation,,SHA-BF-019,,,SHA-APP-116,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,40,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-040,customer AI asset 40,analytics_ai,,SHA-BF-020,,,SHA-APP-117,,active_conditional,,,,true,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,41,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-041,MRO AI asset 41,agent,,SHA-BF-001,,,SHA-APP-118,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,42,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-042,revenue AI asset 42,copilot_tool,,SHA-BF-002,,,SHA-APP-119,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,43,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-043,loyalty AI asset 43,model,,SHA-BF-003,,,SHA-APP-120,,blocked,,,,true,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,44,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-044,contact center AI asset 44,workflow_automation,,SHA-BF-004,,,SHA-APP-121,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,45,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-045,SAP finance AI asset 45,analytics_ai,,SHA-BF-005,,,SHA-APP-122,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,46,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-046,ServiceNow AI asset 46,agent,,SHA-BF-006,,,SHA-APP-123,,active_approved,,,,true,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,47,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-047,developer AI asset 47,copilot_tool,,SHA-BF-007,,,SHA-APP-124,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,48,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-048,cyber AI asset 48,model,,SHA-BF-008,,,SHA-APP-125,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,49,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-049,IROPS AI asset 49,workflow_automation,,SHA-BF-009,,,SHA-APP-126,,planned,,,,true,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,50,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-050,crew AI asset 50,analytics_ai,,SHA-BF-010,,,SHA-APP-127,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,51,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-051,baggage AI asset 51,agent,,SHA-BF-011,,,SHA-APP-128,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,52,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-052,customer AI asset 52,copilot_tool,,SHA-BF-012,,,SHA-APP-129,,pilot,,,,true,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,53,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-053,MRO AI asset 53,model,,SHA-BF-013,,,SHA-APP-130,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,54,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-054,revenue AI asset 54,workflow_automation,,SHA-BF-014,,,SHA-APP-131,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,55,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-055,loyalty AI asset 55,analytics_ai,,SHA-BF-015,,,SHA-APP-132,,active_conditional,,,,true,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,56,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-056,contact center AI asset 56,agent,,SHA-BF-016,,,SHA-APP-133,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,57,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-057,SAP finance AI asset 57,copilot_tool,,SHA-BF-017,,,SHA-APP-134,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,58,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-058,ServiceNow AI asset 58,model,,SHA-BF-018,,,SHA-APP-135,,blocked,,,,true,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,59,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-059,developer AI asset 59,workflow_automation,,SHA-BF-019,,,SHA-APP-136,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,60,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-060,cyber AI asset 60,analytics_ai,,SHA-BF-020,,,SHA-APP-137,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,61,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-061,IROPS AI asset 61,agent,,SHA-BF-001,,,SHA-APP-138,,active_approved,,,,true,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,62,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-062,crew AI asset 62,copilot_tool,,SHA-BF-002,,,SHA-APP-139,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,63,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-063,baggage AI asset 63,model,,SHA-BF-003,,,SHA-APP-140,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,64,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-064,customer AI asset 64,workflow_automation,,SHA-BF-004,,,SHA-APP-141,,planned,,,,true,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,65,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-065,MRO AI asset 65,analytics_ai,,SHA-BF-005,,,SHA-APP-142,,active_conditional,,,,false,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,66,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-066,revenue AI asset 66,agent,,SHA-BF-006,,,SHA-APP-143,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,67,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-067,loyalty AI asset 67,copilot_tool,,SHA-BF-007,,,SHA-APP-144,,pilot,,,,true,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,68,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-068,contact center AI asset 68,model,,SHA-BF-008,,,SHA-APP-145,,blocked,,,,false,masked PII only,,validation_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,69,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-069,SAP finance AI asset 69,workflow_automation,,SHA-BF-009,,,SHA-APP-146,,planned,,,,false,restricted safety data,,approved,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,70,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-070,ServiceNow AI asset 70,analytics_ai,,SHA-BF-010,,,SHA-APP-147,,active_conditional,,,,true,pending,,blocked_missing_evidence,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,71,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-071,developer AI asset 71,agent,,SHA-BF-011,,,SHA-APP-148,,active_approved,,,,false,public/internal,,not_required,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,72,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
skyharbor-air,SHA-AI-072,cyber AI asset 72,copilot_tool,,SHA-BF-012,,,SHA-APP-149,,pilot,,,,false,operational confidential,,pre_assessment,not_loaded,,,,none,value,,forecast,fy26,not_loaded,tower_standardized_v1,family-6-governance-ai-evidence/F17_ai-automation-footprint.csv,73,tenant_file,AI footprint record feeds Intelligence and AI Control Tower
