tenant_key,input_evidence_id,input_file,row_ref,disposition,output_evidence_id,source_version_id,reason
apex-retail,APX-EVID-011,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#12,migrated_evidence_item,APX-EVID-011,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-012,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#13,migrated_evidence_item,APX-EVID-012,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-013,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#14,migrated_evidence_item,APX-EVID-013,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-EVID-014,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv,datasets/tenant-inputs/archive/apex-retail/consolidated-20260714/enterprise-pack/templates/V6_13_evidence_sources.csv#15,migrated_evidence_item,APX-EVID-014,SRCV-APEXRETAIL-4E48F7A07F3C,
apex-retail,APX-DAY1-AI-EVID-001,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#3,migrated_evidence_item,APX-DAY1-AI-EVID-001,SRCV-APEXRETAIL-63700F3194A2,
apex-retail,APX-DAY1-AI-EVID-002,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#4,migrated_evidence_item,APX-DAY1-AI-EVID-002,SRCV-APEXRETAIL-1042DF132576,
apex-retail,APX-DAY1-AI-EVID-003,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#5,migrated_evidence_item,APX-DAY1-AI-EVID-003,SRCV-APEXRETAIL-1132F6257B94,
apex-retail,APX-DAY1-AI-EVID-004,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#6,migrated_evidence_item,APX-DAY1-AI-EVID-004,SRCV-APEXRETAIL-68C09AE05BC5,
apex-retail,APX-DAY1-AI-EVID-005,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#7,migrated_evidence_item,APX-DAY1-AI-EVID-005,SRCV-APEXRETAIL-68C09AE05BC5,
apex-retail,APX-DAY1-AI-EVID-006,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#8,migrated_evidence_item,APX-DAY1-AI-EVID-006,SRCV-APEXRETAIL-68C09AE05BC5,
apex-retail,APX-DAY1-AI-EVID-007,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#9,migrated_evidence_item,APX-DAY1-AI-EVID-007,SRCV-APEXRETAIL-68C09AE05BC5,
apex-retail,APX-DAY1-AI-EVID-008,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv,datasets/tenant-inputs/active/apex-retail/current/13_evidence_sources.csv#10,migrated_evidence_item,APX-DAY1-AI-EVID-008,SRCV-APEXRETAIL-63700F3194A2,
