tenant_key,application_id,application_name,business_domain,business_owner_role,owning_team_id,owning_team_name,executive_owner_role,technical_owner_role,source_basis,source_files,confidence,caveat
lakeshore-industries,LAK-APP-001,SAP ECC Central Finance,erp_finance,CFO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-012,Quantum legacy TMS,treasury,Chief Supply Chain Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-013,Bank of America CashPro,treasury,Controller,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-014,JPM Access,treasury,Chief Procurement Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-015,CitiDirect,treasury,Chief Data Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-016,SWIFT Alliance Lite2,treasury,CISO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-017,Bloomberg FX,treasury,CFO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-018,BlackLine Treasury Recs,treasury,Treasurer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-019,FIS bank fee analysis,treasury,CIO,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-020,Treasury spreadsheet control repository,treasury,Chief Supply Chain Officer,LAK-IT-003,Treasury and Finance Systems,VP Finance Technology,Treasury and Finance Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-021,SQL Server finance mart,data_bi,Controller,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-022,Oracle procurement mart,data_bi,Chief Procurement Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-023,Power BI Premium,data_bi,Chief Data Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-024,Tableau Server,data_bi,CISO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-025,Informatica PowerCenter,data_bi,CFO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-026,DataStage plant feeds,data_bi,Treasurer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-027,Snowflake pilot,data_bi,CIO,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-028,dbt semantic layer,data_bi,Chief Supply Chain Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-029,Alteryx finance workflows,data_bi,Controller,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-030,Collibra catalog,data_bi,Chief Procurement Officer,LAK-IT-005,Data Platform and BI,Chief Data Officer,Data Platform and BI,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-031,Siemens MES,manufacturing_supply_chain,Chief Data Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-032,Rockwell FactoryTalk,manufacturing_supply_chain,CISO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-033,Kinaxis RapidResponse,manufacturing_supply_chain,CFO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-034,Blue Yonder WMS,manufacturing_supply_chain,Treasurer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-035,Manhattan TMS,manufacturing_supply_chain,CIO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-036,SAP APO legacy,manufacturing_supply_chain,Chief Supply Chain Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-037,QualityOne QMS,manufacturing_supply_chain,Controller,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-038,EAM Maximo,manufacturing_supply_chain,Chief Procurement Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-039,Oracle Agile PLM,manufacturing_supply_chain,Chief Data Officer,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-040,Supplier portal,manufacturing_supply_chain,CISO,LAK-IT-006,Manufacturing and OT Systems,VP Manufacturing Tech,Manufacturing and OT Systems,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-041,Workday HCM,corporate_platforms,CFO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-042,ServiceNow ITSM,corporate_platforms,Treasurer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-043,Microsoft 365,corporate_platforms,CIO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-044,GitHub Enterprise,corporate_platforms,Chief Supply Chain Officer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-045,Claude Code,corporate_platforms,Controller,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-046,Codex,corporate_platforms,Chief Procurement Officer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-047,Cursor,corporate_platforms,Chief Data Officer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-048,Okta,corporate_platforms,CISO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-049,CrowdStrike,corporate_platforms,CFO,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-050,Zscaler,corporate_platforms,Treasurer,LAK-IT-007,Cloud and Infrastructure,VP Infrastructure,Cloud and Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAK-APP-051,Lakeshore regional workflow app 51,regional_operations,CIO,LAK-IT-010,Lakeshore platform services,CIO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-052,Lakeshore regional workflow app 52,regional_operations,Chief Supply Chain Officer,LAK-IT-010,Lakeshore platform services,Chief Supply Chain Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-053,Lakeshore regional workflow app 53,regional_operations,Controller,LAK-IT-010,Lakeshore platform services,Controller,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-054,Lakeshore regional workflow app 54,regional_operations,Chief Procurement Officer,LAK-IT-010,Lakeshore platform services,Chief Procurement Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-055,Lakeshore regional workflow app 55,regional_operations,Chief Data Officer,LAK-IT-010,Lakeshore platform services,Chief Data Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-056,Lakeshore regional workflow app 56,regional_operations,CISO,LAK-IT-010,Lakeshore platform services,CISO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-057,Lakeshore regional workflow app 57,regional_operations,CFO,LAK-IT-010,Lakeshore platform services,CFO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-058,Lakeshore regional workflow app 58,regional_operations,Treasurer,LAK-IT-010,Lakeshore platform services,Treasurer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-059,Lakeshore regional workflow app 59,regional_operations,CIO,LAK-IT-010,Lakeshore platform services,CIO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-060,Lakeshore regional workflow app 60,regional_operations,Chief Supply Chain Officer,LAK-IT-010,Lakeshore platform services,Chief Supply Chain Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-061,Lakeshore regional workflow app 61,regional_operations,Controller,LAK-IT-010,Lakeshore platform services,Controller,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-062,Lakeshore regional workflow app 62,regional_operations,Chief Procurement Officer,LAK-IT-010,Lakeshore platform services,Chief Procurement Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-063,Lakeshore regional workflow app 63,regional_operations,Chief Data Officer,LAK-IT-010,Lakeshore platform services,Chief Data Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-064,Lakeshore regional workflow app 64,regional_operations,CISO,LAK-IT-010,Lakeshore platform services,CISO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-065,Lakeshore regional workflow app 65,regional_operations,CFO,LAK-IT-010,Lakeshore platform services,CFO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-066,Lakeshore regional workflow app 66,regional_operations,Treasurer,LAK-IT-010,Lakeshore platform services,Treasurer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-067,Lakeshore regional workflow app 67,regional_operations,CIO,LAK-IT-010,Lakeshore platform services,CIO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-068,Lakeshore regional workflow app 68,regional_operations,Chief Supply Chain Officer,LAK-IT-010,Lakeshore platform services,Chief Supply Chain Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-069,Lakeshore regional workflow app 69,regional_operations,Controller,LAK-IT-010,Lakeshore platform services,Controller,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-070,Lakeshore regional workflow app 70,regional_operations,Chief Procurement Officer,LAK-IT-010,Lakeshore platform services,Chief Procurement Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-071,Lakeshore regional workflow app 71,regional_operations,Chief Data Officer,LAK-IT-010,Lakeshore platform services,Chief Data Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-072,Lakeshore regional workflow app 72,regional_operations,CISO,LAK-IT-010,Lakeshore platform services,CISO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-073,Lakeshore regional workflow app 73,regional_operations,CFO,LAK-IT-010,Lakeshore platform services,CFO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-074,Lakeshore regional workflow app 74,regional_operations,Treasurer,LAK-IT-010,Lakeshore platform services,Treasurer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-075,Lakeshore regional workflow app 75,regional_operations,CIO,LAK-IT-010,Lakeshore platform services,CIO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-076,Lakeshore regional workflow app 76,regional_operations,Chief Supply Chain Officer,LAK-IT-010,Lakeshore platform services,Chief Supply Chain Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-077,Lakeshore regional workflow app 77,regional_operations,Controller,LAK-IT-010,Lakeshore platform services,Controller,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-078,Lakeshore regional workflow app 78,regional_operations,Chief Procurement Officer,LAK-IT-010,Lakeshore platform services,Chief Procurement Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-079,Lakeshore regional workflow app 79,regional_operations,Chief Data Officer,LAK-IT-010,Lakeshore platform services,Chief Data Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-080,Lakeshore regional workflow app 80,regional_operations,CISO,LAK-IT-010,Lakeshore platform services,CISO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-081,Lakeshore regional workflow app 81,regional_operations,CFO,LAK-IT-010,Lakeshore platform services,CFO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-082,Lakeshore regional workflow app 82,regional_operations,Treasurer,LAK-IT-010,Lakeshore platform services,Treasurer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-083,Lakeshore regional workflow app 83,regional_operations,CIO,LAK-IT-010,Lakeshore platform services,CIO,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-084,Lakeshore regional workflow app 84,regional_operations,Chief Supply Chain Officer,LAK-IT-010,Lakeshore platform services,Chief Supply Chain Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-085,Lakeshore regional workflow app 85,regional_operations,Controller,LAK-IT-010,Lakeshore platform services,Controller,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAK-APP-086,Lakeshore regional workflow app 86,regional_operations,Chief Procurement Officer,LAK-IT-010,Lakeshore platform services,Chief Procurement Officer,Lakeshore platform services,V4 application row with unresolved owner join,F03_it-org-ownership.csv; F05_applications-systems.csv,0.50,Requires client validation for exact team ownership.
lakeshore-industries,LAKESHORE-APP-0087,SAP ECC Central Finance,erp_finance,CFO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0088,SAP S/4 pilot instance,erp_finance,Treasurer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0089,SAP FI/CO,erp_finance,CIO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0090,SAP MM,erp_finance,Chief Supply Chain Officer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0091,SAP SD,erp_finance,Controller,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0092,SAP BW,erp_finance,Chief Procurement Officer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0093,SAP GRC,erp_finance,Chief Data Officer,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0094,SAP PI/PO,erp_finance,CISO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
lakeshore-industries,LAKESHORE-APP-0095,SAP BPC,erp_finance,CFO,LAK-IT-002,SAP and ERP Platforms,VP ERP,SAP and ERP Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.
