tenant_key,application_id,application_name,business_domain,business_owner_role,owning_team_id,owning_team_name,executive_owner_role,technical_owner_role,source_basis,source_files,confidence,caveat,source_file,source_row,value_source
first-capital-financial,FC-APP-001,Fiserv Core Deposits,core_banking,Head of Consumer Banking,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,2,tenant_file
first-capital-financial,FC-APP-012,FIS Statements 2,core_banking,Head of Consumer Banking,FC-IT-004,Channels & Digital Engineering,VP Digital,Channels & Digital Engineering,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,13,tenant_file
first-capital-financial,FC-APP-013,Thought Machine Interest Engine 2,core_banking,Head of Consumer Banking,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,14,tenant_file
first-capital-financial,FC-APP-014,Temenos Branch Teller 2,core_banking,Head of Consumer Banking,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,15,tenant_file
first-capital-financial,FC-APP-015,Fiserv Core Deposits 3,core_banking,Head of Consumer Banking,FC-IT-013,Developer Experience & DevSecOps,VP Engineering,Developer Experience & DevSecOps,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,16,tenant_file
first-capital-financial,FC-APP-016,Thought Machine Loan Servicing 3,core_banking,Head of Consumer Banking,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,Cloud & Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,17,tenant_file
first-capital-financial,FC-APP-017,Fiserv GL Posting Engine 3,core_banking,Head of Consumer Banking,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,"Risk, Treasury & Finance Systems",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,18,tenant_file
first-capital-financial,FC-APP-018,Fiserv Account Master 3,core_banking,Head of Consumer Banking,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,Cloud & Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,19,tenant_file
first-capital-financial,FC-APP-019,Temenos Statements 3,core_banking,Head of Consumer Banking,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,20,tenant_file
first-capital-financial,FC-APP-020,Temenos Interest Engine 3,core_banking,Head of Consumer Banking,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,21,tenant_file
first-capital-financial,FC-APP-021,Temenos Branch Teller 3,core_banking,Head of Consumer Banking,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,"Risk, Treasury & Finance Systems",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,22,tenant_file
first-capital-financial,FC-APP-022,Temenos Core Deposits 4,core_banking,Head of Consumer Banking,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,23,tenant_file
first-capital-financial,FC-APP-023,FIS Loan Servicing 4,core_banking,Head of Consumer Banking,FC-IT-005,Data Platform & AI Engineering,Chief Data & Analytics Officer,Data Platform & AI Engineering,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,24,tenant_file
first-capital-financial,FC-APP-024,Temenos GL Posting Engine 4,core_banking,Head of Consumer Banking,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,25,tenant_file
first-capital-financial,FC-APP-025,Thought Machine Account Master 4,core_banking,Head of Consumer Banking,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,26,tenant_file
first-capital-financial,FC-APP-026,Fiserv Statements 4,core_banking,Head of Consumer Banking,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,27,tenant_file
first-capital-financial,FC-APP-027,Visa DPS Card Authorization,cards,Head of Cards & Payments,FC-IT-013,Developer Experience & DevSecOps,VP Engineering,Developer Experience & DevSecOps,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,28,tenant_file
first-capital-financial,FC-APP-028,Visa DPS Card Issuance,cards,Head of Cards & Payments,FC-IT-009,"Cyber, Privacy & Resilience",Chief Information Security Officer,"Cyber, Privacy & Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,29,tenant_file
first-capital-financial,FC-APP-029,Mastercard Rewards Engine,cards,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,30,tenant_file
first-capital-financial,FC-APP-030,Visa DPS Statement & Billing,cards,Head of Cards & Payments,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,31,tenant_file
first-capital-financial,FC-APP-031,TSYS Tokenization Vault,cards,Head of Cards & Payments,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,32,tenant_file
first-capital-financial,FC-APP-032,Marqeta Dispute Manager,cards,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,33,tenant_file
first-capital-financial,FC-APP-033,Visa DPS Card Authorization 2,cards,Head of Cards & Payments,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,Cloud & Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,34,tenant_file
first-capital-financial,FC-APP-034,Mastercard Card Issuance 2,cards,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,35,tenant_file
first-capital-financial,FC-APP-035,Mastercard Rewards Engine 2,cards,Head of Cards & Payments,FC-IT-008,Financial Crimes Technology,VP Financial Crimes Tech,Financial Crimes Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,36,tenant_file
first-capital-financial,FC-APP-036,Visa DPS Statement & Billing 2,cards,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,37,tenant_file
first-capital-financial,FC-APP-037,Marqeta Tokenization Vault 2,cards,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,38,tenant_file
first-capital-financial,FC-APP-038,Mastercard Dispute Manager 2,cards,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,39,tenant_file
first-capital-financial,FC-APP-039,Marqeta Card Authorization 3,cards,Head of Cards & Payments,FC-IT-005,Data Platform & AI Engineering,Chief Data & Analytics Officer,Data Platform & AI Engineering,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,40,tenant_file
first-capital-financial,FC-APP-040,Marqeta Card Issuance 3,cards,Head of Cards & Payments,FC-IT-008,Financial Crimes Technology,VP Financial Crimes Tech,Financial Crimes Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,41,tenant_file
first-capital-financial,FC-APP-041,Mastercard Rewards Engine 3,cards,Head of Cards & Payments,FC-IT-005,Data Platform & AI Engineering,Chief Data & Analytics Officer,Data Platform & AI Engineering,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,42,tenant_file
first-capital-financial,FC-APP-042,Marqeta Statement & Billing 3,cards,Head of Cards & Payments,FC-IT-009,"Cyber, Privacy & Resilience",Chief Information Security Officer,"Cyber, Privacy & Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,43,tenant_file
first-capital-financial,FC-APP-043,TSYS Tokenization Vault 3,cards,Head of Cards & Payments,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,"Risk, Treasury & Finance Systems",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,44,tenant_file
first-capital-financial,FC-APP-044,Marqeta Dispute Manager 3,cards,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,45,tenant_file
first-capital-financial,FC-APP-045,TSYS Card Authorization 4,cards,Head of Cards & Payments,FC-IT-013,Developer Experience & DevSecOps,VP Engineering,Developer Experience & DevSecOps,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,46,tenant_file
first-capital-financial,FC-APP-046,TSYS Card Issuance 4,cards,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,47,tenant_file
first-capital-financial,FC-APP-047,Marqeta Rewards Engine 4,cards,Head of Cards & Payments,FC-IT-002,Core Banking Platforms,VP Core Banking,Core Banking Platforms,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,48,tenant_file
first-capital-financial,FC-APP-048,Visa DPS Statement & Billing 4,cards,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,49,tenant_file
first-capital-financial,FC-APP-049,The Clearing House ACH Engine,payments,Head of Cards & Payments,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,Cloud & Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,50,tenant_file
first-capital-financial,FC-APP-050,The Clearing House Wire Platform,payments,Head of Cards & Payments,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,Cloud & Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,51,tenant_file
first-capital-financial,FC-APP-051,FedNow RTP/FedNow Gateway,payments,Head of Cards & Payments,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,52,tenant_file
first-capital-financial,FC-APP-052,ACI Worldwide ISO 20022 Hub,payments,Head of Cards & Payments,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,"Risk, Treasury & Finance Systems",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,53,tenant_file
first-capital-financial,FC-APP-053,Volante Bill Pay,payments,Head of Cards & Payments,FC-IT-004,Channels & Digital Engineering,VP Digital,Channels & Digital Engineering,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,54,tenant_file
first-capital-financial,FC-APP-054,FedNow Zelle Connector,payments,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,55,tenant_file
first-capital-financial,FC-APP-055,ACI Worldwide SWIFT Gateway,payments,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,56,tenant_file
first-capital-financial,FC-APP-056,ACI Worldwide ACH Engine 2,payments,Head of Cards & Payments,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,57,tenant_file
first-capital-financial,FC-APP-057,ACI Worldwide Wire Platform 2,payments,Head of Cards & Payments,FC-IT-011,ServiceNow & IT Operations,VP IT Operations,ServiceNow & IT Operations,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,58,tenant_file
first-capital-financial,FC-APP-058,Volante RTP/FedNow Gateway 2,payments,Head of Cards & Payments,FC-IT-013,Developer Experience & DevSecOps,VP Engineering,Developer Experience & DevSecOps,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,59,tenant_file
first-capital-financial,FC-APP-059,The Clearing House ISO 20022 Hub 2,payments,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,60,tenant_file
first-capital-financial,FC-APP-060,Volante Bill Pay 2,payments,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,61,tenant_file
first-capital-financial,FC-APP-061,FedNow Zelle Connector 2,payments,Head of Cards & Payments,FC-IT-008,Financial Crimes Technology,VP Financial Crimes Tech,Financial Crimes Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,62,tenant_file
first-capital-financial,FC-APP-062,ACI Worldwide SWIFT Gateway 2,payments,Head of Cards & Payments,FC-IT-010,Cloud & Infrastructure,VP Infrastructure,Cloud & Infrastructure,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,63,tenant_file
first-capital-financial,FC-APP-063,The Clearing House ACH Engine 3,payments,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,64,tenant_file
first-capital-financial,FC-APP-064,Volante Wire Platform 3,payments,Head of Cards & Payments,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,"Risk, Treasury & Finance Systems",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,65,tenant_file
first-capital-financial,FC-APP-065,The Clearing House RTP/FedNow Gateway 3,payments,Head of Cards & Payments,FC-IT-009,"Cyber, Privacy & Resilience",Chief Information Security Officer,"Cyber, Privacy & Resilience",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,66,tenant_file
first-capital-financial,FC-APP-066,FedNow ISO 20022 Hub 3,payments,Head of Cards & Payments,FC-IT-007,"Risk, Treasury & Finance Systems",VP Risk & Finance Tech,"Risk, Treasury & Finance Systems",direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,67,tenant_file
first-capital-financial,FC-APP-067,Volante Bill Pay 3,payments,Head of Cards & Payments,FC-IT-012,AI Governance & Model Risk Tech,Chief Data & Analytics Officer,AI Governance & Model Risk Tech,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,68,tenant_file
first-capital-financial,FC-APP-068,FedNow Zelle Connector 3,payments,Head of Cards & Payments,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,69,tenant_file
first-capital-financial,FC-APP-069,Featurespace Transaction Monitoring,aml_fraud,Chief Risk Officer,FC-IT-011,ServiceNow & IT Operations,VP IT Operations,ServiceNow & IT Operations,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,70,tenant_file
first-capital-financial,FC-APP-070,SAS Sanctions Screening,aml_fraud,Chief Risk Officer,FC-IT-003,Cards & Payments Technology,VP Cards & Payments Tech,Cards & Payments Technology,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,71,tenant_file
first-capital-financial,FC-APP-071,Featurespace Fraud Scoring,aml_fraud,Chief Risk Officer,FC-IT-005,Data Platform & AI Engineering,Chief Data & Analytics Officer,Data Platform & AI Engineering,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,72,tenant_file
first-capital-financial,FC-APP-072,SAS Case Manager,aml_fraud,Chief Risk Officer,FC-IT-006,Integration & API Platform,VP Integration,Integration & API Platform,direct or domain-matched V4 application-to-team ownership,F03_it-org-ownership.csv; F05_applications-systems.csv,0.78,Team/domain accountability is loaded.,family-8-semantic-enrichment/F19_team-application-ownership.csv,73,tenant_file
