tenant_key,leader_id,leader_name,role,reports_to_role,organization_area,source_basis,source_file,confidence,caveat,source_file,source_row,value_source
first-capital-financial,SVP-1,Mark Jensen,Chief Data and Analytics Officer,CIO / executive committee,Enterprise Data and AI,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,14,tenant_file
first-capital-financial,SVP-2,Lena Ortiz,SVP Infrastructure,CIO / executive committee,Cloud Platform Engineering,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,15,tenant_file
first-capital-financial,SVP-3,Sean Gallagher,CISO,CIO / executive committee,Cybersecurity and IAM,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,16,tenant_file
first-capital-financial,SVP-4,Naomi Chen,CFO,CIO / executive committee,Finance ERP and Procurement Systems,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,17,tenant_file
first-capital-financial,SVP-5,Chris Bell,SVP Retail Bank Ops,CIO / executive committee,Branch and ATM Technology,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,18,tenant_file
first-capital-financial,SVP-6,Aisha Morgan,SVP Client Service,CIO / executive committee,Contact Center and Servicing,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,19,tenant_file
first-capital-financial,SVP-7,Daniel Cho,Chief Model Risk Officer,CIO / executive committee,Model Risk and Validation,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,20,tenant_file
first-capital-financial,SVP-8,Vivian Brooks,COO,CIO / executive committee,Deposit and Loan Operations,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,21,tenant_file
first-capital-financial,VP-DIR-1,Marta Diaz,VP/Director - Open Banking and API Products,SVP / CIO organization,TEAM-FCF-OPENBANK,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,22,tenant_file
first-capital-financial,VP-DIR-2,Rob Turner,VP/Director - Corporate Treasury Technology,SVP / CIO organization,TEAM-FCF-TREASURY,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,23,tenant_file
first-capital-financial,VP-DIR-3,Hannah Lee,VP/Director - Mortgage and Consumer Lending,SVP / CIO organization,TEAM-FCF-MORTGAGE,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,24,tenant_file
first-capital-financial,VP-DIR-4,Nikhil Rao,VP/Director - Cards and Rewards Technology,SVP / CIO organization,TEAM-FCF-CARDS,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,25,tenant_file
first-capital-financial,VP-DIR-5,Grace Kim,VP/Director - Engineering Productivity Office,SVP / CIO organization,TEAM-FCF-DEVEX,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,26,tenant_file
first-capital-financial,VP-DIR-6,Leo Adams,"VP/Director - ITSM, Observability and SRE",SVP / CIO organization,TEAM-FCF-ITSM,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,27,tenant_file
first-capital-financial,VP-DIR-7,Iris Stone,VP/Director - Regulatory Remediation PMO,SVP / CIO organization,TEAM-FCF-REG,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,28,tenant_file
first-capital-financial,VP-DIR-8,Ben Carter,VP/Director - Vendor and Sourcing Technology,SVP / CIO organization,TEAM-FCF-VENDOR,loaded adjacent v1 executive org chart,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.80,Synthetic org chart includes named leaders and ownership domains; client HR validation may be required for final org charts.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,29,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_1,,Chief Information Officer,CEO / executive committee,technology_leadership,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,30,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_2,,VP Core Banking,CIO / executive technology leadership,core_banking,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,31,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_3,,VP Cards & Payments Tech,CIO / executive technology leadership,cards_payments,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,32,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_4,,VP Digital,CIO / executive technology leadership,channels_crm,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,33,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_5,,Chief Data & Analytics Officer,CEO / executive committee,databricks_aws_lakehouse,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,34,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_6,,VP Integration,CIO / executive technology leadership,iso20022_api_eai,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,35,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_7,,VP Risk & Finance Tech,CIO / executive technology leadership,risk_treasury_erp,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,36,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_8,,VP Financial Crimes Tech,CIO / executive technology leadership,aml_fraud,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,37,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_9,,Chief Information Security Officer,CEO / executive committee,cyber_privacy,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,38,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_10,,VP Infrastructure,CIO / executive technology leadership,aws_azure_mainframe_network,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,39,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_11,,VP IT Operations,CIO / executive technology leadership,itsm_observability,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,40,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_ROLE_12,,VP Engineering,CIO / executive technology leadership,devex,v4 role-level IT ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.72,V4 has role/team accountability but no named individual for this row.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,41,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_13,,Head of Consumer Banking,Business executive committee,Consumer Banking & Deposits,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,42,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_14,,Head of Commercial Banking,Business executive committee,Commercial & Corporate Banking,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,43,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_15,,Head of Cards & Payments,Business executive committee,Cards & Payments,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,44,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_16,,Head of Wealth Management,Business executive committee,Wealth & Asset Management,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,45,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_17,,Treasurer,Business executive committee,Treasury & Capital Markets,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,46,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_18,,Chief Risk Officer,Business executive committee,Risk Management,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,47,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_19,,BSA/AML Officer,Business executive committee,Financial Crimes & AML,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,48,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_20,,Chief Compliance Officer,Business executive committee,Compliance & Regulatory,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,49,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_21,,Chief Financial Officer,Business executive committee,Finance & Controllership,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,50,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_22,,Chief Operating Officer,Business executive committee,Operations & Servicing,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,51,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_23,,Head of Customer Experience,Business executive committee,Contact Center & Customer Care,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,52,tenant_file
first-capital-financial,FIRST_CAPITAL_FINANCIAL_BUS_ROLE_24,,Chief Strategy Officer,Business executive committee,Enterprise Transformation Office,v4 business function ownership,family-8-semantic-enrichment/F18_leadership-org-chart.csv,0.70,Business executive role is loaded; named person requires F18 or adjacent leadership evidence.,family-8-semantic-enrichment/F18_leadership-org-chart.csv,53,tenant_file
