gov_id,initiative_id,model_count,model_risk_tier,hitl,bias_monitoring,drift_monitoring,reg_regime,responsible_ai_gate_status,source_file,source_row,value_source
APEXRETAIL-AIGOV-0024,APEXRETAIL-INIT-0024,6,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,25,tenant_file
APEXRETAIL-AIGOV-0025,APEXRETAIL-INIT-0025,1,medium,required,needed,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,26,tenant_file
APEXRETAIL-AIGOV-0026,APEXRETAIL-INIT-0026,2,high,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,27,tenant_file
APEXRETAIL-AIGOV-0027,APEXRETAIL-INIT-0027,3,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,28,tenant_file
APEXRETAIL-AIGOV-0028,APEXRETAIL-INIT-0028,4,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,29,tenant_file
APEXRETAIL-AIGOV-0029,APEXRETAIL-INIT-0029,5,medium,defined,needed,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,30,tenant_file
APEXRETAIL-AIGOV-0030,APEXRETAIL-INIT-0030,6,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,31,tenant_file
APEXRETAIL-AIGOV-0031,APEXRETAIL-INIT-0031,1,high,required,active,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,32,tenant_file
APEXRETAIL-AIGOV-0032,APEXRETAIL-INIT-0032,2,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,33,tenant_file
APEXRETAIL-AIGOV-0033,APEXRETAIL-INIT-0033,3,medium,defined,needed,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,34,tenant_file
APEXRETAIL-AIGOV-0034,APEXRETAIL-INIT-0034,4,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,35,tenant_file
APEXRETAIL-AIGOV-0035,APEXRETAIL-INIT-0035,5,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,36,tenant_file
APEXRETAIL-AIGOV-0036,APEXRETAIL-INIT-0036,6,high,defined,active,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,37,tenant_file
APEXRETAIL-AIGOV-0037,APEXRETAIL-INIT-0037,1,medium,required,needed,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,38,tenant_file
APEXRETAIL-AIGOV-0038,APEXRETAIL-INIT-0038,2,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,39,tenant_file
APEXRETAIL-AIGOV-0039,APEXRETAIL-INIT-0039,3,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,40,tenant_file
APEXRETAIL-AIGOV-0040,APEXRETAIL-INIT-0040,4,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,41,tenant_file
APEXRETAIL-AIGOV-0041,APEXRETAIL-INIT-0041,5,high,defined,needed,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,42,tenant_file
APEXRETAIL-AIGOV-0042,APEXRETAIL-INIT-0042,6,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,43,tenant_file
APEXRETAIL-AIGOV-0043,APEXRETAIL-INIT-0043,1,medium,required,active,needed,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,44,tenant_file
