tenant_key,source_record_id,fiscal_year,period,source_system,cost_center,account_gl_code,spend_category,it_tower_category,business_unit,program_code,initiative_id,vendor_name,system_name,run_change_flag,budget_amount_usd,actual_spend_usd,forecast_spend_usd,committed_spend_usd,invoice_amount_usd,variance_usd,ai_spend_flag,ai_spend_type,ai_spend_category,platform_embedded_ai_flag,finance_owner,evidence_id,confidence,active_candidate_status,notes
internal-golden,SA02-RUN-INFRA-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INFRASTRUCTURE_CC,IT-RUN-6100,Infrastructure,Infrastructure,AbarVa Golden Health Enterprise,,,Splunk; Dynatrace,Monitoring platforms,run,12500000,3250000,12062500,7250000,3000000,-437500,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-INFRA-05,high,active,"Backup/DR tooling, Splunk/Dynatrace-style monitoring"
internal-golden,SA02-RUN-MGS-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MANAGED_SERVICES_CC,IT-RUN-6100,Managed Services,Managed Services,AbarVa Golden Health Enterprise,PROG-MSO,INIT-MSO,Deloitte,Epic,run,30000000,7800000,28950000,17400000,7200000,-1050000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-MGS-01,high,active,Epic-focused AMS/release management
internal-golden,SA02-RUN-MGS-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MANAGED_SERVICES_CC,IT-RUN-6100,Managed Services,Managed Services,AbarVa Golden Health Enterprise,PROG-MSO,INIT-MSO,Accenture; Cognizant,ERP; CRM; Claims,run,34000000,8840000,32810000,19720000,8160000,-1190000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-MGS-02,high,active,AMS across ERP/CRM/claims apps
internal-golden,SA02-RUN-MGS-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MANAGED_SERVICES_CC,IT-RUN-6100,Managed Services,Managed Services,AbarVa Golden Health Enterprise,PROG-MSO,INIT-MSO,Infosys,Infrastructure estate,run,28000000,7280000,27020000,16240000,6720000,-980000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-MGS-03,high,active,IMS for compute/network/storage
internal-golden,SA02-RUN-MGS-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MANAGED_SERVICES_CC,IT-RUN-6100,Managed Services,Managed Services,AbarVa Golden Health Enterprise,PROG-MSO,INIT-MSO,CrowdStrike; Splunk,SOC; SIEM,run,14000000,3640000,13510000,8120000,3360000,-490000,true,embedded_platform_ai,cyber_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-MGS-04,high,active,MDR/SOC-as-a-service
internal-golden,SA02-RUN-MGS-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MANAGED_SERVICES_CC,IT-RUN-6100,Managed Services,Managed Services,AbarVa Golden Health Enterprise,PROG-MSO,INIT-MSO,ServiceNow; Infosys,ServiceNow ITSM,run,12000000,3120000,11580000,6960000,2880000,-420000,true,embedded_platform_ai,servicenow_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-MGS-05,high,active,Tier 1/2 service desk outsourcing and ServiceNow AI pilot
internal-golden,SA02-RUN-MGS-06,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MANAGED_SERVICES_CC,IT-RUN-6100,Managed Services,Managed Services,AbarVa Golden Health Enterprise,PROG-MSO,INIT-MSO,Accenture,Databricks; Power BI; Tableau,run,7000000,1820000,6755000,4060000,1680000,-245000,true,ai_run_operations,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-MGS-06,high,active,Managed data platform/BI support under five-year SI contract
internal-golden,SA02-RUN-CYBER-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-RUN-6100,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,,,CrowdStrike; Splunk,CrowdStrike; Splunk,run,17000000,4420000,16405000,9860000,4080000,-595000,true,embedded_platform_ai,cyber_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-CYBER-01,high,active,24x7 SOC plus SIEM run operations
internal-golden,SA02-RUN-CYBER-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-RUN-6100,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,,,Okta; CyberArk,Okta; CyberArk,run,14000000,3640000,13510000,8120000,3360000,-490000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-CYBER-02,high,active,Identity and privileged access management run
internal-golden,SA02-RUN-CYBER-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-RUN-6100,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,,,OneTrust; Microsoft Purview,Privacy tooling,run,8000000,2080000,7720000,4640000,1920000,-280000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-CYBER-03,high,active,PHI-focused compliance and DLP tooling
internal-golden,SA02-RUN-CYBER-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-RUN-6100,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,,,CrowdStrike,CrowdStrike Falcon,run,8000000,2080000,7720000,4640000,1920000,-280000,true,embedded_platform_ai,cyber_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-CYBER-04,high,active,EDR/antivirus fleet coverage
internal-golden,SA02-RUN-CYBER-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-RUN-6100,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,,,ServiceNow,ServiceNow GRC,run,5500000,1430000,5307500,3190000,1320000,-192500,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-CYBER-05,high,active,"Governance, risk, and compliance platform run"
internal-golden,SA02-RUN-DATA-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-RUN-6100,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,,,Microsoft; Salesforce,Power BI; Tableau,run,9000000,2340000,8685000,5220000,2160000,-315000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-DATA-01,high,active,Tableau/Power BI run-state reporting
internal-golden,SA02-RUN-DATA-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-RUN-6100,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,,,Informatica; Databricks,Informatica; Databricks,run,8000000,2080000,7720000,4640000,1920000,-280000,true,ai_run_operations,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-DATA-02,high,active,ETL/ELT pipeline run support
internal-golden,SA02-RUN-DATA-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-RUN-6100,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,,,Microsoft; Salesforce,SQL Server; Tableau; Power BI,run,7500000,1950000,7237500,4350000,1800000,-262500,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-DATA-03,high,active,Platform administration and licensing
internal-golden,SA02-RUN-DATA-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-RUN-6100,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,,,Collibra; Informatica,Collibra; Informatica DQ,run,6000000,1560000,5790000,3480000,1440000,-210000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-DATA-04,high,active,Data quality monitoring and stewardship run
internal-golden,SA02-RUN-DATA-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-RUN-6100,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,,,Databricks; Microsoft,Databricks; Power BI,run,7000000,1820000,6755000,4060000,1680000,-245000,true,ai_run_operations,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-DATA-05,high,active,Analytics platform administration
internal-golden,SA02-RUN-WKPL-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,WORKPLACE_CC,IT-RUN-6100,Workplace,Workplace,AbarVa Golden Health Enterprise,PROG-COPILOT-ADOPT,INIT-COPILOT-ADOPT,Microsoft,Microsoft 365 Copilot,run,16000000,4160000,15440000,9280000,3840000,-560000,true,embedded_platform_ai,copilot_productivity,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-WKPL-01,high,active,M365 suite licensing including Copilot seats
internal-golden,SA02-RUN-WKPL-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,WORKPLACE_CC,IT-RUN-6100,Workplace,Workplace,AbarVa Golden Health Enterprise,,,ServiceNow; Infosys,ServiceNow ITSM,run,10000000,2600000,9650000,5800000,2400000,-350000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-WKPL-02,high,active,Internal service desk run operations
internal-golden,SA02-RUN-WKPL-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,WORKPLACE_CC,IT-RUN-6100,Workplace,Workplace,AbarVa Golden Health Enterprise,,,Microsoft; Jamf,Intune; device management,run,6000000,1560000,5790000,3480000,1440000,-210000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-WKPL-03,high,active,Device fleet management
internal-golden,SA02-RUN-WKPL-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,WORKPLACE_CC,IT-RUN-6100,Workplace,Workplace,AbarVa Golden Health Enterprise,PROG-COPILOT-ADOPT,INIT-COPILOT-ADOPT,Microsoft,M365; Viva,run,5500000,1430000,5307500,3190000,1320000,-192500,true,ai_training_change,copilot_productivity,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-RUN-WKPL-04,high,active,Adoption/change management for workplace tools
internal-golden,SA02-CHG-DATA-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-CHANGE-7300,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,PROG-DATA-FOUNDATION,INIT-DATA-FOUNDATION,Databricks; AWS,Databricks Lakehouse; AWS,change,14000000,3640000,13510000,8120000,3360000,-490000,true,ai_enablement_foundation,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-DATA-01,high,active,Lakehouse build-out on AWS/Databricks
internal-golden,SA02-CHG-DATA-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-CHANGE-7300,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,PROG-DATA-FOUNDATION,INIT-DATA-FOUNDATION,Reltio; Informatica,Reltio MDM,change,8000000,2080000,7720000,4640000,1920000,-280000,true,ai_enablement_foundation,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-DATA-02,high,active,Master identity resolution across EMR/claims
internal-golden,SA02-CHG-DATA-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-CHANGE-7300,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,PROG-DATA-FOUNDATION,INIT-DATA-FOUNDATION,Databricks; Epic,Claims; Epic; pharmacy data,change,7000000,1820000,6755000,4060000,1680000,-245000,true,ai_enablement_foundation,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-DATA-03,high,active,Cross-domain data harmonization
internal-golden,SA02-CHG-DATA-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-CHANGE-7300,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,PROG-DATA-FOUNDATION,INIT-DATA-FOUNDATION,Microsoft; dbt,Power BI semantic layer; dbt,change,5000000,1300000,4825000,2900000,1200000,-175000,true,ai_enablement_foundation,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-DATA-04,high,active,Governed semantic/metrics layer
internal-golden,SA02-CHG-DATA-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-CHANGE-7300,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,PROG-DATA-FOUNDATION,INIT-DATA-FOUNDATION,Collibra,Collibra,change,4500000,1170000,4342500,2610000,1080000,-157500,true,ai_governance_controls,data_ai_platform,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-DATA-05,high,active,Collibra-style catalog and lineage
internal-golden,SA02-CHG-DATA-06,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,DATA_ANALYTICS_CC,IT-CHANGE-7300,Data & Analytics,Data & Analytics,AbarVa Golden Health Enterprise,PROG-DATA-FOUNDATION,INIT-DATA-FOUNDATION,Accenture,Databricks migration,change,4000000,1040000,3860000,2320000,960000,-140000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-DATA-06,high,active,Migration and validation workstreams
internal-golden,SA02-CHG-INT-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INTEGRATION_CC,IT-CHANGE-7300,Integration,Integration,AbarVa Golden Health Enterprise,PROG-API-MOD,INIT-API-MOD,Salesforce; Google,MuleSoft; Apigee,change,5800000,1508000,5597000,3364000,1392000,-203000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-INT-01,high,active,MuleSoft/Apigee gateway modernization
internal-golden,SA02-CHG-INT-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INTEGRATION_CC,IT-CHANGE-7300,Integration,Integration,AbarVa Golden Health Enterprise,PROG-API-MOD,INIT-API-MOD,Epic; HealthEdge,Epic Bridges; claims APIs,change,7000000,1820000,6755000,4060000,1680000,-245000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-INT-02,high,active,Modernized EHR-claims integration paths
internal-golden,SA02-CHG-INT-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INTEGRATION_CC,IT-CHANGE-7300,Integration,Integration,AbarVa Golden Health Enterprise,PROG-API-MOD,INIT-API-MOD,Redox; AWS,FHIR streaming,change,6000000,1560000,5790000,3480000,1440000,-210000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-INT-03,high,active,Event-driven HL7/FHIR streaming
internal-golden,SA02-CHG-INT-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INTEGRATION_CC,IT-CHANGE-7300,Integration,Integration,AbarVa Golden Health Enterprise,PROG-API-MOD,INIT-API-MOD,Apigee; Salesforce,Provider/member APIs,change,4000000,1040000,3860000,2320000,960000,-140000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-INT-04,high,active,External-facing API enablement
internal-golden,SA02-CHG-INT-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INTEGRATION_CC,IT-CHANGE-7300,Integration,Integration,AbarVa Golden Health Enterprise,PROG-API-MOD,INIT-API-MOD,Datadog; Splunk,Integration observability,change,3000000,780000,2895000,1740000,720000,-105000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-INT-05,high,active,Integration-layer monitoring/observability
internal-golden,SA02-CHG-INT-06,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,INTEGRATION_CC,IT-CHANGE-7300,Integration,Integration,AbarVa Golden Health Enterprise,PROG-DEV-PRODUCTIVITY,INIT-DEV-PRODUCTIVITY,GitHub; Microsoft,GitHub Copilot; Azure DevOps,change,2200000,572000,2123000,1276000,528000,-77000,true,embedded_platform_ai,developer_productivity_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-INT-06,high,active,"GitHub Copilot, code assist, and test automation enablement"
internal-golden,SA02-CHG-CYBER-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-CHANGE-7300,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,PROG-PHI-IAM,INIT-PHI-IAM,Okta; Zscaler,Okta; Zscaler,change,8000000,2080000,7720000,4640000,1920000,-280000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CYBER-01,high,active,Zero-trust architecture rollout
internal-golden,SA02-CHG-CYBER-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-CHANGE-7300,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,PROG-PHI-IAM,INIT-PHI-IAM,Splunk; Microsoft,PHI audit logging,change,6000000,1560000,5790000,3480000,1440000,-210000,true,ai_governance_controls,ai_governance,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CYBER-02,high,active,PHI-specific access audit logging
internal-golden,SA02-CHG-CYBER-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-CHANGE-7300,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,PROG-PHI-IAM,INIT-PHI-IAM,CyberArk,CyberArk,change,4000000,1040000,3860000,2320000,960000,-140000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CYBER-03,high,active,Privileged access management uplift
internal-golden,SA02-CHG-CYBER-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-CHANGE-7300,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,PROG-PHI-IAM,INIT-PHI-IAM,Splunk; AWS,Security data lake,change,3000000,780000,2895000,1740000,720000,-105000,true,embedded_platform_ai,cyber_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CYBER-04,high,active,Security telemetry data lake
internal-golden,SA02-CHG-CYBER-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CYBERSECURITY_CC,IT-CHANGE-7300,Cybersecurity,Cybersecurity,AbarVa Golden Health Enterprise,PROG-PHI-IAM,INIT-PHI-IAM,ServiceNow; Archer,Audit automation,change,3000000,780000,2895000,1740000,720000,-105000,true,embedded_platform_ai,cyber_ai,true,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-CYBER-05,high,active,Automated audit/compliance evidence collection
internal-golden,SA02-CHG-EHR-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLINICAL_EHR_CC,IT-CHANGE-7300,Clinical / EHR,Clinical / EHR,AbarVa Golden Health Enterprise,PROG-EHR-CLIN,INIT-EHR-CLIN,Epic,Epic Cogito,change,8000000,2080000,7720000,4640000,1920000,-280000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-EHR-01,high,active,Epic Cogito rollout for quality analytics
internal-golden,SA02-CHG-EHR-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLINICAL_EHR_CC,IT-CHANGE-7300,Clinical / EHR,Clinical / EHR,AbarVa Golden Health Enterprise,PROG-EHR-CLIN,INIT-EHR-CLIN,Epic; Tableau,Epic; Tableau,change,5000000,1300000,4825000,2900000,1200000,-175000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-EHR-02,high,active,Clinical operations dashboards
internal-golden,SA02-CHG-EHR-03,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLINICAL_EHR_CC,IT-CHANGE-7300,Clinical / EHR,Clinical / EHR,AbarVa Golden Health Enterprise,PROG-EHR-CLIN,INIT-EHR-CLIN,Waystar; Epic,Waystar; Epic,change,4000000,1040000,3860000,2320000,960000,-140000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-EHR-03,high,active,Revenue cycle analytics build-out
internal-golden,SA02-CHG-EHR-04,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLINICAL_EHR_CC,IT-CHANGE-7300,Clinical / EHR,Clinical / EHR,AbarVa Golden Health Enterprise,PROG-EHR-CLIN,INIT-EHR-CLIN,Epic; Innovaccer,Population health analytics,change,3000000,780000,2895000,1740000,720000,-105000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-EHR-04,high,active,Population health measure development
internal-golden,SA02-CHG-EHR-05,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,CLINICAL_EHR_CC,IT-CHANGE-7300,Clinical / EHR,Clinical / EHR,AbarVa Golden Health Enterprise,PROG-EHR-CLIN,INIT-EHR-CLIN,Epic,Clinical data validation,change,2000000,520000,1930000,1160000,480000,-70000,false,none,not_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-EHR-05,high,active,Clinical data validation workstream
internal-golden,SA02-CHG-MBR-01,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MEMBER_EXPERIENCE_CC,IT-CHANGE-7300,Member Experience,Member Experience,AbarVa Golden Health Enterprise,PROG-CONTACT-KNOW,INIT-CONTACT-KNOW,Genesys,Genesys Cloud CX,change,5000000,1300000,4825000,2900000,1200000,-175000,true,ai_enablement_foundation,crm_contact_center_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-MBR-01,high,active,Genesys Cloud CX modernization
internal-golden,SA02-CHG-MBR-02,FY26,FY26-Q2-YTD,synthetic_it_finance_budget_spend_extract,MEMBER_EXPERIENCE_CC,IT-CHANGE-7300,Member Experience,Member Experience,AbarVa Golden Health Enterprise,PROG-CONTACT-KNOW,INIT-CONTACT-KNOW,Salesforce,Salesforce Health Cloud,change,4000000,1040000,3860000,2320000,960000,-140000,true,ai_enablement_foundation,crm_contact_center_ai,false,FP&A Technology Finance Lead,GLD-V3-EVID-BUD-CHG-MBR-02,high,active,Salesforce Health Cloud workflow build-out
