gov_id,initiative_id,model_count,model_risk_tier,hitl,bias_monitoring,drift_monitoring,reg_regime,responsible_ai_gate_status,source_file,source_row,value_source
MERIDIANHEALTH-AIGOV-0024,MERIDIANHEALTH-INIT-0024,5,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,25,tenant_file
MERIDIANHEALTH-AIGOV-0025,MERIDIANHEALTH-INIT-0025,4,medium,required,needed,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,26,tenant_file
MERIDIANHEALTH-AIGOV-0026,MERIDIANHEALTH-INIT-0026,3,high,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,27,tenant_file
MERIDIANHEALTH-AIGOV-0027,MERIDIANHEALTH-INIT-0027,3,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,28,tenant_file
MERIDIANHEALTH-AIGOV-0028,MERIDIANHEALTH-INIT-0028,2,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,29,tenant_file
MERIDIANHEALTH-AIGOV-0029,MERIDIANHEALTH-INIT-0029,4,medium,defined,needed,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,30,tenant_file
MERIDIANHEALTH-AIGOV-0030,MERIDIANHEALTH-INIT-0030,3,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,31,tenant_file
MERIDIANHEALTH-AIGOV-0031,MERIDIANHEALTH-INIT-0031,4,high,required,active,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,32,tenant_file
MERIDIANHEALTH-AIGOV-0032,MERIDIANHEALTH-INIT-0032,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,33,tenant_file
MERIDIANHEALTH-AIGOV-0033,MERIDIANHEALTH-INIT-0033,3,medium,defined,needed,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,34,tenant_file
MERIDIANHEALTH-AIGOV-0034,MERIDIANHEALTH-INIT-0034,3,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,35,tenant_file
MERIDIANHEALTH-AIGOV-0035,MERIDIANHEALTH-INIT-0035,3,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,36,tenant_file
MERIDIANHEALTH-AIGOV-0036,MERIDIANHEALTH-INIT-0036,4,high,defined,active,active,industry and enterprise AI policy,blocked,family-7-outcome-intelligence/O06_ai-governance.csv,37,tenant_file
MERIDIANHEALTH-AIGOV-0037,MERIDIANHEALTH-INIT-0037,2,medium,required,needed,needed,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,38,tenant_file
MERIDIANHEALTH-AIGOV-0038,MERIDIANHEALTH-INIT-0038,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,39,tenant_file
MERIDIANHEALTH-AIGOV-0039,MERIDIANHEALTH-INIT-0039,4,medium,defined,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,40,tenant_file
MERIDIANHEALTH-AIGOV-0040,MERIDIANHEALTH-INIT-0040,3,medium,required,active,active,industry and enterprise AI policy,approved_with_conditions,family-7-outcome-intelligence/O06_ai-governance.csv,41,tenant_file
