team_id,measured_at,deploy_freq_per_week,lead_time_hours,mttr_hours,change_failure_rate_pct,reliability_pct
TEAM-MR-POPHEALTH,2026-02-09,3.05,13,5,7.6,98.02
TEAM-MR-RESEARCH,2026-01-05,0.4,30,6.5,8.8,98.9
TEAM-MR-RESEARCH,2026-01-12,0.45,29,6.5,8.8,98.9
TEAM-MR-RESEARCH,2026-01-19,0.5,28,6.5,8.8,98.9
TEAM-MR-RESEARCH,2026-01-26,0.55,27,6.5,8.8,98.9
TEAM-MR-RESEARCH,2026-02-02,0.6,26,6.5,8.8,98.9
TEAM-MR-RESEARCH,2026-02-09,0.65,25,6.5,8.8,98.9
TEAM-MR-CORP-IT,2026-01-05,1,42,8,10,98.68
TEAM-MR-CORP-IT,2026-01-12,1.05,41,8,10,98.68
TEAM-MR-CORP-IT,2026-01-19,1.1,40,8,10,98.68
TEAM-MR-CORP-IT,2026-01-26,1.15,39,8,10,98.68
TEAM-MR-CORP-IT,2026-02-02,1.2,38,8,10,98.68
TEAM-MR-CORP-IT,2026-02-09,1.25,37,8,10,98.68
TEAM-MR-WORKFORCE,2026-01-05,1.6,54,9.5,4,98.46
TEAM-MR-WORKFORCE,2026-01-12,1.65,53,9.5,4,98.46
TEAM-MR-WORKFORCE,2026-01-19,1.7,52,9.5,4,98.46
TEAM-MR-WORKFORCE,2026-01-26,1.75,51,9.5,4,98.46
TEAM-MR-WORKFORCE,2026-02-02,1.8,50,9.5,4,98.46
TEAM-MR-WORKFORCE,2026-02-09,1.85,49,9.5,4,98.46
TEAM-MR-IMAGING,2026-01-05,2.2,66,11,5.2,98.24
TEAM-MR-IMAGING,2026-01-12,2.25,65,11,5.2,98.24
TEAM-MR-IMAGING,2026-01-19,2.3,64,11,5.2,98.24
TEAM-MR-IMAGING,2026-01-26,2.35,63,11,5.2,98.24
TEAM-MR-IMAGING,2026-02-02,2.4,62,11,5.2,98.24
TEAM-MR-IMAGING,2026-02-09,2.45,61,11,5.2,98.24
