tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,data_asset_id,data_asset_name,data_owner,system_of_record,lineage,consumers,quality_score,governance_status
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-WORKDAY,Workday HCM and Finance operational dataset,v6_holdco_synthetic_pack,Group CIO,synthetic_demo,holdco/data-assets-integrations.csv,11,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-WORKDAY,Workday HCM and Finance operational dataset,Group CIO,Workday HCM and Finance,Workday HCM and Finance to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Group CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ORACLE,Oracle Fusion ERP operational dataset,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/data-assets-integrations.csv,12,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ORACLE,Oracle Fusion ERP operational dataset,VP Corporate Platforms,Oracle Fusion ERP,Oracle Fusion ERP to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Platforms,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-KYRIBA,Kyriba Treasury operational dataset,v6_holdco_synthetic_pack,Treasurer,synthetic_demo,holdco/data-assets-integrations.csv,13,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-KYRIBA,Kyriba Treasury operational dataset,Treasurer,Kyriba Treasury,Kyriba Treasury to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Treasurer,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-IRONCLAD,Ironclad CLM operational dataset,v6_holdco_synthetic_pack,General Counsel,synthetic_demo,holdco/data-assets-integrations.csv,14,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-IRONCLAD,Ironclad CLM operational dataset,General Counsel,Ironclad CLM,Ironclad CLM to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|General Counsel,0.68,watch
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-DEALCLOUD,DealCloud Portfolio CRM operational dataset,v6_holdco_synthetic_pack,Chief Investment Officer,synthetic_demo,holdco/data-assets-integrations.csv,15,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-DEALCLOUD,DealCloud Portfolio CRM operational dataset,Chief Investment Officer,DealCloud Portfolio CRM,DealCloud Portfolio CRM to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Chief Investment Officer,0.68,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-SNOW,ServiceNow ITSM operational dataset,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/data-assets-integrations.csv,16,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-SNOW,ServiceNow ITSM operational dataset,VP Corporate Platforms,ServiceNow ITSM,ServiceNow ITSM to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Platforms,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-AZURE-LAKE,Azure Data Lakehouse operational dataset,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/data-assets-integrations.csv,17,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-AZURE-LAKE,Azure Data Lakehouse operational dataset,VP Corporate Innovation IT and Data AI,Azure Data Lakehouse,Azure Data Lakehouse to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Innovation IT and Data AI,0.78,watch
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-DATABRICKS,Databricks Innovation Workspace operational dataset,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/data-assets-integrations.csv,18,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-DATABRICKS,Databricks Innovation Workspace operational dataset,VP Corporate Innovation IT and Data AI,Databricks Innovation Workspace,Databricks Innovation Workspace to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Innovation IT and Data AI,0.68,watch
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ENTRA,Microsoft Entra ID operational dataset,v6_holdco_synthetic_pack,CISO,synthetic_demo,holdco/data-assets-integrations.csv,19,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ENTRA,Microsoft Entra ID operational dataset,CISO,Microsoft Entra ID,Microsoft Entra ID to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|CISO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-M365,Microsoft 365 and Copilot operational dataset,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/data-assets-integrations.csv,20,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-M365,Microsoft 365 and Copilot operational dataset,VP Corporate Platforms,Microsoft 365 and Copilot,Microsoft 365 and Copilot to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Platforms,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-MULESOFT,MuleSoft Integration Hub operational dataset,v6_holdco_synthetic_pack,VP Corporate Platforms,synthetic_demo,holdco/data-assets-integrations.csv,21,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-MULESOFT,MuleSoft Integration Hub operational dataset,VP Corporate Platforms,MuleSoft Integration Hub,MuleSoft Integration Hub to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Platforms,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-AI-GOV,AI Governance Registry operational dataset,v6_holdco_synthetic_pack,VP Corporate Innovation IT and Data AI,synthetic_demo,holdco/data-assets-integrations.csv,22,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-AI-GOV,AI Governance Registry operational dataset,VP Corporate Innovation IT and Data AI,AI Governance Registry,AI Governance Registry to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|VP Corporate Innovation IT and Data AI,0.68,watch
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-NORTH-WMS,Northline Warehouse WMS operational dataset,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/data-assets-integrations.csv,23,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-NORTH-WMS,Northline Warehouse WMS operational dataset,Northline CIO,Northline Warehouse WMS,Northline Warehouse WMS to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Northline CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-NORTH-TMS,Northline TMS operational dataset,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/data-assets-integrations.csv,24,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-NORTH-TMS,Northline TMS operational dataset,Northline CIO,Northline TMS,Northline TMS to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Northline CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-NORTH-TELE,Northline Fleet Telematics operational dataset,v6_holdco_synthetic_pack,Northline CIO,synthetic_demo,holdco/data-assets-integrations.csv,25,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-NORTH-TELE,Northline Fleet Telematics operational dataset,Northline CIO,Northline Fleet Telematics,Northline Fleet Telematics to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Northline CIO,0.68,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-CREST-CRM,Brightmark Salesforce CRM operational dataset,v6_holdco_synthetic_pack,Brightmark CIO,synthetic_demo,holdco/data-assets-integrations.csv,26,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-CREST-CRM,Brightmark Salesforce CRM operational dataset,Brightmark CIO,Brightmark Salesforce CRM,Brightmark Salesforce CRM to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Brightmark CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-CREST-PSA,Brightmark Professional Services Automation operational dataset,v6_holdco_synthetic_pack,Brightmark CIO,synthetic_demo,holdco/data-assets-integrations.csv,27,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-CREST-PSA,Brightmark Professional Services Automation operational dataset,Brightmark CIO,Brightmark Professional Services Automation,Brightmark Professional Services Automation to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Brightmark CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-CREST-MKT,Brightmark Marketing Automation operational dataset,v6_holdco_synthetic_pack,Brightmark CIO,synthetic_demo,holdco/data-assets-integrations.csv,28,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-CREST-MKT,Brightmark Marketing Automation operational dataset,Brightmark CIO,Brightmark Marketing Automation,Brightmark Marketing Automation to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Brightmark CIO,0.68,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-RIV-ERP,Forge & Field SAP S/4 operational dataset,v6_holdco_synthetic_pack,Forge & Field CIO,synthetic_demo,holdco/data-assets-integrations.csv,29,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-RIV-ERP,Forge & Field SAP S/4 operational dataset,Forge & Field CIO,Forge & Field SAP S/4,Forge & Field SAP S/4 to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Forge & Field CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-RIV-DTC,Forge & Field DTC Commerce operational dataset,v6_holdco_synthetic_pack,Forge & Field CIO,synthetic_demo,holdco/data-assets-integrations.csv,30,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-RIV-DTC,Forge & Field DTC Commerce operational dataset,Forge & Field CIO,Forge & Field DTC Commerce,Forge & Field DTC Commerce to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Forge & Field CIO,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-RIV-DEMAND,Forge & Field Demand Planning operational dataset,v6_holdco_synthetic_pack,Forge & Field CIO,synthetic_demo,holdco/data-assets-integrations.csv,31,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-RIV-DEMAND,Forge & Field Demand Planning operational dataset,Forge & Field CIO,Forge & Field Demand Planning,Forge & Field Demand Planning to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Forge & Field CIO,0.78,watch
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ARB-FSM,Great Lakes Pantry Field Service operational dataset,v6_holdco_synthetic_pack,Great Lakes Pantry IT Director,synthetic_demo,holdco/data-assets-integrations.csv,32,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ARB-FSM,Great Lakes Pantry Field Service operational dataset,Great Lakes Pantry IT Director,Great Lakes Pantry Field Service,Great Lakes Pantry Field Service to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Great Lakes Pantry IT Director,0.78,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ARB-SCHED,Great Lakes Pantry Workforce Scheduling operational dataset,v6_holdco_synthetic_pack,Great Lakes Pantry IT Director,synthetic_demo,holdco/data-assets-integrations.csv,33,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ARB-SCHED,Great Lakes Pantry Workforce Scheduling operational dataset,Great Lakes Pantry IT Director,Great Lakes Pantry Workforce Scheduling,Great Lakes Pantry Workforce Scheduling to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Great Lakes Pantry IT Director,0.68,governed
lakeshore-holdings,Lakeshore Holdings,v6.0,data_asset_integration,LH-DATA-ARB-BILL,Great Lakes Pantry Billing Platform operational dataset,v6_holdco_synthetic_pack,Great Lakes Pantry IT Director,synthetic_demo,holdco/data-assets-integrations.csv,34,2026-06-18,2026-01-01,2026-12-31,quarterly,high,synthetic_demo,synthetic_confidential,Home|Intelligence|Tower|Moves|Source,facts|tables|charts|graphs|benchmark_context|decision_support,public_real_company_claim|actual_financial_filing_claim|cross_tenant_claim|unsupported_roi_claim,none,2026-06-28T00:00:00Z,2026-07-01T18:00:00Z,LH-DATA-ARB-BILL,Great Lakes Pantry Billing Platform operational dataset,Great Lakes Pantry IT Director,Great Lakes Pantry Billing Platform,Great Lakes Pantry Billing Platform to governed extract to Azure Data Lakehouse or local reporting mart,Tower|Home|Intelligence|Great Lakes Pantry IT Director,0.78,governed
