change_id,planned_start,planned_end,ci_id,business_service,change_type,risk_level,approval_group,implementation_owner,status,backout_plan_tested,caused_incident_id,source_system,source_record_id,source_owner,last_validated_date,confidence,evidence_usable,notes_gaps
CHG0048052,2026-05-01,2026-05-01,CI-APP-SAS-MRM,Model Risk Management,Standard,Low,Enterprise CAB,Commercial Banking Operations,Scheduled,true,,ServiceNow,CHG48052,Change Management,2026-05-01,0.83,true,
CHG0048053,2026-06-02,2026-06-02,CI-APP-004,Wire Transfer Monitoring,Normal,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48053,Change Management,2026-05-01,0.83,true,
CHG0048054,2026-01-03,2026-01-03,CI-DATA-009,Liquidity Reporting,Normal,Low,Model Risk Committee,Digital Payments Technology,Implemented,true,,ServiceNow,CHG48054,Change Management,2026-05-01,0.83,true,
CHG0048055,2026-02-04,2026-02-04,CI-SVC-014,Regulatory Change Tracker,Normal,Medium,Enterprise CAB,Cloud Platform Services,Failed,true,INC0120055,ServiceNow,CHG48055,Change Management,2026-05-01,0.83,false,
CHG0048056,2026-03-05,2026-03-05,CI-APP-019,Treasury Cash Forecasting,Standard,Low,Enterprise CAB,Digital Payments Technology,Scheduled,false,,ServiceNow,CHG48056,Change Management,2026-05-01,0.83,true,
CHG0048057,2026-04-06,2026-04-06,CI-DATA-024,Model Inventory Workflow,Normal,Low,Model Risk Committee,Cloud Platform Services,Implemented,true,,ServiceNow,CHG48057,Change Management,2026-05-01,0.83,true,
CHG0048058,2026-05-07,2026-05-07,CI-SVC-029,Collateral Valuation,Normal,Low,Enterprise CAB,Digital Payments Technology,Scheduled,true,,ServiceNow,CHG48058,Change Management,2026-05-01,0.83,true,
CHG0048059,2026-06-08,2026-06-08,CI-APP-034,Deposit Pricing Engine,Normal,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48059,Change Management,2026-05-01,0.83,true,
CHG0048060,2026-01-09,2026-01-09,CI-DATA-039,CCAR Scenario Data Mart,Standard,Medium,Model Risk Committee,Digital Payments Technology,Implemented,true,,ServiceNow,CHG48060,Change Management,2026-05-01,0.83,true,
CHG0048061,2026-02-10,2026-02-10,CI-SVC-044,KYC Refresh Workflow,Normal,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48061,Change Management,2026-05-01,0.83,true,
CHG0048062,2026-03-11,2026-03-11,CI-APP-049,Commercial Loan Origination,Normal,Low,Enterprise CAB,Digital Payments Technology,Scheduled,true,,ServiceNow,CHG48062,Change Management,2026-05-01,0.83,true,
CHG0048063,2026-04-12,2026-04-12,CI-DATA-054,Customer Risk Rating,Normal,Low,Model Risk Committee,Cloud Platform Services,Implemented,false,,ServiceNow,CHG48063,Change Management,2026-05-01,0.83,true,
CHG0048064,2026-05-13,2026-05-13,CI-SVC-059,Digital Onboarding,Standard,Low,Enterprise CAB,Digital Payments Technology,Scheduled,true,,ServiceNow,CHG48064,Change Management,2026-05-01,0.83,true,
CHG0048065,2026-06-14,2026-06-14,CI-APP-064,Data Quality Rule Engine,Normal,Medium,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48065,Change Management,2026-05-01,0.83,true,
CHG0048066,2026-01-15,2026-01-15,CI-SVC-FEDNOW,Real-Time Payments,Normal,Low,Model Risk Committee,Data and Model Governance,Failed,true,INC0120066,ServiceNow,CHG48066,Change Management,2026-05-01,0.83,false,
CHG0048067,2026-02-16,2026-02-16,CI-DATA-RISK-LAKE,Risk Analytics,Normal,Low,Enterprise CAB,IT Sourcing,Scheduled,true,,ServiceNow,CHG48067,Change Management,2026-05-01,0.83,true,
CHG0048068,2026-03-17,2026-03-17,CI-CLOUD-AZURE-PROD,Cloud Hosting,Emergency,High,Enterprise CAB,Data and Model Governance,Scheduled,true,,ServiceNow,CHG48068,Change Management,2026-05-01,0.83,true,
CHG0048069,2026-04-18,2026-04-18,CI-SVC-002,Deposit Pricing Engine,Normal,Low,Model Risk Committee,Treasury Technology,Implemented,true,,ServiceNow,CHG48069,Change Management,2026-05-01,0.83,true,
CHG0048070,2026-05-19,2026-05-19,CI-APP-007,CCAR Scenario Data Mart,Normal,Medium,Enterprise CAB,Finance Technology,Scheduled,false,,ServiceNow,CHG48070,Change Management,2026-05-01,0.83,true,
CHG0048071,2026-06-20,2026-06-20,CI-DATA-012,KYC Refresh Workflow,Normal,Low,Enterprise CAB,Treasury Technology,Scheduled,true,,ServiceNow,CHG48071,Change Management,2026-05-01,0.83,true,
CHG0048072,2026-01-21,2026-01-21,CI-SVC-017,Commercial Loan Origination,Standard,Low,Model Risk Committee,Finance Technology,Implemented,true,,ServiceNow,CHG48072,Change Management,2026-05-01,0.83,true,
CHG0048073,2026-02-22,2026-02-22,CI-APP-022,Customer Risk Rating,Normal,Low,Enterprise CAB,Treasury Technology,Scheduled,true,,ServiceNow,CHG48073,Change Management,2026-05-01,0.83,true,
CHG0048074,2026-03-23,2026-03-23,CI-DATA-027,Digital Onboarding,Normal,Low,Enterprise CAB,Finance Technology,Scheduled,true,,ServiceNow,CHG48074,Change Management,2026-05-01,0.83,true,
CHG0048075,2026-04-24,2026-04-24,CI-SVC-032,Data Quality Rule Engine,Normal,Medium,Model Risk Committee,Treasury Technology,Implemented,true,,ServiceNow,CHG48075,Change Management,2026-05-01,0.83,true,
CHG0048076,2026-05-25,2026-05-25,CI-APP-037,Branch Workforce Scheduling,Standard,Low,Enterprise CAB,Finance Technology,Scheduled,true,,ServiceNow,CHG48076,Change Management,2026-05-01,0.83,true,
CHG0048077,2026-06-26,2026-06-26,CI-DATA-042,Card Fraud Triage,Normal,Low,Enterprise CAB,Treasury Technology,Failed,false,INC0120077,ServiceNow,CHG48077,Change Management,2026-05-01,0.83,false,
CHG0048078,2026-01-01,2026-01-01,CI-SVC-047,Wealth Client Portal,Normal,Low,Model Risk Committee,Finance Technology,Implemented,true,,ServiceNow,CHG48078,Change Management,2026-05-01,0.83,true,
CHG0048079,2026-02-02,2026-02-02,CI-APP-052,Wire Transfer Monitoring,Normal,Low,Enterprise CAB,Treasury Technology,Scheduled,true,,ServiceNow,CHG48079,Change Management,2026-05-01,0.83,true,
CHG0048080,2026-03-03,2026-03-03,CI-DATA-057,Liquidity Reporting,Standard,Medium,Enterprise CAB,Finance Technology,Scheduled,true,,ServiceNow,CHG48080,Change Management,2026-05-01,0.83,true,
CHG0048081,2026-04-04,2026-04-04,CI-SVC-062,Regulatory Change Tracker,Normal,Low,Model Risk Committee,Treasury Technology,Implemented,true,,ServiceNow,CHG48081,Change Management,2026-05-01,0.83,true,
CHG0048082,2026-05-05,2026-05-05,CI-APP-FIS-HORIZON,Core Banking,Normal,Low,Enterprise CAB,Digital Payments Technology,Scheduled,true,,ServiceNow,CHG48082,Change Management,2026-05-01,0.83,true,
CHG0048083,2026-06-06,2026-06-06,CI-APP-AXIOMSL,Risk Reporting,Normal,Low,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48083,Change Management,2026-05-01,0.83,true,
CHG0048084,2026-01-07,2026-01-07,CI-SEC-OKTA,Identity and Access,Standard,Low,Model Risk Committee,Digital Payments Technology,Implemented,false,,ServiceNow,CHG48084,Change Management,2026-05-01,0.83,true,
CHG0048085,2026-02-08,2026-02-08,CI-APP-WORKDAY-HCM,Workforce Management,Emergency,High,Enterprise CAB,Cloud Platform Services,Scheduled,true,,ServiceNow,CHG48085,Change Management,2026-05-01,0.83,true,
CHG0048086,2026-03-09,2026-03-09,CI-SVC-005,Branch Workforce Scheduling,Normal,Low,Enterprise CAB,Cybersecurity Governance,Scheduled,true,,ServiceNow,CHG48086,Change Management,2026-05-01,0.83,true,
CHG0048087,2026-04-10,2026-04-10,CI-APP-010,Card Fraud Triage,Normal,Low,Model Risk Committee,Risk and Compliance Technology,Implemented,true,,ServiceNow,CHG48087,Change Management,2026-05-01,0.83,true,
CHG0048088,2026-05-11,2026-05-11,CI-DATA-015,Wealth Client Portal,Standard,Low,Enterprise CAB,Cybersecurity Governance,Failed,true,INC0120088,ServiceNow,CHG48088,Change Management,2026-05-01,0.83,false,
CHG0048089,2026-06-12,2026-06-12,CI-SVC-020,Wire Transfer Monitoring,Normal,Low,Enterprise CAB,Risk and Compliance Technology,Scheduled,true,,ServiceNow,CHG48089,Change Management,2026-05-01,0.83,true,
