tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,risk_or_gap,affected_systems,metric_boundary,forbidden_claims
skyharbor-air,SHA-V3-0011,SHA-AIR,IROPS decision support: customer recovery policy constraints need governance,IROPS decision support: customer recovery policy constraints need governance,14_metrics_outcomes,SHA-V3-EVID-0180,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,IROPS decision support,customer recovery policy constraints need governance,IROPS recovery workbench; Crew tracking and recovery platform; Passenger service and reservations platform; Customer contact center CRM,baseline_required_before_value_claim,Do not claim automated disruption recovery is live.; Do not claim completion factor improvement.; Do not bypass safety or operations controls.
skyharbor-air,SHA-V3-0012,SHA-AIR,IROPS decision support: real-time data latency evidence is missing,IROPS decision support: real-time data latency evidence is missing,14_metrics_outcomes,SHA-V3-EVID-0181,active,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,IROPS decision support,real-time data latency evidence is missing,IROPS recovery workbench; Crew tracking and recovery platform; Passenger service and reservations platform; Customer contact center CRM,baseline_required_before_value_claim,Do not claim automated disruption recovery is live.; Do not claim completion factor improvement.; Do not bypass safety or operations controls.
skyharbor-air,SHA-V3-0013,SHA-AIR,Crew recovery optimization: crew legality rule lineage needs owner validation,Crew recovery optimization: crew legality rule lineage needs owner validation,14_metrics_outcomes,SHA-V3-EVID-0182,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Crew recovery optimization,crew legality rule lineage needs owner validation,Crew tracking and recovery platform; IROPS recovery workbench; Departure control system,baseline_required_before_value_claim,Do not claim crew legality automation is production-ready.; Do not claim labor-rule compliance without legal/operations approval.
skyharbor-air,SHA-V3-0014,SHA-AIR,Crew recovery optimization: scenario library does not cover all disruption modes,Crew recovery optimization: scenario library does not cover all disruption modes,14_metrics_outcomes,SHA-V3-EVID-0183,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Crew recovery optimization,scenario library does not cover all disruption modes,Crew tracking and recovery platform; IROPS recovery workbench; Departure control system,baseline_required_before_value_claim,Do not claim crew legality automation is production-ready.; Do not claim labor-rule compliance without legal/operations approval.
skyharbor-air,SHA-V3-0015,SHA-AIR,Crew recovery optimization: human override reason codes are not captured,Crew recovery optimization: human override reason codes are not captured,14_metrics_outcomes,SHA-V3-EVID-0184,candidate,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Crew recovery optimization,human override reason codes are not captured,Crew tracking and recovery platform; IROPS recovery workbench; Departure control system,baseline_required_before_value_claim,Do not claim crew legality automation is production-ready.; Do not claim labor-rule compliance without legal/operations approval.
skyharbor-air,SHA-V3-0016,SHA-AIR,Crew recovery optimization: union/work-rule interpretation evidence is not loaded,Crew recovery optimization: union/work-rule interpretation evidence is not loaded,14_metrics_outcomes,SHA-V3-EVID-0185,active,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Crew recovery optimization,union/work-rule interpretation evidence is not loaded,Crew tracking and recovery platform; IROPS recovery workbench; Departure control system,baseline_required_before_value_claim,Do not claim crew legality automation is production-ready.; Do not claim labor-rule compliance without legal/operations approval.
skyharbor-air,SHA-V3-0017,SHA-AIR,Contact center agent assist: transcript governance is not approved,Contact center agent assist: transcript governance is not approved,14_metrics_outcomes,SHA-V3-EVID-0186,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,transcript governance is not approved,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,baseline_required_before_value_claim,Do not claim live agent assist.; Do not claim measured AHT reduction.; Do not expose passenger or loyalty PII.
skyharbor-air,SHA-V3-0018,SHA-AIR,Contact center agent assist: real-time PSS/CRM integration evidence is missing,Contact center agent assist: real-time PSS/CRM integration evidence is missing,14_metrics_outcomes,SHA-V3-EVID-0187,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,real-time PSS/CRM integration evidence is missing,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,baseline_required_before_value_claim,Do not claim live agent assist.; Do not claim measured AHT reduction.; Do not expose passenger or loyalty PII.
skyharbor-air,SHA-V3-0019,SHA-AIR,Contact center agent assist: policy content ownership is not assigned,Contact center agent assist: policy content ownership is not assigned,14_metrics_outcomes,SHA-V3-EVID-0188,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,policy content ownership is not assigned,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,baseline_required_before_value_claim,Do not claim live agent assist.; Do not claim measured AHT reduction.; Do not expose passenger or loyalty PII.
skyharbor-air,SHA-V3-0020,SHA-AIR,Contact center agent assist: agent acceptance and QA telemetry are not loaded,Contact center agent assist: agent acceptance and QA telemetry are not loaded,14_metrics_outcomes,SHA-V3-EVID-0189,candidate,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,agent acceptance and QA telemetry are not loaded,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,baseline_required_before_value_claim,Do not claim live agent assist.; Do not claim measured AHT reduction.; Do not expose passenger or loyalty PII.
skyharbor-air,SHA-V3-0021,SHA-AIR,Maintenance analytics: maintenance event lineage is not certified,Maintenance analytics: maintenance event lineage is not certified,14_metrics_outcomes,SHA-V3-EVID-0190,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,maintenance event lineage is not certified,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,baseline_required_before_value_claim,Do not claim safety improvement.; Do not claim aircraft availability lift.; Do not bypass maintenance controls.
skyharbor-air,SHA-V3-0022,SHA-AIR,Maintenance analytics: parts and work-order feeds are not reconciled,Maintenance analytics: parts and work-order feeds are not reconciled,14_metrics_outcomes,SHA-V3-EVID-0191,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,parts and work-order feeds are not reconciled,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,baseline_required_before_value_claim,Do not claim safety improvement.; Do not claim aircraft availability lift.; Do not bypass maintenance controls.
skyharbor-air,SHA-V3-0023,SHA-AIR,Maintenance analytics: safety and reliability controls need accountable review,Maintenance analytics: safety and reliability controls need accountable review,14_metrics_outcomes,SHA-V3-EVID-0192,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,safety and reliability controls need accountable review,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,baseline_required_before_value_claim,Do not claim safety improvement.; Do not claim aircraft availability lift.; Do not bypass maintenance controls.
skyharbor-air,SHA-V3-0024,SHA-AIR,Maintenance analytics: target lakehouse is not certified,Maintenance analytics: target lakehouse is not certified,14_metrics_outcomes,SHA-V3-EVID-0193,active,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,target lakehouse is not certified,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,baseline_required_before_value_claim,Do not claim safety improvement.; Do not claim aircraft availability lift.; Do not bypass maintenance controls.
skyharbor-air,SHA-V3-0025,SHA-AIR,Baggage disruption analytics: bag scan completeness and station exception lineage are not proven,Baggage disruption analytics: bag scan completeness and station exception lineage are not proven,14_metrics_outcomes,SHA-V3-EVID-0194,candidate,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,bag scan completeness and station exception lineage are not proven,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,baseline_required_before_value_claim,Do not claim mishandled baggage reduction.; Do not claim station root cause without evidence.
skyharbor-air,SHA-V3-0026,SHA-AIR,Baggage disruption analytics: claim-to-station linkage requires validation,Baggage disruption analytics: claim-to-station linkage requires validation,14_metrics_outcomes,SHA-V3-EVID-0195,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,claim-to-station linkage requires validation,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,baseline_required_before_value_claim,Do not claim mishandled baggage reduction.; Do not claim station root cause without evidence.
skyharbor-air,SHA-V3-0027,SHA-AIR,Baggage disruption analytics: customer impact metrics are not certified,Baggage disruption analytics: customer impact metrics are not certified,14_metrics_outcomes,SHA-V3-EVID-0196,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,customer impact metrics are not certified,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,baseline_required_before_value_claim,Do not claim mishandled baggage reduction.; Do not claim station root cause without evidence.
skyharbor-air,SHA-V3-0028,SHA-AIR,Baggage disruption analytics: root-cause workflow evidence is missing,Baggage disruption analytics: root-cause workflow evidence is missing,14_metrics_outcomes,SHA-V3-EVID-0197,active,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,root-cause workflow evidence is missing,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,baseline_required_before_value_claim,Do not claim mishandled baggage reduction.; Do not claim station root cause without evidence.
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0001,SHA-AIR,CIO / Technology leadership team: AMS/IMS sourcing readiness,"CIO / Technology leadership team says AMS/IMS sourcing readiness is promising, but strategy is not decision-grade until ServiceNow ITSM and CMDB evidence closes: SLA commitments are not consistently mapped to business criticality. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0001,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0002,SHA-AIR,CIO / Technology leadership team: Existing managed-services contract optimization,"CIO / Technology leadership team says Existing managed-services contract optimization is promising, but operating model is not decision-grade until ServiceNow ITSM and CMDB evidence closes: chronic SLA misses need business-impact linkage. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0002,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0003,SHA-AIR,CIO / Technology leadership team: IROPS decision support,"CIO / Technology leadership team says IROPS decision support is promising, but vendor is not decision-grade until Passenger service and reservations platform evidence closes: customer recovery policy constraints need governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0003,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0004,SHA-AIR,CIO / Technology leadership team: Crew recovery optimization,"CIO / Technology leadership team says Crew recovery optimization is promising, but platform is not decision-grade until Crew tracking and recovery platform evidence closes: union/work-rule interpretation evidence is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0004,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0005,SHA-AIR,CIO / Technology leadership team: Contact center agent assist,"CIO / Technology leadership team says Contact center agent assist is promising, but data is not decision-grade until Customer contact center CRM evidence closes: transcript governance is not approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0005,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0006,SHA-AIR,CIO / Technology leadership team: Maintenance analytics,"CIO / Technology leadership team says Maintenance analytics is promising, but modernization is not decision-grade until AWS airline data lakehouse evidence closes: parts and work-order feeds are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0006,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0007,SHA-AIR,CIO / Technology leadership team: Baggage disruption analytics,"CIO / Technology leadership team says Baggage disruption analytics is promising, but AI readiness is not decision-grade until Baggage tracking and claims platform evidence closes: customer impact metrics are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0007,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0008,SHA-AIR,CIO / Technology leadership team: AMS/IMS sourcing readiness,"CIO / Technology leadership team says AMS/IMS sourcing readiness is promising, but risk is not decision-grade until Finance and procurement ERP evidence closes: productivity and AI automation commitments are ambiguous. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0008,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0009,SHA-AIR,CIO / Technology leadership team: Existing managed-services contract optimization,"CIO / Technology leadership team says Existing managed-services contract optimization is promising, but metrics is not decision-grade until AMS supplier delivery platform evidence closes: service-credit eligibility and credits applied are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0009,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0010,SHA-AIR,CIO / Technology leadership team: IROPS decision support,"CIO / Technology leadership team says IROPS decision support is promising, but value is not decision-grade until Crew tracking and recovery platform evidence closes: operator acceptance telemetry is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0010,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
skyharbor-air,SHA-SA07-14_METRICS_OUTCOMES-0011,SHA-AIR,CIO / Technology leadership team: Crew recovery optimization,"CIO / Technology leadership team says Crew recovery optimization is promising, but sourcing is not decision-grade until IROPS recovery workbench evidence closes: human override reason codes are not captured. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",14_metrics_outcomes,SHA-SA07-INT-EVID-0011,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,baseline_required_before_value_claim,
