tenant_key,record_id,entity_id,business_name,context_item,dimension,evidence_id,active_candidate_status,confidence,source_type,source_basis,synthetic_data_flag,evidence_boundary,module_usage_notes,use_case,data_domain,systems,value_hypothesis,evidence_needed
skyharbor-air,SHA-V3-0011,SHA-AIR,Crew recovery optimization: open pairings,Crew recovery optimization: open pairings,05_data_assets_integrations,SHA-V3-EVID-0110,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Crew recovery optimization,open pairings,Crew tracking and recovery platform; IROPS recovery workbench; Departure control system,"Support crew recovery scenarios only after legality rules, work-rule interpretation, reserve data, acceptance telemetry, and override controls are validated.",crew legality rule lineage needs owner validation; scenario library does not cover all disruption modes; human override reason codes are not captured; union/work-rule interpretation evidence is not loaded
skyharbor-air,SHA-V3-0012,SHA-AIR,Crew recovery optimization: reserve availability,Crew recovery optimization: reserve availability,05_data_assets_integrations,SHA-V3-EVID-0111,active,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Crew recovery optimization,reserve availability,Crew tracking and recovery platform; IROPS recovery workbench; Departure control system,"Support crew recovery scenarios only after legality rules, work-rule interpretation, reserve data, acceptance telemetry, and override controls are validated.",crew legality rule lineage needs owner validation; scenario library does not cover all disruption modes; human override reason codes are not captured; union/work-rule interpretation evidence is not loaded
skyharbor-air,SHA-V3-0013,SHA-AIR,Contact center agent assist: call reasons,Contact center agent assist: call reasons,05_data_assets_integrations,SHA-V3-EVID-0112,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,call reasons,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,"Enable agent assist only after transcript, PSS, CRM, loyalty, policy, QA, and audit evidence are approved; quantify containment and handle-time impact after baselines are loaded.",transcript governance is not approved; real-time PSS/CRM integration evidence is missing; policy content ownership is not assigned; agent acceptance and QA telemetry are not loaded
skyharbor-air,SHA-V3-0014,SHA-AIR,Contact center agent assist: case history,Contact center agent assist: case history,05_data_assets_integrations,SHA-V3-EVID-0113,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,case history,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,"Enable agent assist only after transcript, PSS, CRM, loyalty, policy, QA, and audit evidence are approved; quantify containment and handle-time impact after baselines are loaded.",transcript governance is not approved; real-time PSS/CRM integration evidence is missing; policy content ownership is not assigned; agent acceptance and QA telemetry are not loaded
skyharbor-air,SHA-V3-0015,SHA-AIR,Contact center agent assist: PNR context,Contact center agent assist: PNR context,05_data_assets_integrations,SHA-V3-EVID-0114,candidate,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Contact center agent assist,PNR context,Customer contact center CRM; Passenger service and reservations platform; Loyalty platform; IROPS recovery workbench,"Enable agent assist only after transcript, PSS, CRM, loyalty, policy, QA, and audit evidence are approved; quantify containment and handle-time impact after baselines are loaded.",transcript governance is not approved; real-time PSS/CRM integration evidence is missing; policy content ownership is not assigned; agent acceptance and QA telemetry are not loaded
skyharbor-air,SHA-V3-0016,SHA-AIR,Maintenance analytics: defects,Maintenance analytics: defects,05_data_assets_integrations,SHA-V3-EVID-0115,active,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,defects,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,"Support reliability analytics after maintenance, parts, work-order, safety/control, and data-quality evidence is approved; no availability improvement claim until measured outcomes exist.",maintenance event lineage is not certified; parts and work-order feeds are not reconciled; safety and reliability controls need accountable review; target lakehouse is not certified
skyharbor-air,SHA-V3-0017,SHA-AIR,Maintenance analytics: deferred maintenance,Maintenance analytics: deferred maintenance,05_data_assets_integrations,SHA-V3-EVID-0116,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,deferred maintenance,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,"Support reliability analytics after maintenance, parts, work-order, safety/control, and data-quality evidence is approved; no availability improvement claim until measured outcomes exist.",maintenance event lineage is not certified; parts and work-order feeds are not reconciled; safety and reliability controls need accountable review; target lakehouse is not certified
skyharbor-air,SHA-V3-0018,SHA-AIR,Maintenance analytics: parts availability,Maintenance analytics: parts availability,05_data_assets_integrations,SHA-V3-EVID-0117,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Maintenance analytics,parts availability,Maintenance planning and reliability suite; Legacy airline enterprise data warehouse; AWS airline data lakehouse,"Support reliability analytics after maintenance, parts, work-order, safety/control, and data-quality evidence is approved; no availability improvement claim until measured outcomes exist.",maintenance event lineage is not certified; parts and work-order feeds are not reconciled; safety and reliability controls need accountable review; target lakehouse is not certified
skyharbor-air,SHA-V3-0019,SHA-AIR,Baggage disruption analytics: bag scans,Baggage disruption analytics: bag scans,05_data_assets_integrations,SHA-V3-EVID-0118,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,bag scans,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,"Prioritize baggage disruption analytics after bag scan, station, claim, and root-cause evidence is validated; quantify value after operations and customer baselines are approved.",bag scan completeness and station exception lineage are not proven; claim-to-station linkage requires validation; customer impact metrics are not certified; root-cause workflow evidence is missing
skyharbor-air,SHA-V3-0020,SHA-AIR,Baggage disruption analytics: station exceptions,Baggage disruption analytics: station exceptions,05_data_assets_integrations,SHA-V3-EVID-0119,candidate,medium,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,station exceptions,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,"Prioritize baggage disruption analytics after bag scan, station, claim, and root-cause evidence is validated; quantify value after operations and customer baselines are approved.",bag scan completeness and station exception lineage are not proven; claim-to-station linkage requires validation; customer impact metrics are not certified; root-cause workflow evidence is missing
skyharbor-air,SHA-V3-0021,SHA-AIR,Baggage disruption analytics: claim events,Baggage disruption analytics: claim events,05_data_assets_integrations,SHA-V3-EVID-0120,active,high,synthetic_v3_context_generation,synthetic_airline_v3_context_generation,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Home|Knowledge|Intelligence|Moves|Source|Tower,Baggage disruption analytics,claim events,Baggage tracking and claims platform; Departure control system; Legacy airline enterprise data warehouse,"Prioritize baggage disruption analytics after bag scan, station, claim, and root-cause evidence is validated; quantify value after operations and customer baselines are approved.",bag scan completeness and station exception lineage are not proven; claim-to-station linkage requires validation; customer impact metrics are not certified; root-cause workflow evidence is missing
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0001,SHA-AIR,CIO / Technology leadership team: AMS/IMS sourcing readiness,"CIO / Technology leadership team says AMS/IMS sourcing readiness is promising, but strategy is not decision-grade until ServiceNow ITSM and CMDB evidence closes: SLA commitments are not consistently mapped to business criticality. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0001,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,SLA commitments are not consistently mapped to business criticality; change-order leakage evidence needs invoice-to-SOW reconciliation; benchmarking and exit rights require legal review; productivity and AI automation commitments are ambiguous
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0002,SHA-AIR,CIO / Technology leadership team: Existing managed-services contract optimization,"CIO / Technology leadership team says Existing managed-services contract optimization is promising, but operating model is not decision-grade until ServiceNow ITSM and CMDB evidence closes: chronic SLA misses need business-impact linkage. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0002,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,service-credit eligibility and credits applied are not reconciled; chronic SLA misses need business-impact linkage; staffing and rate-card mapping are not finance-certified; termination assistance and step-in rights need legal validation
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0003,SHA-AIR,CIO / Technology leadership team: IROPS decision support,"CIO / Technology leadership team says IROPS decision support is promising, but vendor is not decision-grade until Passenger service and reservations platform evidence closes: customer recovery policy constraints need governance. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0003,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,cross-system disruption lineage is not certified; operator acceptance telemetry is not loaded; customer recovery policy constraints need governance; real-time data latency evidence is missing
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0004,SHA-AIR,CIO / Technology leadership team: Crew recovery optimization,"CIO / Technology leadership team says Crew recovery optimization is promising, but platform is not decision-grade until Crew tracking and recovery platform evidence closes: union/work-rule interpretation evidence is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0004,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,crew legality rule lineage needs owner validation; scenario library does not cover all disruption modes; human override reason codes are not captured; union/work-rule interpretation evidence is not loaded
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0005,SHA-AIR,CIO / Technology leadership team: Contact center agent assist,"CIO / Technology leadership team says Contact center agent assist is promising, but data is not decision-grade until Customer contact center CRM evidence closes: transcript governance is not approved. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0005,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,transcript governance is not approved; real-time PSS/CRM integration evidence is missing; policy content ownership is not assigned; agent acceptance and QA telemetry are not loaded
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0006,SHA-AIR,CIO / Technology leadership team: Maintenance analytics,"CIO / Technology leadership team says Maintenance analytics is promising, but modernization is not decision-grade until AWS airline data lakehouse evidence closes: parts and work-order feeds are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0006,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,maintenance event lineage is not certified; parts and work-order feeds are not reconciled; safety and reliability controls need accountable review; target lakehouse is not certified
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0007,SHA-AIR,CIO / Technology leadership team: Baggage disruption analytics,"CIO / Technology leadership team says Baggage disruption analytics is promising, but AI readiness is not decision-grade until Baggage tracking and claims platform evidence closes: customer impact metrics are not certified. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0007,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,bag scan completeness and station exception lineage are not proven; claim-to-station linkage requires validation; customer impact metrics are not certified; root-cause workflow evidence is missing
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0008,SHA-AIR,CIO / Technology leadership team: AMS/IMS sourcing readiness,"CIO / Technology leadership team says AMS/IMS sourcing readiness is promising, but risk is not decision-grade until Finance and procurement ERP evidence closes: productivity and AI automation commitments are ambiguous. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0008,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,SLA commitments are not consistently mapped to business criticality; change-order leakage evidence needs invoice-to-SOW reconciliation; benchmarking and exit rights require legal review; productivity and AI automation commitments are ambiguous
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0009,SHA-AIR,CIO / Technology leadership team: Existing managed-services contract optimization,"CIO / Technology leadership team says Existing managed-services contract optimization is promising, but metrics is not decision-grade until AMS supplier delivery platform evidence closes: service-credit eligibility and credits applied are not reconciled. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0009,candidate,medium,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,service-credit eligibility and credits applied are not reconciled; chronic SLA misses need business-impact linkage; staffing and rate-card mapping are not finance-certified; termination assistance and step-in rights need legal validation
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0010,SHA-AIR,CIO / Technology leadership team: IROPS decision support,"CIO / Technology leadership team says IROPS decision support is promising, but value is not decision-grade until Crew tracking and recovery platform evidence closes: operator acceptance telemetry is not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0010,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,cross-system disruption lineage is not certified; operator acceptance telemetry is not loaded; customer recovery policy constraints need governance; real-time data latency evidence is missing
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0011,SHA-AIR,CIO / Technology leadership team: Crew recovery optimization,"CIO / Technology leadership team says Crew recovery optimization is promising, but sourcing is not decision-grade until IROPS recovery workbench evidence closes: human override reason codes are not captured. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0011,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,crew legality rule lineage needs owner validation; scenario library does not cover all disruption modes; human override reason codes are not captured; union/work-rule interpretation evidence is not loaded
skyharbor-air,SHA-SA07-05_DATA_ASSETS_INTEGRATIONS-0012,SHA-AIR,CIO / Technology leadership team: Contact center agent assist,"CIO / Technology leadership team says Contact center agent assist is promising, but evidence is not decision-grade until IROPS recovery workbench evidence closes: agent acceptance and QA telemetry are not loaded. The team wants Nexus to preserve this as context, not produce sourcing-event outputs yet.",05_data_assets_integrations,SHA-SA07-INT-EVID-0012,candidate,high,executive_interview,synthetic_executive_interview_evidence,synthetic_demo,synthetic_demo_no_real_airline_data_planning_grade,Enterprise Profile|Business Functions|Org Ownership|Workforce Roles|Applications & Systems|Data Assets & Integrations|Vendors & Contracts|IT Budget Spend Value|Programs & Initiatives|Risks & Controls|Metrics & Outcomes|Managed Services Scope|Operational Process Evidence|SourceContextPack|MovesContextPack|TowerContextPack|Knowledge/Home CXO story blocks,,,,,transcript governance is not approved; real-time PSS/CRM integration evidence is missing; policy content ownership is not assigned; agent acceptance and QA telemetry are not loaded
