tenant_key,line_id,initiative_id,vendor_or_tool,spend_category,budget_fy26_usd,actual_ytd_usd,contract_value_usd,renewal_date,unit_economic_note,amount_type,view,is_rollup_of,basis,period,formula,formula_version,source_file,source_row,value_source,notes
skyharbor-air,SHA-SPEND-003-3,SHA-INIT-003,SAP,cloud_infra,3750000,1830000,not_loaded,2026-05-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,12,tenant_file,Spend line for Enterprise CDP Selection and Identity Graph
skyharbor-air,SHA-SPEND-003-4,SHA-INIT-003,Salesforce,si_services,5000000,2440000,not_loaded,2026-06-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,13,tenant_file,Spend line for Enterprise CDP Selection and Identity Graph
skyharbor-air,SHA-SPEND-004-1,SHA-INIT-004,internal,labor,1425000,705000,not_loaded,2026-04-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,14,tenant_file,Spend line for Mainframe API and Event Bridge
skyharbor-air,SHA-SPEND-004-2,SHA-INIT-004,SAP,vendor_license,2850000,1410000,not_loaded,2026-05-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,15,tenant_file,Spend line for Mainframe API and Event Bridge
skyharbor-air,SHA-SPEND-004-3,SHA-INIT-004,Salesforce,cloud_infra,4275000,2115000,not_loaded,2026-06-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,16,tenant_file,Spend line for Mainframe API and Event Bridge
skyharbor-air,SHA-SPEND-004-4,SHA-INIT-004,Adobe,si_services,5700000,2820000,not_loaded,2026-07-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,17,tenant_file,Spend line for Mainframe API and Event Bridge
skyharbor-air,SHA-SPEND-005-1,SHA-INIT-005,internal,labor,1600000,800000,not_loaded,2026-05-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,18,tenant_file,Spend line for Teradata Vantage Workload Rationalization
skyharbor-air,SHA-SPEND-005-2,SHA-INIT-005,Salesforce,vendor_license,3200000,1600000,not_loaded,2026-06-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,19,tenant_file,Spend line for Teradata Vantage Workload Rationalization
skyharbor-air,SHA-SPEND-005-3,SHA-INIT-005,Adobe,cloud_infra,4800000,2400000,not_loaded,2026-07-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,20,tenant_file,Spend line for Teradata Vantage Workload Rationalization
skyharbor-air,SHA-SPEND-005-4,SHA-INIT-005,ServiceNow,si_services,6400000,3200000,not_loaded,2026-08-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,21,tenant_file,Spend line for Teradata Vantage Workload Rationalization
skyharbor-air,SHA-SPEND-006-1,SHA-INIT-006,internal,labor,1775000,895000,not_loaded,2026-06-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,22,tenant_file,Spend line for Crew Recovery Optimization
skyharbor-air,SHA-SPEND-006-2,SHA-INIT-006,Adobe,vendor_license,3550000,1790000,not_loaded,2026-07-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,23,tenant_file,Spend line for Crew Recovery Optimization
skyharbor-air,SHA-SPEND-006-3,SHA-INIT-006,ServiceNow,cloud_infra,5325000,2685000,not_loaded,2026-08-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,24,tenant_file,Spend line for Crew Recovery Optimization
skyharbor-air,SHA-SPEND-006-4,SHA-INIT-006,Informatica,si_services,7100000,3580000,not_loaded,2026-09-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,25,tenant_file,Spend line for Crew Recovery Optimization
skyharbor-air,SHA-SPEND-007-1,SHA-INIT-007,internal,labor,1950000,990000,not_loaded,2026-07-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,26,tenant_file,Spend line for Baggage Exception Prediction
skyharbor-air,SHA-SPEND-007-2,SHA-INIT-007,ServiceNow,vendor_license,3900000,1980000,not_loaded,2026-08-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,27,tenant_file,Spend line for Baggage Exception Prediction
skyharbor-air,SHA-SPEND-007-3,SHA-INIT-007,Informatica,cloud_infra,5850000,2970000,not_loaded,2026-09-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,28,tenant_file,Spend line for Baggage Exception Prediction
skyharbor-air,SHA-SPEND-007-4,SHA-INIT-007,Tableau,si_services,7800000,3960000,not_loaded,2026-10-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,29,tenant_file,Spend line for Baggage Exception Prediction
skyharbor-air,SHA-SPEND-008-1,SHA-INIT-008,internal,labor,2125000,1085000,not_loaded,2026-08-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,30,tenant_file,Spend line for MRO Predictive Maintenance Agent
skyharbor-air,SHA-SPEND-008-2,SHA-INIT-008,Informatica,vendor_license,4250000,2170000,not_loaded,2026-09-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,31,tenant_file,Spend line for MRO Predictive Maintenance Agent
skyharbor-air,SHA-SPEND-008-3,SHA-INIT-008,Tableau,cloud_infra,6375000,3255000,not_loaded,2026-10-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,32,tenant_file,Spend line for MRO Predictive Maintenance Agent
skyharbor-air,SHA-SPEND-008-4,SHA-INIT-008,SITA,si_services,8500000,4340000,not_loaded,2026-11-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,33,tenant_file,Spend line for MRO Predictive Maintenance Agent
skyharbor-air,SHA-SPEND-009-1,SHA-INIT-009,internal,labor,2300000,1180000,not_loaded,2026-09-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,34,tenant_file,Spend line for Contact Center Agent Assist
skyharbor-air,SHA-SPEND-009-2,SHA-INIT-009,Tableau,vendor_license,4600000,2360000,not_loaded,2026-10-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,35,tenant_file,Spend line for Contact Center Agent Assist
skyharbor-air,SHA-SPEND-009-3,SHA-INIT-009,SITA,cloud_infra,6900000,3540000,not_loaded,2026-11-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,36,tenant_file,Spend line for Contact Center Agent Assist
skyharbor-air,SHA-SPEND-009-4,SHA-INIT-009,Sabre,si_services,9200000,4720000,not_loaded,2026-12-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,37,tenant_file,Spend line for Contact Center Agent Assist
skyharbor-air,SHA-SPEND-010-1,SHA-INIT-010,internal,labor,2475000,1275000,not_loaded,2026-10-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,38,tenant_file,Spend line for Engineering Productivity AI
skyharbor-air,SHA-SPEND-010-2,SHA-INIT-010,SITA,vendor_license,4950000,2550000,not_loaded,2026-11-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,39,tenant_file,Spend line for Engineering Productivity AI
skyharbor-air,SHA-SPEND-010-3,SHA-INIT-010,Sabre,cloud_infra,7425000,3825000,not_loaded,2026-12-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,40,tenant_file,Spend line for Engineering Productivity AI
skyharbor-air,SHA-SPEND-010-4,SHA-INIT-010,Amadeus,si_services,9900000,5100000,not_loaded,2026-01-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,41,tenant_file,Spend line for Engineering Productivity AI
skyharbor-air,SHA-SPEND-011-1,SHA-INIT-100,internal,labor,2650000,1370000,not_loaded,2026-11-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,42,tenant_file,Spend line for IROPS recovery decisioning modernization
skyharbor-air,SHA-SPEND-011-2,SHA-INIT-100,Sabre,vendor_license,5300000,2740000,not_loaded,2026-12-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,43,tenant_file,Spend line for IROPS recovery decisioning modernization
skyharbor-air,SHA-SPEND-011-3,SHA-INIT-100,Amadeus,cloud_infra,7950000,4110000,not_loaded,2026-01-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,44,tenant_file,Spend line for IROPS recovery decisioning modernization
skyharbor-air,SHA-SPEND-011-4,SHA-INIT-100,Jeppesen,si_services,10600000,5480000,not_loaded,2026-02-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,45,tenant_file,Spend line for IROPS recovery decisioning modernization
skyharbor-air,SHA-SPEND-012-1,SHA-INIT-101,internal,labor,2825000,1465000,not_loaded,2026-12-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,46,tenant_file,Spend line for Crew recovery and legality modernization
skyharbor-air,SHA-SPEND-012-2,SHA-INIT-101,Amadeus,vendor_license,5650000,2930000,not_loaded,2026-01-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,47,tenant_file,Spend line for Crew recovery and legality modernization
skyharbor-air,SHA-SPEND-012-3,SHA-INIT-101,Jeppesen,cloud_infra,8475000,4395000,not_loaded,2026-02-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,48,tenant_file,Spend line for Crew recovery and legality modernization
skyharbor-air,SHA-SPEND-012-4,SHA-INIT-101,GE Aerospace,si_services,11300000,5860000,not_loaded,2026-03-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,49,tenant_file,Spend line for Crew recovery and legality modernization
skyharbor-air,SHA-SPEND-013-1,SHA-INIT-102,internal,labor,3000000,1560000,not_loaded,2026-01-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,50,tenant_file,Spend line for Flight planning and dispatch modernization
skyharbor-air,SHA-SPEND-013-2,SHA-INIT-102,Jeppesen,vendor_license,6000000,3120000,not_loaded,2026-02-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,51,tenant_file,Spend line for Flight planning and dispatch modernization
skyharbor-air,SHA-SPEND-013-3,SHA-INIT-102,GE Aerospace,cloud_infra,9000000,4680000,not_loaded,2026-03-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,52,tenant_file,Spend line for Flight planning and dispatch modernization
skyharbor-air,SHA-SPEND-013-4,SHA-INIT-102,Honeywell,si_services,12000000,6240000,not_loaded,2026-04-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,53,tenant_file,Spend line for Flight planning and dispatch modernization
skyharbor-air,SHA-SPEND-014-1,SHA-INIT-103,internal,labor,3175000,1655000,not_loaded,2026-02-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,54,tenant_file,Spend line for Airport turn management modernization
skyharbor-air,SHA-SPEND-014-2,SHA-INIT-103,GE Aerospace,vendor_license,6350000,3310000,not_loaded,2026-03-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,55,tenant_file,Spend line for Airport turn management modernization
skyharbor-air,SHA-SPEND-014-3,SHA-INIT-103,Honeywell,cloud_infra,9525000,4965000,not_loaded,2026-04-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,56,tenant_file,Spend line for Airport turn management modernization
skyharbor-air,SHA-SPEND-014-4,SHA-INIT-103,Collins,si_services,12700000,6620000,not_loaded,2026-05-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,57,tenant_file,Spend line for Airport turn management modernization
skyharbor-air,SHA-SPEND-015-1,SHA-INIT-104,internal,labor,3350000,1750000,not_loaded,2026-03-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,58,tenant_file,Spend line for Baggage tracking and recovery modernization
skyharbor-air,SHA-SPEND-015-2,SHA-INIT-104,Honeywell,vendor_license,6700000,3500000,not_loaded,2026-04-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,59,tenant_file,Spend line for Baggage tracking and recovery modernization
skyharbor-air,SHA-SPEND-015-3,SHA-INIT-104,Collins,cloud_infra,10050000,5250000,not_loaded,2026-05-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,60,tenant_file,Spend line for Baggage tracking and recovery modernization
skyharbor-air,SHA-SPEND-015-4,SHA-INIT-104,Okta,si_services,13400000,7000000,not_loaded,2026-06-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,61,tenant_file,Spend line for Baggage tracking and recovery modernization
skyharbor-air,SHA-SPEND-016-1,SHA-INIT-105,internal,labor,3525000,1845000,not_loaded,2026-04-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,62,tenant_file,Spend line for MRO predictive maintenance modernization
skyharbor-air,SHA-SPEND-016-2,SHA-INIT-105,Collins,vendor_license,7050000,3690000,not_loaded,2026-05-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,63,tenant_file,Spend line for MRO predictive maintenance modernization
skyharbor-air,SHA-SPEND-016-3,SHA-INIT-105,Okta,cloud_infra,10575000,5535000,not_loaded,2026-06-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,64,tenant_file,Spend line for MRO predictive maintenance modernization
skyharbor-air,SHA-SPEND-016-4,SHA-INIT-105,Datadog,si_services,14100000,7380000,not_loaded,2026-07-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,65,tenant_file,Spend line for MRO predictive maintenance modernization
skyharbor-air,SHA-SPEND-017-1,SHA-INIT-106,internal,labor,3700000,1940000,not_loaded,2026-05-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,66,tenant_file,Spend line for Revenue management and pricing modernization
skyharbor-air,SHA-SPEND-017-2,SHA-INIT-106,Okta,vendor_license,7400000,3880000,not_loaded,2026-06-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,67,tenant_file,Spend line for Revenue management and pricing modernization
skyharbor-air,SHA-SPEND-017-3,SHA-INIT-106,Datadog,cloud_infra,11100000,5820000,not_loaded,2026-07-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,68,tenant_file,Spend line for Revenue management and pricing modernization
skyharbor-air,SHA-SPEND-017-4,SHA-INIT-106,Splunk,si_services,14800000,7760000,not_loaded,2026-08-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,69,tenant_file,Spend line for Revenue management and pricing modernization
skyharbor-air,SHA-SPEND-018-1,SHA-INIT-107,internal,labor,3875000,2035000,not_loaded,2026-06-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,70,tenant_file,Spend line for NDC offer/order retailing modernization
skyharbor-air,SHA-SPEND-018-2,SHA-INIT-107,Datadog,vendor_license,7750000,4070000,not_loaded,2026-07-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,71,tenant_file,Spend line for NDC offer/order retailing modernization
skyharbor-air,SHA-SPEND-018-3,SHA-INIT-107,Splunk,cloud_infra,11625000,6105000,not_loaded,2026-08-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,72,tenant_file,Spend line for NDC offer/order retailing modernization
skyharbor-air,SHA-SPEND-018-4,SHA-INIT-107,SITA,si_services,15500000,8140000,not_loaded,2026-09-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,73,tenant_file,Spend line for NDC offer/order retailing modernization
skyharbor-air,SHA-SPEND-019-1,SHA-INIT-108,internal,labor,4050000,2130000,not_loaded,2026-07-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,74,tenant_file,Spend line for Loyalty personalization modernization
skyharbor-air,SHA-SPEND-019-2,SHA-INIT-108,Splunk,vendor_license,8100000,4260000,not_loaded,2026-08-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,75,tenant_file,Spend line for Loyalty personalization modernization
skyharbor-air,SHA-SPEND-019-3,SHA-INIT-108,SITA,cloud_infra,12150000,6390000,not_loaded,2026-09-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,76,tenant_file,Spend line for Loyalty personalization modernization
skyharbor-air,SHA-SPEND-019-4,SHA-INIT-108,Sabre,si_services,16200000,8520000,not_loaded,2026-10-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,77,tenant_file,Spend line for Loyalty personalization modernization
skyharbor-air,SHA-SPEND-020-1,SHA-INIT-109,internal,labor,4225000,2225000,not_loaded,2026-08-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,78,tenant_file,Spend line for Digital concierge and journey orchestration modernization
skyharbor-air,SHA-SPEND-020-2,SHA-INIT-109,SITA,vendor_license,8450000,4450000,not_loaded,2026-09-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,79,tenant_file,Spend line for Digital concierge and journey orchestration modernization
skyharbor-air,SHA-SPEND-020-3,SHA-INIT-109,Sabre,cloud_infra,12675000,6675000,not_loaded,2026-10-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,80,tenant_file,Spend line for Digital concierge and journey orchestration modernization
skyharbor-air,SHA-SPEND-020-4,SHA-INIT-109,Amadeus,si_services,16900000,8900000,not_loaded,2026-11-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,81,tenant_file,Spend line for Digital concierge and journey orchestration modernization
skyharbor-air,SHA-SPEND-021-1,SHA-INIT-110,internal,labor,4400000,2320000,not_loaded,2026-09-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,82,tenant_file,Spend line for Contact center service recovery modernization
skyharbor-air,SHA-SPEND-021-2,SHA-INIT-110,Sabre,vendor_license,8800000,4640000,not_loaded,2026-10-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,83,tenant_file,Spend line for Contact center service recovery modernization
skyharbor-air,SHA-SPEND-021-3,SHA-INIT-110,Amadeus,cloud_infra,13200000,6960000,not_loaded,2026-11-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,84,tenant_file,Spend line for Contact center service recovery modernization
skyharbor-air,SHA-SPEND-021-4,SHA-INIT-110,Jeppesen,si_services,17600000,9280000,not_loaded,2026-12-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,85,tenant_file,Spend line for Contact center service recovery modernization
skyharbor-air,SHA-SPEND-022-1,SHA-INIT-111,internal,labor,4575000,2415000,not_loaded,2026-10-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,86,tenant_file,Spend line for Cargo capacity optimization modernization
skyharbor-air,SHA-SPEND-022-2,SHA-INIT-111,Amadeus,vendor_license,9150000,4830000,not_loaded,2026-11-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,87,tenant_file,Spend line for Cargo capacity optimization modernization
skyharbor-air,SHA-SPEND-022-3,SHA-INIT-111,Jeppesen,cloud_infra,13725000,7245000,not_loaded,2026-12-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,88,tenant_file,Spend line for Cargo capacity optimization modernization
skyharbor-air,SHA-SPEND-022-4,SHA-INIT-111,GE Aerospace,si_services,18300000,9660000,not_loaded,2026-01-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,89,tenant_file,Spend line for Cargo capacity optimization modernization
skyharbor-air,SHA-SPEND-023-1,SHA-INIT-112,internal,labor,4750000,2510000,not_loaded,2026-11-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,90,tenant_file,Spend line for Fuel optimization and sustainability modernization
skyharbor-air,SHA-SPEND-023-2,SHA-INIT-112,Jeppesen,vendor_license,9500000,5020000,not_loaded,2026-12-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,91,tenant_file,Spend line for Fuel optimization and sustainability modernization
skyharbor-air,SHA-SPEND-023-3,SHA-INIT-112,GE Aerospace,cloud_infra,14250000,7530000,not_loaded,2026-01-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,92,tenant_file,Spend line for Fuel optimization and sustainability modernization
skyharbor-air,SHA-SPEND-023-4,SHA-INIT-112,Honeywell,si_services,19000000,10040000,not_loaded,2026-02-28,SOW milestone,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,93,tenant_file,Spend line for Fuel optimization and sustainability modernization
skyharbor-air,SHA-SPEND-024-1,SHA-INIT-113,internal,labor,4925000,2605000,not_loaded,2026-12-28,FTE-month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,94,tenant_file,Spend line for Revenue accounting and settlement modernization
skyharbor-air,SHA-SPEND-024-2,SHA-INIT-113,GE Aerospace,vendor_license,9850000,5210000,not_loaded,2026-01-28,seat/month,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,95,tenant_file,Spend line for Revenue accounting and settlement modernization
skyharbor-air,SHA-SPEND-024-3,SHA-INIT-113,Honeywell,cloud_infra,14775000,7815000,not_loaded,2026-02-28,compute-hour,none,initiative_budget,,committed,fy26,,tower_standardized_v1,ai-control-tower/T08_spend-contracts.csv,96,tenant_file,Spend line for Revenue accounting and settlement modernization
