initiative_id,risk_id,risk_domain,severity,control_status,exception_or_gap,owner_role,legacy_mitigation,legacy_evidence_id,source_file,source_row,value_source
SHA-INIT-005,SHA-RISK-005-3,safety_operational,high,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,24,tenant_file
SHA-INIT-005,SHA-RISK-005-4,vendor_contract,medium,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,25,tenant_file
SHA-INIT-005,SHA-RISK-005-5,data_quality,low,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,26,tenant_file
SHA-INIT-006,SHA-RISK-006-1,model_governance,low,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,27,tenant_file
SHA-INIT-006,SHA-RISK-006-2,privacy_consent,high,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,28,tenant_file
SHA-INIT-006,SHA-RISK-006-3,safety_operational,medium,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,29,tenant_file
SHA-INIT-006,SHA-RISK-006-4,vendor_contract,low,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,30,tenant_file
SHA-INIT-006,SHA-RISK-006-5,data_quality,high,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,31,tenant_file
SHA-INIT-007,SHA-RISK-007-1,model_governance,high,review_required,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,32,tenant_file
SHA-INIT-007,SHA-RISK-007-2,privacy_consent,medium,blocked,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,33,tenant_file
SHA-INIT-007,SHA-RISK-007-3,safety_operational,low,approved,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,34,tenant_file
SHA-INIT-007,SHA-RISK-007-4,vendor_contract,high,conditional,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,35,tenant_file
SHA-INIT-007,SHA-RISK-007-5,data_quality,medium,review_required,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,36,tenant_file
SHA-INIT-008,SHA-RISK-008-1,model_governance,medium,blocked,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,37,tenant_file
SHA-INIT-008,SHA-RISK-008-2,privacy_consent,low,approved,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,38,tenant_file
SHA-INIT-008,SHA-RISK-008-3,safety_operational,high,conditional,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,39,tenant_file
SHA-INIT-008,SHA-RISK-008-4,vendor_contract,medium,review_required,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,40,tenant_file
SHA-INIT-008,SHA-RISK-008-5,data_quality,low,blocked,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,41,tenant_file
SHA-INIT-009,SHA-RISK-009-1,model_governance,low,approved,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,42,tenant_file
SHA-INIT-009,SHA-RISK-009-2,privacy_consent,high,conditional,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,43,tenant_file
SHA-INIT-009,SHA-RISK-009-3,safety_operational,medium,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,44,tenant_file
SHA-INIT-009,SHA-RISK-009-4,vendor_contract,low,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,45,tenant_file
SHA-INIT-009,SHA-RISK-009-5,data_quality,high,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,46,tenant_file
SHA-INIT-010,SHA-RISK-010-1,model_governance,high,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,47,tenant_file
SHA-INIT-010,SHA-RISK-010-2,privacy_consent,medium,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,48,tenant_file
SHA-INIT-010,SHA-RISK-010-3,safety_operational,low,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,49,tenant_file
SHA-INIT-010,SHA-RISK-010-4,vendor_contract,high,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,50,tenant_file
SHA-INIT-010,SHA-RISK-010-5,data_quality,medium,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,51,tenant_file
SHA-INIT-100,SHA-RISK-011-1,model_governance,medium,review_required,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,52,tenant_file
SHA-INIT-100,SHA-RISK-011-2,privacy_consent,low,blocked,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,53,tenant_file
SHA-INIT-100,SHA-RISK-011-3,safety_operational,high,approved,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,54,tenant_file
SHA-INIT-100,SHA-RISK-011-4,vendor_contract,medium,conditional,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,55,tenant_file
SHA-INIT-100,SHA-RISK-011-5,data_quality,low,review_required,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,56,tenant_file
SHA-INIT-101,SHA-RISK-012-1,model_governance,low,blocked,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,57,tenant_file
SHA-INIT-101,SHA-RISK-012-2,privacy_consent,high,approved,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,58,tenant_file
SHA-INIT-101,SHA-RISK-012-3,safety_operational,medium,conditional,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,59,tenant_file
SHA-INIT-101,SHA-RISK-012-4,vendor_contract,low,review_required,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,60,tenant_file
SHA-INIT-101,SHA-RISK-012-5,data_quality,high,blocked,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,61,tenant_file
SHA-INIT-102,SHA-RISK-013-1,model_governance,high,approved,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,62,tenant_file
SHA-INIT-102,SHA-RISK-013-2,privacy_consent,medium,conditional,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,63,tenant_file
SHA-INIT-102,SHA-RISK-013-3,safety_operational,low,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,64,tenant_file
SHA-INIT-102,SHA-RISK-013-4,vendor_contract,high,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,65,tenant_file
SHA-INIT-102,SHA-RISK-013-5,data_quality,medium,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,66,tenant_file
SHA-INIT-103,SHA-RISK-014-1,model_governance,medium,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,67,tenant_file
SHA-INIT-103,SHA-RISK-014-2,privacy_consent,low,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,68,tenant_file
SHA-INIT-103,SHA-RISK-014-3,safety_operational,high,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,69,tenant_file
SHA-INIT-103,SHA-RISK-014-4,vendor_contract,medium,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,70,tenant_file
SHA-INIT-103,SHA-RISK-014-5,data_quality,low,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,71,tenant_file
SHA-INIT-104,SHA-RISK-015-1,model_governance,low,review_required,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,72,tenant_file
SHA-INIT-104,SHA-RISK-015-2,privacy_consent,high,blocked,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,73,tenant_file
SHA-INIT-104,SHA-RISK-015-3,safety_operational,medium,approved,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,74,tenant_file
SHA-INIT-104,SHA-RISK-015-4,vendor_contract,low,conditional,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,75,tenant_file
SHA-INIT-104,SHA-RISK-015-5,data_quality,high,review_required,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,76,tenant_file
SHA-INIT-105,SHA-RISK-016-1,model_governance,high,blocked,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,77,tenant_file
SHA-INIT-105,SHA-RISK-016-2,privacy_consent,medium,approved,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,78,tenant_file
SHA-INIT-105,SHA-RISK-016-3,safety_operational,low,conditional,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,79,tenant_file
SHA-INIT-105,SHA-RISK-016-4,vendor_contract,high,review_required,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,80,tenant_file
SHA-INIT-105,SHA-RISK-016-5,data_quality,medium,blocked,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,81,tenant_file
SHA-INIT-106,SHA-RISK-017-1,model_governance,medium,approved,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,82,tenant_file
SHA-INIT-106,SHA-RISK-017-2,privacy_consent,low,conditional,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,83,tenant_file
SHA-INIT-106,SHA-RISK-017-3,safety_operational,high,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,84,tenant_file
SHA-INIT-106,SHA-RISK-017-4,vendor_contract,medium,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,85,tenant_file
SHA-INIT-106,SHA-RISK-017-5,data_quality,low,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,86,tenant_file
SHA-INIT-107,SHA-RISK-018-1,model_governance,low,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,87,tenant_file
SHA-INIT-107,SHA-RISK-018-2,privacy_consent,high,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,88,tenant_file
SHA-INIT-107,SHA-RISK-018-3,safety_operational,medium,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,89,tenant_file
SHA-INIT-107,SHA-RISK-018-4,vendor_contract,low,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,90,tenant_file
SHA-INIT-107,SHA-RISK-018-5,data_quality,high,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,91,tenant_file
SHA-INIT-108,SHA-RISK-019-1,model_governance,high,review_required,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,92,tenant_file
SHA-INIT-108,SHA-RISK-019-2,privacy_consent,medium,blocked,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,93,tenant_file
SHA-INIT-108,SHA-RISK-019-3,safety_operational,low,approved,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,94,tenant_file
SHA-INIT-108,SHA-RISK-019-4,vendor_contract,high,conditional,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,95,tenant_file
SHA-INIT-108,SHA-RISK-019-5,data_quality,medium,review_required,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,96,tenant_file
SHA-INIT-109,SHA-RISK-020-1,model_governance,medium,blocked,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,97,tenant_file
SHA-INIT-109,SHA-RISK-020-2,privacy_consent,low,approved,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,98,tenant_file
SHA-INIT-109,SHA-RISK-020-3,safety_operational,high,conditional,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,99,tenant_file
SHA-INIT-109,SHA-RISK-020-4,vendor_contract,medium,review_required,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,100,tenant_file
SHA-INIT-109,SHA-RISK-020-5,data_quality,low,blocked,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,101,tenant_file
SHA-INIT-110,SHA-RISK-021-1,model_governance,low,approved,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,102,tenant_file
SHA-INIT-110,SHA-RISK-021-2,privacy_consent,high,conditional,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,103,tenant_file
SHA-INIT-110,SHA-RISK-021-3,safety_operational,medium,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,104,tenant_file
SHA-INIT-110,SHA-RISK-021-4,vendor_contract,low,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,105,tenant_file
SHA-INIT-110,SHA-RISK-021-5,data_quality,high,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,106,tenant_file
SHA-INIT-111,SHA-RISK-022-1,model_governance,high,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0006,ai-control-tower/T09_risk-governance.csv,107,tenant_file
SHA-INIT-111,SHA-RISK-022-2,privacy_consent,medium,review_required,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,108,tenant_file
SHA-INIT-111,SHA-RISK-022-3,safety_operational,low,blocked,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,109,tenant_file
SHA-INIT-111,SHA-RISK-022-4,vendor_contract,high,approved,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,110,tenant_file
SHA-INIT-111,SHA-RISK-022-5,data_quality,medium,conditional,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,111,tenant_file
SHA-INIT-112,SHA-RISK-023-1,model_governance,medium,review_required,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0007,ai-control-tower/T09_risk-governance.csv,112,tenant_file
SHA-INIT-112,SHA-RISK-023-2,privacy_consent,low,blocked,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,113,tenant_file
SHA-INIT-112,SHA-RISK-023-3,safety_operational,high,approved,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,114,tenant_file
SHA-INIT-112,SHA-RISK-023-4,vendor_contract,medium,conditional,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,115,tenant_file
SHA-INIT-112,SHA-RISK-023-5,data_quality,low,review_required,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,116,tenant_file
SHA-INIT-113,SHA-RISK-024-1,model_governance,low,blocked,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0008,ai-control-tower/T09_risk-governance.csv,117,tenant_file
SHA-INIT-113,SHA-RISK-024-2,privacy_consent,high,approved,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,118,tenant_file
SHA-INIT-113,SHA-RISK-024-3,safety_operational,medium,conditional,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,119,tenant_file
SHA-INIT-113,SHA-RISK-024-4,vendor_contract,low,review_required,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,120,tenant_file
SHA-INIT-113,SHA-RISK-024-5,data_quality,high,blocked,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,121,tenant_file
SHA-INIT-114,SHA-RISK-025-1,model_governance,high,approved,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0001,ai-control-tower/T09_risk-governance.csv,122,tenant_file
SHA-INIT-114,SHA-RISK-025-2,privacy_consent,medium,conditional,,Chief Legal Officer,"Mitigation required for privacy_consent: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,123,tenant_file
SHA-INIT-114,SHA-RISK-025-3,safety_operational,low,review_required,,Chief Safety Officer,"Mitigation required for safety_operational: evidence, owner, and approval before scale",EVID-SHA-0003,ai-control-tower/T09_risk-governance.csv,124,tenant_file
SHA-INIT-114,SHA-RISK-025-4,vendor_contract,high,blocked,,CDAO,"Mitigation required for vendor_contract: evidence, owner, and approval before scale",EVID-SHA-0004,ai-control-tower/T09_risk-governance.csv,125,tenant_file
SHA-INIT-114,SHA-RISK-025-5,data_quality,medium,approved,,AI Governance Lead,"Mitigation required for data_quality: evidence, owner, and approval before scale",EVID-SHA-0005,ai-control-tower/T09_risk-governance.csv,126,tenant_file
SHA-INIT-115,SHA-RISK-026-1,model_governance,medium,conditional,,CISO,"Mitigation required for model_governance: evidence, owner, and approval before scale",EVID-SHA-0002,ai-control-tower/T09_risk-governance.csv,127,tenant_file
