application_id,application_name,domain,primary_business_owner,technical_owner_team,platform_type,hosting_model,environment,criticality,annual_run_cost_usd,users_or_entities_supported,integration_count,data_classification,modernization_state,evidence_id,source_file,source_row,value_source
FC-APP-049,The Clearing House ACH Engine,payments,Head of Cards & Payments,Cloud & Infrastructure,package,aws_cloud,production,medium,19300000,6119159,21,internal,rehost,FC-EVID-002,family-2-technology-estate/F05_applications-systems.csv,50,tenant_file
FC-APP-050,The Clearing House Wire Platform,payments,Head of Cards & Payments,Cloud & Infrastructure,package,on_prem_mainframe,staging,high,21900000,3753538,2,restricted_nonpublic,retire_candidate,FC-EVID-007,family-2-technology-estate/F05_applications-systems.csv,51,tenant_file
FC-APP-051,FedNow RTP/FedNow Gateway,payments,Head of Cards & Payments,Integration & API Platform,package,azure_cloud,production,critical,10800000,7942999,14,confidential_pci,invest,FC-EVID-036,family-2-technology-estate/F05_applications-systems.csv,52,tenant_file
FC-APP-052,ACI Worldwide ISO 20022 Hub,payments,Head of Cards & Payments,"Risk, Treasury & Finance Systems",package,aws_cloud,production,critical,7400000,1279050,3,restricted_nonpublic,extend_to_cloud,FC-EVID-031,family-2-technology-estate/F05_applications-systems.csv,53,tenant_file
FC-APP-053,Volante Bill Pay,payments,Head of Cards & Payments,Channels & Digital Engineering,package,azure_cloud,production,high,14500000,4386983,5,confidential_pii,extend_to_cloud,FC-EVID-001,family-2-technology-estate/F05_applications-systems.csv,54,tenant_file
FC-APP-054,FedNow Zelle Connector,payments,Head of Cards & Payments,Cards & Payments Technology,custom,azure_cloud,staging,high,14400000,420237,6,restricted_nonpublic,extend_to_cloud,FC-EVID-040,family-2-technology-estate/F05_applications-systems.csv,55,tenant_file
FC-APP-055,ACI Worldwide SWIFT Gateway,payments,Head of Cards & Payments,Cards & Payments Technology,package,azure_cloud,production,critical,10900000,527352,13,restricted_nonpublic,extend_to_cloud,FC-EVID-002,family-2-technology-estate/F05_applications-systems.csv,56,tenant_file
FC-APP-056,ACI Worldwide ACH Engine 2,payments,Head of Cards & Payments,Integration & API Platform,package,vendor_hosted,production,critical,6200000,3201906,22,internal,optimize,FC-EVID-024,family-2-technology-estate/F05_applications-systems.csv,57,tenant_file
FC-APP-057,ACI Worldwide Wire Platform 2,payments,Head of Cards & Payments,ServiceNow & IT Operations,package,on_prem_mainframe,production,critical,17400000,5030896,6,internal,optimize,FC-EVID-004,family-2-technology-estate/F05_applications-systems.csv,58,tenant_file
FC-APP-058,Volante RTP/FedNow Gateway 2,payments,Head of Cards & Payments,Developer Experience & DevSecOps,custom,on_prem_mainframe,production,high,8400000,8006089,13,restricted_nonpublic,invest,FC-EVID-018,family-2-technology-estate/F05_applications-systems.csv,59,tenant_file
FC-APP-059,The Clearing House ISO 20022 Hub 2,payments,Head of Cards & Payments,AI Governance & Model Risk Tech,package,private_cloud,production,high,15200000,7536092,6,confidential_pii,optimize,FC-EVID-002,family-2-technology-estate/F05_applications-systems.csv,60,tenant_file
FC-APP-060,Volante Bill Pay 2,payments,Head of Cards & Payments,Cards & Payments Technology,custom,on_prem_mainframe,production,medium,21900000,5663166,16,restricted_nonpublic,extend_to_cloud,FC-EVID-007,family-2-technology-estate/F05_applications-systems.csv,61,tenant_file
FC-APP-061,FedNow Zelle Connector 2,payments,Head of Cards & Payments,Financial Crimes Technology,package,aws_cloud,production,critical,3300000,1152371,22,confidential_pci,rehost,FC-EVID-024,family-2-technology-estate/F05_applications-systems.csv,62,tenant_file
FC-APP-062,ACI Worldwide SWIFT Gateway 2,payments,Head of Cards & Payments,Cloud & Infrastructure,package,vendor_hosted,production,medium,10400000,653108,3,internal,optimize,FC-EVID-021,family-2-technology-estate/F05_applications-systems.csv,63,tenant_file
FC-APP-063,The Clearing House ACH Engine 3,payments,Head of Cards & Payments,AI Governance & Model Risk Tech,package,on_prem_mainframe,staging,high,8400000,3004442,17,restricted_nonpublic,optimize,FC-EVID-027,family-2-technology-estate/F05_applications-systems.csv,64,tenant_file
FC-APP-064,Volante Wire Platform 3,payments,Head of Cards & Payments,"Risk, Treasury & Finance Systems",package,on_prem_mainframe,staging,medium,13300000,6688948,19,internal,rehost,FC-EVID-027,family-2-technology-estate/F05_applications-systems.csv,65,tenant_file
FC-APP-065,The Clearing House RTP/FedNow Gateway 3,payments,Head of Cards & Payments,"Cyber, Privacy & Resilience",custom,on_prem_mainframe,production,high,20300000,5135840,20,confidential_pci,rehost,FC-EVID-038,family-2-technology-estate/F05_applications-systems.csv,66,tenant_file
FC-APP-066,FedNow ISO 20022 Hub 3,payments,Head of Cards & Payments,"Risk, Treasury & Finance Systems",package,azure_cloud,production,critical,4400000,4405491,12,restricted_nonpublic,invest,FC-EVID-032,family-2-technology-estate/F05_applications-systems.csv,67,tenant_file
FC-APP-067,Volante Bill Pay 3,payments,Head of Cards & Payments,AI Governance & Model Risk Tech,package,on_prem_mainframe,staging,high,20000000,2309764,24,restricted_nonpublic,rehost,FC-EVID-033,family-2-technology-estate/F05_applications-systems.csv,68,tenant_file
FC-APP-068,FedNow Zelle Connector 3,payments,Head of Cards & Payments,Cards & Payments Technology,custom,private_cloud,production,critical,11400000,6163759,22,internal,extend_to_cloud,FC-EVID-033,family-2-technology-estate/F05_applications-systems.csv,69,tenant_file
FC-APP-069,Featurespace Transaction Monitoring,aml_fraud,Chief Risk Officer,ServiceNow & IT Operations,custom,private_cloud,production,critical,14800000,3829253,8,internal,invest,FC-EVID-013,family-2-technology-estate/F05_applications-systems.csv,70,tenant_file
FC-APP-070,SAS Sanctions Screening,aml_fraud,Chief Risk Officer,Cards & Payments Technology,package,private_cloud,production,high,1200000,5833556,14,internal,retire_candidate,FC-EVID-029,family-2-technology-estate/F05_applications-systems.csv,71,tenant_file
FC-APP-071,Featurespace Fraud Scoring,aml_fraud,Chief Risk Officer,Data Platform & AI Engineering,package,on_prem_mainframe,staging,medium,11000000,8782383,2,confidential_pii,invest,FC-EVID-039,family-2-technology-estate/F05_applications-systems.csv,72,tenant_file
FC-APP-072,SAS Case Manager,aml_fraud,Chief Risk Officer,Integration & API Platform,package,azure_cloud,production,high,16300000,1220093,23,confidential_pci,rehost,FC-EVID-031,family-2-technology-estate/F05_applications-systems.csv,73,tenant_file
FC-APP-073,NICE Actimize KYC Orchestrator,aml_fraud,Chief Risk Officer,Channels & Digital Engineering,package,vendor_hosted,staging,critical,15500000,6116736,16,internal,optimize,FC-EVID-017,family-2-technology-estate/F05_applications-systems.csv,74,tenant_file
FC-APP-074,Featurespace SAR Filing,aml_fraud,Chief Risk Officer,"Risk, Treasury & Finance Systems",custom,private_cloud,production,critical,8000000,4479549,15,confidential_pii,rehost,FC-EVID-035,family-2-technology-estate/F05_applications-systems.csv,75,tenant_file
FC-APP-075,SAS Transaction Monitoring 2,aml_fraud,Chief Risk Officer,ServiceNow & IT Operations,package,vendor_hosted,production,critical,3200000,2673810,9,restricted_nonpublic,extend_to_cloud,FC-EVID-009,family-2-technology-estate/F05_applications-systems.csv,76,tenant_file
FC-APP-076,SAS Sanctions Screening 2,aml_fraud,Chief Risk Officer,Core Banking Platforms,custom,azure_cloud,production,high,2200000,4376663,24,internal,rehost,FC-EVID-030,family-2-technology-estate/F05_applications-systems.csv,77,tenant_file
FC-APP-077,Featurespace Fraud Scoring 2,aml_fraud,Chief Risk Officer,AI Governance & Model Risk Tech,package,aws_cloud,production,critical,9800000,2665577,23,confidential_pii,optimize,FC-EVID-007,family-2-technology-estate/F05_applications-systems.csv,78,tenant_file
FC-APP-078,Featurespace Case Manager 2,aml_fraud,Chief Risk Officer,Core Banking Platforms,package,private_cloud,production,critical,15400000,6077836,18,restricted_nonpublic,retire_candidate,FC-EVID-017,family-2-technology-estate/F05_applications-systems.csv,79,tenant_file
FC-APP-079,Featurespace KYC Orchestrator 2,aml_fraud,Chief Risk Officer,Cards & Payments Technology,package,on_prem_mainframe,staging,medium,15200000,304247,17,confidential_pii,invest,FC-EVID-002,family-2-technology-estate/F05_applications-systems.csv,80,tenant_file
FC-APP-080,NICE Actimize SAR Filing 2,aml_fraud,Chief Risk Officer,Cloud & Infrastructure,package,private_cloud,production,critical,8300000,6590652,9,confidential_pii,extend_to_cloud,FC-EVID-038,family-2-technology-estate/F05_applications-systems.csv,81,tenant_file
FC-APP-081,SAS Transaction Monitoring 3,aml_fraud,Chief Risk Officer,Financial Crimes Technology,package,vendor_hosted,staging,medium,16900000,2134219,17,confidential_pci,invest,FC-EVID-018,family-2-technology-estate/F05_applications-systems.csv,82,tenant_file
FC-APP-082,SAS Sanctions Screening 3,aml_fraud,Chief Risk Officer,"Risk, Treasury & Finance Systems",package,azure_cloud,production,high,9500000,1693661,18,confidential_pci,extend_to_cloud,FC-EVID-025,family-2-technology-estate/F05_applications-systems.csv,83,tenant_file
FC-APP-083,Feedzai Fraud Scoring 3,aml_fraud,Chief Risk Officer,Financial Crimes Technology,package,azure_cloud,staging,high,5100000,5763278,6,confidential_pci,optimize,FC-EVID-020,family-2-technology-estate/F05_applications-systems.csv,84,tenant_file
FC-APP-084,Feedzai Case Manager 3,aml_fraud,Chief Risk Officer,Data Platform & AI Engineering,custom,aws_cloud,production,critical,3200000,7564291,14,confidential_pci,retire_candidate,FC-EVID-037,family-2-technology-estate/F05_applications-systems.csv,85,tenant_file
FC-APP-085,SAS KYC Orchestrator 3,aml_fraud,Chief Risk Officer,"Cyber, Privacy & Resilience",package,vendor_hosted,production,critical,8000000,4836829,17,confidential_pci,retire_candidate,FC-EVID-005,family-2-technology-estate/F05_applications-systems.csv,86,tenant_file
FC-APP-086,Featurespace SAR Filing 3,aml_fraud,Chief Risk Officer,"Cyber, Privacy & Resilience",package,vendor_hosted,staging,critical,17800000,6745717,14,confidential_pci,optimize,FC-EVID-030,family-2-technology-estate/F05_applications-systems.csv,87,tenant_file
FC-APP-087,SAS Credit Risk Engine,risk,Chief Risk Officer,Core Banking Platforms,package,aws_cloud,production,critical,6900000,6756628,21,internal,extend_to_cloud,FC-EVID-011,family-2-technology-estate/F05_applications-systems.csv,88,tenant_file
FC-APP-088,Numerix Market Risk VaR,risk,Chief Risk Officer,"Risk, Treasury & Finance Systems",custom,private_cloud,production,high,17800000,8865083,6,restricted_nonpublic,invest,FC-EVID-034,family-2-technology-estate/F05_applications-systems.csv,89,tenant_file
FC-APP-089,SAS Stress Test Platform,risk,Chief Risk Officer,Channels & Digital Engineering,package,on_prem_mainframe,production,medium,8300000,6118978,15,confidential_pci,invest,FC-EVID-028,family-2-technology-estate/F05_applications-systems.csv,90,tenant_file
FC-APP-090,Moody's Risk Rating,risk,Chief Risk Officer,"Risk, Treasury & Finance Systems",custom,private_cloud,staging,high,16900000,1248571,20,internal,retire_candidate,FC-EVID-019,family-2-technology-estate/F05_applications-systems.csv,91,tenant_file
FC-APP-091,Moody's Limits Manager,risk,Chief Risk Officer,Channels & Digital Engineering,package,on_prem_mainframe,production,high,7700000,7521162,17,confidential_pii,rehost,FC-EVID-008,family-2-technology-estate/F05_applications-systems.csv,92,tenant_file
FC-APP-092,Murex CCAR Workbench,risk,Chief Risk Officer,Channels & Digital Engineering,package,vendor_hosted,production,critical,15600000,7731153,8,internal,optimize,FC-EVID-003,family-2-technology-estate/F05_applications-systems.csv,93,tenant_file
FC-APP-093,Moody's Credit Risk Engine 2,risk,Chief Risk Officer,Developer Experience & DevSecOps,package,vendor_hosted,production,medium,20000000,174984,20,internal,retire_candidate,FC-EVID-019,family-2-technology-estate/F05_applications-systems.csv,94,tenant_file
FC-APP-094,Moody's Market Risk VaR 2,risk,Chief Risk Officer,Integration & API Platform,package,aws_cloud,production,high,7600000,8820505,12,restricted_nonpublic,extend_to_cloud,FC-EVID-017,family-2-technology-estate/F05_applications-systems.csv,95,tenant_file
FC-APP-095,SAS Stress Test Platform 2,risk,Chief Risk Officer,Developer Experience & DevSecOps,package,vendor_hosted,production,high,19400000,6008088,12,confidential_pci,rehost,FC-EVID-034,family-2-technology-estate/F05_applications-systems.csv,96,tenant_file
FC-APP-096,SAS Risk Rating 2,risk,Chief Risk Officer,Data Platform & AI Engineering,custom,azure_cloud,production,high,20200000,4568379,24,confidential_pii,invest,FC-EVID-016,family-2-technology-estate/F05_applications-systems.csv,97,tenant_file
FC-APP-097,Numerix Limits Manager 2,risk,Chief Risk Officer,Data Platform & AI Engineering,package,azure_cloud,staging,critical,10600000,926614,6,internal,invest,FC-EVID-024,family-2-technology-estate/F05_applications-systems.csv,98,tenant_file
FC-APP-098,Numerix CCAR Workbench 2,risk,Chief Risk Officer,"Cyber, Privacy & Resilience",package,on_prem_mainframe,production,high,18800000,6285773,18,restricted_nonpublic,invest,FC-EVID-028,family-2-technology-estate/F05_applications-systems.csv,99,tenant_file
FC-APP-099,Murex Credit Risk Engine 3,risk,Chief Risk Officer,"Cyber, Privacy & Resilience",package,on_prem_mainframe,production,medium,9700000,569297,9,internal,retire_candidate,FC-EVID-040,family-2-technology-estate/F05_applications-systems.csv,100,tenant_file
FC-APP-100,Murex Market Risk VaR 3,risk,Chief Risk Officer,Cards & Payments Technology,custom,aws_cloud,production,critical,18700000,7156630,12,internal,invest,FC-EVID-012,family-2-technology-estate/F05_applications-systems.csv,101,tenant_file
FC-APP-101,Moody's Stress Test Platform 3,risk,Chief Risk Officer,"Cyber, Privacy & Resilience",custom,vendor_hosted,staging,high,10900000,8199310,21,internal,invest,FC-EVID-039,family-2-technology-estate/F05_applications-systems.csv,102,tenant_file
FC-APP-102,SAS Risk Rating 3,risk,Chief Risk Officer,ServiceNow & IT Operations,package,on_prem_mainframe,production,critical,3100000,6036296,11,confidential_pii,rehost,FC-EVID-026,family-2-technology-estate/F05_applications-systems.csv,103,tenant_file
FC-APP-103,Murex ALM Engine,treasury,Treasurer,AI Governance & Model Risk Tech,package,aws_cloud,staging,critical,16100000,7655899,21,internal,rehost,FC-EVID-024,family-2-technology-estate/F05_applications-systems.csv,104,tenant_file
FC-APP-104,FIS Quantum Liquidity Monitor,treasury,Treasurer,Data Platform & AI Engineering,package,private_cloud,staging,critical,17200000,4723200,16,confidential_pii,extend_to_cloud,FC-EVID-029,family-2-technology-estate/F05_applications-systems.csv,105,tenant_file
FC-APP-105,Calypso FX Trading,treasury,Treasurer,ServiceNow & IT Operations,package,azure_cloud,production,critical,14800000,6674912,10,internal,invest,FC-EVID-024,family-2-technology-estate/F05_applications-systems.csv,106,tenant_file
FC-APP-106,FIS Quantum Securities Ledger,treasury,Treasurer,ServiceNow & IT Operations,package,aws_cloud,staging,medium,6500000,1086762,21,confidential_pci,retire_candidate,FC-EVID-022,family-2-technology-estate/F05_applications-systems.csv,107,tenant_file
FC-APP-107,Kyriba Funding Desk,treasury,Treasurer,AI Governance & Model Risk Tech,package,on_prem_mainframe,production,critical,18200000,737134,22,confidential_pii,optimize,FC-EVID-012,family-2-technology-estate/F05_applications-systems.csv,108,tenant_file
FC-APP-108,Calypso Collateral Manager,treasury,Treasurer,Integration & API Platform,custom,vendor_hosted,production,medium,4400000,1253633,22,restricted_nonpublic,invest,FC-EVID-022,family-2-technology-estate/F05_applications-systems.csv,109,tenant_file
FC-APP-109,Murex ALM Engine 2,treasury,Treasurer,Cards & Payments Technology,custom,vendor_hosted,staging,critical,16300000,5833939,23,internal,retire_candidate,FC-EVID-015,family-2-technology-estate/F05_applications-systems.csv,110,tenant_file
FC-APP-110,Kyriba Liquidity Monitor 2,treasury,Treasurer,"Risk, Treasury & Finance Systems",custom,azure_cloud,staging,medium,5100000,2827273,7,confidential_pii,optimize,FC-EVID-007,family-2-technology-estate/F05_applications-systems.csv,111,tenant_file
