fact_key,measure,view,scope,basis,period,value_numeric,source_key,source_row,attributes
meridian-health::budget::mer-v3-bud-run-cyber-03::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,8000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-CYBER-03,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-CYBER-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-CYBER-03"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-cyber-04::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,8000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-CYBER-04,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-CYBER-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-CYBER-04"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-cyber-05::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,5500000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-CYBER-05,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-CYBER-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-CYBER-05"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-data-01::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,9000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-DATA-01,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-DATA-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-DATA-01"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-data-02::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,8000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-DATA-02,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-DATA-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-DATA-02"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-data-03::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,7500000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-DATA-03,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-DATA-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-DATA-03"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-data-04::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,6000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-DATA-04,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-DATA-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-DATA-04"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-data-05::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,7000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-DATA-05,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-DATA-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-DATA-05"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-wkpl-01::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,16000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-WKPL-01,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-WKPL-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-WKPL-01"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-wkpl-02::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,10000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-WKPL-02,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-WKPL-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-WKPL-02"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-wkpl-03::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,6000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-WKPL-03,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-WKPL-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-WKPL-03"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-run-wkpl-04::run::fy26,run_budget_fy26,it_budget,enterprise_envelope,committed,fy26,5500000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-RUN-WKPL-04,"{""evidence_id"":""MER-V3-EVID-BUD-RUN-WKPL-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-RUN-WKPL-04"",""source_amount_field"":""run_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-data-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,14000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-DATA-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-DATA-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-DATA-01"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-data-02::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,8000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-DATA-02,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-DATA-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-DATA-02"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-data-03::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,7000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-DATA-03,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-DATA-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-DATA-03"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-data-04::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,5000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-DATA-04,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-DATA-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-DATA-04"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-data-05::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4500000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-DATA-05,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-DATA-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-DATA-05"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-data-06::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-DATA-06,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-DATA-06"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-DATA-06"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-int-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,5800000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-INT-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-INT-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-INT-01"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-int-02::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,7000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-INT-02,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-INT-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-INT-02"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-int-03::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,6000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-INT-03,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-INT-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-INT-03"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-int-04::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-INT-04,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-INT-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-INT-04"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-int-05::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,3000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-INT-05,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-INT-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-INT-05"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-int-06::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2200000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-INT-06,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-INT-06"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-INT-06"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cyber-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,8000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CYBER-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CYBER-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CYBER-01"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cyber-02::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,6000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CYBER-02,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CYBER-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CYBER-02"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cyber-03::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CYBER-03,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CYBER-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CYBER-03"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cyber-04::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,3000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CYBER-04,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CYBER-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CYBER-04"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cyber-05::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,3000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CYBER-05,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CYBER-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CYBER-05"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-ehr-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,8000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-EHR-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-EHR-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-EHR-01"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-ehr-02::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,5000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-EHR-02,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-EHR-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-EHR-02"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-ehr-03::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-EHR-03,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-EHR-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-EHR-03"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-ehr-04::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,3000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-EHR-04,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-EHR-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-EHR-04"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-ehr-05::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-EHR-05,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-EHR-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-EHR-05"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-mbr-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,5000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-MBR-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-MBR-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-MBR-01"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-mbr-02::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-MBR-02,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-MBR-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-MBR-02"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-mbr-03::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,3000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-MBR-03,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-MBR-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-MBR-03"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-mbr-04::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-MBR-04,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-MBR-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-MBR-04"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-mbr-05::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-MBR-05,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-MBR-05"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-MBR-05"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cloud-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,3000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CLOUD-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CLOUD-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CLOUD-01"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cloud-02::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2500000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CLOUD-02,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CLOUD-02"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CLOUD-02"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cloud-03::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CLOUD-03,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CLOUD-03"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CLOUD-03"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-cloud-04::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,2500000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-CLOUD-04,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-CLOUD-04"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-CLOUD-04"",""source_amount_field"":""change_budget_usd""}"
meridian-health::budget::mer-v3-bud-chg-opm-01::change::fy26,change_budget_fy26,it_budget,enterprise_envelope,committed,fy26,4000000,meridian-health::standard-2026-07-v3::08_it_budget_spend_value.csv,MER-V3-BUD-CHG-OPM-01,"{""evidence_id"":""MER-V3-EVID-BUD-CHG-OPM-01"",""source_ref"":""08_it_budget_spend_value.csv#MER-V3-BUD-CHG-OPM-01"",""source_amount_field"":""change_budget_usd""}"
