tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,spend_id,amount_usd,amount_type,owner,program_id,vendor_id,system_id,committed_vs_discretionary,renewal_or_gate_date,value_linkage,unit_economics
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-008,Revenue cycle record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-008,13950000,benefit,Domain Product Owner,MER-AI-008,VDR-00020,SYS-0020,discretionary,2027-05-12,cycle_time,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-009,Care management record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-009,8460000,benefit,CIO,MER-AI-009,VDR-00021,SYS-0021,committed,2027-05-23,risk_reduction,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-010,Claims intelligence record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-010,9720000,benefit,CFO,MER-AI-010,VDR-00022,SYS-0022,discretionary,2027-06-03,cost_takeout,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-011,Patient access record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-011,9720000,benefit,Technology Finance,MER-AI-011,VDR-00023,SYS-0023,committed,2027-06-14,cycle_time,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-012,Clinical data governance record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-012,8550000,benefit,Domain Product Owner,MER-AI-012,VDR-00024,SYS-0024,discretionary,2027-06-25,risk_reduction,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-013,Clinical operations record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-013,2520000,benefit,CIO,MER-AI-013,VDR-00025,SYS-0025,committed,2027-07-06,cost_takeout,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-014,Revenue cycle record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T07_benefit-realization.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,high,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-014,2430000,benefit,CFO,MER-AI-014,VDR-00026,SYS-0026,discretionary,2027-07-17,cycle_time,Track cost per transaction/user/process cycle before scaling claims
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-001,Care management record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,2,2026-06-18,2026-01-01,2026-07-05,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-001,10230000,actual_spend,Technology Finance,MER-AI-001,Epic,SYS-0027,committed,2026-07-05,Care management outcome with named owner and measurement period,Scale only after evidence gate
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-002,Claims intelligence record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,3,2026-06-18,2026-01-01,2026-08-06,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-002,5376000,actual_spend,Domain Product Owner,MER-AI-002,Databricks,SYS-0028,discretionary,2026-08-06,Claims intelligence outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-003,Patient access record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,4,2026-06-18,2026-01-01,2026-09-07,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-003,8906000,actual_spend,CIO,MER-AI-003,AWS,SYS-0029,committed,2026-09-07,Patient access outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-004,Clinical data governance record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,5,2026-06-18,2026-01-01,2026-10-08,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-004,11152000,actual_spend,CFO,MER-AI-004,Microsoft/Nuance,SYS-0030,discretionary,2026-10-08,Clinical data governance outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-005,Clinical operations record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,6,2026-06-18,2026-01-01,2026-11-09,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-005,9464000,actual_spend,Technology Finance,MER-AI-005,Abridge,SYS-0031,committed,2026-11-09,Clinical operations outcome with named owner and measurement period,Scale only after evidence gate
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-006,Revenue cycle record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,7,2026-06-18,2026-01-01,2026-12-10,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-006,8360000,actual_spend,Domain Product Owner,MER-AI-006,Suki,SYS-0032,discretionary,2026-12-10,Revenue cycle outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-007,Care management record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,8,2026-06-18,2026-01-01,2026-07-11,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-007,7040000,actual_spend,CIO,MER-AI-007,Genesys,SYS-0033,committed,2026-07-11,Care management outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-008,Claims intelligence record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,9,2026-06-18,2026-01-01,2026-08-12,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-008,4526000,actual_spend,CFO,MER-AI-008,Salesforce,SYS-0034,discretionary,2026-08-12,Claims intelligence outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-009,Patient access record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,10,2026-06-18,2026-01-01,2026-09-13,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-009,7708000,actual_spend,Technology Finance,MER-AI-009,Change Healthcare,SYS-0035,committed,2026-09-13,Patient access outcome with named owner and measurement period,Scale only after evidence gate
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-010,Clinical data governance record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,11,2026-06-18,2026-01-01,2026-10-14,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-010,6552000,actual_spend,Domain Product Owner,MER-AI-010,Optum,SYS-0036,discretionary,2026-10-14,Clinical data governance outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-011,Clinical operations record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,12,2026-06-18,2026-01-01,2026-11-15,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-011,2970000,actual_spend,CIO,MER-AI-011,HealthEdge,SYS-0037,committed,2026-11-15,Clinical operations outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-012,Revenue cycle record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,13,2026-06-18,2026-01-01,2026-12-16,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-012,2432000,actual_spend,CFO,MER-AI-012,TriZetto,SYS-0038,discretionary,2026-12-16,Revenue cycle outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-013,Care management record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,14,2026-06-18,2026-01-01,2026-07-17,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-013,13578000,actual_spend,Technology Finance,MER-AI-013,MuleSoft,SYS-0039,committed,2026-07-17,Care management outcome with named owner and measurement period,Scale only after evidence gate
meridian-health,Healthcare Demo,v6.0,spend_value,MER-AI-014,Claims intelligence record,v4_synthetic_pack,Technology Finance,synthetic_demo,ai-control-tower/T08_spend-contracts.csv,15,2026-06-18,2026-01-01,2026-08-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MER-AI-014,6888000,actual_spend,Domain Product Owner,MER-AI-014,Informatica,SYS-0040,discretionary,2026-08-18,Claims intelligence outcome with named owner and measurement period,Within portfolio threshold
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0001,Patient access record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,2,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0001,30,run_cost,Transformation Finance,MERIDIANHEALTH-INIT-0001,VDR-00041,SYS-0041,run_cost,2027-12-29,MERIDIANHEALTH-MET-0001,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0002,Clinical data governance record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,3,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0002,31,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0002,VDR-00042,SYS-0042,productivity,2028-01-09,MERIDIANHEALTH-MET-0002,finance attestation plus source-system telemetry
meridian-health,Healthcare Demo,v6.0,spend_value,MERIDIANHEALTH-BEN-0003,Clinical operations record,v4_synthetic_pack,Transformation Finance,synthetic_demo,family-7-outcome-intelligence/O04_benefits-realization.csv,4,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Tower|Intelligence,budget|actual|forecast|proxy_value|gap,roi_without_value_basis|bare_amount_without_entity_period_type,none,2026-06-28T00:00:00Z,2026-06-29T14:49:49.881Z,MERIDIANHEALTH-BEN-0003,32,productivity,Transformation Finance,MERIDIANHEALTH-INIT-0003,VDR-00043,SYS-0043,productivity,2028-01-20,MERIDIANHEALTH-MET-0003,finance attestation plus source-system telemetry
