tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,pattern_id,pattern_name,industry_domain,when_to_apply,signals,recommended_actions,corpus_context_label
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0005,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,6,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0005,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,17,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0006,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,7,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0006,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,18,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0007,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,8,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0007,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,19,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0008,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,9,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0008,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,20,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0009,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,10,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0009,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,21,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0010,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,11,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0010,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,22,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0011,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,12,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0011,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,23,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0012,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,13,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0012,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,24,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0013,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,14,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0013,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,25,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0014,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,15,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0014,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,26,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0015,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,16,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0015,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,27,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0016,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,17,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0016,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,28,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0017,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,18,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0017,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,29,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0018,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,19,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0018,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,12,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0019,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,20,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0019,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,13,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0020,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,21,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0020,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,14,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0021,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,22,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0021,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,15,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0022,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,23,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0022,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,16,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0023,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,24,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0023,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,17,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0024,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,25,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0024,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,18,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0025,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,26,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0025,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,19,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0026,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,27,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0026,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,20,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0027,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,28,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0027,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,21,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0028,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,29,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0028,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,22,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0029,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,30,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0029,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,23,industry_pattern_context_not_tenant_fact
meridian-health,Healthcare Demo,v6.0,industry_corpus_pattern,MERIDIANHEALTH-MET-0030,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,31,2026-06-18,2026-04-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,MERIDIANHEALTH-BM-0030,industry_corpus_pattern record,large enterprise peer group,data_thin:when_to_apply_missing,data_thin:signals_missing,24,industry_pattern_context_not_tenant_fact
