truth_id,parser_visible_source_id,parser_visible_native_id,object_type,support_type,expected_reconstruction
TRUTH-AIRDN-00047,DATA-AIRDN-0002,DATA-AIRDN-0002,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00048,DATA-AIRDN-0003,DATA-AIRDN-0003,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00049,DATA-AIRDN-0004,DATA-AIRDN-0004,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00050,DATA-AIRDN-0005,DATA-AIRDN-0005,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00051,DATA-AIRDN-0006,DATA-AIRDN-0006,data_product,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00052,DATA-AIRDN-0007,DATA-AIRDN-0007,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00053,DATA-AIRDN-0008,DATA-AIRDN-0008,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00054,DATA-AIRDN-0009,DATA-AIRDN-0009,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00055,DATA-AIRDN-0010,DATA-AIRDN-0010,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00055,CORROBORATING-DATA-AIRDN-0010,DATA-AIRDN-0010,data_product,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00056,DATA-AIRDN-0011,DATA-AIRDN-0011,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00057,DATA-AIRDN-0012,DATA-AIRDN-0012,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00058,DATA-AIRDN-0013,DATA-AIRDN-0013,data_product,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00059,DATA-AIRDN-0014,DATA-AIRDN-0014,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00060,DATA-AIRDN-0015,DATA-AIRDN-0015,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00061,DATA-AIRDN-0016,DATA-AIRDN-0016,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00062,DATA-AIRDN-0017,DATA-AIRDN-0017,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00063,DATA-AIRDN-0018,DATA-AIRDN-0018,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00064,DATA-AIRDN-0019,DATA-AIRDN-0019,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00065,DATA-AIRDN-0020,DATA-AIRDN-0020,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00066,DATA-AIRDN-0021,DATA-AIRDN-0021,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00066,CORROBORATING-DATA-AIRDN-0021,DATA-AIRDN-0021,data_product,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00067,DATA-AIRDN-0022,DATA-AIRDN-0022,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00068,DATA-AIRDN-0023,DATA-AIRDN-0023,data_product,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00069,DATA-AIRDN-0024,DATA-AIRDN-0024,data_product,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00070,DATA-AIRDN-0025,DATA-AIRDN-0025,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00071,DATA-AIRDN-0026,DATA-AIRDN-0026,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00072,DATA-AIRDN-0027,DATA-AIRDN-0027,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00073,DATA-AIRDN-0028,DATA-AIRDN-0028,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00074,DATA-AIRDN-0029,DATA-AIRDN-0029,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00075,DATA-AIRDN-0030,DATA-AIRDN-0030,data_product,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00076,SRC-AIRDN-CONT-002,CONT-AIRDN-0001,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00077,SRC-AIRDN-CONT-003,CONT-AIRDN-0002,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00077,CORROBORATING-SRC-AIRDN-CONT-003,CONT-AIRDN-0002,contract,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00078,SRC-AIRDN-CONT-004,CONT-AIRDN-0003,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00079,SRC-AIRDN-CONT-005,CONT-AIRDN-0004,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00080,SRC-AIRDN-CONT-006,CONT-AIRDN-0005,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00081,SRC-AIRDN-CONT-007,CONT-AIRDN-0006,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00082,SRC-AIRDN-CONT-008,CONT-AIRDN-0007,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00083,SRC-AIRDN-CONT-009,CONT-AIRDN-0008,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00084,SRC-AIRDN-CONT-010,CONT-AIRDN-0009,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00085,SRC-AIRDN-CONT-011,CONT-AIRDN-0010,contract,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00086,SRC-AIRDN-CONT-012,CONT-AIRDN-0011,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00087,SRC-AIRDN-CONT-013,CONT-AIRDN-0012,contract,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00088,SRC-AIRDN-CONT-014,CONT-AIRDN-0013,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00088,CORROBORATING-SRC-AIRDN-CONT-014,CONT-AIRDN-0013,contract,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00089,SRC-AIRDN-CONT-015,CONT-AIRDN-0014,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00090,SRC-AIRDN-CONT-016,CONT-AIRDN-0015,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00091,SRC-AIRDN-CONT-017,CONT-AIRDN-0016,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00092,SRC-AIRDN-CONT-018,CONT-AIRDN-0017,contract,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00093,SRC-AIRDN-CONT-019,CONT-AIRDN-0018,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00094,SRC-AIRDN-CONT-020,CONT-AIRDN-0019,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00095,SRC-AIRDN-CONT-021,CONT-AIRDN-0020,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00096,SRC-AIRDN-CONT-022,CONT-AIRDN-0021,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00097,SRC-AIRDN-CONT-023,CONT-AIRDN-0022,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00098,SRC-AIRDN-CONT-024,CONT-AIRDN-0023,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00099,SRC-AIRDN-CONT-025,CONT-AIRDN-0024,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00099,CORROBORATING-SRC-AIRDN-CONT-025,CONT-AIRDN-0024,contract,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00100,SRC-AIRDN-CONT-026,CONT-AIRDN-0025,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00101,SRC-AIRDN-CONT-027,CONT-AIRDN-0026,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00102,SRC-AIRDN-CONT-028,CONT-AIRDN-0027,contract,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00103,SRC-AIRDN-CONT-029,CONT-AIRDN-0028,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00104,SRC-AIRDN-CONT-030,CONT-AIRDN-0029,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00105,SRC-AIRDN-CONT-031,CONT-AIRDN-0030,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00106,SRC-AIRDN-CONT-032,CONT-AIRDN-0031,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00107,SRC-AIRDN-CONT-033,CONT-AIRDN-0032,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00108,SRC-AIRDN-CONT-034,CONT-AIRDN-0033,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00109,SRC-AIRDN-CONT-035,CONT-AIRDN-0034,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00110,SRC-AIRDN-CONT-036,CONT-AIRDN-0035,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00110,CORROBORATING-SRC-AIRDN-CONT-036,CONT-AIRDN-0035,contract,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00111,SRC-AIRDN-CONT-037,CONT-AIRDN-0036,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00112,SRC-AIRDN-CONT-038,CONT-AIRDN-0037,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00113,SRC-AIRDN-CONT-039,CONT-AIRDN-0038,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00114,SRC-AIRDN-CONT-040,CONT-AIRDN-0039,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00115,SRC-AIRDN-CONT-041,CONT-AIRDN-0040,contract,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00116,SRC-AIRDN-CONT-042,CONT-AIRDN-0041,contract,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00117,SRC-AIRDN-CONT-043,CONT-AIRDN-0042,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00118,SRC-AIRDN-CONT-044,CONT-AIRDN-0043,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00119,SRC-AIRDN-CONT-045,CONT-AIRDN-0044,contract,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00120,SRC-AIRDN-CONT-046,CONT-AIRDN-0045,contract,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00121,VEND-AIRDN-001,VEND-AIRDN-001,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00121,CORROBORATING-VEND-AIRDN-001,VEND-AIRDN-001,vendor,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00122,VEND-AIRDN-002,VEND-AIRDN-002,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00123,VEND-AIRDN-003,VEND-AIRDN-003,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00124,VEND-AIRDN-004,VEND-AIRDN-004,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00125,VEND-AIRDN-005,VEND-AIRDN-005,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00126,VEND-AIRDN-006,VEND-AIRDN-006,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00127,VEND-AIRDN-007,VEND-AIRDN-007,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00128,VEND-AIRDN-008,VEND-AIRDN-008,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00129,VEND-AIRDN-009,VEND-AIRDN-009,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00130,VEND-AIRDN-010,VEND-AIRDN-010,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00131,VEND-AIRDN-011,VEND-AIRDN-011,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00132,VEND-AIRDN-012,VEND-AIRDN-012,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00132,CORROBORATING-VEND-AIRDN-012,VEND-AIRDN-012,vendor,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00133,VEND-AIRDN-013,VEND-AIRDN-013,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00134,VEND-AIRDN-014,VEND-AIRDN-014,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00135,VEND-AIRDN-015,VEND-AIRDN-015,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00136,VEND-AIRDN-016,VEND-AIRDN-016,vendor,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00137,VEND-AIRDN-017,VEND-AIRDN-017,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00138,VEND-AIRDN-018,VEND-AIRDN-018,vendor,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00139,VEND-AIRDN-019,VEND-AIRDN-019,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00140,VEND-AIRDN-020,VEND-AIRDN-020,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00141,VEND-AIRDN-021,VEND-AIRDN-021,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00142,VEND-AIRDN-022,VEND-AIRDN-022,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00143,VEND-AIRDN-023,VEND-AIRDN-023,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00143,CORROBORATING-VEND-AIRDN-023,VEND-AIRDN-023,vendor,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00144,VEND-AIRDN-024,VEND-AIRDN-024,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00145,VEND-AIRDN-025,VEND-AIRDN-025,vendor,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00146,VEND-AIRDN-026,VEND-AIRDN-026,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00147,VEND-AIRDN-027,VEND-AIRDN-027,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00148,VEND-AIRDN-028,VEND-AIRDN-028,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00149,VEND-AIRDN-029,VEND-AIRDN-029,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00150,VEND-AIRDN-030,VEND-AIRDN-030,vendor,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00151,PROG-AIRDN-001,PROG-AIRDN-001,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00152,PROG-AIRDN-002,PROG-AIRDN-002,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00153,PROG-AIRDN-003,PROG-AIRDN-003,program,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00154,PROG-AIRDN-004,PROG-AIRDN-004,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00154,CORROBORATING-PROG-AIRDN-004,PROG-AIRDN-004,program,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00155,PROG-AIRDN-005,PROG-AIRDN-005,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00156,PROG-AIRDN-006,PROG-AIRDN-006,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00157,PROG-AIRDN-007,PROG-AIRDN-007,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00158,PROG-AIRDN-008,PROG-AIRDN-008,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00159,PROG-AIRDN-009,PROG-AIRDN-009,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00160,PROG-AIRDN-010,PROG-AIRDN-010,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00161,PROG-AIRDN-011,PROG-AIRDN-011,program,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00162,PROG-AIRDN-012,PROG-AIRDN-012,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00163,PROG-AIRDN-013,PROG-AIRDN-013,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00164,PROG-AIRDN-014,PROG-AIRDN-014,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00165,PROG-AIRDN-015,PROG-AIRDN-015,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00165,CORROBORATING-PROG-AIRDN-015,PROG-AIRDN-015,program,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00166,PROG-AIRDN-016,PROG-AIRDN-016,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00167,PROG-AIRDN-017,PROG-AIRDN-017,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00168,PROG-AIRDN-018,PROG-AIRDN-018,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00169,PROG-AIRDN-019,PROG-AIRDN-019,program,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00170,PROG-AIRDN-020,PROG-AIRDN-020,program,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00171,RISK-AIRDN-0001,RISK-AIRDN-0001,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00172,RISK-AIRDN-0002,RISK-AIRDN-0002,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00173,RISK-AIRDN-0003,RISK-AIRDN-0003,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00174,RISK-AIRDN-0004,RISK-AIRDN-0004,risk,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00175,RISK-AIRDN-0005,RISK-AIRDN-0005,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00176,RISK-AIRDN-0006,RISK-AIRDN-0006,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00176,CORROBORATING-RISK-AIRDN-0006,RISK-AIRDN-0006,risk,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00177,RISK-AIRDN-0007,RISK-AIRDN-0007,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00178,RISK-AIRDN-0008,RISK-AIRDN-0008,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00179,RISK-AIRDN-0009,RISK-AIRDN-0009,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00180,RISK-AIRDN-0010,RISK-AIRDN-0010,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00181,RISK-AIRDN-0011,RISK-AIRDN-0011,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00182,RISK-AIRDN-0012,RISK-AIRDN-0012,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00183,RISK-AIRDN-0013,RISK-AIRDN-0013,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00184,RISK-AIRDN-0014,RISK-AIRDN-0014,risk,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00185,RISK-AIRDN-0015,RISK-AIRDN-0015,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00186,RISK-AIRDN-0016,RISK-AIRDN-0016,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00187,RISK-AIRDN-0017,RISK-AIRDN-0017,risk,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00187,CORROBORATING-RISK-AIRDN-0017,RISK-AIRDN-0017,risk,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00188,RISK-AIRDN-0018,RISK-AIRDN-0018,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00189,RISK-AIRDN-0019,RISK-AIRDN-0019,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00190,RISK-AIRDN-0020,RISK-AIRDN-0020,risk,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00191,SRC-AIRDN-CTRL-002,CTRL-AIRDN-0001,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00192,SRC-AIRDN-CTRL-003,CTRL-AIRDN-0002,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00193,SRC-AIRDN-CTRL-004,CTRL-AIRDN-0003,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00194,SRC-AIRDN-CTRL-005,CTRL-AIRDN-0004,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00195,SRC-AIRDN-CTRL-006,CTRL-AIRDN-0005,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00196,SRC-AIRDN-CTRL-007,CTRL-AIRDN-0006,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00197,SRC-AIRDN-CTRL-008,CTRL-AIRDN-0007,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00198,SRC-AIRDN-CTRL-009,CTRL-AIRDN-0008,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00198,CORROBORATING-SRC-AIRDN-CTRL-009,CTRL-AIRDN-0008,control,corroborating,multi_source_reconstructable
TRUTH-AIRDN-00199,SRC-AIRDN-CTRL-010,CTRL-AIRDN-0009,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00200,SRC-AIRDN-CTRL-011,CTRL-AIRDN-0010,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00201,SRC-AIRDN-CTRL-012,CTRL-AIRDN-0011,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00202,SRC-AIRDN-CTRL-013,CTRL-AIRDN-0012,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00203,SRC-AIRDN-CTRL-014,CTRL-AIRDN-0013,control,supported,not_reconstructable_without_interview
TRUTH-AIRDN-00204,SRC-AIRDN-CTRL-015,CTRL-AIRDN-0014,control,ambiguous,reconstructable_from_visible_source
TRUTH-AIRDN-00205,SRC-AIRDN-CTRL-016,CTRL-AIRDN-0015,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00206,SRC-AIRDN-CTRL-017,CTRL-AIRDN-0016,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00207,SRC-AIRDN-CTRL-018,CTRL-AIRDN-0017,control,conflicting,reconstructable_from_visible_source
TRUTH-AIRDN-00208,SRC-AIRDN-CTRL-019,CTRL-AIRDN-0018,control,supported,reconstructable_from_visible_source
TRUTH-AIRDN-00209,SRC-AIRDN-CTRL-020,CTRL-AIRDN-0019,control,supported,reconstructable_from_visible_source
