rule,file,reason
synthetic-v-folder-reference,docs/codex-handoff/SKYHARBOR_IROPS_END_TO_END_MOVE_BRIEF.md,non-loader historical reference
synthetic-v-folder-reference,docs/context/CLIENT_CONTEXT_COMPLETENESS_AUDIT_2026-06.md,non-loader historical reference
synthetic-v-folder-reference,docs/context/CLIENT_CONTEXT_HEALTHCHECK_2026-06.md,non-loader historical reference
synthetic-v-folder-reference,docs/demo/DEMO_ENVIRONMENT_OPERATIONS.md,non-loader historical reference
synthetic-v-folder-reference,docs/governance/CONTEXT_FRAMEWORK_CURRENT_STATE_DISCOVERY_2026-06-09.md,non-loader historical reference
synthetic-v-folder-reference,docs/governance/dataset-manifests/first-capital-rich-synthetic-v3-candidate-20260717.json,non-loader historical reference
v6-v7-current-state,docs/governance/dataset-manifests/meridian-health-v6-v7-current-state-v1.json,non-loader historical reference
synthetic-v-folder-reference,docs/governance/dataset-manifests/skyharbor-air-rich-synthetic-v3-candidate-20260717.json,non-loader historical reference
synthetic-v-folder-reference,docs/governance/dataset-manifests/skyharbor-air-synthetic-v2.json,non-loader historical reference
synthetic-v-folder-reference,docs/intelligence-v6/SKYHARBOR_CTO_AIRLINE_DEMO_PACKAGE_2026-06-30.md,non-loader historical reference
legacy-v-dimension-token,docs/intelligence-v6/SKYHARBOR_V6_CTO_DEMO_DESIGN_AUDIT_2026-06-30.md,non-loader historical reference
synthetic-v-folder-reference,docs/intelligence-v6/V6_TENANT_PACK_VALIDATION_2026-06-30.json,non-loader historical reference
synthetic-v-folder-reference,docs/releases/2026-05-23-p18-apex-core-assets.md,non-loader historical reference
synthetic-v-folder-reference,docs/releases/2026-05-23-p18-apex-data-pack-scaffold.md,non-loader historical reference
synthetic-v-folder-reference,docs/releases/records/2026-05-24-p18-apex-data-pack-ingestion.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-24-p18-apex-document-corpus-assets.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-25-p19-meridian-data-pack-scaffold.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-26-first-capital-financial-substrate.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-26-northstar-demo-readiness.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-26-p21-northstar-context-layer.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-26-packet-20-firstcapital-substrate-prompt.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-26-packet-22-northstar-pattern-overlay.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-26-stress-p0-008-northstar-tenant-resolver.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-27-skyharbor-airline-pattern-overlay.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-27-skyharbor-airline-substrate.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-28-meridian-context-layer-showcase.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-30-phase6-firstcapital-harness-sap-ecc.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-05-30-section9-skyharbor-stress-profile.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-05-meridian-sacramento-profile-loader-alignment.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-06-meridian-live-client-id-alignment.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-06-meridian-phase0-profile-neutralization.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-06-meridian-profile-bootstrap.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-06-meridian-sacramento-profile-correction.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-10-skyharbor-dataset-v2.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-14-lakeshore-kyriba-upload-proof-pack.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-14-phs-meridian-pilot-evidence-pack.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-16-first-capital-structured-load.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-17-first-capital-context-engine-build-brief.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-17-first-capital-refresh-staging.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-18-derived-enterprise-read-agent-binding.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-18-first-capital-context-engine-p2-load-job.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-19-it-investment-tower-v2-standalone.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-19-v4-pilot-dataset-source-preservation.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-22-northstar-intelligence-v2-binding.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-26-lakeshore-tower-data-reset.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-27-v4-v5-dataset-refresh-readiness.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-06-29-home-v6-runtime-contract.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-07-01-industrial-cio-backoffice-readiness.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-07-01-lakeshore-v6-holdco-realignment.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-01-lakeshore-v6-holdco-realignment.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-07-02-lakeshore-holdings-canonical-profile.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-02-v6-graph-physical-substrate.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-02-v6-graph-substrate-guidance.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-03-home-v7-azure-cutover.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-05-home-digestibility.md,release record
legacy-v-file-name,docs/releases/records/2026-07-05-home-digestibility.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-05-tower-v7-substrate-bridge.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-07-06-home-know-enterprise-profile-grounding.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-06-home-know-enterprise-profile-grounding.md,release record
legacy-v-file-name,docs/releases/records/2026-07-06-home-know-enterprise-profile-grounding.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-07-06-lakeshore-v7-holdco-entity-spine.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-06-lakeshore-v7-holdco-entity-spine.md,release record
legacy-v-file-name,docs/releases/records/2026-07-06-lakeshore-v7-holdco-entity-spine.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-09-meridian-v6-v7-current-state-layer.md,release record
legacy-v-file-name,docs/releases/records/2026-07-09-meridian-v6-v7-current-state-layer.md,release record
v6-v7-current-state,docs/releases/records/2026-07-09-meridian-v6-v7-current-state-layer.md,release record
v6-v7-current-state,docs/releases/records/2026-07-09-v7-tenant-proof-readpath.md,release record
archive-path-reference,docs/releases/records/2026-07-13-canonical-tenant-inputs.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-13-move-artifact-versioned-blob-paths.md,release record
legacy-v-file-name,docs/releases/records/2026-07-13-move-artifact-versioned-blob-paths.md,release record
archive-path-reference,docs/releases/records/2026-07-14-data-input-canonical-consolidation.md,release record
legacy-v-dimension-token,docs/releases/records/2026-07-14-meridian-active-module-context.md,release record
legacy-v-file-name,docs/releases/records/2026-07-14-meridian-active-module-context.md,release record
current-state-pack,docs/releases/records/2026-07-14-meridian-active-module-context.md,release record
archive-path-reference,docs/releases/records/2026-07-15-legacy-template-purge-pr1.md,release record
synthetic-v-folder-reference,docs/releases/records/2026-07-15-legacy-template-purge-pr1.md,release record
current-state-pack,docs/releases/records/2026-07-15-legacy-template-purge-pr1.md,release record
v6-v7-current-state,docs/releases/records/2026-07-16-multi-tenant-v3-cxo-context.md,release record
legacy-v-dimension-token,docs/releases/records/2026-08-19-v6-v7-dead-code-sweep.md,release record
legacy-v-file-name,docs/releases/records/2026-08-19-v6-v7-dead-code-sweep.md,release record
synthetic-v-folder-reference,docs/skyharbor/AZURE_PRIVATE_LOAD_RUNBOOK.md,non-loader historical reference
synthetic-v-folder-reference,docs/source/SKYHARBOR_DATASET_AND_INGESTION_PLAN.md,non-loader historical reference
synthetic-v-folder-reference,docs/source/SOURCE_CONTEXT_BUNDLE_TRACE_PROOF_2026-06.md,non-loader historical reference
synthetic-v-folder-reference,outputs/context-refresh/v4-pack-readiness/volumetric-summary.json,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-001-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-001-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-002-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-002-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-003-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-003-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-004-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-004-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-005-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-005-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-006-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-006-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-007-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-007-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-008-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-008-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-009-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-009-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-010-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-010-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-011-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-011-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-012-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-012-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-013-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-013-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-014-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-014-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-015-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-015-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-016-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-016-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-017-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-017-prompt-reconstruction.txt,non-loader historical reference
legacy-v-dimension-token,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-018-prompt-reconstruction.txt,non-loader historical reference
legacy-v-file-name,proof/home-intelligence-50q-live-audit/2026-07-06T22-57-24-137Z/prompts/INT-SKY-018-prompt-reconstruction.txt,non-loader historical reference
synthetic-v-folder-reference,proof/skyharbor-v6-cto-readiness/01-decision-packet.json,non-loader historical reference
legacy-v-pack-label,proof/skyharbor-v6-cto-readiness/01-decision-packet.json,non-loader historical reference
legacy-v-dimension-token,proof/skyharbor-v6-cto-readiness/01-decision-packet.json,non-loader historical reference
legacy-v-file-name,proof/skyharbor-v6-cto-readiness/01-decision-packet.json,non-loader historical reference
synthetic-v-folder-reference,reports/2026-06-05-skyharbor-reality/00-before-state.md,generated/historical report
synthetic-v-folder-reference,reports/2026-06-05-skyharbor-reset-load/01-current-state-inventory.md,generated/historical report
synthetic-v-folder-reference,reports/2026-06-05-skyharbor-reset-load/02-backup-manifest.md,generated/historical report
synthetic-v-folder-reference,reports/2026-06-05-skyharbor-reset-load/05-loader-dry-run.md,generated/historical report
synthetic-v-folder-reference,reports/2026-06-05-skyharbor-reset-load/08-moves-source-proof.md,generated/historical report
synthetic-v-folder-reference,reports/abarva-data-intelligence-redesign-latest.json,generated/historical report
legacy-v-dimension-token,reports/abarva-data-intelligence-redesign-latest.json,generated/historical report
legacy-v-file-name,reports/abarva-data-intelligence-redesign-latest.json,generated/historical report
v6-v7-current-state,reports/abarva-data-intelligence-redesign-latest.json,generated/historical report
synthetic-v-folder-reference,reports/abarva-data-intelligence-redesign-summary.md,generated/historical report
legacy-v-dimension-token,reports/abarva-data-intelligence-redesign-summary.md,generated/historical report
legacy-v-file-name,reports/abarva-data-intelligence-redesign-summary.md,generated/historical report
v6-v7-current-state,reports/abarva-data-intelligence-redesign-summary.md,generated/historical report
synthetic-v-folder-reference,reports/abarva-enterprise-data-architecture-latest.json,generated/historical report
legacy-v-dimension-token,reports/abarva-enterprise-data-architecture-latest.json,generated/historical report
legacy-v-file-name,reports/abarva-enterprise-data-architecture-latest.json,generated/historical report
v6-v7-current-state,reports/abarva-enterprise-data-architecture-latest.json,generated/historical report
synthetic-v-folder-reference,reports/active-tenant-module-routing-fix/summary.md,generated/historical report
legacy-v-dimension-token,reports/active-tenant-module-routing-fix/summary.md,generated/historical report
legacy-v-file-name,reports/active-tenant-module-routing-fix/summary.md,generated/historical report
synthetic-v-folder-reference,reports/admin-data-layer-explorer/latest/tenant-manifest-projection-audit.json,generated/historical report
legacy-v-dimension-token,reports/admin-data-layer-explorer/latest/tenant-manifest-projection-audit.json,generated/historical report
legacy-v-file-name,reports/admin-data-layer-explorer/latest/tenant-manifest-projection-audit.json,generated/historical report
v6-v7-current-state,reports/admin-data-layer-explorer/latest/tenant-manifest-projection-audit.json,generated/historical report
synthetic-v-folder-reference,reports/all-tenant-candidate-batch/all-tenant-candidate-batch.json,generated/historical report
v6-v7-current-state,reports/all-tenant-candidate-batch/all-tenant-candidate-batch.json,generated/historical report
synthetic-v-folder-reference,reports/candidate-module-workbench-previews/skyharbor/candidate-module-workbench-preview-proof.json,generated/historical report
legacy-v-dimension-token,reports/candidate-module-workbench-previews/skyharbor/candidate-module-workbench-preview-proof.json,generated/historical report
legacy-v-file-name,reports/candidate-module-workbench-previews/skyharbor/candidate-module-workbench-preview-proof.json,generated/historical report
synthetic-v-folder-reference,reports/candidate-module-workbench-previews/skyharbor/moves-workbench-preview.json,generated/historical report
synthetic-v-folder-reference,reports/candidate-module-workbench-previews/skyharbor/source-workbench-preview.json,generated/historical report
synthetic-v-folder-reference,reports/candidate-module-workbench-previews/skyharbor/tower-workbench-preview.json,generated/historical report
legacy-v-dimension-token,reports/candidate-module-workbench-previews/skyharbor/tower-workbench-preview.json,generated/historical report
legacy-v-file-name,reports/candidate-module-workbench-previews/skyharbor/tower-workbench-preview.json,generated/historical report
archive-path-reference,reports/canonical-data-build/latest/source-path-enforcement.json,generated/historical report
legacy-v-dimension-token,reports/data-layer-design/active-input-file-inventory.json,generated/historical report
legacy-v-file-name,reports/data-layer-design/active-input-file-inventory.json,generated/historical report
current-state-pack,reports/data-layer-design/active-input-file-inventory.json,generated/historical report
rich-enterprise-pack,reports/data-layer-design/active-input-file-inventory.json,generated/historical report
rich-substrate-pack,reports/data-layer-design/active-input-file-inventory.json,generated/historical report
upgrade-candidate-pack,reports/data-layer-design/active-input-file-inventory.json,generated/historical report
legacy-v-dimension-token,reports/data-layer-design/active-input-file-inventory.md,generated/historical report
legacy-v-file-name,reports/data-layer-design/active-input-file-inventory.md,generated/historical report
current-state-pack,reports/data-layer-design/active-input-file-inventory.md,generated/historical report
rich-enterprise-pack,reports/data-layer-design/active-input-file-inventory.md,generated/historical report
rich-substrate-pack,reports/data-layer-design/active-input-file-inventory.md,generated/historical report
upgrade-candidate-pack,reports/data-layer-design/active-input-file-inventory.md,generated/historical report
synthetic-v-folder-reference,reports/data-remediation/skyharbor-applications/latest/canonical-records-summary.json,generated/historical report
synthetic-v-folder-reference,reports/data-remediation/skyharbor-applications/latest/manifest-update.json,generated/historical report
synthetic-v-folder-reference,reports/data-remediation/skyharbor-applications/latest/summary.md,generated/historical report
synthetic-v-folder-reference,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
legacy-v-dimension-token,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
legacy-v-file-name,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
v6-v7-current-state,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
current-state-pack,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
rich-enterprise-pack,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
rich-substrate-pack,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
upgrade-candidate-pack,reports/data-standard/legacy-purge/remaining-allowed-legacy-references.csv,generated/historical report
archive-path-reference,reports/data-standard/legacy-purge/summary.json,generated/historical report
synthetic-v-folder-reference,reports/data-standard/legacy-purge/summary.json,generated/historical report
archive-path-reference,reports/data-standard/legacy-purge/summary.md,generated/historical report
synthetic-v-folder-reference,reports/data-standard/legacy-purge/summary.md,generated/historical report
current-state-pack,reports/demo-readiness/meridian-data-state/source-inventory.csv,generated/historical report
synthetic-v-folder-reference,reports/enterprise-profile-foundation/latest/canonical-profile-records.json,generated/historical report
legacy-v-dimension-token,reports/enterprise-profile-foundation/latest/canonical-profile-records.json,generated/historical report
legacy-v-file-name,reports/enterprise-profile-foundation/latest/canonical-profile-records.json,generated/historical report
v6-v7-current-state,reports/enterprise-profile-foundation/latest/canonical-profile-records.json,generated/historical report
synthetic-v-folder-reference,reports/enterprise-profile-foundation/latest/parsed-enterprise-profile-records.json,generated/historical report
legacy-v-dimension-token,reports/enterprise-profile-foundation/latest/parsed-enterprise-profile-records.json,generated/historical report
legacy-v-file-name,reports/enterprise-profile-foundation/latest/parsed-enterprise-profile-records.json,generated/historical report
v6-v7-current-state,reports/enterprise-profile-foundation/latest/parsed-enterprise-profile-records.json,generated/historical report
synthetic-v-folder-reference,reports/enterprise-profile-foundation/latest/profile-gaps.json,generated/historical report
legacy-v-dimension-token,reports/enterprise-profile-foundation/latest/profile-gaps.json,generated/historical report
legacy-v-file-name,reports/enterprise-profile-foundation/latest/profile-gaps.json,generated/historical report
v6-v7-current-state,reports/enterprise-profile-foundation/latest/profile-gaps.json,generated/historical report
synthetic-v-folder-reference,reports/enterprise-profile-foundation/latest/source-lineage.json,generated/historical report
legacy-v-dimension-token,reports/enterprise-profile-foundation/latest/source-lineage.json,generated/historical report
legacy-v-file-name,reports/enterprise-profile-foundation/latest/source-lineage.json,generated/historical report
v6-v7-current-state,reports/enterprise-profile-foundation/latest/source-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/apex-retail/evidence-id-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/apex-retail/evidence-id-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/apex-retail/evidence-id-reconciliation.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/apex-retail/migration-lineage.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/apex-retail/migration-lineage.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/apex-retail/migration-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/apex-retail/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/apex-retail/source-identity-resolution.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/apex-retail/source-identity-resolution.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/first-capital-financial/evidence-id-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/first-capital-financial/evidence-id-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/first-capital-financial/evidence-id-reconciliation.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/first-capital-financial/migration-lineage.json,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/first-capital-financial/migration-lineage.json,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/first-capital-financial/migration-lineage.json,generated/historical report
archive-path-reference,reports/evidence-v4-migration/first-capital-financial/source-identity-resolution.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/first-capital-financial/source-identity-resolution.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/first-capital-financial/source-identity-resolution.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-holdings/evidence-id-reconciliation.csv,generated/historical report
legacy-v-dimension-token,reports/evidence-v4-migration/lakeshore-holdings/evidence-id-reconciliation.csv,generated/historical report
legacy-v-file-name,reports/evidence-v4-migration/lakeshore-holdings/evidence-id-reconciliation.csv,generated/historical report
archive-path-reference,reports/evidence-v4-migration/lakeshore-holdings/migration-lineage.json,generated/historical report
