Benefit_ID,Initiative_ID,Linked_Metric_ID,Benefit_Type,Baseline,Target,Forecast,Realized_to_Date,Unit,Measurement_Method,Benefit_Owner,Realization_Status
MERIDIANHEALTH-BEN-0028,MERIDIANHEALTH-INIT-0028,MERIDIANHEALTH-MET-0028,run_cost,127,147,139,57,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0029,MERIDIANHEALTH-INIT-0029,MERIDIANHEALTH-MET-0029,productivity,128,148,140,58,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0030,MERIDIANHEALTH-INIT-0030,MERIDIANHEALTH-MET-0030,productivity,129,149,141,30,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0031,MERIDIANHEALTH-INIT-0031,MERIDIANHEALTH-MET-0031,run_cost,130,150,142,31,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0032,MERIDIANHEALTH-INIT-0032,MERIDIANHEALTH-MET-0032,productivity,100,151,143,32,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0033,MERIDIANHEALTH-INIT-0033,MERIDIANHEALTH-MET-0033,productivity,101,152,144,33,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0034,MERIDIANHEALTH-INIT-0034,MERIDIANHEALTH-MET-0034,run_cost,102,153,145,34,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0035,MERIDIANHEALTH-INIT-0035,MERIDIANHEALTH-MET-0035,productivity,103,154,146,35,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0036,MERIDIANHEALTH-INIT-0036,MERIDIANHEALTH-MET-0036,productivity,104,155,147,36,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0037,MERIDIANHEALTH-INIT-0037,MERIDIANHEALTH-MET-0037,run_cost,105,156,148,37,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0038,MERIDIANHEALTH-INIT-0038,MERIDIANHEALTH-MET-0038,productivity,106,157,112,38,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0039,MERIDIANHEALTH-INIT-0039,MERIDIANHEALTH-MET-0039,productivity,107,158,113,39,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0040,MERIDIANHEALTH-INIT-0040,MERIDIANHEALTH-MET-0040,run_cost,108,159,114,40,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0041,MERIDIANHEALTH-INIT-0041,MERIDIANHEALTH-MET-0041,productivity,109,160,115,41,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0042,MERIDIANHEALTH-INIT-0042,MERIDIANHEALTH-MET-0042,productivity,110,161,116,42,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0043,MERIDIANHEALTH-INIT-0043,MERIDIANHEALTH-MET-0043,run_cost,111,162,117,43,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0044,MERIDIANHEALTH-INIT-0044,MERIDIANHEALTH-MET-0044,productivity,112,163,118,44,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0045,MERIDIANHEALTH-INIT-0045,MERIDIANHEALTH-MET-0045,productivity,113,164,119,45,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0046,MERIDIANHEALTH-INIT-0046,MERIDIANHEALTH-MET-0046,run_cost,114,165,120,46,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0047,MERIDIANHEALTH-INIT-0047,MERIDIANHEALTH-MET-0047,productivity,115,166,121,47,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0048,MERIDIANHEALTH-INIT-0048,MERIDIANHEALTH-MET-0048,productivity,116,120,122,48,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0049,MERIDIANHEALTH-INIT-0049,MERIDIANHEALTH-MET-0049,run_cost,117,121,123,49,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0050,MERIDIANHEALTH-INIT-0050,MERIDIANHEALTH-MET-0050,productivity,118,122,124,50,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0051,MERIDIANHEALTH-INIT-0051,MERIDIANHEALTH-MET-0051,productivity,119,123,125,51,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0052,MERIDIANHEALTH-INIT-0052,MERIDIANHEALTH-MET-0052,run_cost,120,124,126,52,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0053,MERIDIANHEALTH-INIT-0053,MERIDIANHEALTH-MET-0053,productivity,121,125,127,53,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0054,MERIDIANHEALTH-INIT-0054,MERIDIANHEALTH-MET-0054,productivity,122,126,128,54,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0055,MERIDIANHEALTH-INIT-0055,MERIDIANHEALTH-MET-0055,run_cost,123,127,129,55,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0056,MERIDIANHEALTH-INIT-0056,MERIDIANHEALTH-MET-0056,productivity,124,128,130,56,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0057,MERIDIANHEALTH-INIT-0057,MERIDIANHEALTH-MET-0057,productivity,125,129,131,57,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0058,MERIDIANHEALTH-INIT-0058,MERIDIANHEALTH-MET-0058,run_cost,126,130,132,58,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0059,MERIDIANHEALTH-INIT-0059,MERIDIANHEALTH-MET-0059,productivity,127,131,133,30,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0060,MERIDIANHEALTH-INIT-0060,MERIDIANHEALTH-MET-0060,productivity,128,132,134,31,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0061,MERIDIANHEALTH-INIT-0061,MERIDIANHEALTH-MET-0061,run_cost,129,133,135,32,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0062,MERIDIANHEALTH-INIT-0062,MERIDIANHEALTH-MET-0062,productivity,130,134,136,33,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0063,MERIDIANHEALTH-INIT-0063,MERIDIANHEALTH-MET-0063,productivity,100,135,137,34,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0064,MERIDIANHEALTH-INIT-0064,MERIDIANHEALTH-MET-0064,run_cost,101,136,138,35,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0065,MERIDIANHEALTH-INIT-0065,MERIDIANHEALTH-MET-0065,productivity,102,137,139,36,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0066,MERIDIANHEALTH-INIT-0066,MERIDIANHEALTH-MET-0066,productivity,103,138,140,37,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0067,MERIDIANHEALTH-INIT-0067,MERIDIANHEALTH-MET-0067,run_cost,104,139,141,38,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0068,MERIDIANHEALTH-INIT-0068,MERIDIANHEALTH-MET-0068,productivity,105,140,142,39,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0069,MERIDIANHEALTH-INIT-0069,MERIDIANHEALTH-MET-0069,productivity,106,141,143,40,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0070,MERIDIANHEALTH-INIT-0070,MERIDIANHEALTH-MET-0070,run_cost,107,142,144,41,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0071,MERIDIANHEALTH-INIT-0071,MERIDIANHEALTH-MET-0071,productivity,108,143,145,42,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0072,MERIDIANHEALTH-INIT-0072,MERIDIANHEALTH-MET-0072,productivity,109,144,146,43,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0073,MERIDIANHEALTH-INIT-0001,MERIDIANHEALTH-MET-0073,run_cost,110,145,147,44,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0074,MERIDIANHEALTH-INIT-0002,MERIDIANHEALTH-MET-0074,productivity,111,146,148,45,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0075,MERIDIANHEALTH-INIT-0003,MERIDIANHEALTH-MET-0075,productivity,112,147,112,46,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0076,MERIDIANHEALTH-INIT-0004,MERIDIANHEALTH-MET-0076,run_cost,113,148,113,47,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0077,MERIDIANHEALTH-INIT-0005,MERIDIANHEALTH-MET-0077,productivity,114,149,114,48,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0078,MERIDIANHEALTH-INIT-0006,MERIDIANHEALTH-MET-0078,productivity,115,150,115,49,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0079,MERIDIANHEALTH-INIT-0007,MERIDIANHEALTH-MET-0079,run_cost,116,151,116,50,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0080,MERIDIANHEALTH-INIT-0008,MERIDIANHEALTH-MET-0080,productivity,117,152,117,51,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0081,MERIDIANHEALTH-INIT-0009,MERIDIANHEALTH-MET-0081,productivity,118,153,118,52,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0082,MERIDIANHEALTH-INIT-0010,MERIDIANHEALTH-MET-0082,run_cost,119,154,119,53,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0083,MERIDIANHEALTH-INIT-0011,MERIDIANHEALTH-MET-0083,productivity,120,155,120,54,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0084,MERIDIANHEALTH-INIT-0012,MERIDIANHEALTH-MET-0084,productivity,121,156,121,55,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0085,MERIDIANHEALTH-INIT-0013,MERIDIANHEALTH-MET-0085,run_cost,122,157,122,56,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0086,MERIDIANHEALTH-INIT-0014,MERIDIANHEALTH-MET-0086,productivity,123,158,123,57,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0087,MERIDIANHEALTH-INIT-0015,MERIDIANHEALTH-MET-0087,productivity,124,159,124,58,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0088,MERIDIANHEALTH-INIT-0016,MERIDIANHEALTH-MET-0088,run_cost,125,160,125,30,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0089,MERIDIANHEALTH-INIT-0017,MERIDIANHEALTH-MET-0089,productivity,126,161,126,31,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0090,MERIDIANHEALTH-INIT-0018,MERIDIANHEALTH-MET-0090,productivity,127,162,127,32,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0091,MERIDIANHEALTH-INIT-0019,MERIDIANHEALTH-MET-0091,run_cost,128,163,128,33,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0092,MERIDIANHEALTH-INIT-0020,MERIDIANHEALTH-MET-0092,productivity,129,164,129,34,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0093,MERIDIANHEALTH-INIT-0021,MERIDIANHEALTH-MET-0001,productivity,130,165,130,35,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0094,MERIDIANHEALTH-INIT-0022,MERIDIANHEALTH-MET-0002,run_cost,100,166,131,36,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0095,MERIDIANHEALTH-INIT-0023,MERIDIANHEALTH-MET-0003,productivity,101,120,132,37,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0096,MERIDIANHEALTH-INIT-0024,MERIDIANHEALTH-MET-0004,productivity,102,121,133,38,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0097,MERIDIANHEALTH-INIT-0025,MERIDIANHEALTH-MET-0005,run_cost,103,122,134,39,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0098,MERIDIANHEALTH-INIT-0026,MERIDIANHEALTH-MET-0006,productivity,104,123,135,40,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0099,MERIDIANHEALTH-INIT-0027,MERIDIANHEALTH-MET-0007,productivity,105,124,136,41,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0100,MERIDIANHEALTH-INIT-0028,MERIDIANHEALTH-MET-0008,run_cost,106,125,137,42,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0101,MERIDIANHEALTH-INIT-0029,MERIDIANHEALTH-MET-0009,productivity,107,126,138,43,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0102,MERIDIANHEALTH-INIT-0030,MERIDIANHEALTH-MET-0010,productivity,108,127,139,44,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0103,MERIDIANHEALTH-INIT-0031,MERIDIANHEALTH-MET-0011,run_cost,109,128,140,45,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0104,MERIDIANHEALTH-INIT-0032,MERIDIANHEALTH-MET-0012,productivity,110,129,141,46,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0105,MERIDIANHEALTH-INIT-0033,MERIDIANHEALTH-MET-0013,productivity,111,130,142,47,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0106,MERIDIANHEALTH-INIT-0034,MERIDIANHEALTH-MET-0014,run_cost,112,131,143,48,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0107,MERIDIANHEALTH-INIT-0035,MERIDIANHEALTH-MET-0015,productivity,113,132,144,49,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0108,MERIDIANHEALTH-INIT-0036,MERIDIANHEALTH-MET-0016,productivity,114,133,145,50,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0109,MERIDIANHEALTH-INIT-0037,MERIDIANHEALTH-MET-0017,run_cost,115,134,146,51,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0110,MERIDIANHEALTH-INIT-0038,MERIDIANHEALTH-MET-0018,productivity,116,135,147,52,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0111,MERIDIANHEALTH-INIT-0039,MERIDIANHEALTH-MET-0019,productivity,117,136,148,53,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0112,MERIDIANHEALTH-INIT-0040,MERIDIANHEALTH-MET-0020,run_cost,118,137,112,54,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0113,MERIDIANHEALTH-INIT-0041,MERIDIANHEALTH-MET-0021,productivity,119,138,113,55,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0114,MERIDIANHEALTH-INIT-0042,MERIDIANHEALTH-MET-0022,productivity,120,139,114,56,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0115,MERIDIANHEALTH-INIT-0043,MERIDIANHEALTH-MET-0023,run_cost,121,140,115,57,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0116,MERIDIANHEALTH-INIT-0044,MERIDIANHEALTH-MET-0024,productivity,122,141,116,58,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0117,MERIDIANHEALTH-INIT-0045,MERIDIANHEALTH-MET-0025,productivity,123,142,117,30,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0118,MERIDIANHEALTH-INIT-0046,MERIDIANHEALTH-MET-0026,run_cost,124,143,118,31,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0119,MERIDIANHEALTH-INIT-0047,MERIDIANHEALTH-MET-0027,productivity,125,144,119,32,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0120,MERIDIANHEALTH-INIT-0048,MERIDIANHEALTH-MET-0028,productivity,126,145,120,33,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0121,MERIDIANHEALTH-INIT-0049,MERIDIANHEALTH-MET-0029,run_cost,127,146,121,34,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0122,MERIDIANHEALTH-INIT-0050,MERIDIANHEALTH-MET-0030,productivity,128,147,122,35,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0123,MERIDIANHEALTH-INIT-0051,MERIDIANHEALTH-MET-0031,productivity,129,148,123,36,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0124,MERIDIANHEALTH-INIT-0052,MERIDIANHEALTH-MET-0032,run_cost,130,149,124,37,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0125,MERIDIANHEALTH-INIT-0053,MERIDIANHEALTH-MET-0033,productivity,100,150,125,38,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0126,MERIDIANHEALTH-INIT-0054,MERIDIANHEALTH-MET-0034,productivity,101,151,126,39,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0127,MERIDIANHEALTH-INIT-0055,MERIDIANHEALTH-MET-0035,run_cost,102,152,127,40,usd_m,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0128,MERIDIANHEALTH-INIT-0056,MERIDIANHEALTH-MET-0036,productivity,103,153,128,41,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0129,MERIDIANHEALTH-INIT-0057,MERIDIANHEALTH-MET-0037,productivity,104,154,129,42,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0130,MERIDIANHEALTH-INIT-0058,MERIDIANHEALTH-MET-0038,run_cost,105,155,130,43,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0131,MERIDIANHEALTH-INIT-0059,MERIDIANHEALTH-MET-0039,productivity,106,156,131,44,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0132,MERIDIANHEALTH-INIT-0060,MERIDIANHEALTH-MET-0040,productivity,107,157,132,45,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0133,MERIDIANHEALTH-INIT-0061,MERIDIANHEALTH-MET-0041,run_cost,108,158,133,46,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0134,MERIDIANHEALTH-INIT-0062,MERIDIANHEALTH-MET-0042,productivity,109,159,134,47,percent,finance attestation plus source-system telemetry,Transformation Finance,blocked
MERIDIANHEALTH-BEN-0135,MERIDIANHEALTH-INIT-0063,MERIDIANHEALTH-MET-0043,productivity,110,160,135,48,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0136,MERIDIANHEALTH-INIT-0064,MERIDIANHEALTH-MET-0044,run_cost,111,161,136,49,usd_m,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0137,MERIDIANHEALTH-INIT-0065,MERIDIANHEALTH-MET-0045,productivity,112,162,137,50,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
MERIDIANHEALTH-BEN-0138,MERIDIANHEALTH-INIT-0066,MERIDIANHEALTH-MET-0046,productivity,113,163,138,51,percent,finance attestation plus source-system telemetry,Transformation Finance,tracking
