data_asset_id,data_asset_name,domain,source_systems,target_platform,data_owner,freshness,quality_score,semantic_layer_status,move_relevance
FIRSTCAPITAL-DATA-0021,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0022,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0023,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0024,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0025,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0026,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0027,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0028,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0029,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0030,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0031,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0032,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0033,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0034,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0035,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0036,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0037,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0038,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0039,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0040,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0041,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0042,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0043,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0044,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0045,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0046,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0047,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0048,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0049,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0050,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0051,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0052,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0053,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0054,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0055,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0056,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0057,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0058,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0059,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0060,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0061,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0062,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0063,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0064,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0065,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0066,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0067,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0068,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0069,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0070,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0071,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0072,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0073,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0074,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0075,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0076,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0077,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0078,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0079,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0080,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0081,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0082,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0083,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0084,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0085,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0086,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0087,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0088,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0089,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0090,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0091,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0092,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0093,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0094,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0095,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0096,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0097,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0098,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0099,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0100,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0101,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0102,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0103,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0104,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0105,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0106,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0107,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0108,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0109,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0110,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0111,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0112,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0113,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0114,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0115,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0116,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0117,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0118,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0119,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0120,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0121,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0122,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0123,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0124,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0125,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0126,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0127,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0128,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0129,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0130,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
FIRSTCAPITAL-DATA-0131,Customer gold record (deposits+cards+lending+wealth),customer_360,Core;Cards;Lending;Wealth;CRM,Databricks AWS,Chief Data & Analytics Officer,target near real time,56,not_ready,Unified customer identity
FIRSTCAPITAL-DATA-0132,Transaction monitoring feature store,financial_crimes,Core;Payments;Cards;Sanctions,Databricks AWS,BSA/AML Officer,near real time,61,partial,AML false-positive reduction
FIRSTCAPITAL-DATA-0133,Fraud real-time feature store,fraud,Cards auth;Payments;Device;Sessions,Feedzai / Databricks,Chief Risk Officer,streaming,64,partial,Scam/APP fraud detection
FIRSTCAPITAL-DATA-0134,Credit risk modeling dataset,credit_risk,Lending;Bureau;Financials;Core,Databricks AWS,Chief Risk Officer,daily,59,not_ready,Underwriting automation
FIRSTCAPITAL-DATA-0135,Regulatory finance mart,finance_regulatory,GL;Subledgers;Treasury;Risk,Snowflake,Chief Financial Officer,monthly close,67,partial,Close and reg-report automation
FIRSTCAPITAL-DATA-0136,Contact center interaction corpus,customer_experience,Genesys;CRM;Core;Transcripts,Databricks AWS,Head of Customer Experience,daily,52,not_ready,Agent next-best-action
FIRSTCAPITAL-DATA-0137,Payments operations event store,payment_ops,ACH;Wire;RTP;ISO 20022,Databricks AWS,Chief Operating Officer,near real time,58,partial,Exception automation
FIRSTCAPITAL-DATA-0138,Model risk inventory & evidence store,model_risk,MRM;Risk;Fraud;AML;Credit,Snowflake,Chief Risk Officer,on validation,55,not_ready,SR 11-7 governance evidence
FIRSTCAPITAL-DATA-0139,Wealth advisory analytics dataset,wealth,Addepar;CRM;Market data;Planning,Databricks AWS,Head of Wealth Management,daily,60,partial,Advisor productivity
FIRSTCAPITAL-DATA-0140,Marketing & engagement dataset,marketing,CRM;Campaigns;Web;App;Core,Databricks AWS,Head of Consumer Banking,daily,57,partial,Personalization & retention
