tenant_key,source_file,source_type,source_owner,source_date,as_of_date,confidentiality,domains_covered,row_count_or_pages,quality_notes,approved_for_loading,known_gaps,evidence_id
healthcare-demo-new,Risk register (Compliance/Legal),grc_tool_extract,CLO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,risks_controls,~40 pages,Synthetic GRC-tool-style risk register export,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0011
healthcare-demo-new,ITSM ticket/incident export (ServiceNow),system_of_record_extract,VP IT Service Management & Support,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,operational_process_evidence,~120 rows,Synthetic incident/ticket volume extract,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0012
healthcare-demo-new,AI use-case intake register,internal_register,CDAO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,ai_automation_use_cases,~120 rows,Synthetic AI/automation intake and governance register,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0013
healthcare-demo-new,Epic Community Connect practice roster,internal_register,VP Physician Network Operations,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,applications_systems; org_ownership,~500 rows,Synthetic affiliated-practice roster for Community Connect scope,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0014
healthcare-demo-new,SQL Server datamart inventory (DBA team export),system_of_record_extract,"Director, Data Warehousing & SQL Server Platforms",,2026-07-31,synthetic_demo_planning_grade_no_real_phi,applications_systems; data_assets_integrations,~120 rows,Synthetic on-prem SQL Server instance/database inventory export,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0015
healthcare-demo-new,Databricks evaluation & vendor-briefing notes,internal_register,"Director, Cloud & Data Platform Evaluation (Databricks)",,2026-07-31,synthetic_demo_planning_grade_no_real_phi,programs_initiatives; data_analytics_platform_maturity,,Synthetic evaluation-stage vendor briefing notes; no production system exists yet,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0016
healthcare-demo-new,Medicare Advantage bid model workbook,actuarial_model_extract,VP Actuarial Services,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,metrics_outcomes; spend_value,~40 pages,Synthetic Medicare Advantage bid model summary export,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0017
healthcare-demo-new,Managed services SOW & rate cards,contract_repository_extract,VP Supply Chain & Procurement,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,service_scope_managed_services,~40 pages,Synthetic managed-services SOW and rate-card excerpt,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0018
healthcare-demo-new,Industry benchmark subscription (KLAS-style),third_party_benchmark,VP Enterprise Architecture,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,industry_context_patterns,~40 pages,"Synthetic industry-benchmark-style reference notes, not a real KLAS report",false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0019
healthcare-demo-new,Data governance council charter & catalog,internal_register,"Director, Data Governance",,2026-07-31,synthetic_demo_planning_grade_no_real_phi,data_assets_integrations,~500 rows,Synthetic data-governance catalog and stewardship register,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0020
healthcare-demo-new,Epic upgrade/change calendar,internal_register,VP Epic Applications,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,applications_systems; programs_initiatives,~500 rows,Synthetic Epic change/release calendar,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0021
healthcare-demo-new,Behavioral health census & diversion log,internal_register,VP Behavioral Health Services,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,operational_process_evidence,~500 rows,Synthetic behavioral-health census and diversion tracking log,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0022
healthcare-demo-new,Supply chain contract/rate-card export,contract_repository_extract,VP Supply Chain & Procurement,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,vendors_contracts,~40 pages,Synthetic Infor Lawson contract and rate-card export,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0023
healthcare-demo-new,Data & AI platform maturity self-assessment,internal_register,CDAO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,data_analytics_platform_maturity,~30 rows,Synthetic maturity self-assessment structured on a 1-5 rubric,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0024
healthcare-demo-new,Expert lens interview program (synthetic advisory panel),interview_transcript,COO,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,expert_lenses,~120 rows,Synthetic subject-matter-expert lens notes for this enrichment,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0025
healthcare-demo-new,HEDIS/STARS/CAHPS/RAF catalog design workbook,internal_register,VP STARS & HEDIS Program Management,,2026-07-31,synthetic_demo_planning_grade_no_real_phi,metrics_outcomes,~30 rows,Phase-0 design workbook (HC_KPI_STARS_HEDIS_CATALOG.xlsx) informing the metric catalog,false,Synthetic planning-grade content generated for the healthcare-demo-new enrichment from the Phase-0 design corpus in clients/healthcare-demo-new/19-template-instantiation-source-corpus/; not yet validated against real client-provided evidence or workshop sign-off; candidate/local-only pending explicit promotion review.,EVID-0026
