tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,pattern_id,pattern_name,industry_domain,when_to_apply,signals,recommended_actions,corpus_context_label
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0008,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,9,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0008,industry_corpus_pattern record,Legacy Flag Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,0.85,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0009,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,10,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0009,industry_corpus_pattern record,Low-Cost Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,6.47,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0010,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,11,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0010,industry_corpus_pattern record,Global Network Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,6.83,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0011,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0011,industry_corpus_pattern record,Digital-Native Operators,data_thin:when_to_apply_missing,data_thin:signals_missing,-0.37,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0012,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0012,industry_corpus_pattern record,Cross-Industry Leaders,data_thin:when_to_apply_missing,data_thin:signals_missing,-0.13,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0013,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0013,industry_corpus_pattern record,Legacy Flag Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,3.8,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0014,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0014,industry_corpus_pattern record,Legacy Flag Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,-0.47,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0015,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0015,industry_corpus_pattern record,Top-Quartile Airlines,data_thin:when_to_apply_missing,data_thin:signals_missing,-1.83,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0016,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0016,industry_corpus_pattern record,Top-Quartile Airlines,data_thin:when_to_apply_missing,data_thin:signals_missing,0.7,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0017,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0017,industry_corpus_pattern record,Digital-Native Operators,data_thin:when_to_apply_missing,data_thin:signals_missing,4.85,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0018,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0018,industry_corpus_pattern record,Legacy Flag Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,-0.41,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0019,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0019,industry_corpus_pattern record,Low-Cost Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,-0.26,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0020,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0020,industry_corpus_pattern record,Legacy Flag Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,0.51,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0021,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0021,industry_corpus_pattern record,Digital-Native Operators,data_thin:when_to_apply_missing,data_thin:signals_missing,-0.01,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0022,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0022,industry_corpus_pattern record,Global Network Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,-4,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0023,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0023,industry_corpus_pattern record,Top-Quartile Airlines,data_thin:when_to_apply_missing,data_thin:signals_missing,14.8,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0024,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0024,industry_corpus_pattern record,Cross-Industry Leaders,data_thin:when_to_apply_missing,data_thin:signals_missing,2.24,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0025,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0025,industry_corpus_pattern record,Digital-Native Operators,data_thin:when_to_apply_missing,data_thin:signals_missing,8.41,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0026,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0026,industry_corpus_pattern record,Global Network Carriers,data_thin:when_to_apply_missing,data_thin:signals_missing,6.43,industry_pattern_context_not_tenant_fact
skyharbor-air,SkyHarbor Air Group,v6.0,industry_corpus_pattern,MET-0027,industry_corpus_pattern record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,family-7-outcome-intelligence/O02_industry-benchmarks.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Intelligence|Moves,industry_pattern_context|recommendation_hypothesis|gap,tenant_fact|board_grade_value|audited_claim,data_thin:source_owner_missing|data_thin:when_to_apply_missing|data_thin:signals_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,BMK-0027,industry_corpus_pattern record,Top-Quartile Airlines,data_thin:when_to_apply_missing,data_thin:signals_missing,8.3,industry_pattern_context_not_tenant_fact
