tenant_key,client_display_name,v6_contract_version,business_object_family,record_id,record_name,source_system,source_owner,source_basis,source_file,source_row_number,as_of_date,period_start,period_end,refresh_frequency,confidence,synthetic_demo_flag,data_sensitivity,required_for_surfaces,allowed_answer_types,not_allowed_claims,known_gaps,created_at,updated_at,evidence_id,evidence_title,evidence_type,source_location,evidence_owner,evidence_confidence
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0102,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,12,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0102,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0103,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,13,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0103,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0104,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,14,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0104,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0105,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,15,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0105,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0106,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,16,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0106,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0107,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,17,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0107,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0108,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,18,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0108,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0109,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,19,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0109,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0110,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,20,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0110,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0111,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,21,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0111,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0112,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,22,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0112,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0113,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,23,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0113,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0114,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,24,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0114,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0115,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,25,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0115,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0116,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,26,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0116,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0117,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,27,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0117,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0118,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,28,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0118,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0119,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,29,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0119,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0120,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,30,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0120,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0121,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,31,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0121,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0122,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,32,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0122,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0123,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,33,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0123,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0124,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,34,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0124,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0125,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,35,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0125,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0126,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,36,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0126,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0127,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,37,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0127,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0128,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,38,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0128,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0129,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,39,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0129,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0130,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,40,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0130,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
skyharbor-air,SkyHarbor Air Group,v6.0,evidence_source,EVID-SHA-0131,evidence_source record,v4_synthetic_pack,data_thin:source_owner_missing,synthetic_demo,ai-control-tower/T10_evidence-items.csv,41,2026-06-18,2026-01-01,2026-06-18,static_snapshot,medium,synthetic_demo,confidential,Home|Intelligence|Tower|Moves|Source,citation|source_lineage|confidence|gap,unsupported_fact|cross_tenant_claim|claim_beyond_source_confidence,data_thin:source_owner_missing|data_thin:source_location_missing|data_thin:evidence_owner_missing,2026-06-28T00:00:00Z,2026-06-28T00:00:00Z,EVID-SHA-0131,evidence_source record,source_reference,data_thin:source_location_missing,data_thin:evidence_owner_missing,medium
