"route","classification","confidence","kind","app_group","ref_count","nav_ref_count","source_path","reasons"
"/admin/context-layer/triage","keep","medium","admin-internal","maestro","5","0","src/app/(maestro)/admin/context-layer/triage/page.tsx","has detected code/docs/test references"
"/admin/context-layer/uploads","keep","medium","admin-internal","maestro","39","0","src/app/(maestro)/admin/context-layer/uploads/page.tsx","has detected code/docs/test references"
"/admin/corpus","keep","medium","admin-internal","maestro","1","0","src/app/(maestro)/admin/corpus/page.tsx","has detected code/docs/test references"
"/admin/cross-program-signals","keep","medium","admin-internal","maestro","15","0","src/app/(maestro)/admin/cross-program-signals/page.tsx","has detected code/docs/test references"
"/admin/customer","keep","high","admin-internal","maestro","16","1","src/app/(maestro)/admin/customer/page.tsx","referenced by shell/navigation config"
"/admin/data-layer-explorer","keep","high","admin-internal","maestro","41","1","src/app/(maestro)/admin/data-layer-explorer/page.tsx","referenced by shell/navigation config"
"/admin/data-trust","keep","high","admin-internal","maestro","107","1","src/app/(maestro)/admin/data-trust/page.tsx","referenced by shell/navigation config"
"/admin/deploy-crawl","keep","medium","admin-internal","maestro","3","0","src/app/(maestro)/admin/deploy-crawl/page.tsx","has detected code/docs/test references"
"/admin/depth-scorecard","keep","medium","admin-internal","maestro","3","0","src/app/(maestro)/admin/depth-scorecard/page.tsx","has detected code/docs/test references"
"/admin/dossiers","keep","medium","admin-internal","maestro","11","0","src/app/(maestro)/admin/dossiers/page.tsx","has detected code/docs/test references"
"/admin/inbox","keep","high","admin-internal","maestro","14","1","src/app/(maestro)/admin/inbox/page.tsx","referenced by shell/navigation config"
"/admin/instruments","keep","medium","admin-internal","maestro","1","0","src/app/(maestro)/admin/instruments/page.tsx","has detected code/docs/test references"
"/admin/knowledge-preview","keep","medium","admin-internal","maestro","10","0","src/app/(maestro)/admin/knowledge-preview/page.tsx","has detected code/docs/test references"
"/admin/ops","keep","high","admin-internal","maestro","11","1","src/app/(maestro)/admin/ops/page.tsx","referenced by shell/navigation config"
"/admin/outputs","keep","high","admin-internal","maestro","5","1","src/app/(maestro)/admin/outputs/page.tsx","referenced by shell/navigation config"
"/admin/patternops","keep","high","admin-internal","maestro","4","1","src/app/(maestro)/admin/patternops/page.tsx","referenced by shell/navigation config"
"/admin/pilot-package","keep","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/pilot-package/page.tsx","has detected code/docs/test references"
"/admin/policies","keep","high","admin-internal","maestro","17","1","src/app/(maestro)/admin/policies/page.tsx","referenced by shell/navigation config"
"/admin/production-readiness","keep","high","admin-internal","maestro","67","1","src/app/(maestro)/admin/production-readiness/page.tsx","referenced by shell/navigation config"
"/admin/programs","keep","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/programs/page.tsx","has detected code/docs/test references"
"/admin/programs/approvals","keep","medium","admin-internal","maestro","42","0","src/app/(maestro)/admin/programs/approvals/page.tsx","has detected code/docs/test references"
"/admin/releases","keep","high","admin-internal","maestro","36","1","src/app/(maestro)/admin/releases/page.tsx","referenced by shell/navigation config"
"/admin/segments","keep","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/segments/page.tsx","has detected code/docs/test references"
"/admin/setup","keep","high","admin-internal","maestro","114","1","src/app/(maestro)/admin/setup/page.tsx","referenced by shell/navigation config"
"/admin/setup/cxo-intel","keep","medium","admin-internal","maestro","4","0","src/app/(maestro)/admin/setup/cxo-intel/page.tsx","has detected code/docs/test references"
"/admin/setup/cxo-intel/cfo","keep","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/setup/cxo-intel/cfo/page.tsx","has detected code/docs/test references"
"/admin/setup/cxo-intel/cio","keep","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/setup/cxo-intel/cio/page.tsx","has detected code/docs/test references"
"/admin/setup/loader","keep","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/setup/loader/page.tsx","has detected code/docs/test references"
"/admin/system-role-acknowledgment","keep","medium","admin-internal","maestro","3","0","src/app/(maestro)/admin/system-role-acknowledgment/page.tsx","has detected code/docs/test references"
"/admin/templates","keep","high","admin-internal","maestro","8","1","src/app/(maestro)/admin/templates/page.tsx","referenced by shell/navigation config"
"/admin/users-access","keep","high","admin-internal","maestro","77","1","src/app/(maestro)/admin/users-access/page.tsx","referenced by shell/navigation config"
"/admin/users-access/notifications","keep","medium","admin-internal","maestro","10","0","src/app/(maestro)/admin/users-access/notifications/page.tsx","has detected code/docs/test references"
"/admin/users-access/sso-configuration","keep","medium","admin-internal","maestro","17","0","src/app/(maestro)/admin/users-access/sso-configuration/page.tsx","has detected code/docs/test references"
"/admin/workshops","keep","medium","admin-internal","maestro","1","0","src/app/(maestro)/admin/workshops/page.tsx","has detected code/docs/test references"
"/architecture","keep","medium","public-marketing","public","7","0","src/app/(public)/architecture/page.tsx","public or marketing route"
"/architecture/agents","keep","medium","public-marketing","public","1","0","src/app/(public)/architecture/agents/page.tsx","public or marketing route"
"/architecture/data-plane","keep","medium","public-marketing","public","1","0","src/app/(public)/architecture/data-plane/page.tsx","public or marketing route"
"/architecture/governance","keep","medium","public-marketing","public","1","0","src/app/(public)/architecture/governance/page.tsx","public or marketing route"
"/architecture/knowledge-fabric","keep","medium","public-marketing","public","1","0","src/app/(public)/architecture/knowledge-fabric/page.tsx","public or marketing route"
"/architecture/synthesis","keep","medium","public-marketing","public","1","0","src/app/(public)/architecture/synthesis/page.tsx","public or marketing route"
"/atlas","keep","medium","public-marketing","public","2","0","src/app/(public)/atlas/page.tsx","public or marketing route"
"/auth-redirect","keep","medium","other","root","46","0","src/app/auth-redirect/page.tsx","has detected code/docs/test references"
"/contact","keep","medium","public-marketing","public","7","0","src/app/(public)/contact/page.tsx","public or marketing route"
"/contradictions","keep","medium","public-marketing","public","2","0","src/app/(public)/contradictions/page.tsx","public or marketing route"
"/contradictions/:id","keep","medium","public-marketing","public","8","0","src/app/(public)/contradictions/[id]/page.tsx","public or marketing route"
"/demo","keep","medium","demo-dev","root","84","0","src/app/demo/page.tsx","has detected code/docs/test references"
"/demo/agent-markdown-fixture","keep","medium","demo-dev","root","1","0","src/app/demo/agent-markdown-fixture/page.tsx","has detected code/docs/test references"
"/demo/explore","keep","medium","demo-dev","root","2","0","src/app/demo/explore/page.tsx","has detected code/docs/test references"
"/demo/programs/new","keep","medium","demo-dev","root","29","0","src/app/demo/programs/new/page.tsx","has detected code/docs/test references"
"/digest","keep","medium","public-marketing","public","1","0","src/app/(public)/digest/page.tsx","public or marketing route"
"/docs","keep","medium","docs","maestro","2","0","src/app/(maestro)/docs/page.tsx","has detected code/docs/test references"
"/docs/reasoning","keep","medium","docs","maestro","19","0","src/app/(maestro)/docs/reasoning/page.tsx","has detected code/docs/test references"
"/docs/reasoning/about","keep","medium","docs","maestro","12","0","src/app/(maestro)/docs/reasoning/about/page.tsx","has detected code/docs/test references"
"/docs/reasoning/api","keep","medium","docs","maestro","11","0","src/app/(maestro)/docs/reasoning/api/page.tsx","has detected code/docs/test references"
"/docs/reasoning/changelog","keep","medium","docs","maestro","9","0","src/app/(maestro)/docs/reasoning/changelog/page.tsx","has detected code/docs/test references"
"/docs/reasoning/demo","keep","medium","docs","maestro","11","0","src/app/(maestro)/docs/reasoning/demo/page.tsx","has detected code/docs/test references"
"/docs/reasoning/patterns","keep","medium","docs","maestro","5","0","src/app/(maestro)/docs/reasoning/patterns/page.tsx","has detected code/docs/test references"
"/docs/reasoning/quickstart","keep","medium","docs","maestro","11","0","src/app/(maestro)/docs/reasoning/quickstart/page.tsx","has detected code/docs/test references"
"/editorial","keep","medium","public-marketing","public","2","0","src/app/(public)/editorial/page.tsx","public or marketing route"
"/editorial/:slug","keep","medium","public-marketing","public","8","0","src/app/(public)/editorial/[slug]/page.tsx","public or marketing route"
"/engagements","keep","high","other","maestro","32","3","src/app/(maestro)/engagements/page.tsx","referenced by shell/navigation config"
"/engagements/:engagementId","keep","high","other","maestro","68","1","src/app/(maestro)/engagements/[engagementId]/page.tsx","referenced by shell/navigation config"
"/engagements/:engagementId/charter","keep","high","other","maestro","67","1","src/app/(maestro)/engagements/[engagementId]/charter/page.tsx","referenced by shell/navigation config"
"/engagements/:engagementId/deliverables","keep","high","other","maestro","66","1","src/app/(maestro)/engagements/[engagementId]/deliverables/page.tsx","referenced by shell/navigation config"
"/engagements/:engagementId/deliverables/:deliverableId","keep","high","other","maestro","67","1","src/app/(maestro)/engagements/[engagementId]/deliverables/[deliverableId]/page.tsx","referenced by shell/navigation config"
"/engagements/:engagementId/topics","keep","high","other","maestro","67","1","src/app/(maestro)/engagements/[engagementId]/topics/page.tsx","referenced by shell/navigation config"
"/engagements/:engagementId/turns","keep","high","other","maestro","66","1","src/app/(maestro)/engagements/[engagementId]/turns/page.tsx","referenced by shell/navigation config"
"/engagements/new","keep","medium","other","maestro","4","0","src/app/(maestro)/engagements/new/page.tsx","has detected code/docs/test references"
"/engineering/observability","keep","medium","other","maestro","19","0","src/app/(maestro)/engineering/observability/page.tsx","has detected code/docs/test references"
"/engineering/traces","keep","high","other","maestro","21","3","src/app/(maestro)/engineering/traces/page.tsx","referenced by shell/navigation config"
"/evidence-ledger","keep","medium","other","maestro","4","0","src/app/(maestro)/evidence-ledger/page.tsx","has detected code/docs/test references"
"/home","keep","high","knowledge-home","maestro","421","17","src/app/(maestro)/home/page.tsx","primary app route"
"/home/learn","keep","high","knowledge-home","maestro","35","3","src/app/(maestro)/home/learn/page.tsx","primary app route"
"/home/learn/:section","keep","high","knowledge-home","maestro","45","2","src/app/(maestro)/home/learn/[section]/page.tsx","referenced by shell/navigation config"
"/home/learn/:section/:slug","keep","high","knowledge-home","maestro","46","2","src/app/(maestro)/home/learn/[section]/[slug]/page.tsx","referenced by shell/navigation config"
"/home/queue","keep","medium","knowledge-home","maestro","27","0","src/app/(maestro)/home/queue/page.tsx","has detected code/docs/test references"
"/how-it-works","keep","medium","public-marketing","public","6","0","src/app/(public)/how-it-works/page.tsx","public or marketing route"
"/how-it-works/frameworks/ai-it-productivity","keep","medium","public-marketing","public","2","0","src/app/(public)/how-it-works/frameworks/ai-it-productivity/page.tsx","public or marketing route"
"/how-it-works/it-productivity-comparison","keep","medium","public-marketing","public","5","0","src/app/(public)/how-it-works/it-productivity-comparison/page.tsx","public or marketing route"
"/intelligence","keep","high","intelligence","maestro","529","13","src/app/(maestro)/intelligence/page.tsx","primary app route"
"/investors","keep","medium","other","root","12","0","src/app/investors/page.tsx","has detected code/docs/test references"
"/invite/:slug","keep","high","access","root","2","0","src/app/invite/[slug]/page.tsx","auth/access route"
"/known-limitations","keep","medium","public-marketing","public","5","0","src/app/(public)/known-limitations/page.tsx","public or marketing route"
"/learn","keep","high","knowledge-home","maestro","18","1","src/app/(maestro)/learn/page.tsx","primary app route"
"/model-card","keep","medium","public-marketing","public","9","0","src/app/(public)/model-card/page.tsx","public or marketing route"
"/operations/portfolio","keep","medium","other","maestro","5","0","src/app/(maestro)/operations/portfolio/page.tsx","has detected code/docs/test references"
"/patterns","keep","medium","public-marketing","public","8","0","src/app/(public)/patterns/page.tsx","public or marketing route"
"/patterns/:slug","keep","medium","public-marketing","public","21","0","src/app/(public)/patterns/[slug]/page.tsx","public or marketing route"
"/platform","keep","high","other","maestro","33","3","src/app/(maestro)/platform/page.tsx","referenced by shell/navigation config"
"/platform/admin","keep","medium","admin-internal","maestro","107","0","src/app/(maestro)/platform/admin/page.tsx","has detected code/docs/test references"
"/platform/admin/approvals","keep","medium","admin-internal","maestro","6","0","src/app/(maestro)/platform/admin/approvals/page.tsx","has detected code/docs/test references"
"/platform/admin/audit","keep","medium","admin-internal","maestro","8","0","src/app/(maestro)/platform/admin/audit/page.tsx","has detected code/docs/test references"
"/platform/admin/build-progress","keep","medium","admin-internal","maestro","53","0","src/app/(maestro)/platform/admin/build-progress/page.tsx","has detected code/docs/test references"
"/platform/admin/connectors","keep","medium","admin-internal","maestro","12","0","src/app/(maestro)/platform/admin/connectors/page.tsx","has detected code/docs/test references"
"/platform/admin/data","keep","medium","admin-internal","maestro","11","0","src/app/(maestro)/platform/admin/data/page.tsx","has detected code/docs/test references"
"/platform/admin/data-governance","keep","medium","admin-internal","maestro","11","0","src/app/(maestro)/platform/admin/data-governance/page.tsx","has detected code/docs/test references"
"/platform/admin/experience-gallery","keep","medium","admin-internal","maestro","15","0","src/app/(maestro)/platform/admin/experience-gallery/page.tsx","has detected code/docs/test references"
"/platform/admin/intelligence","keep","medium","admin-internal","maestro","5","0","src/app/(maestro)/platform/admin/intelligence/page.tsx","has detected code/docs/test references"
"/platform/admin/new-client","keep","medium","admin-internal","maestro","3","0","src/app/(maestro)/platform/admin/new-client/page.tsx","has detected code/docs/test references"
"/platform/admin/production-readiness","keep","medium","admin-internal","maestro","82","0","src/app/(maestro)/platform/admin/production-readiness/page.tsx","has detected code/docs/test references"
"/platform/admin/quality","keep","medium","admin-internal","maestro","13","0","src/app/(maestro)/platform/admin/quality/page.tsx","has detected code/docs/test references"
"/platform/admin/quarantine","keep","medium","admin-internal","maestro","5","0","src/app/(maestro)/platform/admin/quarantine/page.tsx","has detected code/docs/test references"
"/platform/admin/releases","keep","medium","admin-internal","maestro","4","0","src/app/(maestro)/platform/admin/releases/page.tsx","has detected code/docs/test references"
"/platform/admin/users","keep","medium","admin-internal","maestro","14","0","src/app/(maestro)/platform/admin/users/page.tsx","has detected code/docs/test references"
"/platform/data","keep","medium","other","maestro","6","0","src/app/(maestro)/platform/data/page.tsx","has detected code/docs/test references"
"/platform/data/new","keep","medium","other","maestro","3","0","src/app/(maestro)/platform/data/new/page.tsx","has detected code/docs/test references"
"/platform/style-preview","keep","medium","other","maestro","1","0","src/app/(maestro)/platform/style-preview/page.tsx","has detected code/docs/test references"
"/platform/users/new","keep","medium","other","maestro","3","0","src/app/(maestro)/platform/users/new/page.tsx","has detected code/docs/test references"
"/preview/investor","keep","medium","preview","maestro","2","0","src/app/(maestro)/preview/investor/page.tsx","has detected code/docs/test references"
"/preview/programs","keep","medium","preview","maestro","9","0","src/app/(maestro)/preview/programs/page.tsx","has detected code/docs/test references"
"/programs","keep","high","programs-legacy","root","252","5","src/app/programs/page.tsx","referenced by shell/navigation config"
"/programs/:id","keep","high","programs-legacy","root","544","3","src/app/programs/[id]/page.tsx","referenced by shell/navigation config"
"/programs/:id/assets/discovery-kit","keep","high","programs-legacy","maestro","544","3","src/app/(maestro)/programs/[id]/assets/discovery-kit/page.tsx","referenced by shell/navigation config"
"/programs/:id/report","keep","high","programs-legacy","root","543","3","src/app/programs/[id]/report/page.tsx","referenced by shell/navigation config"
"/programs/:id/workshops","keep","high","programs-legacy","maestro","543","3","src/app/(maestro)/programs/[id]/workshops/page.tsx","referenced by shell/navigation config"
"/programs/new","keep","high","programs-legacy","root","144","1","src/app/programs/new/page.tsx","referenced by shell/navigation config"
"/responsible-ai","keep","medium","public-marketing","public","12","0","src/app/(public)/responsible-ai/page.tsx","public or marketing route"
"/responsible-ai/acknowledgment","keep","medium","public-marketing","public","17","0","src/app/(public)/responsible-ai/acknowledgment/page.tsx","public or marketing route"
"/responsible-ai/training","keep","medium","public-marketing","public","6","0","src/app/(public)/responsible-ai/training/page.tsx","public or marketing route"
"/session-expired","keep","high","access","root","1","0","src/app/session-expired/page.tsx","auth/access route"
"/setup","keep","high","other","root","53","0","src/app/setup/page.tsx","primary app route"
"/setup/files","keep","medium","other","maestro","6","0","src/app/(maestro)/setup/files/page.tsx","has detected code/docs/test references"
"/signed-out","keep","medium","other","root","11","0","src/app/signed-out/page.tsx","has detected code/docs/test references"
"/solutions","keep","medium","public-marketing","public","15","0","src/app/(public)/solutions/page.tsx","public or marketing route"
"/source","keep","high","source","maestro","458","12","src/app/(maestro)/source/page.tsx","primary app route"
"/source/approvals","keep","medium","source","maestro","5","0","src/app/(maestro)/source/approvals/page.tsx","has detected code/docs/test references"
"/source/capabilities","keep","medium","source","maestro","6","0","src/app/(maestro)/source/capabilities/page.tsx","has detected code/docs/test references"
"/source/compare","keep","medium","source","maestro","11","0","src/app/(maestro)/source/compare/page.tsx","has detected code/docs/test references"
"/source/events","keep","medium","source","maestro","117","0","src/app/(maestro)/source/events/page.tsx","has detected code/docs/test references"
"/source/learn","keep","medium","source","maestro","5","0","src/app/(maestro)/source/learn/page.tsx","has detected code/docs/test references"
"/source/new","keep","medium","source","maestro","70","0","src/app/(maestro)/source/new/page.tsx","has detected code/docs/test references"
"/source/patterns","keep","medium","source","maestro","11","0","src/app/(maestro)/source/patterns/page.tsx","has detected code/docs/test references"
"/source/portfolio","keep","medium","source","maestro","26","0","src/app/(maestro)/source/portfolio/page.tsx","has detected code/docs/test references"
"/source/queue","keep","medium","source","maestro","43","0","src/app/(maestro)/source/queue/page.tsx","has detected code/docs/test references"
"/source/setup","keep","medium","source","maestro","10","0","src/app/(maestro)/source/setup/page.tsx","has detected code/docs/test references"
"/source/value","keep","medium","source","maestro","48","0","src/app/(maestro)/source/value/page.tsx","has detected code/docs/test references"
"/sponsor","keep","medium","sponsor","root","3","0","src/app/sponsor/page.tsx","has detected code/docs/test references"
"/status","keep","medium","public-marketing","public","13","0","src/app/(public)/status/page.tsx","public or marketing route"
"/strategic-moves","keep","high","moves","maestro","185","8","src/app/(maestro)/strategic-moves/page.tsx","primary app route"
"/strategic-moves/:moveId","keep","high","moves","maestro","321","2","src/app/(maestro)/strategic-moves/[moveId]/page.tsx","referenced by shell/navigation config"
"/strategic-moves/:moveId/evidence","keep","high","moves","maestro","319","2","src/app/(maestro)/strategic-moves/[moveId]/evidence/page.tsx","referenced by shell/navigation config"
"/strategic-moves/:moveId/phase/:phaseNum","keep","high","moves","maestro","321","2","src/app/(maestro)/strategic-moves/[moveId]/phase/[phaseNum]/page.tsx","referenced by shell/navigation config"
"/strategic-moves/:moveId/trace","keep","high","moves","maestro","322","2","src/app/(maestro)/strategic-moves/[moveId]/trace/page.tsx","referenced by shell/navigation config"
"/strategic-moves/:moveId/workspace","keep","high","moves","maestro","321","2","src/app/(maestro)/strategic-moves/[moveId]/workspace/page.tsx","referenced by shell/navigation config"
"/strategic-moves/living","keep","medium","moves","maestro","1","0","src/app/(maestro)/strategic-moves/living/page.tsx","has detected code/docs/test references"
"/strategic-moves/manage","keep","medium","moves","maestro","6","0","src/app/(maestro)/strategic-moves/manage/page.tsx","has detected code/docs/test references"
"/strategic-moves/new","keep","high","moves","maestro","138","0","src/app/(maestro)/strategic-moves/new/page.tsx","primary app route"
"/subprocessors","keep","medium","public-marketing","public","11","0","src/app/(public)/subprocessors/page.tsx","public or marketing route"
"/tenant/:tenantSlug","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/programs","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/programs/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/programs/:programSlug","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/programs/[programSlug]/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/programs/:programSlug/deliverables/:deliverableCode","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/programs/[programSlug]/deliverables/[deliverableCode]/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/programs/:programSlug/evidence/:evidenceId","keep","high","tenant-deep-link","root","633","5","src/app/tenant/[tenantSlug]/programs/[programSlug]/evidence/[evidenceId]/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/programs/:programSlug/phase/:phaseNum","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/programs/[programSlug]/phase/[phaseNum]/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/tower","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/tower/page.tsx","referenced by shell/navigation config"
"/tenant/:tenantSlug/tower/:surface","keep","high","tenant-deep-link","maestro","633","5","src/app/(maestro)/tenant/[tenantSlug]/tower/[surface]/page.tsx","referenced by shell/navigation config"
"/tower","keep","high","tower","maestro","427","17","src/app/(maestro)/tower/page.tsx","primary app route"
"/moves","redirect-candidate","medium","moves","maestro","33","0","src/app/(maestro)/moves/page.tsx","legacy alias family; likely redirect to /strategic-moves"
"/moves/:moveId","redirect-candidate","medium","moves","maestro","7","0","src/app/(maestro)/moves/[moveId]/page.tsx","legacy alias family; likely redirect to /strategic-moves"
"/programs/compare","redirect-candidate","medium","programs-legacy","root","5","0","src/app/programs/compare/page.tsx","legacy alias family; likely redirect to /strategic-moves"
"/programs/expert-kernel","redirect-candidate","medium","programs-legacy","root","0","0","src/app/programs/expert-kernel/page.tsx","legacy alias family; likely redirect to /strategic-moves"
"/programs/expert-kernel/expert-review","redirect-candidate","medium","programs-legacy","root","1","0","src/app/programs/expert-kernel/expert-review/page.tsx","legacy alias family; likely redirect to /strategic-moves"
"/programs/patterns","redirect-candidate","medium","programs-legacy","root","9","0","src/app/programs/patterns/page.tsx","legacy alias family; likely redirect to /strategic-moves"
"/_dev/agent-dock","archive-candidate","medium","demo-dev","root","0","0","src/app/_dev/agent-dock/page.tsx","demo/dev/preview route with no detected references"
"/preview/nexus","archive-candidate","medium","preview","maestro","0","0","src/app/(maestro)/preview/nexus/page.tsx","demo/dev/preview route with no detected references"
"/admin/connectors/:connectorId","human-review","medium","admin-internal","maestro","22","0","src/app/(maestro)/admin/connectors/[connectorId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/admin/connectors/:connectorId/reconnect","human-review","medium","admin-internal","maestro","21","0","src/app/(maestro)/admin/connectors/[connectorId]/reconnect/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/admin/onboarding/:session/confirm","human-review","medium","admin-internal","maestro","2","0","src/app/(maestro)/admin/onboarding/[session]/confirm/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/admin/programs/approvals/:requestId","human-review","medium","admin-internal","maestro","8","0","src/app/(maestro)/admin/programs/approvals/[requestId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/admin/segments/:segmentId","human-review","medium","admin-internal","maestro","32","0","src/app/(maestro)/admin/segments/[segmentId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/dossier/:threadId","human-review","medium","other","maestro","7","0","src/app/(maestro)/dossier/[threadId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/persons/:personId","human-review","medium","other","maestro","5","0","src/app/(maestro)/persons/[personId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/platform/admin/pilot/:tenantKey","human-review","medium","admin-internal","maestro","2","0","src/app/(maestro)/platform/admin/pilot/[tenantKey]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/preview/deliverables/:deliverableCode","human-review","medium","preview","maestro","1","0","src/app/(maestro)/preview/deliverables/[deliverableCode]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/preview/programs/:programSlug","human-review","medium","preview","maestro","10","0","src/app/(maestro)/preview/programs/[programSlug]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/sign-in/*","human-review","medium","other","root","2","0","src/app/sign-in/[[...sign-in]]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId","human-review","medium","source","maestro","643","0","src/app/(maestro)/source/events/[eventId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/approval","human-review","medium","source","maestro","641","0","src/app/(maestro)/source/events/[eventId]/approval/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/artifacts/:artifactId","human-review","medium","source","maestro","643","0","src/app/(maestro)/source/events/[eventId]/artifacts/[artifactId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/file-cabinet","human-review","medium","source","maestro","643","0","src/app/(maestro)/source/events/[eventId]/file-cabinet/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/gate","human-review","medium","source","maestro","643","0","src/app/(maestro)/source/events/[eventId]/gate/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/report","human-review","medium","source","maestro","642","0","src/app/(maestro)/source/events/[eventId]/report/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/scorecard","human-review","medium","source","maestro","643","0","src/app/(maestro)/source/events/[eventId]/scorecard/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/value","human-review","medium","source","maestro","642","0","src/app/(maestro)/source/events/[eventId]/value/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/vendors/:vendorId","human-review","medium","source","maestro","643","0","src/app/(maestro)/source/events/[eventId]/vendors/[vendorId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/events/:eventId/workspace","human-review","medium","source","maestro","642","0","src/app/(maestro)/source/events/[eventId]/workspace/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/learn/:slug","human-review","medium","source","maestro","12","0","src/app/(maestro)/source/learn/[slug]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
"/source/patterns/:patternId","human-review","medium","source","maestro","35","0","src/app/(maestro)/source/patterns/[patternId]/page.tsx","dynamic or tenant-scoped route; may be deep-linked; has detected route-family references"
