tenant_key,evidence_id,related_object_type,related_object_id,evidence_type,evidence_name,source_system,source_record_id,evidence_date,owner_role,freshness_state,confidence,quality_state
meridian-health,EVID-PRJ-035,project,PRJ-MER-035,portfolio_record,engineering Copilot controlled rollout 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-035,2026-08-24,Chief Architect,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-036,project,PRJ-MER-036,portfolio_record,HR workforce analytics modernization 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-036,2026-08-24,VP Corporate IT,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-037,project,PRJ-MER-037,portfolio_record,claims appeal response assistant 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-037,2026-08-24,VP Claims Operations,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-038,project,PRJ-MER-038,portfolio_record,regulated AI sandbox foundation 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-038,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-039,project,PRJ-MER-039,portfolio_record,business glossary and value lineage cleanup 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-039,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-040,project,PRJ-MER-040,portfolio_record,clinical inbox summarization pilot 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-040,2026-08-24,CMIO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-041,project,PRJ-MER-041,portfolio_record,Workday finance close assistant expansion 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-041,2026-08-24,VP Controller,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-042,project,PRJ-MER-042,portfolio_record,enterprise KPI semantic model 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-042,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-043,project,PRJ-MER-043,portfolio_record,security incident narrative assistant 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-043,2026-08-24,CISO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-044,project,PRJ-MER-044,portfolio_record,AI model registry foundation 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-044,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-045,project,PRJ-MER-045,portfolio_record,contract and policy corpus normalization 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-045,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-046,project,PRJ-MER-046,portfolio_record,member service intent detection pilot 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-046,2026-08-24,SVP Member Services,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-047,project,PRJ-MER-047,portfolio_record,ServiceNow virtual agent expansion 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-047,2026-08-24,VP Enterprise Platforms,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-048,project,PRJ-MER-048,portfolio_record,monthly close dashboard refresh 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-048,2026-08-24,VP Controller,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-049,project,PRJ-MER-049,portfolio_record,clinical referral triage assistant 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-049,2026-08-24,CMIO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-050,project,PRJ-MER-050,portfolio_record,enterprise AI access management foundation 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-050,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-051,project,PRJ-MER-051,portfolio_record,measurement baseline data product 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-051,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-052,project,PRJ-MER-052,portfolio_record,provider service request classification 1 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-052,2026-08-24,VP Provider Operations,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-053,project,PRJ-MER-053,portfolio_record,Corporate IT denials workflow redesign wave 2 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-053,2026-08-24,VP Corporate IT,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-054,project,PRJ-MER-054,portfolio_record,Clinical / Epic HR case management upgrade wave 2 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-054,2026-08-24,Chief Medical Information Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-055,project,PRJ-MER-055,portfolio_record,Infrastructure & Cloud finance planning integration wave 2 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-055,2026-08-24,CTO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-056,project,PRJ-MER-056,portfolio_record,Enterprise Applications care management workflow upgrade wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-056,2026-08-24,VP Enterprise Applications,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-057,project,PRJ-MER-057,portfolio_record,Data & AI claims intake modernization wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-057,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-058,project,PRJ-MER-058,portfolio_record,Digital & Member Experience population health data mart wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-058,2026-08-24,Chief Digital Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-059,project,PRJ-MER-059,portfolio_record,Cybersecurity & Risk interoperability interface refresh wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-059,2026-08-24,CISO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-060,project,PRJ-MER-060,portfolio_record,Enterprise Architecture clinical device integration wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-060,2026-08-24,Chief Architect,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-061,project,PRJ-MER-061,portfolio_record,Corporate IT member mobile servicing wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-061,2026-08-24,VP Corporate IT,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-062,project,PRJ-MER-062,portfolio_record,Clinical / Epic provider portal remediation wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-062,2026-08-24,Chief Medical Information Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-063,project,PRJ-MER-063,portfolio_record,Infrastructure & Cloud pharmacy benefit rules cleanup wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-063,2026-08-24,CTO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-064,project,PRJ-MER-064,portfolio_record,Enterprise Applications quality measure reporting upgrade wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-064,2026-08-24,VP Enterprise Applications,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-065,project,PRJ-MER-065,portfolio_record,Data & AI enterprise observability rollout wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-065,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-066,project,PRJ-MER-066,portfolio_record,Digital & Member Experience data warehouse cost optimization wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-066,2026-08-24,Chief Digital Officer,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-067,project,PRJ-MER-067,portfolio_record,Cybersecurity & Risk contact center routing cleanup wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-067,2026-08-24,CISO,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-068,project,PRJ-MER-068,portfolio_record,Enterprise Architecture scheduling template optimization wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-068,2026-08-24,Chief Architect,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-069,project,PRJ-MER-069,portfolio_record,Corporate IT desktop virtualization refresh wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-069,2026-08-24,VP Corporate IT,current,medium,synthetic_review_ready
meridian-health,EVID-PRJ-070,project,PRJ-MER-070,portfolio_record,Clinical / Epic backup and recovery modernization wave 3 portfolio approval record,PMO / IT portfolio tracker,PRJ-MER-070,2026-08-24,Chief Medical Information Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-001,business_case,BC-MER-001,business_case_workbook,Enterprise AI platform foundation business case,AI Portfolio and Business Case Tracker,BC-MER-001,2026-08-24,Chief Data and AI Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-002,business_case,BC-MER-002,business_case_workbook,Digital front door personalization business case,AI Portfolio and Business Case Tracker,BC-MER-002,2026-08-24,Chief Digital Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-003,business_case,BC-MER-003,business_case_workbook,ServiceNow operations AI rollout business case,AI Portfolio and Business Case Tracker,BC-MER-003,2026-08-24,VP Enterprise Platforms,current,medium,synthetic_review_ready
meridian-health,EVID-BC-004,business_case,BC-MER-004,business_case_workbook,Epic ambulatory access optimization business case,AI Portfolio and Business Case Tracker,BC-MER-004,2026-08-24,"President, Medical Group",current,high,synthetic_review_ready
meridian-health,EVID-BC-005,business_case,BC-MER-005,business_case_workbook,Data quality and interoperability foundation business case,AI Portfolio and Business Case Tracker,BC-MER-005,2026-08-24,Chief Data and AI Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-006,business_case,BC-MER-006,business_case_workbook,Contact center AI assist business case,AI Portfolio and Business Case Tracker,BC-MER-006,2026-08-24,SVP Member Services,current,medium,synthetic_review_ready
meridian-health,EVID-BC-007,business_case,BC-MER-007,business_case_workbook,Workday finance close AI assistant business case,AI Portfolio and Business Case Tracker,BC-MER-007,2026-08-24,VP Controller,current,medium,synthetic_review_ready
meridian-health,EVID-BC-008,business_case,BC-MER-008,business_case_workbook,Clinical documentation ambient pilot business case,AI Portfolio and Business Case Tracker,BC-MER-008,2026-08-24,CMIO,current,high,synthetic_review_ready
meridian-health,EVID-BC-009,business_case,BC-MER-009,business_case_workbook,Copilot secure productivity rollout business case,AI Portfolio and Business Case Tracker,BC-MER-009,2026-08-24,VP Corporate IT,current,low,synthetic_review_ready
meridian-health,EVID-BC-010,business_case,BC-MER-010,business_case_workbook,Prior authorization automation business case,AI Portfolio and Business Case Tracker,BC-MER-010,2026-08-24,VP Claims Operations,current,medium,synthetic_review_ready
meridian-health,EVID-BC-011,business_case,BC-MER-011,business_case_workbook,Security operations automation business case,AI Portfolio and Business Case Tracker,BC-MER-011,2026-08-24,CISO,current,medium,synthetic_review_ready
meridian-health,EVID-BC-012,business_case,BC-MER-012,business_case_workbook,ServiceNow knowledge article generation 1 business case,AI Portfolio and Business Case Tracker,BC-MER-012,2026-08-24,VP Enterprise Platforms,current,high,synthetic_review_ready
meridian-health,EVID-BC-013,business_case,BC-MER-013,business_case_workbook,claims intake document AI 1 business case,AI Portfolio and Business Case Tracker,BC-MER-013,2026-08-24,Chief Data and AI Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-014,business_case,BC-MER-014,business_case_workbook,clinical documentation queue summarization 1 business case,AI Portfolio and Business Case Tracker,BC-MER-014,2026-08-24,CMIO,current,medium,synthetic_review_ready
meridian-health,EVID-BC-015,business_case,BC-MER-015,business_case_workbook,model monitoring and prompt-risk controls 1 business case,AI Portfolio and Business Case Tracker,BC-MER-015,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-016,business_case,BC-MER-016,business_case_workbook,member identity resolution data product 1 business case,AI Portfolio and Business Case Tracker,BC-MER-016,2026-08-24,Chief Data and AI Officer,current,high,synthetic_review_ready
meridian-health,EVID-BC-017,business_case,BC-MER-017,business_case_workbook,member mobile next-best-action pilot 1 business case,AI Portfolio and Business Case Tracker,BC-MER-017,2026-08-24,Chief Digital Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-018,business_case,BC-MER-018,business_case_workbook,Microsoft 365 Copilot productivity wave 1 business case,AI Portfolio and Business Case Tracker,BC-MER-018,2026-08-24,VP Corporate IT,current,medium,synthetic_review_ready
meridian-health,EVID-BC-019,business_case,BC-MER-019,business_case_workbook,SOC alert summarization assistant 1 business case,AI Portfolio and Business Case Tracker,BC-MER-019,2026-08-24,CISO,current,medium,synthetic_review_ready
meridian-health,EVID-BC-020,business_case,BC-MER-020,business_case_workbook,AI service management controls foundation 1 business case,AI Portfolio and Business Case Tracker,BC-MER-020,2026-08-24,VP Enterprise Platforms,current,high,synthetic_review_ready
meridian-health,EVID-BC-021,business_case,BC-MER-021,business_case_workbook,AI feature store governance uplift 1 business case,AI Portfolio and Business Case Tracker,BC-MER-021,2026-08-24,Chief Data and AI Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-022,business_case,BC-MER-022,business_case_workbook,prior authorization clinical policy assistant 1 business case,AI Portfolio and Business Case Tracker,BC-MER-022,2026-08-24,VP Claims Operations,current,medium,synthetic_review_ready
meridian-health,EVID-BC-023,business_case,BC-MER-023,business_case_workbook,contact center agent assist rollout 1 business case,AI Portfolio and Business Case Tracker,BC-MER-023,2026-08-24,SVP Member Services,current,medium,synthetic_review_ready
meridian-health,EVID-BC-024,business_case,BC-MER-024,business_case_workbook,ambulatory access waitlist optimization 1 business case,AI Portfolio and Business Case Tracker,BC-MER-024,2026-08-24,"President, Medical Group",current,high,synthetic_review_ready
meridian-health,EVID-BC-025,business_case,BC-MER-025,business_case_workbook,enterprise AI evaluation harness 1 business case,AI Portfolio and Business Case Tracker,BC-MER-025,2026-08-24,Chief Data and AI Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-026,business_case,BC-MER-026,business_case_workbook,provider data matching remediation 1 business case,AI Portfolio and Business Case Tracker,BC-MER-026,2026-08-24,VP Provider Operations,current,medium,synthetic_review_ready
meridian-health,EVID-BC-027,business_case,BC-MER-027,business_case_workbook,digital front door personalization wave 1 business case,AI Portfolio and Business Case Tracker,BC-MER-027,2026-08-24,Chief Digital Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-028,business_case,BC-MER-028,business_case_workbook,engineering Copilot controlled rollout 1 business case,AI Portfolio and Business Case Tracker,BC-MER-028,2026-08-24,Chief Architect,current,high,synthetic_review_ready
meridian-health,EVID-BC-029,business_case,BC-MER-029,business_case_workbook,claims appeal response assistant 1 business case,AI Portfolio and Business Case Tracker,BC-MER-029,2026-08-24,VP Claims Operations,current,low,synthetic_review_ready
meridian-health,EVID-BC-030,business_case,BC-MER-030,business_case_workbook,regulated AI sandbox foundation 1 business case,AI Portfolio and Business Case Tracker,BC-MER-030,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-031,business_case,BC-MER-031,business_case_workbook,business glossary and value lineage cleanup 1 business case,AI Portfolio and Business Case Tracker,BC-MER-031,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-032,business_case,BC-MER-032,business_case_workbook,clinical inbox summarization pilot 1 business case,AI Portfolio and Business Case Tracker,BC-MER-032,2026-08-24,CMIO,current,high,synthetic_review_ready
meridian-health,EVID-BC-033,business_case,BC-MER-033,business_case_workbook,Workday finance close assistant expansion 1 business case,AI Portfolio and Business Case Tracker,BC-MER-033,2026-08-24,VP Controller,current,low,synthetic_review_ready
meridian-health,EVID-BC-034,business_case,BC-MER-034,business_case_workbook,security incident narrative assistant 1 business case,AI Portfolio and Business Case Tracker,BC-MER-034,2026-08-24,CISO,current,medium,synthetic_review_ready
meridian-health,EVID-BC-035,business_case,BC-MER-035,business_case_workbook,AI model registry foundation 1 business case,AI Portfolio and Business Case Tracker,BC-MER-035,2026-08-24,Chief Data and AI Officer,current,medium,synthetic_review_ready
meridian-health,EVID-BC-036,business_case,BC-MER-036,business_case_workbook,contract and policy corpus normalization 1 business case,AI Portfolio and Business Case Tracker,BC-MER-036,2026-08-24,Chief Data and AI Officer,current,high,synthetic_review_ready
meridian-health,EVID-BC-037,business_case,BC-MER-037,business_case_workbook,member service intent detection pilot 1 business case,AI Portfolio and Business Case Tracker,BC-MER-037,2026-08-24,SVP Member Services,current,low,synthetic_review_ready
meridian-health,EVID-BC-038,business_case,BC-MER-038,business_case_workbook,ServiceNow virtual agent expansion 1 business case,AI Portfolio and Business Case Tracker,BC-MER-038,2026-08-24,VP Enterprise Platforms,current,medium,synthetic_review_ready
meridian-health,EVID-BC-039,business_case,BC-MER-039,business_case_workbook,clinical referral triage assistant 1 business case,AI Portfolio and Business Case Tracker,BC-MER-039,2026-08-24,CMIO,current,medium,synthetic_review_ready
meridian-health,EVID-BC-040,business_case,BC-MER-040,business_case_workbook,enterprise AI access management foundation 1 business case,AI Portfolio and Business Case Tracker,BC-MER-040,2026-08-24,Chief Data and AI Officer,current,high,synthetic_review_ready
meridian-health,EVID-BC-041,business_case,BC-MER-041,business_case_workbook,measurement baseline data product 1 business case,AI Portfolio and Business Case Tracker,BC-MER-041,2026-08-24,Chief Data and AI Officer,current,low,synthetic_review_ready
meridian-health,EVID-BC-042,business_case,BC-MER-042,business_case_workbook,provider service request classification 1 business case,AI Portfolio and Business Case Tracker,BC-MER-042,2026-08-24,VP Provider Operations,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-001-2025-09,monthly_value_observation,VAL-BC-MER-001-2025-09,monthly_metric_extract,BC-MER-001 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-001-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-001-2026-03,monthly_value_observation,VAL-BC-MER-001-2026-03,monthly_metric_extract,BC-MER-001 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-001-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-002-2025-09,monthly_value_observation,VAL-BC-MER-002-2025-09,monthly_metric_extract,BC-MER-002 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-002-2026-03,monthly_value_observation,VAL-BC-MER-002-2026-03,monthly_metric_extract,BC-MER-002 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-002-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-003-2025-09,monthly_value_observation,VAL-BC-MER-003-2025-09,monthly_metric_extract,BC-MER-003 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-003-2026-03,monthly_value_observation,VAL-BC-MER-003-2026-03,monthly_metric_extract,BC-MER-003 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-003-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-004-2025-09,monthly_value_observation,VAL-BC-MER-004-2025-09,monthly_metric_extract,BC-MER-004 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-004-2026-03,monthly_value_observation,VAL-BC-MER-004-2026-03,monthly_metric_extract,BC-MER-004 2026-03 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-004-2026-03,2026-03-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
meridian-health,EVID-BC-MER-005-2025-09,monthly_value_observation,VAL-BC-MER-005-2025-09,monthly_metric_extract,BC-MER-005 2025-09 value tracking,AI Portfolio and Business Case Tracker,VAL-BC-MER-005-2025-09,2025-09-28,AI Portfolio Operations Lead,current,medium,synthetic_review_ready
