claimId,tenantKey,claimType,claim,valueAsserted,assertingFiles,conflictState,authoritativeCandidate,allowedUse,blockedNarrative,recommendedNextEvidence,smeReviewer,status
MER-SCHEMA-044,meridian-health,contract-column-gap,17_managed_services_scope.csv is missing 12 declared column(s),service_name; scope_description; in_scope_functions; in_scope_systems; current_provider; service_volume; sla_or_kpi; run_cost_usd; target_state_option; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/17_managed_services_scope.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-SCHEMA-045,meridian-health,contract-column-gap,18_operational_process_evidence.csv is missing 12 declared column(s),process_name; business_function; process_owner; systems_used; volume_metric; cycle_time; pain_points; control_points; automation_candidate; source_file; source_date; known_gaps,datasets/tenant-inputs/active/meridian-health/current/18_operational_process_evidence.csv,SCHEMA_GAP,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Rows are readable; the missing columns carry no evidence for this tenant.,Do not report the missing attributes as zero or as known.,source extract that carries the missing columns,,open
MER-UNREG-046,meridian-health,unregistered-artifact-in-active-root,SA02_IT_Finance_Budget_Spend_Extract.csv sits in the active input root but is not in the template contract,SA02_IT_Finance_Budget_Spend_Extract.csv,datasets/tenant-inputs/active/meridian-health/current/SA02_IT_Finance_Budget_Spend_Extract.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-047,meridian-health,unregistered-artifact-in-active-root,SA04_Program_Portfolio_Extract.csv sits in the active input root but is not in the template contract,SA04_Program_Portfolio_Extract.csv,datasets/tenant-inputs/active/meridian-health/current/SA04_Program_Portfolio_Extract.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-048,meridian-health,unregistered-artifact-in-active-root,SA08_AI_Benefits_Realization_Usage_Ledger.csv sits in the active input root but is not in the template contract,SA08_AI_Benefits_Realization_Usage_Ledger.csv,datasets/tenant-inputs/active/meridian-health/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-049,meridian-health,unregistered-artifact-in-active-root,SA09_AI_Tool_Usage_Feed.csv sits in the active input root but is not in the template contract,SA09_AI_Tool_Usage_Feed.csv,datasets/tenant-inputs/active/meridian-health/current/SA09_AI_Tool_Usage_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-050,meridian-health,unregistered-artifact-in-active-root,SA10_AI_Value_Interview_Evidence.csv sits in the active input root but is not in the template contract,SA10_AI_Value_Interview_Evidence.csv,datasets/tenant-inputs/active/meridian-health/current/SA10_AI_Value_Interview_Evidence.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-UNREG-051,meridian-health,unregistered-artifact-in-active-root,SA11_AI_KPI_Operational_Outcome_Feed.csv sits in the active input root but is not in the template contract,SA11_AI_KPI_Operational_Outcome_Feed.csv,datasets/tenant-inputs/active/meridian-health/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
MER-SOLO-052,meridian-health,cross-source-fact-lineage,AI-tagged budget (ai_tagged_budget_usd),v3/08_it_budget_spend_value.csv·ai_tagged_budget_usd=53700000,v3/08_it_budget_spend_value.csv,ONE_SOURCE,,Quotable only if stated as uncorroborated single-source.,Do not present as corroborated fact.,declare the source of record for this metric and regenerate the other assertion,,open
MER-FACT-053,meridian-health,cross-source-fact-lineage,AI initiative funding (ai_initiative_funding_usd),std/T08_spend-contracts.csv·budget_fy26_usd=44825000; v3/SA04_Program_Portfolio_Extract.csv·approved_funding_usd=291900000; v3/09_programs_initiatives.csv·approved_funding_usd=291900000,std/ai-control-tower/T08_spend-contracts.csv; v3/SA04_Program_Portfolio_Extract.csv; v3/09_programs_initiatives.csv,CONFLICT,,None. Sources materially disagree.,Do not quote this figure at all until a source of record is declared.,declare the source of record for this metric and regenerate the other assertion,,open
MER-FACT-054,meridian-health,cross-source-fact-lineage,Promised benefit (promised_value_usd),std/T07_benefit-realization.csv·promised_benefit_usd=742000000; std/T00_ai-investment-super-template.csv·promised_benefit_usd=742000000; v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv·promised_value_usd=35500000,std/ai-control-tower/T07_benefit-realization.csv; std/ai-control-tower/T00_ai-investment-super-template.csv; v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,CONFLICT,,None. Sources materially disagree.,Do not quote this figure at all until a source of record is declared.,declare the source of record for this metric and regenerate the other assertion,,open
MER-SOLO-055,meridian-health,cross-source-fact-lineage,AI tool cost (ai_tool_cost_usd),std/T03_tool-usage-monthly.csv·cost_usd=1617083,std/ai-control-tower/T03_tool-usage-monthly.csv,ONE_SOURCE,,Quotable only if stated as uncorroborated single-source.,Do not present as corroborated fact.,declare the source of record for this metric and regenerate the other assertion,,open
MER-FACT-056,meridian-health,cross-source-fact-lineage,Vendor run rate (vendor_run_rate_usd),std/F11_vendors-contracts-licenses.csv·annual_contract_value_usd=1697475000; v3/07_vendors_contracts.csv·annual_contract_value_usd=7400000,std/family-4-financial-commercial/F11_vendors-contracts-licenses.csv; v3/07_vendors_contracts.csv,CONFLICT,,None. Sources materially disagree.,Do not quote this figure at all until a source of record is declared.,declare the source of record for this metric and regenerate the other assertion,,open
SKY-DUP-001,skyharbor-air,duplicate-truth-candidate,Canonical dimension 00_enterprise_profile.csv exists in 3 roots,00_enterprise_profile.csv=1 rows; 00_enterprise_profile.csv=1 rows; 00_enterprise_profile.csv=24 rows,datasets/tenant-inputs/active/skyharbor-air/current/00_enterprise_profile.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/00_enterprise_profile.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/00_enterprise_profile.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/00_enterprise_profile.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-002,skyharbor-air,duplicate-truth-candidate,Canonical dimension 01_business_functions.csv exists in 3 roots,01_business_functions.csv=22 rows; 01_business_functions.csv=199 rows; 01_business_functions.csv=300 rows,datasets/tenant-inputs/active/skyharbor-air/current/01_business_functions.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/01_business_functions.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/01_business_functions.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/01_business_functions.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-003,skyharbor-air,duplicate-truth-candidate,Canonical dimension 02_org_ownership.csv exists in 3 roots,02_org_ownership.csv=38 rows; 02_org_ownership.csv=199 rows; 02_org_ownership.csv=260 rows,datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/02_org_ownership.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/02_org_ownership.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/02_org_ownership.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-004,skyharbor-air,duplicate-truth-candidate,Canonical dimension 03_workforce_roles.csv exists in 3 roots,03_workforce_roles.csv=38 rows; 03_workforce_roles.csv=198 rows; 03_workforce_roles.csv=260 rows,datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/03_workforce_roles.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/03_workforce_roles.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/03_workforce_roles.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-005,skyharbor-air,duplicate-truth-candidate,Canonical dimension 04_applications_systems.csv exists in 3 roots,04_applications_systems.csv=503 rows; 04_applications_systems.csv=206 rows; 04_applications_systems.csv=360 rows,datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/04_applications_systems.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/04_applications_systems.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-006,skyharbor-air,duplicate-truth-candidate,Canonical dimension 05_data_assets_integrations.csv exists in 3 roots,05_data_assets_integrations.csv=499 rows; 05_data_assets_integrations.csv=213 rows; 05_data_assets_integrations.csv=360 rows,datasets/tenant-inputs/active/skyharbor-air/current/05_data_assets_integrations.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/05_data_assets_integrations.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/05_data_assets_integrations.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/05_data_assets_integrations.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-007,skyharbor-air,duplicate-truth-candidate,Canonical dimension 06_infrastructure_platforms.csv exists in 3 roots,06_infrastructure_platforms.csv=33 rows; 06_infrastructure_platforms.csv=14 rows; 06_infrastructure_platforms.csv=240 rows,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/06_infrastructure_platforms.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/06_infrastructure_platforms.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-008,skyharbor-air,duplicate-truth-candidate,Canonical dimension 07_vendors_contracts.csv exists in 3 roots,07_vendors_contracts.csv=65 rows; 07_vendors_contracts.csv=200 rows; 07_vendors_contracts.csv=300 rows,datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/07_vendors_contracts.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/07_vendors_contracts.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/07_vendors_contracts.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-009,skyharbor-air,duplicate-truth-candidate,Canonical dimension 08_spend_value.csv exists in 2 roots,08_spend_value.csv=20 rows; 08_spend_value.csv=76 rows,datasets/tenant-inputs/active/skyharbor-air/current/08_spend_value.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/08_spend_value.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/08_spend_value.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-010,skyharbor-air,duplicate-truth-candidate,Canonical dimension 09_programs_initiatives.csv exists in 3 roots,09_programs_initiatives.csv=20 rows; 09_programs_initiatives.csv=213 rows; 09_programs_initiatives.csv=300 rows,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/09_programs_initiatives.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/09_programs_initiatives.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-011,skyharbor-air,duplicate-truth-candidate,Canonical dimension 10_ai_automation_use_cases.csv exists in 3 roots,10_ai_automation_use_cases.csv=13 rows; 10_ai_automation_use_cases.csv=213 rows; 10_ai_automation_use_cases.csv=300 rows,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/10_ai_automation_use_cases.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/10_ai_automation_use_cases.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/10_ai_automation_use_cases.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-012,skyharbor-air,duplicate-truth-candidate,Canonical dimension 11_risks_controls.csv exists in 3 roots,11_risks_controls.csv=44 rows; 11_risks_controls.csv=220 rows; 11_risks_controls.csv=340 rows,datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/11_risks_controls.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/11_risks_controls.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/11_risks_controls.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-013,skyharbor-air,duplicate-truth-candidate,Canonical dimension 12_relationships.csv exists in 3 roots,12_relationships.csv=3071 rows; 12_relationships.csv=220 rows; 12_relationships.csv=380 rows,datasets/tenant-inputs/active/skyharbor-air/current/12_relationships.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/12_relationships.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/12_relationships.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/12_relationships.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-014,skyharbor-air,duplicate-truth-candidate,Canonical dimension 13_evidence_sources.csv exists in 3 roots,13_evidence_sources.csv=22 rows; 13_evidence_sources.csv=212 rows; 13_evidence_sources.csv=140 rows,datasets/tenant-inputs/active/skyharbor-air/current/13_evidence_sources.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/13_evidence_sources.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/13_evidence_sources.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/13_evidence_sources.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-015,skyharbor-air,duplicate-truth-candidate,Canonical dimension 14_metrics_outcomes.csv exists in 3 roots,14_metrics_outcomes.csv=26 rows; 14_metrics_outcomes.csv=220 rows; 14_metrics_outcomes.csv=300 rows,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/14_metrics_outcomes.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/14_metrics_outcomes.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/14_metrics_outcomes.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-016,skyharbor-air,duplicate-truth-candidate,Canonical dimension 15_industry_context_patterns.csv exists in 3 roots,15_industry_context_patterns.csv=10 rows; 15_industry_context_patterns.csv=7 rows; 15_industry_context_patterns.csv=220 rows,datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/15_industry_context_patterns.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/15_industry_context_patterns.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/15_industry_context_patterns.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-017,skyharbor-air,duplicate-truth-candidate,Canonical dimension 16_expert_lenses.csv exists in 3 roots,16_expert_lenses.csv=7 rows; 16_expert_lenses.csv=7 rows; 16_expert_lenses.csv=160 rows,datasets/tenant-inputs/active/skyharbor-air/current/16_expert_lenses.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/16_expert_lenses.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/16_expert_lenses.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/16_expert_lenses.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-018,skyharbor-air,duplicate-truth-candidate,Canonical dimension 17_service_scope_managed_services.csv exists in 2 roots,17_service_scope_managed_services.csv=11 rows; 17_service_scope_managed_services.csv=220 rows,datasets/tenant-inputs/active/skyharbor-air/current/17_service_scope_managed_services.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/17_service_scope_managed_services.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/17_service_scope_managed_services.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-019,skyharbor-air,duplicate-truth-candidate,Canonical dimension 18_operational_process_evidence.csv exists in 3 roots,18_operational_process_evidence.csv=35 rows; 18_operational_process_evidence.csv=199 rows; 18_operational_process_evidence.csv=300 rows,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/18_operational_process_evidence.csv; datasets/tenant-inputs/candidates/skyharbor-air/rich-synthetic-2026-07-v3/18_operational_process_evidence.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/18_operational_process_evidence.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-020,skyharbor-air,duplicate-truth-candidate,Canonical dimension SA08_AI_Benefits_Realization_Usage_Ledger.csv exists in 2 roots,SA08_AI_Benefits_Realization_Usage_Ledger.csv=8 rows; SA08_AI_Benefits_Realization_Usage_Ledger.csv=8 rows,datasets/tenant-inputs/active/skyharbor-air/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA08_AI_Benefits_Realization_Usage_Ledger.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/skyharbor-air/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-021,skyharbor-air,duplicate-truth-candidate,Canonical dimension SA09_AI_Tool_Usage_Feed.csv exists in 2 roots,SA09_AI_Tool_Usage_Feed.csv=8 rows; SA09_AI_Tool_Usage_Feed.csv=8 rows,datasets/tenant-inputs/active/skyharbor-air/current/SA09_AI_Tool_Usage_Feed.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA09_AI_Tool_Usage_Feed.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/skyharbor-air/current/SA09_AI_Tool_Usage_Feed.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-022,skyharbor-air,duplicate-truth-candidate,Canonical dimension SA10_AI_Value_Interview_Evidence.csv exists in 2 roots,SA10_AI_Value_Interview_Evidence.csv=8 rows; SA10_AI_Value_Interview_Evidence.csv=8 rows,datasets/tenant-inputs/active/skyharbor-air/current/SA10_AI_Value_Interview_Evidence.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA10_AI_Value_Interview_Evidence.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/skyharbor-air/current/SA10_AI_Value_Interview_Evidence.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-023,skyharbor-air,duplicate-truth-candidate,Canonical dimension SA11_AI_KPI_Operational_Outcome_Feed.csv exists in 2 roots,SA11_AI_KPI_Operational_Outcome_Feed.csv=8 rows; SA11_AI_KPI_Operational_Outcome_Feed.csv=8 rows,datasets/tenant-inputs/active/skyharbor-air/current/SA11_AI_KPI_Operational_Outcome_Feed.csv; datasets/tenant-inputs/skyharbor-air/standard-2026-07-v3/SA11_AI_KPI_Operational_Outcome_Feed.csv,IDENTICAL_COPY,datasets/tenant-inputs/active/skyharbor-air/current/SA11_AI_KPI_Operational_Outcome_Feed.csv,Either copy may be read; retire the non-registry copy through the retirement manifest.,,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-DUP-024,skyharbor-air,duplicate-truth-candidate,Canonical dimension executive_interviews.csv exists in 2 roots,executive_interviews.csv=432 rows; executive_interviews.csv=216 rows,datasets/tenant-inputs/skyharbor-air/interviews/executive_interviews.csv; datasets/tenant-inputs/candidates/skyharbor-air/interviews/executive_interviews.csv,DIVERGENT_COPY,datasets/tenant-inputs/active/skyharbor-air/current/executive_interviews.csv,Do not quote either copy until reconciled; the non-active copy asserts different content.,Do not present figures from this dimension until the divergence is reconciled.,"declare a source-of-record root, then regenerate the other copy or retire it",,open
SKY-UNREG-025,skyharbor-air,unregistered-artifact-in-active-root,04_applications_systems.xlsx sits in the active input root but is not in the template contract,04_applications_systems.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/04_applications_systems.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-026,skyharbor-air,unregistered-artifact-in-active-root,05_data_assets_integrations.xlsx sits in the active input root but is not in the template contract,05_data_assets_integrations.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/05_data_assets_integrations.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-027,skyharbor-air,unregistered-artifact-in-active-root,06_infrastructure_platforms.xlsx sits in the active input root but is not in the template contract,06_infrastructure_platforms.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/06_infrastructure_platforms.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-028,skyharbor-air,unregistered-artifact-in-active-root,09_programs_initiatives.xlsx sits in the active input root but is not in the template contract,09_programs_initiatives.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/09_programs_initiatives.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-029,skyharbor-air,unregistered-artifact-in-active-root,19_data_analytics_platform_maturity.csv sits in the active input root but is not in the template contract,19_data_analytics_platform_maturity.csv,datasets/tenant-inputs/active/skyharbor-air/current/19_data_analytics_platform_maturity.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-030,skyharbor-air,unregistered-artifact-in-active-root,19_data_analytics_platform_maturity.xlsx sits in the active input root but is not in the template contract,19_data_analytics_platform_maturity.xlsx,datasets/tenant-inputs/active/skyharbor-air/current/19_data_analytics_platform_maturity.xlsx,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-031,skyharbor-air,unregistered-artifact-in-active-root,SA08_AI_Benefits_Realization_Usage_Ledger.csv sits in the active input root but is not in the template contract,SA08_AI_Benefits_Realization_Usage_Ledger.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA08_AI_Benefits_Realization_Usage_Ledger.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-032,skyharbor-air,unregistered-artifact-in-active-root,SA09_AI_Tool_Usage_Feed.csv sits in the active input root but is not in the template contract,SA09_AI_Tool_Usage_Feed.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA09_AI_Tool_Usage_Feed.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
SKY-UNREG-033,skyharbor-air,unregistered-artifact-in-active-root,SA10_AI_Value_Interview_Evidence.csv sits in the active input root but is not in the template contract,SA10_AI_Value_Interview_Evidence.csv,datasets/tenant-inputs/active/skyharbor-air/current/SA10_AI_Value_Interview_Evidence.csv,UNREGISTERED,datasets/tenant-inputs/templates/universal/standard-2026-07-v3/template-manifest.json,Do not treat as a canonical dimension.,Do not load or project this file as canonical content.,declare it in the template contract or move it out of the active root,,open
