tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,source_file_id,source_page,page_text,page_text_sha256,mapping_status,parser_version,synthetic_policy
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-TICKET-VOLUMES:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-TICKET-VOLUMES,1,"Ticket volumetrics extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports itsm review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",d748f1a3dbc4a7461a2deda8c7e86f37cbe9f50c3f0489a145697cd2a1bbdf40,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-INCIDENTS:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-INCIDENTS,1,"Incident sample extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports itsm review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",2aa0389c459e07f5fa90f310142e219216d22c6d7d49b338ff0d7d32331f7cce,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-SLA-RESULTS:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-SLA-RESULTS,1,"SLA period results extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports sla review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",c7d3b2740fc0d13ea9ab8aa118af6e28f1b8f1993051af1d46a64fcba32b74d6,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-MONTHLY-SPEND:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-MONTHLY-SPEND,1,"Monthly spend extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports finance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",62cd7c796b4bbcad1ae2269ae880a43754d1f276d94bdf82c7783eb00df3b368,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-INVOICE-LINES:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-INVOICE-LINES,1,"Invoice line extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports finance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",35e333238eddcf01ad97ac13c85a6f0e3698a86b057ab286c49e687de52ad111,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-AWS-CUR:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-AWS-CUR,1,"AWS CUR monthly summary extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports cloud review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",d32861cc42966c4b39d01eaf1bb4f79a8000e1bfd3d1188dd7e7ce9105786361,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-COMMITMENT-COVERAGE:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-COMMITMENT-COVERAGE,1,"Reserved commitment coverage extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports cloud review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",96f4d6a7648fb10859cc601ed7fd754f9d66e9787835c238564b78425732c8a5,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-RFP-REQS:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-RFP-REQS,1,"RFP requirements extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports rfp review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",5605420c527bbbc87039e09ed5e8d1efb97cdf70f1decccba678f5fa6f106453,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-RESPONSE-COVERAGE:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-RESPONSE-COVERAGE,1,"Vendor response coverage extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports responses review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",ab5a19d4bdf1c2494b2a4261a76aa4ad57d616b19b8b5a3f5b8c7dc1292c3bff,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-SUPPLIER-PRICING:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-SUPPLIER-PRICING,1,"Supplier pricing line extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports pricing review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",1a1373318bbb5b135cf18fb13f5aa9deeccc9dc8dc799e955e2362505a69dbc3,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-BAFO:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-BAFO,1,"BAFO concession tracker extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports bafo review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",d795028c97f6510446bfdf59dd8cf5a050990698e19e2907c95423713f46c482,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-EVIDENCE-MAP:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-EVIDENCE-MAP,1,"Evidence to claim map extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports evidence review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",ec2da0f9ad4abee0b102105c6389b9b0cc22ef736f29578a743f1d9016d736f1,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-STAGES:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-STAGES,1,"Source event stage extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports new_event review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",ec45d4d1c8b62eaea14810f270d32788df01c9b9dd76d28f701edb13e0b00782,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:CSV-LAAMS-ARTIFACT-STATES:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-ARTIFACT-STATES,1,"Source event artifact state extract: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports new_event review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",94f3e4f37ef3f26a41877c888bc77cb2dcf2acfb45582dfce04f24c3bd5b3470,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2026-07:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-07,1,"Monthly service review 2026-07: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",cb5bd24e6481916a13bde3da097cf597a6d14a480e2d4d89c8c94bc21564a363,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2026-08:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-08,1,"Monthly service review 2026-08: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",abbd0c51d8f6bf643189c6c7cc9192e65095b8fcb13b856b9f60ea1f8f21062c,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2026-09:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-09,1,"Monthly service review 2026-09: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",9c42ddc40f2efa048b6196d6dc24b3f2cc06dc4814329268dfe002a853c873b3,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2026-10:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-10,1,"Monthly service review 2026-10: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",a12fb3a51d84efce9d849d38a9eb0dc3b6039d720257c78fcd965ffacc3213b2,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2026-11:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-11,1,"Monthly service review 2026-11: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",447c4c663ff8bb64d315953a41bb91037d31e0ff16bb2ba89d448697fe830668,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2026-12:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-12,1,"Monthly service review 2026-12: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",1b5d0f3b1cbd249e425fa9ed790d877bb02fa4e240fc236874a29c2aab259a89,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2027-01:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-01,1,"Monthly service review 2027-01: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",ff9ae5f4a1abc7da250b1b0cc985c21dc5457d90400200af433c6637b9336936,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2027-02:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-02,1,"Monthly service review 2027-02: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",ea67560f4fa8c2595742d8d018b01fc6c91da944209a78533a11525cb6b22962,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
meridian-health,meridian-laams-new-event-rich-v2-20260908,page_text:MER-TECH-LAAMS-001:MSR-LAAMS-2027-03:p1,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-03,1,"Monthly service review 2027-03: synthetic demo evidence for Cognizant Technology Solutions MER-TECH-LAAMS-001. Supports performance review, Source 360 evidence grounding, New Event requirements, and Optimize candidate actions. This is not client truth and is not finance-confirmed realized value.",d8b26213fe92abcaae390dab729aa30669a5a9733b97a312235fa60ec1532652,mapped_to_register_contract,synthetic-docx-page-parser-v2,synthetic_demo_only_not_client_truth
