tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,period_start,period_end,metric_name,service_tower,committed_threshold_pct,actual_result_pct,ticket_volume,breach_state,credit_owed_usd,credit_claimed,credit_recovered_usd,source_file_id
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-08:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-08-01,2026-08-31,change_success_rate_pct,Legacy Analytics AMS,95,96,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-08:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-08-01,2026-08-31,problem_backlog_older_30_days,Legacy Analytics AMS,12,11,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-09:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09-01,2026-09-30,critical_incident_response_minutes,Legacy Analytics AMS,30,35,,breached,8177.08,true,8177.08,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-09:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09-01,2026-09-30,p1_p2_resolution_hours,Legacy Analytics AMS,8,6,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-09:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09-01,2026-09-30,batch_completion_by_7am_pct,Legacy Analytics AMS,98,100,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-09:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09-01,2026-09-30,report_refresh_timeliness_pct,Legacy Analytics AMS,97,99,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-09:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09-01,2026-09-30,change_success_rate_pct,Legacy Analytics AMS,95,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-09:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09-01,2026-09-30,problem_backlog_older_30_days,Legacy Analytics AMS,12,10,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-10:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10-01,2026-10-31,critical_incident_response_minutes,Legacy Analytics AMS,30,27,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-10:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10-01,2026-10-31,p1_p2_resolution_hours,Legacy Analytics AMS,8,5,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-10:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10-01,2026-10-31,batch_completion_by_7am_pct,Legacy Analytics AMS,98,98,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-10:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10-01,2026-10-31,report_refresh_timeliness_pct,Legacy Analytics AMS,97,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-10:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10-01,2026-10-31,change_success_rate_pct,Legacy Analytics AMS,95,95,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-10:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10-01,2026-10-31,problem_backlog_older_30_days,Legacy Analytics AMS,12,9,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-11:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11-01,2026-11-30,critical_incident_response_minutes,Legacy Analytics AMS,30,30,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-11:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11-01,2026-11-30,p1_p2_resolution_hours,Legacy Analytics AMS,8,8,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-11:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11-01,2026-11-30,batch_completion_by_7am_pct,Legacy Analytics AMS,98,94,,breached,6541.67,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-11:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11-01,2026-11-30,report_refresh_timeliness_pct,Legacy Analytics AMS,97,98,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-11:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11-01,2026-11-30,change_success_rate_pct,Legacy Analytics AMS,95,96,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-11:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11-01,2026-11-30,problem_backlog_older_30_days,Legacy Analytics AMS,12,12,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-12:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12-01,2026-12-31,critical_incident_response_minutes,Legacy Analytics AMS,30,29,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-12:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12-01,2026-12-31,p1_p2_resolution_hours,Legacy Analytics AMS,8,7,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-12:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12-01,2026-12-31,batch_completion_by_7am_pct,Legacy Analytics AMS,98,100,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-12:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12-01,2026-12-31,report_refresh_timeliness_pct,Legacy Analytics AMS,97,99,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-12:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12-01,2026-12-31,change_success_rate_pct,Legacy Analytics AMS,95,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2026-12:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12-01,2026-12-31,problem_backlog_older_30_days,Legacy Analytics AMS,12,11,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-01:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01-01,2027-01-31,critical_incident_response_minutes,Legacy Analytics AMS,30,28,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-01:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01-01,2027-01-31,p1_p2_resolution_hours,Legacy Analytics AMS,8,6,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-01:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01-01,2027-01-31,batch_completion_by_7am_pct,Legacy Analytics AMS,98,98,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-01:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01-01,2027-01-31,report_refresh_timeliness_pct,Legacy Analytics AMS,97,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-01:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01-01,2027-01-31,change_success_rate_pct,Legacy Analytics AMS,95,95,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-01:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01-01,2027-01-31,problem_backlog_older_30_days,Legacy Analytics AMS,12,22,,breached,3270.83,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-02:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02-01,2027-02-28,critical_incident_response_minutes,Legacy Analytics AMS,30,27,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-02:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02-01,2027-02-28,p1_p2_resolution_hours,Legacy Analytics AMS,8,5,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-02:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02-01,2027-02-28,batch_completion_by_7am_pct,Legacy Analytics AMS,98,99,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-02:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02-01,2027-02-28,report_refresh_timeliness_pct,Legacy Analytics AMS,97,98,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-02:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02-01,2027-02-28,change_success_rate_pct,Legacy Analytics AMS,95,96,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-02:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02-01,2027-02-28,problem_backlog_older_30_days,Legacy Analytics AMS,12,9,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-03:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03-01,2027-03-31,critical_incident_response_minutes,Legacy Analytics AMS,30,35,,breached,8177.08,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-03:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03-01,2027-03-31,p1_p2_resolution_hours,Legacy Analytics AMS,8,8,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-03:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03-01,2027-03-31,batch_completion_by_7am_pct,Legacy Analytics AMS,98,100,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-03:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03-01,2027-03-31,report_refresh_timeliness_pct,Legacy Analytics AMS,97,99,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-03:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03-01,2027-03-31,change_success_rate_pct,Legacy Analytics AMS,95,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-03:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03-01,2027-03-31,problem_backlog_older_30_days,Legacy Analytics AMS,12,12,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-04:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04-01,2027-04-30,critical_incident_response_minutes,Legacy Analytics AMS,30,29,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-04:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04-01,2027-04-30,p1_p2_resolution_hours,Legacy Analytics AMS,8,7,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-04:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04-01,2027-04-30,batch_completion_by_7am_pct,Legacy Analytics AMS,98,94,,breached,6541.67,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-04:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04-01,2027-04-30,report_refresh_timeliness_pct,Legacy Analytics AMS,97,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-04:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04-01,2027-04-30,change_success_rate_pct,Legacy Analytics AMS,95,95,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-04:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04-01,2027-04-30,problem_backlog_older_30_days,Legacy Analytics AMS,12,11,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-05:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05-01,2027-05-31,critical_incident_response_minutes,Legacy Analytics AMS,30,28,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-05:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05-01,2027-05-31,p1_p2_resolution_hours,Legacy Analytics AMS,8,6,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-05:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05-01,2027-05-31,batch_completion_by_7am_pct,Legacy Analytics AMS,98,99,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-05:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05-01,2027-05-31,report_refresh_timeliness_pct,Legacy Analytics AMS,97,98,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-05:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05-01,2027-05-31,change_success_rate_pct,Legacy Analytics AMS,95,96,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-05:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05-01,2027-05-31,problem_backlog_older_30_days,Legacy Analytics AMS,12,10,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-06:critical_incident_response_minutes,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06-01,2027-06-30,critical_incident_response_minutes,Legacy Analytics AMS,30,27,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-06:p1_p2_resolution_hours,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06-01,2027-06-30,p1_p2_resolution_hours,Legacy Analytics AMS,8,5,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-06:batch_completion_by_7am_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06-01,2027-06-30,batch_completion_by_7am_pct,Legacy Analytics AMS,98,100,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-06:report_refresh_timeliness_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06-01,2027-06-30,report_refresh_timeliness_pct,Legacy Analytics AMS,97,99,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-06:change_success_rate_pct,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06-01,2027-06-30,change_success_rate_pct,Legacy Analytics AMS,95,97,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
meridian-health,meridian-laams-new-event-rich-v2-20260908,sla:MER-TECH-LAAMS-001:2027-06:problem_backlog_older_30_days,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06-01,2027-06-30,problem_backlog_older_30_days,Legacy Analytics AMS,12,9,,met,0,false,0,DOC-LAAMS-SLA-SCHEDULE
