tenant_key,contract_id,vendor_name,as_of_date,synthetic_policy,report_id,report_name,tool,business_process,monthly_users,refresh_sla_hours,decommission_candidate,modernization_target,dataset_version
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-011,Operational analytics report 011,Tableau,claims denial review,25,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-012,Operational analytics report 012,Power BI,provider quality,26,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-013,Operational analytics report 013,SSRS,member service,27,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-014,Operational analytics report 014,SAS output,finance close,28,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-015,Operational analytics report 015,Excel distribution,regulatory reporting,29,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-016,Operational analytics report 016,Tableau,claims denial review,30,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-017,Operational analytics report 017,Power BI,provider quality,31,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-018,Operational analytics report 018,SSRS,member service,32,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-019,Operational analytics report 019,SAS output,finance close,33,12,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-020,Operational analytics report 020,Excel distribution,regulatory reporting,34,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-021,Operational analytics report 021,Tableau,claims denial review,35,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-022,Operational analytics report 022,Power BI,provider quality,36,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-023,Operational analytics report 023,SSRS,member service,37,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-024,Operational analytics report 024,SAS output,finance close,38,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-025,Operational analytics report 025,Excel distribution,regulatory reporting,39,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-026,Operational analytics report 026,Tableau,claims denial review,40,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-027,Operational analytics report 027,Power BI,provider quality,41,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-028,Operational analytics report 028,SSRS,member service,42,24,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-029,Operational analytics report 029,SAS output,finance close,43,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-030,Operational analytics report 030,Excel distribution,regulatory reporting,44,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-031,Operational analytics report 031,Tableau,claims denial review,15,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-032,Operational analytics report 032,Power BI,provider quality,16,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-033,Operational analytics report 033,SSRS,member service,17,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-034,Operational analytics report 034,SAS output,finance close,18,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-035,Operational analytics report 035,Excel distribution,regulatory reporting,19,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-036,Operational analytics report 036,Tableau,claims denial review,20,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-037,Operational analytics report 037,Power BI,provider quality,21,4,true,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-038,Operational analytics report 038,SSRS,member service,22,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-039,Operational analytics report 039,SAS output,finance close,23,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-040,Operational analytics report 040,Excel distribution,regulatory reporting,24,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-041,Operational analytics report 041,Tableau,claims denial review,25,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-042,Operational analytics report 042,Power BI,provider quality,26,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-043,Operational analytics report 043,SSRS,member service,27,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-044,Operational analytics report 044,SAS output,finance close,28,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-045,Operational analytics report 045,Excel distribution,regulatory reporting,29,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-046,Operational analytics report 046,Tableau,claims denial review,30,8,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-047,Operational analytics report 047,Power BI,provider quality,31,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-048,Operational analytics report 048,SSRS,member service,32,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-049,Operational analytics report 049,SAS output,finance close,33,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-050,Operational analytics report 050,Excel distribution,regulatory reporting,34,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-051,Operational analytics report 051,Tableau,claims denial review,35,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-052,Operational analytics report 052,Power BI,provider quality,36,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-053,Operational analytics report 053,SSRS,member service,37,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-054,Operational analytics report 054,SAS output,finance close,38,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-055,Operational analytics report 055,Excel distribution,regulatory reporting,39,12,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-056,Operational analytics report 056,Tableau,claims denial review,40,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-057,Operational analytics report 057,Power BI,provider quality,41,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-058,Operational analytics report 058,SSRS,member service,42,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-059,Operational analytics report 059,SAS output,finance close,43,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-060,Operational analytics report 060,Excel distribution,regulatory reporting,44,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-061,Operational analytics report 061,Tableau,claims denial review,15,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-062,Operational analytics report 062,Power BI,provider quality,16,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-063,Operational analytics report 063,SSRS,member service,17,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-064,Operational analytics report 064,SAS output,finance close,18,24,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-065,Operational analytics report 065,Excel distribution,regulatory reporting,19,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-066,Operational analytics report 066,Tableau,claims denial review,20,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-067,Operational analytics report 067,Power BI,provider quality,21,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-068,Operational analytics report 068,SSRS,member service,22,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-069,Operational analytics report 069,SAS output,finance close,23,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-070,Operational analytics report 070,Excel distribution,regulatory reporting,24,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-071,Operational analytics report 071,Tableau,claims denial review,25,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-072,Operational analytics report 072,Power BI,provider quality,26,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-073,Operational analytics report 073,SSRS,member service,27,4,true,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-074,Operational analytics report 074,SAS output,finance close,28,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-075,Operational analytics report 075,Excel distribution,regulatory reporting,29,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-076,Operational analytics report 076,Tableau,claims denial review,30,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-077,Operational analytics report 077,Power BI,provider quality,31,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-078,Operational analytics report 078,SSRS,member service,32,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-079,Operational analytics report 079,SAS output,finance close,33,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-080,Operational analytics report 080,Excel distribution,regulatory reporting,34,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-081,Operational analytics report 081,Tableau,claims denial review,35,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-082,Operational analytics report 082,Power BI,provider quality,36,8,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-083,Operational analytics report 083,SSRS,member service,37,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-084,Operational analytics report 084,SAS output,finance close,38,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-085,Operational analytics report 085,Excel distribution,regulatory reporting,39,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-086,Operational analytics report 086,Tableau,claims denial review,40,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-087,Operational analytics report 087,Power BI,provider quality,41,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-088,Operational analytics report 088,SSRS,member service,42,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-089,Operational analytics report 089,SAS output,finance close,43,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-090,Operational analytics report 090,Excel distribution,regulatory reporting,44,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-091,Operational analytics report 091,Tableau,claims denial review,15,12,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-092,Operational analytics report 092,Power BI,provider quality,16,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-093,Operational analytics report 093,SSRS,member service,17,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-094,Operational analytics report 094,SAS output,finance close,18,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-095,Operational analytics report 095,Excel distribution,regulatory reporting,19,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-096,Operational analytics report 096,Tableau,claims denial review,20,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-097,Operational analytics report 097,Power BI,provider quality,21,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-098,Operational analytics report 098,SSRS,member service,22,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-099,Operational analytics report 099,SAS output,finance close,23,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-100,Operational analytics report 100,Excel distribution,regulatory reporting,24,24,true,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-101,Operational analytics report 101,Tableau,claims denial review,25,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-102,Operational analytics report 102,Power BI,provider quality,26,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-103,Operational analytics report 103,SSRS,member service,27,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-104,Operational analytics report 104,SAS output,finance close,28,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-105,Operational analytics report 105,Excel distribution,regulatory reporting,29,4,false,Databricks gold data product,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-106,Operational analytics report 106,Tableau,claims denial review,30,8,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-107,Operational analytics report 107,Power BI,provider quality,31,12,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
meridian-health,MER-TECH-LAAMS-001,Cognizant Technology Solutions,2027-06-30,synthetic_demo_only_not_client_truth,RPT-LAAMS-108,Operational analytics report 108,SSRS,member service,32,24,false,retain until wave assigned,meridian-laams-new-event-rich-v2-20260908
