tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,source_file_id,evidence_id,document_type,file_name,source_system,source_owner,use_in_source,synthetic_policy,review_state
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:DOC-LAAMS-BAFO-DECISION,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,DOC-LAAMS-BAFO-DECISION,DOC-LAAMS-BAFO-DECISION,decision,DOC-LAAMS-BAFO-DECISION.docx,AWS CUR Export,Synthetic source package,BAFO and Executive Decision Pack,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-CONTRACT-REGISTER,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-CONTRACT-REGISTER,CSV-LAAMS-CONTRACT-REGISTER,contract,contract_register.csv,RFP Workspace,Synthetic source package,Contract register extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-CONTRACT-TERMS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-CONTRACT-TERMS,CSV-LAAMS-CONTRACT-TERMS,contract,contract_terms.csv,CLM,Synthetic source package,Contract terms extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-RATE-CARD,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-RATE-CARD,CSV-LAAMS-RATE-CARD,pricing,rate_card_roles.csv,SharePoint,Synthetic source package,Rate card extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-SOW-SCOPE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-SOW-SCOPE,CSV-LAAMS-SOW-SCOPE,sow,sow_scope_catalog.csv,ServiceNow,Synthetic source package,SOW scope catalog extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-CHANGE-ORDERS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-CHANGE-ORDERS,CSV-LAAMS-CHANGE-ORDERS,change_order,change_order_register.csv,ERP/AP,Synthetic source package,Change order register extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-APPLICATIONS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-APPLICATIONS,CSV-LAAMS-APPLICATIONS,cmdb,applications_in_scope.csv,AWS CUR Export,Synthetic source package,Applications in scope extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-PIPELINES,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-PIPELINES,CSV-LAAMS-PIPELINES,cmdb,data_pipelines_in_scope.csv,RFP Workspace,Synthetic source package,Data pipelines in scope extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-REPORTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-REPORTS,CSV-LAAMS-REPORTS,cmdb,reports_dashboards_in_scope.csv,CLM,Synthetic source package,Reports and dashboards extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-TICKET-VOLUMES,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-TICKET-VOLUMES,CSV-LAAMS-TICKET-VOLUMES,itsm,ticket_volumetrics_12mo.csv,SharePoint,Synthetic source package,Ticket volumetrics extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-INCIDENTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-INCIDENTS,CSV-LAAMS-INCIDENTS,itsm,incident_extract_sample.csv,ServiceNow,Synthetic source package,Incident sample extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-SLA-RESULTS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-SLA-RESULTS,CSV-LAAMS-SLA-RESULTS,sla,sla_period_results.csv,ERP/AP,Synthetic source package,SLA period results extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-MONTHLY-SPEND,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-MONTHLY-SPEND,CSV-LAAMS-MONTHLY-SPEND,finance,monthly_spend.csv,AWS CUR Export,Synthetic source package,Monthly spend extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-INVOICE-LINES,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-INVOICE-LINES,CSV-LAAMS-INVOICE-LINES,finance,invoice_lines.csv,RFP Workspace,Synthetic source package,Invoice line extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-AWS-CUR,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-AWS-CUR,CSV-LAAMS-AWS-CUR,cloud,aws_cur_monthly_summary.csv,CLM,Synthetic source package,AWS CUR monthly summary extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-COMMITMENT-COVERAGE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-COMMITMENT-COVERAGE,CSV-LAAMS-COMMITMENT-COVERAGE,cloud,reserved_commitment_coverage.csv,SharePoint,Synthetic source package,Reserved commitment coverage extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-RFP-REQS,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-RFP-REQS,CSV-LAAMS-RFP-REQS,rfp,rfp_requirements.csv,ServiceNow,Synthetic source package,RFP requirements extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-RESPONSE-COVERAGE,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-RESPONSE-COVERAGE,CSV-LAAMS-RESPONSE-COVERAGE,responses,vendor_response_coverage.csv,ERP/AP,Synthetic source package,Vendor response coverage extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-SUPPLIER-PRICING,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-SUPPLIER-PRICING,CSV-LAAMS-SUPPLIER-PRICING,pricing,supplier_pricing_lines.csv,AWS CUR Export,Synthetic source package,Supplier pricing line extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-BAFO,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-BAFO,CSV-LAAMS-BAFO,bafo,bafo_concession_tracker.csv,RFP Workspace,Synthetic source package,BAFO concession tracker extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-EVIDENCE-MAP,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-EVIDENCE-MAP,CSV-LAAMS-EVIDENCE-MAP,evidence,evidence_to_claim_map.csv,CLM,Synthetic source package,Evidence to claim map extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-STAGES,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-STAGES,CSV-LAAMS-STAGES,new_event,source_event_stages.csv,SharePoint,Synthetic source package,Source event stage extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:CSV-LAAMS-ARTIFACT-STATES,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,CSV-LAAMS-ARTIFACT-STATES,CSV-LAAMS-ARTIFACT-STATES,new_event,source_event_artifact_states.csv,ServiceNow,Synthetic source package,Source event artifact state extract,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2026-07,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-07,MSR-LAAMS-2026-07,performance,monthly-service-review-2026-07.pdf,ERP/AP,Synthetic source package,Monthly service review 2026-07,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2026-08,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-08,MSR-LAAMS-2026-08,performance,monthly-service-review-2026-08.pdf,AWS CUR Export,Synthetic source package,Monthly service review 2026-08,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2026-09,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-09,MSR-LAAMS-2026-09,performance,monthly-service-review-2026-09.pdf,RFP Workspace,Synthetic source package,Monthly service review 2026-09,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2026-10,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-10,MSR-LAAMS-2026-10,performance,monthly-service-review-2026-10.pdf,CLM,Synthetic source package,Monthly service review 2026-10,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2026-11,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-11,MSR-LAAMS-2026-11,performance,monthly-service-review-2026-11.pdf,SharePoint,Synthetic source package,Monthly service review 2026-11,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2026-12,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2026-12,MSR-LAAMS-2026-12,performance,monthly-service-review-2026-12.pdf,ServiceNow,Synthetic source package,Monthly service review 2026-12,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2027-01,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-01,MSR-LAAMS-2027-01,performance,monthly-service-review-2027-01.pdf,ERP/AP,Synthetic source package,Monthly service review 2027-01,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2027-02,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-02,MSR-LAAMS-2027-02,performance,monthly-service-review-2027-02.pdf,AWS CUR Export,Synthetic source package,Monthly service review 2027-02,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2027-03,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-03,MSR-LAAMS-2027-03,performance,monthly-service-review-2027-03.pdf,RFP Workspace,Synthetic source package,Monthly service review 2027-03,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2027-04,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-04,MSR-LAAMS-2027-04,performance,monthly-service-review-2027-04.pdf,CLM,Synthetic source package,Monthly service review 2027-04,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2027-05,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-05,MSR-LAAMS-2027-05,performance,monthly-service-review-2027-05.pdf,SharePoint,Synthetic source package,Monthly service review 2027-05,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
meridian-health,meridian-laams-new-event-rich-v2-20260908,evidence:MSR-LAAMS-2027-06,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,MSR-LAAMS-2027-06,MSR-LAAMS-2027-06,performance,monthly-service-review-2027-06.pdf,ServiceNow,Synthetic source package,Monthly service review 2027-06,synthetic_demo_only_not_client_truth,synthetic_demo_reviewed
