tenant_key,dataset_version,source_row_id,contract_id,vendor_ref,vendor_name,month,period_start,period_end,service_tower,severity,ticket_count,sla_target_hours,avg_resolution_hours,backlog_end_count,source_file_id
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-09:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09,2026-09-01,2026-09-30,Legacy Analytics AMS,incident_p3_p4,150,8,110.4,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-09:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09,2026-09-01,2026-09-30,Legacy Analytics AMS,SR,106,8,69.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-09:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09,2026-09-01,2026-09-30,Legacy Analytics AMS,minor_enhancement,50,8,244.8,2,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-09:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09,2026-09-01,2026-09-30,Legacy Analytics AMS,problem,26,8,528.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-09:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-09,2026-09-01,2026-09-30,Legacy Analytics AMS,change,50,8,141.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-10:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10,2026-10-01,2026-10-31,Legacy Analytics AMS,P2,17,8,28.8,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-10:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10,2026-10-01,2026-10-31,Legacy Analytics AMS,incident_p3_p4,154,8,91.2,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-10:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10,2026-10-01,2026-10-31,Legacy Analytics AMS,SR,111,8,50.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-10:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10,2026-10-01,2026-10-31,Legacy Analytics AMS,minor_enhancement,39,8,225.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-10:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10,2026-10-01,2026-10-31,Legacy Analytics AMS,problem,16,8,508.8,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-10:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-10,2026-10-01,2026-10-31,Legacy Analytics AMS,change,41,8,122.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-11:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11,2026-11-01,2026-11-30,Legacy Analytics AMS,P2,20,8,38.4,3,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-11:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11,2026-11-01,2026-11-30,Legacy Analytics AMS,incident_p3_p4,158,8,100.8,4,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-11:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11,2026-11-01,2026-11-30,Legacy Analytics AMS,SR,99,8,60.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-11:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11,2026-11-01,2026-11-30,Legacy Analytics AMS,minor_enhancement,45,8,235.2,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-11:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11,2026-11-01,2026-11-30,Legacy Analytics AMS,problem,23,8,518.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-11:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-11,2026-11-01,2026-11-30,Legacy Analytics AMS,change,49,8,132.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-12:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12,2026-12-01,2026-12-31,Legacy Analytics AMS,P2,23,8,48.0,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-12:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12,2026-12-01,2026-12-31,Legacy Analytics AMS,incident_p3_p4,145,8,110.4,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-12:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12,2026-12-01,2026-12-31,Legacy Analytics AMS,SR,104,8,69.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-12:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12,2026-12-01,2026-12-31,Legacy Analytics AMS,minor_enhancement,51,8,244.8,2,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-12:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12,2026-12-01,2026-12-31,Legacy Analytics AMS,problem,13,8,528.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2026-12:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2026-12,2026-12-01,2026-12-31,Legacy Analytics AMS,change,40,8,141.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-01:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01,2027-01-01,2027-01-31,Legacy Analytics AMS,P2,9,8,28.8,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-01:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01,2027-01-01,2027-01-31,Legacy Analytics AMS,incident_p3_p4,149,8,91.2,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-01:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01,2027-01-01,2027-01-31,Legacy Analytics AMS,SR,109,8,50.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-01:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01,2027-01-01,2027-01-31,Legacy Analytics AMS,minor_enhancement,40,8,225.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-01:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01,2027-01-01,2027-01-31,Legacy Analytics AMS,problem,20,8,508.8,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-01:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-01,2027-01-01,2027-01-31,Legacy Analytics AMS,change,48,8,122.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-02:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02,2027-02-01,2027-02-28,Legacy Analytics AMS,P2,12,8,38.4,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-02:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02,2027-02-01,2027-02-28,Legacy Analytics AMS,incident_p3_p4,153,8,100.8,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-02:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02,2027-02-01,2027-02-28,Legacy Analytics AMS,SR,97,8,60.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-02:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02,2027-02-01,2027-02-28,Legacy Analytics AMS,minor_enhancement,46,8,235.2,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-02:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02,2027-02-01,2027-02-28,Legacy Analytics AMS,problem,27,8,518.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-02:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-02,2027-02-01,2027-02-28,Legacy Analytics AMS,change,39,8,132.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-03:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03,2027-03-01,2027-03-31,Legacy Analytics AMS,P2,15,8,48.0,3,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-03:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03,2027-03-01,2027-03-31,Legacy Analytics AMS,incident_p3_p4,157,8,110.4,4,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-03:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03,2027-03-01,2027-03-31,Legacy Analytics AMS,SR,102,8,69.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-03:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03,2027-03-01,2027-03-31,Legacy Analytics AMS,minor_enhancement,52,8,244.8,2,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-03:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03,2027-03-01,2027-03-31,Legacy Analytics AMS,problem,17,8,528.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-03:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-03,2027-03-01,2027-03-31,Legacy Analytics AMS,change,47,8,141.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-04:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04,2027-04-01,2027-04-30,Legacy Analytics AMS,P2,18,8,28.8,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-04:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04,2027-04-01,2027-04-30,Legacy Analytics AMS,incident_p3_p4,144,8,91.2,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-04:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04,2027-04-01,2027-04-30,Legacy Analytics AMS,SR,107,8,50.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-04:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04,2027-04-01,2027-04-30,Legacy Analytics AMS,minor_enhancement,41,8,225.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-04:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04,2027-04-01,2027-04-30,Legacy Analytics AMS,problem,24,8,508.8,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-04:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-04,2027-04-01,2027-04-30,Legacy Analytics AMS,change,38,8,122.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-05:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05,2027-05-01,2027-05-31,Legacy Analytics AMS,P2,21,8,38.4,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-05:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05,2027-05-01,2027-05-31,Legacy Analytics AMS,incident_p3_p4,148,8,100.8,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-05:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05,2027-05-01,2027-05-31,Legacy Analytics AMS,SR,112,8,60.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-05:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05,2027-05-01,2027-05-31,Legacy Analytics AMS,minor_enhancement,47,8,235.2,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-05:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05,2027-05-01,2027-05-31,Legacy Analytics AMS,problem,14,8,518.4,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-05:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-05,2027-05-01,2027-05-31,Legacy Analytics AMS,change,46,8,132.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-06:incident_p1_p2,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06,2027-06-01,2027-06-30,Legacy Analytics AMS,P2,24,8,48.0,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-06:incident_p3_p4,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06,2027-06-01,2027-06-30,Legacy Analytics AMS,incident_p3_p4,152,8,110.4,1,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-06:service_request,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06,2027-06-01,2027-06-30,Legacy Analytics AMS,SR,100,8,69.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-06:minor_enhancement,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06,2027-06-01,2027-06-30,Legacy Analytics AMS,minor_enhancement,53,8,244.8,2,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-06:problem,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06,2027-06-01,2027-06-30,Legacy Analytics AMS,problem,21,8,528.0,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
meridian-health,meridian-laams-new-event-rich-v2-20260908,ticket_volume:MER-TECH-LAAMS-001:2027-06:change,MER-TECH-LAAMS-001,VEN-COGNIZANT,Cognizant Technology Solutions,2027-06,2027-06-01,2027-06-30,Legacy Analytics AMS,change,37,8,141.6,0,DOC-LAAMS-MONTHLY-SERVICE-REVIEWS
